# Table format: 1D
# AnglePCyl 	PCyl_raw
0  0.94471
0.25  0.926947
0.45  0.905899
0.65  0.882735
0.85  0.85876
1.05  0.83533
1.25  0.813771
1.45  0.795299
1.65  0.780943
1.85  0.771483
2.05  0.767404
2.25  0.768864
2.45  0.775685
2.65  0.787364
2.85  0.803101
3.05  0.821851
3.25  0.842383
3.45  0.863355
3.65  0.883395
3.85  0.901182
4.05  0.915522
4.25  0.925422
4.45  0.930146
4.65  0.929253
4.85  0.922629
5.05  0.910481
5.25  0.89333
5.45  0.871973
5.65  0.847432
5.85  0.820898
6.05  0.793651
6.25  0.766992
6.45  0.742164
6.65  0.720282
6.85  0.702273
7.05  0.688828
7.25  0.680367
7.45  0.677026
7.65  0.678652
7.85  0.684826
8.05  0.694896
8.25  0.708018
8.45  0.723215
8.65  0.739436
8.85  0.755618
9.05  0.770752
9.25  0.783929
9.45  0.794396
9.65  0.801585
9.85  0.80514
10.05  0.804926
10.25  0.801024
10.45  0.793717
10.65  0.783462
10.85  0.770855
11.05  0.756591
11.25  0.741415
11.45  0.72608
11.65  0.711305
11.85  0.69773
12.05  0.685888
12.25  0.676179
12.45  0.668853
12.65  0.664003
12.85  0.66157
13.05  0.661347
13.25  0.663004
13.45  0.666108
13.65  0.670153
13.85  0.674593
14.05  0.678872
14.25  0.682462
14.45  0.684887
14.65  0.685756
14.85  0.684784
15.05  0.681807
15.25  0.676793
15.45  0.669846
15.65  0.6612
15.85  0.651207
16.05  0.640321
16.25  0.629071
16.45  0.618032
16.65  0.607791
16.85  0.598915
17.05  0.591912
17.25  0.587199
17.45  0.585073
17.65  0.585685
17.85  0.589028
18.05  0.594924
18.25  0.603029
18.45  0.612847
18.65  0.623749
18.85  0.63501
19.05  0.645843
19.25  0.655453
19.45  0.663077
19.65  0.668039
19.85  0.669796
20.05  0.667976
20.25  0.662412
20.45  0.65316
20.65  0.640504
20.85  0.624951
21.05  0.607205
21.25  0.588132
21.45  0.568708
