# Table format: 1D
# AnglePCyl 	PCyl_raw
0  0.993546
0.25  0.992926
0.45  0.992299
0.65  0.991666
0.85  0.991027
1.05  0.990381
1.25  0.989733
1.45  0.989086
1.65  0.988444
1.85  0.987812
2.05  0.987196
2.25  0.9866
2.45  0.986029
2.65  0.985485
2.85  0.98497
3.05  0.984483
3.25  0.984024
3.45  0.983589
3.65  0.983173
3.85  0.982771
4.05  0.98238
4.25  0.981993
4.45  0.981608
4.65  0.981221
4.85  0.980831
5.05  0.980441
5.25  0.980053
5.45  0.979673
5.65  0.979306
5.85  0.97896
6.05  0.978643
6.25  0.978364
6.45  0.978129
6.65  0.977945
6.85  0.977815
7.05  0.977741
7.25  0.977723
7.45  0.977758
7.65  0.977841
7.85  0.977965
8.05  0.978122
8.25  0.978304
8.45  0.978503
8.65  0.978711
8.85  0.978921
9.05  0.979131
9.25  0.979337
9.45  0.979541
9.65  0.979745
9.85  0.979956
10.05  0.98018
10.25  0.980425
10.45  0.980702
10.65  0.981018
10.85  0.981382
11.05  0.9818
11.25  0.982276
11.45  0.982812
11.65  0.983406
11.85  0.984055
12.05  0.984751
12.25  0.985487
12.45  0.986251
12.65  0.987031
12.85  0.987815
13.05  0.988592
13.25  0.989352
13.45  0.990084
13.65  0.990782
13.85  0.991441
14.05  0.992059
14.25  0.992637
14.45  0.993175
14.65  0.993679
14.85  0.994151
15.05  0.994598
15.25  0.995023
15.45  0.99543
15.65  0.99582
15.85  0.996193
16.05  0.996545
16.25  0.996873
16.45  0.997169
16.65  0.997423
16.85  0.997625
17.05  0.997765
17.25  0.99783
17.45  0.99781
17.65  0.997698
17.85  0.997486
18.05  0.997171
18.25  0.996753
18.45  0.996234
18.65  0.995622
18.85  0.994926
19.05  0.994159
19.25  0.993334
19.45  0.992467
19.65  0.991574
19.85  0.990671
20.05  0.989771
20.25  0.988886
20.45  0.988026
20.65  0.987196
20.85  0.986399
21.05  0.985636
21.25  0.984902
21.45  0.984193
21.65  0.983501
21.85  0.982818
22.05  0.982137
22.25  0.98145
22.45  0.980751
22.65  0.980037
22.85  0.979309
23.05  0.978568
23.25  0.977821
23.45  0.977076
23.65  0.976344
23.85  0.975638
24.05  0.974972
24.25  0.974359
24.45  0.973814
24.65  0.973346
24.85  0.972965
25.05  0.972677
25.25  0.972485
25.45  0.972387
25.65  0.972378
25.85  0.972452
26.05  0.972599
26.25  0.972808
26.45  0.973066
26.65  0.973362
26.85  0.973685
27.05  0.974027
27.25  0.974382
27.45  0.974747
27.65  0.975123
27.85  0.975513
28.05  0.975924
28.25  0.976367
28.45  0.976851
28.65  0.977388
28.85  0.977992
29.05  0.978672
29.25  0.979438
29.45  0.980296
29.65  0.981251
29.85  0.982304
30.05  0.983451
30.25  0.984688
30.45  0.986007
30.65  0.987398
30.85  0.988849
31.05  0.990351
31.25  0.991891
31.45  0.993461
31.65  0.995053
31.85  0.996662
32.05  0.998284
32.25  0.99992
32.45  1.00157
32.65  1.00324
32.85  1.00494
33.05  1.00666
33.25  1.00843
33.45  1.01024
33.65  1.01209
33.85  1.01399
34.05  1.01595
34.25  1.01795
34.45  1.01999
34.65  1.02208
34.85  1.02419
35.05  1.02632
35.25  1.02847
35.45  1.03062
35.65  1.03277
35.85  1.03491
36.05  1.03703
36.25  1.03912
