# Table format: 1D
# AnglePCyl 	PCyl_raw
0  1.01347
0.25  1.01381
0.45  1.01416
0.65  1.01452
0.85  1.0149
1.05  1.01528
1.25  1.01567
1.45  1.01606
1.65  1.01646
1.85  1.01686
2.05  1.01727
2.25  1.01769
2.45  1.01812
2.65  1.01857
2.85  1.01903
3.05  1.01952
3.25  1.02003
3.45  1.02056
3.65  1.02111
3.85  1.02168
4.05  1.02226
4.25  1.02285
4.45  1.02345
4.65  1.02403
4.85  1.0246
5.05  1.02514
5.25  1.02564
5.45  1.0261
5.65  1.02651
5.85  1.02686
6.05  1.02714
6.25  1.02735
6.45  1.0275
6.65  1.02759
6.85  1.0276
7.05  1.02756
7.25  1.02746
7.45  1.0273
7.65  1.0271
7.85  1.02685
8.05  1.02655
8.25  1.02622
8.45  1.02584
8.65  1.02542
8.85  1.02496
9.05  1.02444
9.25  1.02388
9.45  1.02326
9.65  1.02257
9.85  1.02182
10.05  1.02098
10.25  1.02006
10.45  1.01905
10.65  1.01793
10.85  1.01672
11.05  1.01539
11.25  1.01395
11.45  1.0124
11.65  1.01073
11.85  1.00894
12.05  1.00704
12.25  1.00503
12.45  1.0029
12.65  1.00066
12.85  0.998325
13.05  0.995885
13.25  0.993347
13.45  0.990713
13.65  0.987984
13.85  0.985158
14.05  0.982233
14.25  0.979204
14.45  0.976061
14.65  0.972797
14.85  0.969397
15.05  0.965848
15.25  0.962133
15.45  0.958237
15.65  0.954141
15.85  0.94983
16.05  0.945286
16.25  0.940496
16.45  0.93545
16.65  0.93014
16.85  0.92456
17.05  0.918712
17.25  0.912599
17.45  0.906229
17.65  0.899613
17.85  0.892768
18.05  0.885709
18.25  0.878458
18.45  0.871033
18.65  0.863456
18.85  0.855748
19.05  0.847925
19.25  0.840005
19.45  0.832003
19.65  0.823929
19.85  0.815792
20.05  0.807597
20.25  0.799347
20.45  0.791042
20.65  0.782682
20.85  0.774264
21.05  0.765783
21.25  0.757237
21.45  0.748622
21.65  0.739934
21.85  0.731172
22.05  0.722335
22.25  0.713424
22.45  0.70444
22.65  0.695387
22.85  0.686269
23.05  0.677092
23.25  0.667862
23.45  0.658586
23.65  0.649272
23.85  0.639928
24.05  0.630562
24.25  0.621183
24.45  0.611801
24.65  0.602424
24.85  0.593062
25.05  0.583726
25.25  0.574426
25.45  0.565173
25.65  0.555979
25.85  0.546856
26.05  0.537815
26.25  0.528869
26.45  0.520029
26.65  0.511309
26.85  0.502718
27.05  0.494269
27.25  0.485971
27.45  0.477833
27.65  0.469865
27.85  0.462074
28.05  0.454466
28.25  0.447048
28.45  0.439823
28.65  0.432796
28.85  0.425969
29.05  0.419347
29.25  0.41293
29.45  0.406721
29.65  0.40072
29.85  0.394929
30.05  0.389348
30.25  0.383978
30.45  0.37882
30.65  0.373874
30.85  0.36914
31.05  0.36462
31.25  0.360315
31.45  0.356227
31.65  0.352358
31.85  0.34871
32.05  0.345287
32.25  0.342094
32.45  0.339133
32.65  0.336411
32.85  0.333932
33.05  0.3317
33.25  0.329719
33.45  0.327992
33.65  0.326521
33.85  0.325305
34.05  0.324342
34.25  0.323627
34.45  0.323152
