# Table format: 1D
# AnglePCyl 	PCyl_raw
0  1.06658
0.25  1.06235
0.45  1.05805
0.65  1.05368
0.85  1.04926
1.05  1.04479
1.25  1.04031
1.45  1.03582
1.65  1.03134
1.85  1.02687
2.05  1.02243
2.25  1.018
2.45  1.01359
2.65  1.00919
2.85  1.00477
3.05  1.00033
3.25  0.995851
3.45  0.991311
3.65  0.986706
3.85  0.982032
4.05  0.977294
4.25  0.972509
4.45  0.967701
4.65  0.962901
4.85  0.958149
5.05  0.953488
5.25  0.948963
5.45  0.944615
5.65  0.940483
5.85  0.936593
6.05  0.932962
6.25  0.929596
6.45  0.926485
6.65  0.923608
6.85  0.920931
7.05  0.918415
7.25  0.916012
7.45  0.913676
7.65  0.911362
7.85  0.909031
8.05  0.906656
8.25  0.90422
8.45  0.901721
8.65  0.899168
8.85  0.896584
9.05  0.894003
9.25  0.891461
9.45  0.889
9.65  0.886658
9.85  0.884468
10.05  0.88245
10.25  0.880614
10.45  0.878954
10.65  0.877448
10.85  0.87606
11.05  0.874744
11.25  0.873443
11.45  0.872099
11.65  0.870652
11.85  0.869053
12.05  0.867261
12.25  0.865251
12.45  0.863017
12.65  0.860572
12.85  0.857948
13.05  0.855197
13.25  0.852381
13.45  0.849576
13.65  0.846858
13.85  0.844304
14.05  0.84198
14.25  0.839942
14.45  0.838224
14.65  0.836839
14.85  0.835779
15.05  0.83501
15.25  0.834479
15.45  0.834113
15.65  0.833829
15.85  0.833533
16.05  0.833136
16.25  0.832551
16.45  0.831705
16.65  0.830541
16.85  0.829023
17.05  0.827139
17.25  0.8249
17.45  0.822339
17.65  0.819507
17.85  0.816471
18.05  0.813305
18.25  0.810089
18.45  0.806899
18.65  0.803801
18.85  0.800851
19.05  0.798087
19.25  0.795527
19.45  0.793171
19.65  0.791001
19.85  0.788982
20.05  0.787066
20.25  0.7852
20.45  0.783326
20.65  0.78139
20.85  0.779344
21.05  0.777151
21.25  0.77479
21.45  0.772254
21.65  0.769553
21.85  0.766714
22.05  0.763774
22.25  0.760782
22.45  0.757793
22.65  0.754863
22.85  0.752046
23.05  0.749388
23.25  0.746925
23.45  0.744681
23.65  0.742666
23.85  0.740874
24.05  0.739284
24.25  0.737865
24.45  0.736576
24.65  0.735368
24.85  0.73419
25.05  0.732992
25.25  0.731728
25.45  0.730359
25.65  0.728858
25.85  0.727206
26.05  0.725397
26.25  0.72344
26.45  0.72135
26.65  0.719156
26.85  0.716891
27.05  0.714597
27.25  0.712315
27.45  0.710088
27.65  0.707957
27.85  0.705959
28.05  0.704124
