# Table format: 2D
13
5
0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.85 0.865 0.989 1
-20	0	60	80	120
    3.8570    3.8100    3.7620    3.7050    3.6400    3.5650    3.4750    3.3770    3.2750    3.2140    0.9950    0.9950    1.0000
    2.0570    2.0100    1.9620    1.9050    1.8400    1.7650    1.6750    1.5770    1.4750    1.4140    0.9950    0.9950    1.0000
    1.7570    1.7100    1.6620    1.6050    1.5400    1.4650    1.3750    1.2770    1.1750    1.1140    0.9950    0.9950    1.0000
    1.6570    1.6100    1.5620    1.5050    1.4400    1.3650    1.2750    1.1770    1.0750    1.0140    0.9950    0.9950    1.0000
    1.6570    1.6100    1.5620    1.5050    1.4400    1.3650    1.2750    1.1770    1.0750    1.0140    0.9950    0.9950    1.0000
