# Table format: XY
# axis1_unit = null
# axis2_unit = m
# axis3_unit = m
# axis4_unit = m
# axis5_unit = m
# axis6_unit = m
# axis7_unit = m**3
# axis8_unit = m**2
#C	COGx        	COGy        	COGz        	hfl/minPt   	hfl/refPt   	vol         	FS area     
# Orientation 1 : pitch = -20.0 degree ;   roll = -15.0 degree
16	1.344880E-01	8.603286E-02	3.529422E-01	9.392166E-01	7.179373E-01	7.583915E-01	1.056348E+00
17	1.315629E-01	8.416165E-02	3.376794E-01	9.092166E-01	6.879373E-01	7.267010E-01	1.056348E+00
18	1.287633E-01	8.237074E-02	3.223926E-01	8.792166E-01	6.579373E-01	6.950106E-01	1.056348E+00
19	1.261072E-01	8.067159E-02	3.070785E-01	8.492166E-01	6.279373E-01	6.633201E-01	1.056348E+00
20	1.236162E-01	7.907805E-02	2.917328E-01	8.192166E-01	5.979373E-01	6.316297E-01	1.056348E+00
21	1.213163E-01	7.760684E-02	2.763505E-01	7.892166E-01	5.679373E-01	5.999393E-01	1.056348E+00
22	1.192397E-01	7.627843E-02	2.609257E-01	7.592166E-01	5.379373E-01	5.682489E-01	1.056348E+00
23	1.174259E-01	7.511812E-02	2.454506E-01	7.292166E-01	5.079373E-01	5.365584E-01	1.056348E+00
24	1.159244E-01	7.415757E-02	2.299160E-01	6.992166E-01	4.779373E-01	5.048680E-01	1.056348E+00
25	1.147978E-01	7.343692E-02	2.143097E-01	6.692166E-01	4.479373E-01	4.731775E-01	1.056348E+00
26	1.141270E-01	7.300781E-02	1.986164E-01	6.392166E-01	4.179373E-01	4.414871E-01	1.056348E+00
27	1.140177E-01	7.293788E-02	1.828158E-01	6.092166E-01	3.879373E-01	4.097967E-01	1.056348E+00
28	1.146111E-01	7.331747E-02	1.668810E-01	5.792166E-01	3.579373E-01	3.781063E-01	1.056348E+00
29	1.161000E-01	7.426992E-02	1.507753E-01	5.492166E-01	3.279373E-01	3.464159E-01	1.056348E+00
30	1.187549E-01	7.596830E-02	1.344468E-01	5.192166E-01	2.979373E-01	3.147254E-01	1.056348E+00
31	1.229675E-01	7.866313E-02	1.178208E-01	4.892166E-01	2.679373E-01	2.830350E-01	1.056348E+00
32	1.293271E-01	8.273137E-02	1.007848E-01	4.592166E-01	2.379373E-01	2.513446E-01	1.056348E+00
33	1.387385E-01	8.874415E-02	8.316670E-02	4.292166E-01	2.079373E-01	2.196632E-01	1.054304E+00
34	1.518740E-01	9.689250E-02	6.485868E-02	3.992166E-01	1.779373E-01	1.882752E-01	1.034783E+00
35	1.688216E-01	1.067562E-01	4.588538E-02	3.692166E-01	1.479373E-01	1.577829E-01	9.945983E-01
36	1.896430E-01	1.180134E-01	2.626629E-02	3.392166E-01	1.179373E-01	1.288060E-01	9.337505E-01
37	2.141977E-01	1.306327E-01	6.023098E-03	3.092166E-01	8.793729E-02	1.019644E-01	8.522391E-01
38	2.415056E-01	1.452982E-01	-1.477053E-02	2.792166E-01	5.793729E-02	7.787825E-02	7.500647E-01
39	2.688194E-01	1.641232E-01	-3.592556E-02	2.492166E-01	2.793729E-02	5.709666E-02	6.352405E-01
40	2.946714E-01	1.893919E-01	-5.744113E-02	2.192166E-01	-2.062708E-03	3.976404E-02	5.202691E-01
41	3.185805E-01	2.232173E-01	-7.943525E-02	1.892166E-01	-3.206271E-02	2.588050E-02	4.052973E-01
42	3.407126E-01	2.648674E-01	-1.018668E-01	1.592166E-01	-6.206271E-02	1.544441E-02	2.910074E-01
43	3.625670E-01	3.077403E-01	-1.243668E-01	1.292166E-01	-9.206271E-02	8.255848E-03	1.916745E-01
44	3.844214E-01	3.506133E-01	-1.468668E-01	9.921665E-02	-1.220627E-01	3.737322E-03	1.130048E-01
45	4.062759E-01	3.934864E-01	-1.693669E-01	6.921665E-02	-1.520627E-01	1.268929E-03	5.499814E-02
46	4.281303E-01	4.363593E-01	-1.918669E-01	3.921665E-02	-1.820627E-01	2.307905E-04	1.765503E-02
47	4.499847E-01	4.792323E-01	-2.143668E-01	9.216646E-03	-2.120627E-01	2.995938E-06	9.751654E-04
48	4.566770E-01	4.923609E-01	-2.212568E-01	0.000000E+00	-2.212794E-01	0.000000E+00	0.000000E+00
# Orientation 22 : pitch = 20.0 degree ;   roll = -10.0 degree
1	1.684120E-01	8.682409E-02	4.627083E-01	1.430613E+00	1.178015E+00	1.000000E+00	0.000000E+00
2	1.684344E-01	8.685561E-02	4.626479E-01	1.400613E+00	1.148015E+00	9.999129E-01	8.712996E-03
3	1.685805E-01	8.704581E-02	4.622407E-01	1.370613E+00	1.118015E+00	9.993029E-01	3.485198E-02
4	1.689457E-01	8.747022E-02	4.611807E-01	1.340613E+00	1.088015E+00	9.976475E-01	7.841696E-02
5	1.695961E-01	8.811469E-02	4.592018E-01	1.310613E+00	1.058015E+00	9.944237E-01	1.394079E-01
6	1.705703E-01	8.887541E-02	4.560707E-01	1.280613E+00	1.028015E+00	9.891087E-01	2.178249E-01
7	1.718760E-01	8.956560E-02	4.515860E-01	1.250613E+00	9.980146E-01	9.811953E-01	3.109276E-01
8	1.734103E-01	9.008105E-02	4.457068E-01	1.220613E+00	9.680146E-01	9.704457E-01	4.057110E-01
9	1.749847E-01	9.043287E-02	4.385073E-01	1.190613E+00	9.380146E-01	9.568526E-01	5.004944E-01
10	1.763991E-01	9.063420E-02	4.300467E-01	1.160613E+00	9.080146E-01	9.404160E-01	5.952778E-01
11	1.774371E-01	9.069620E-02	4.203641E-01	1.130613E+00	8.780146E-01	9.211360E-01	6.900612E-01
12	1.778584E-01	9.062832E-02	4.094790E-01	1.100613E+00	8.480146E-01	8.990124E-01	7.848446E-01
13	1.774018E-01	9.043012E-02	3.973979E-01	1.070613E+00	8.180146E-01	8.740640E-01	8.764984E-01
14	1.759888E-01	8.998983E-02	3.842419E-01	1.040613E+00	7.880146E-01	8.465911E-01	9.521248E-01
15	1.737230E-01	8.916377E-02	3.702208E-01	1.010613E+00	7.580146E-01	8.171108E-01	1.010325E+00
16	1.707599E-01	8.789702E-02	3.555410E-01	9.806127E-01	7.280146E-01	7.861459E-01	1.051100E+00
17	1.673204E-01	8.624522E-02	3.404111E-01	9.506127E-01	6.980146E-01	7.542191E-01	1.074448E+00
18	1.637131E-01	8.440155E-02	3.250502E-01	9.206127E-01	6.680146E-01	7.218529E-01	1.080594E+00
19	1.602352E-01	8.260854E-02	3.096290E-01	8.906127E-01	6.380146E-01	6.894350E-01	1.080594E+00
20	1.569528E-01	8.091635E-02	2.941663E-01	8.606127E-01	6.080146E-01	6.570172E-01	1.080594E+00
21	1.538965E-01	7.934067E-02	2.786555E-01	8.306127E-01	5.780146E-01	6.245993E-01	1.080594E+00
22	1.511033E-01	7.790063E-02	2.630888E-01	8.006127E-01	5.480146E-01	5.921815E-01	1.080594E+00
23	1.486189E-01	7.661983E-02	2.474564E-01	7.706127E-01	5.180146E-01	5.597637E-01	1.080594E+00
24	1.465003E-01	7.552759E-02	2.317464E-01	7.406127E-01	4.880146E-01	5.273459E-01	1.080594E+00
25	1.448194E-01	7.466100E-02	2.159433E-01	7.106127E-01	4.580146E-01	4.949280E-01	1.080594E+00
26	1.436682E-01	7.406749E-02	2.000276E-01	6.806127E-01	4.280146E-01	4.625102E-01	1.080594E+00
27	1.431664E-01	7.380881E-02	1.839739E-01	6.506127E-01	3.980146E-01	4.300924E-01	1.080594E+00
28	1.434730E-01	7.396685E-02	1.677484E-01	6.206127E-01	3.680146E-01	3.976745E-01	1.080594E+00
29	1.448030E-01	7.465257E-02	1.513054E-01	5.906127E-01	3.380146E-01	3.652567E-01	1.080594E+00
30	1.474557E-01	7.602014E-02	1.345813E-01	5.606127E-01	3.080146E-01	3.328389E-01	1.080594E+00
31	1.518591E-01	7.829029E-02	1.174850E-01	5.306127E-01	2.780146E-01	3.004211E-01	1.080594E+00
32	1.586479E-01	8.178993E-02	9.988186E-02	5.006127E-01	2.480146E-01	2.680035E-01	1.080391E+00
33	1.684742E-01	8.672932E-02	8.164405E-02	4.706127E-01	2.180146E-01	2.357189E-01	1.069016E+00
34	1.814343E-01	9.273721E-02	6.278751E-02	4.406127E-01	1.880146E-01	2.040368E-01	1.040214E+00
35	1.974904E-01	9.942549E-02	4.335228E-02	4.106127E-01	1.580146E-01	1.734803E-01	9.939871E-01
36	2.164366E-01	1.065854E-01	2.339095E-02	3.806127E-01	1.280146E-01	1.445719E-01	9.303338E-01
37	2.375772E-01	1.144155E-01	3.003099E-03	3.506127E-01	9.801462E-02	1.178345E-01	8.492543E-01
38	2.592365E-01	1.239297E-01	-1.761759E-02	3.206127E-01	6.801462E-02	9.375921E-02	7.551857E-01
39	2.803693E-01	1.362774E-01	-3.839512E-02	2.906127E-01	3.801462E-02	7.252541E-02	6.604024E-01
40	3.007534E-01	1.525650E-01	-5.938803E-02	2.606127E-01	8.014620E-03	5.413510E-02	5.656191E-01
41	3.200819E-01	1.744102E-01	-8.068483E-02	2.306127E-01	-2.198538E-02	3.858824E-02	4.708354E-01
42	3.379372E-01	2.040092E-01	-1.024054E-01	2.006127E-01	-5.198538E-02	2.588493E-02	3.760521E-01
43	3.539993E-01	2.430467E-01	-1.246419E-01	1.706127E-01	-8.198538E-02	1.602513E-02	2.812688E-01
44	3.691576E-01	2.868419E-01	-1.471385E-01	1.406127E-01	-1.119854E-01	8.971753E-03	1.914141E-01
45	3.843042E-01	3.306991E-01	-1.696386E-01	1.106127E-01	-1.419854E-01	4.367346E-03	1.184498E-01
46	3.994507E-01	3.745561E-01	-1.921386E-01	8.061266E-02	-1.719854E-01	1.690492E-03	6.291167E-02
47	4.145972E-01	4.184131E-01	-2.146385E-01	5.061266E-02	-2.019854E-01	4.183900E-04	2.479952E-02
48	4.297437E-01	4.622701E-01	-2.371385E-01	2.061266E-02	-2.319854E-01	2.826232E-05	4.113338E-03
49	4.401356E-01	4.923600E-01	-2.525755E-01	0.000000E+00	-2.525980E-01	0.000000E+00	0.000000E+00
# Orientation 23 : pitch = -20.0 degree ;   roll = -5.0 degree
1	-1.703593E-01	4.357788E-02	4.680584E-01	1.360037E+00	1.148077E+00	1.000000E+00	0.000000E+00
2	-1.704056E-01	4.364035E-02	4.679455E-01	1.330037E+00	1.118077E+00	9.998285E-01	1.716126E-02
3	-1.707089E-01	4.395383E-02	4.671854E-01	1.300037E+00	1.088077E+00	9.986272E-01	6.864501E-02
4	-1.714715E-01	4.443137E-02	4.652091E-01	1.270037E+00	1.058077E+00	9.953699E-01	1.532001E-01
5	-1.727411E-01	4.483700E-02	4.617108E-01	1.240037E+00	1.028077E+00	9.893684E-01	2.469001E-01
6	-1.743551E-01	4.514854E-02	4.567628E-01	1.210037E+00	9.980766E-01	9.805559E-01	3.406001E-01
7	-1.761295E-01	4.537423E-02	4.504562E-01	1.180037E+00	9.680766E-01	9.689324E-01	4.343001E-01
8	-1.778753E-01	4.552117E-02	4.428627E-01	1.150037E+00	9.380766E-01	9.544979E-01	5.280001E-01
9	-1.793924E-01	4.559540E-02	4.340342E-01	1.120037E+00	9.080766E-01	9.372524E-01	6.217001E-01
10	-1.804627E-01	4.560208E-02	4.240039E-01	1.090037E+00	8.780766E-01	9.171959E-01	7.154001E-01
11	-1.808414E-01	4.554550E-02	4.127849E-01	1.060037E+00	8.480766E-01	8.943284E-01	8.091001E-01
12	-1.802464E-01	4.542916E-02	4.003686E-01	1.030037E+00	8.180766E-01	8.686499E-01	9.028001E-01
13	-1.783718E-01	4.523807E-02	3.867391E-01	1.000037E+00	7.880766E-01	8.401973E-01	9.903359E-01
14	-1.753098E-01	4.475727E-02	3.721245E-01	9.700365E-01	7.580766E-01	8.095619E-01	1.046304E+00
15	-1.715814E-01	4.389030E-02	3.569598E-01	9.400365E-01	7.280766E-01	7.777623E-01	1.067950E+00
16	-1.678017E-01	4.292364E-02	3.416559E-01	9.100365E-01	6.980766E-01	7.457154E-01	1.068243E+00
17	-1.641726E-01	4.199531E-02	3.263243E-01	8.800365E-01	6.680766E-01	7.136681E-01	1.068243E+00
18	-1.607156E-01	4.111101E-02	3.109616E-01	8.500365E-01	6.380766E-01	6.816208E-01	1.068243E+00
19	-1.574562E-01	4.027725E-02	2.955632E-01	8.200365E-01	6.080766E-01	6.495735E-01	1.068243E+00
20	-1.544251E-01	3.950191E-02	2.801234E-01	7.900365E-01	5.780766E-01	6.175263E-01	1.068243E+00
21	-1.516599E-01	3.879457E-02	2.646354E-01	7.600365E-01	5.480766E-01	5.854790E-01	1.068243E+00
22	-1.492068E-01	3.816706E-02	2.490909E-01	7.300365E-01	5.180766E-01	5.534317E-01	1.068243E+00
23	-1.471232E-01	3.763408E-02	2.334794E-01	7.000365E-01	4.880766E-01	5.213844E-01	1.068243E+00
24	-1.454818E-01	3.721421E-02	2.177879E-01	6.700365E-01	4.580766E-01	4.893371E-01	1.068243E+00
25	-1.443756E-01	3.693124E-02	2.019995E-01	6.400365E-01	4.280766E-01	4.572898E-01	1.068243E+00
26	-1.439255E-01	3.681611E-02	1.860922E-01	6.100365E-01	3.980766E-01	4.252426E-01	1.068243E+00
27	-1.442920E-01	3.690987E-02	1.700370E-01	5.800365E-01	3.680766E-01	3.931953E-01	1.068243E+00
28	-1.456926E-01	3.726812E-02	1.537946E-01	5.500365E-01	3.380766E-01	3.611480E-01	1.068243E+00
29	-1.484291E-01	3.796813E-02	1.373102E-01	5.200365E-01	3.080766E-01	3.291007E-01	1.068243E+00
30	-1.529341E-01	3.912051E-02	1.205055E-01	4.900365E-01	2.780766E-01	2.970534E-01	1.068243E+00
31	-1.598491E-01	4.088937E-02	1.032643E-01	4.600365E-01	2.480766E-01	2.650062E-01	1.068243E+00
32	-1.701688E-01	4.352915E-02	8.540649E-02	4.300365E-01	2.180766E-01	2.329588E-01	1.068243E+00
33	-1.852517E-01	4.725262E-02	6.669190E-02	4.000365E-01	1.880766E-01	2.009982E-01	1.057366E+00
34	-2.050497E-01	5.112816E-02	4.716913E-02	3.700365E-01	1.580766E-01	1.698586E-01	1.012881E+00
35	-2.279179E-01	5.458001E-02	2.714292E-02	3.400365E-01	1.280766E-01	1.405685E-01	9.341476E-01
36	-2.512802E-01	5.862566E-02	7.006905E-03	3.100365E-01	9.807664E-02	1.139496E-01	8.404477E-01
37	-2.745270E-01	6.388762E-02	-1.316244E-02	2.800365E-01	6.807664E-02	9.014160E-02	7.467474E-01
38	-2.976106E-01	7.086689E-02	-3.337864E-02	2.500365E-01	3.807664E-02	6.914470E-02	6.530475E-01
39	-3.204537E-01	8.037727E-02	-5.366403E-02	2.200365E-01	8.076641E-03	5.095879E-02	5.593476E-01
40	-3.429228E-01	9.382497E-02	-7.405705E-02	1.900365E-01	-2.192336E-02	3.558387E-02	4.656477E-01
41	-3.647689E-01	1.138318E-01	-9.462944E-02	1.600365E-01	-5.192336E-02	2.301991E-02	3.719474E-01
42	-3.854858E-01	1.457234E-01	-1.155266E-01	1.300365E-01	-8.192336E-02	1.326699E-02	2.782475E-01
43	-4.040083E-01	2.007153E-01	-1.370552E-01	1.000365E-01	-1.119234E-01	6.325073E-03	1.845476E-01
44	-4.195814E-01	2.867531E-01	-1.594324E-01	7.003652E-02	-1.419234E-01	2.183535E-03	9.353119E-02
45	-4.347280E-01	3.772822E-01	-1.819325E-01	4.003652E-02	-1.719234E-01	4.078998E-04	3.056460E-02
46	-4.498745E-01	4.678109E-01	-2.044325E-01	1.003652E-02	-2.019234E-01	6.425924E-06	1.920761E-03
47	-4.549266E-01	4.980069E-01	-2.119374E-01	0.000000E+00	-2.119599E-01	0.000000E+00	0.000000E+00
# Orientation 24 : pitch = -16.0 degree ;   roll = -5.0 degree
1	-1.372942E-01	4.357788E-02	4.788019E-01	1.317021E+00	1.137312E+00	1.000000E+00	0.000000E+00
2	-1.373572E-01	4.365238E-02	4.786725E-01	1.287021E+00	1.107312E+00	9.997966E-01	2.034937E-02
3	-1.377632E-01	4.403041E-02	4.778015E-01	1.257021E+00	1.077312E+00	9.983721E-01	8.139747E-02
4	-1.387618E-01	4.462321E-02	4.755378E-01	1.227021E+00	1.047312E+00	9.945075E-01	1.822694E-01
5	-1.403922E-01	4.513917E-02	4.715015E-01	1.197021E+00	1.017312E+00	9.873346E-01	2.959267E-01
6	-1.423888E-01	4.554265E-02	4.657592E-01	1.167021E+00	9.873123E-01	9.767519E-01	4.095840E-01
7	-1.444450E-01	4.584390E-02	4.584059E-01	1.137021E+00	9.573123E-01	9.627596E-01	5.232414E-01
8	-1.462391E-01	4.605149E-02	4.495072E-01	1.107021E+00	9.273123E-01	9.453575E-01	6.368986E-01
9	-1.474223E-01	4.617249E-02	4.390986E-01	1.077021E+00	8.973123E-01	9.245456E-01	7.505559E-01
10	-1.476018E-01	4.621262E-02	4.271842E-01	1.047021E+00	8.673123E-01	9.003241E-01	8.642133E-01
11	-1.464009E-01	4.612818E-02	4.137872E-01	1.017021E+00	8.373123E-01	8.728018E-01	9.644504E-01
12	-1.439855E-01	4.564041E-02	3.992814E-01	9.870207E-01	8.073123E-01	8.428627E-01	1.024707E+00
13	-1.409108E-01	4.472579E-02	3.842073E-01	9.570207E-01	7.773123E-01	8.117264E-01	1.044273E+00
14	-1.377925E-01	4.373602E-02	3.690287E-01	9.270207E-01	7.473123E-01	7.803982E-01	1.044273E+00
15	-1.347731E-01	4.277765E-02	3.538352E-01	8.970207E-01	7.173123E-01	7.490700E-01	1.044273E+00
16	-1.318656E-01	4.185480E-02	3.386247E-01	8.670207E-01	6.873123E-01	7.177418E-01	1.044273E+00
17	-1.290853E-01	4.097233E-02	3.233951E-01	8.370207E-01	6.573123E-01	6.864136E-01	1.044273E+00
18	-1.264505E-01	4.013603E-02	3.081435E-01	8.070207E-01	6.273123E-01	6.550854E-01	1.044273E+00
19	-1.239831E-01	3.935286E-02	2.928666E-01	7.770207E-01	5.973123E-01	6.237572E-01	1.044273E+00
20	-1.217096E-01	3.863125E-02	2.775605E-01	7.470207E-01	5.673123E-01	5.924290E-01	1.044273E+00
21	-1.196626E-01	3.798151E-02	2.622201E-01	7.170207E-01	5.373123E-01	5.611008E-01	1.044273E+00
22	-1.178822E-01	3.741639E-02	2.468396E-01	6.870207E-01	5.073123E-01	5.297726E-01	1.044273E+00
23	-1.164186E-01	3.695184E-02	2.314111E-01	6.570207E-01	4.773123E-01	4.984444E-01	1.044273E+00
24	-1.153356E-01	3.660810E-02	2.159252E-01	6.270207E-01	4.473123E-01	4.671162E-01	1.044273E+00
25	-1.147154E-01	3.641123E-02	2.003694E-01	5.970207E-01	4.173123E-01	4.357880E-01	1.044273E+00
26	-1.146654E-01	3.639536E-02	1.847276E-01	5.670207E-01	3.873123E-01	4.044598E-01	1.044273E+00
27	-1.153292E-01	3.660606E-02	1.689780E-01	5.370207E-01	3.573123E-01	3.731316E-01	1.044273E+00
28	-1.169032E-01	3.710565E-02	1.530909E-01	5.070207E-01	3.273123E-01	3.418034E-01	1.044273E+00
29	-1.196628E-01	3.798157E-02	1.370248E-01	4.770207E-01	2.973123E-01	3.104753E-01	1.044273E+00
30	-1.240073E-01	3.936053E-02	1.207195E-01	4.470207E-01	2.673123E-01	2.791470E-01	1.044273E+00
31	-1.305376E-01	4.143330E-02	1.040841E-01	4.170207E-01	2.373123E-01	2.478189E-01	1.044273E+00
32	-1.402029E-01	4.450109E-02	8.697537E-02	3.870207E-01	2.073123E-01	2.164906E-01	1.044273E+00
33	-1.545938E-01	4.906864E-02	6.915319E-02	3.570207E-01	1.773123E-01	1.851626E-01	1.044143E+00
34	-1.755650E-01	5.529071E-02	5.035634E-02	3.270207E-01	1.473123E-01	1.540905E-01	1.020543E+00
35	-2.027039E-01	6.169284E-02	3.070569E-02	2.970207E-01	1.173123E-01	1.243369E-01	9.562446E-01
36	-2.334874E-01	6.806775E-02	1.055632E-02	2.670207E-01	8.731228E-02	9.711802E-02	8.529260E-01
37	-2.644553E-01	7.630660E-02	-9.699560E-03	2.370207E-01	5.731228E-02	7.323504E-02	7.392683E-01
38	-2.950662E-01	8.768809E-02	-3.004324E-02	2.070207E-01	2.731228E-02	5.276187E-02	6.256111E-01
39	-3.251063E-01	1.040972E-01	-5.052749E-02	1.770207E-01	-2.687724E-03	3.569841E-02	5.119539E-01
40	-3.541623E-01	1.291721E-01	-7.125407E-02	1.470207E-01	-3.268772E-02	2.204466E-02	3.982967E-01
41	-3.813765E-01	1.704685E-01	-9.243430E-02	1.170207E-01	-6.268772E-02	1.180059E-02	2.846391E-01
42	-4.052219E-01	2.414325E-01	-1.144440E-01	8.702069E-02	-9.268772E-02	4.966284E-03	1.709819E-01
43	-4.270807E-01	3.298912E-01	-1.369429E-01	5.702069E-02	-1.226877E-01	1.397282E-03	7.351451E-02
44	-4.489351E-01	4.183886E-01	-1.594429E-01	2.702069E-02	-1.526877E-01	1.486883E-04	1.650827E-02
45	-4.685974E-01	4.980091E-01	-1.796860E-01	0.000000E+00	-1.797084E-01	0.000000E+00	0.000000E+00
# Orientation 25 : pitch = -12.0 degree ;   roll = -5.0 degree
1	-1.035603E-01	4.357788E-02	4.872127E-01	1.267588E+00	1.121007E+00	1.000000E+00	0.000000E+00
2	-1.036500E-01	4.367367E-02	4.870534E-01	1.237588E+00	1.091007E+00	9.997395E-01	2.605461E-02
3	-1.042125E-01	4.416393E-02	4.859829E-01	1.207588E+00	1.061007E+00	9.979157E-01	1.042184E-01
4	-1.055447E-01	4.495010E-02	4.832014E-01	1.177588E+00	1.031007E+00	9.929663E-01	2.338387E-01
5	-1.076181E-01	4.564993E-02	4.782101E-01	1.147588E+00	1.001007E+00	9.837300E-01	3.819177E-01
6	-1.099328E-01	4.620790E-02	4.710611E-01	1.117588E+00	9.710069E-01	9.700513E-01	5.299969E-01
7	-1.119027E-01	4.663823E-02	4.618412E-01	1.087588E+00	9.410069E-01	9.519302E-01	6.780760E-01
8	-1.128919E-01	4.695242E-02	4.505841E-01	1.057588E+00	9.110069E-01	9.293668E-01	8.260288E-01
9	-1.123993E-01	4.703079E-02	4.374253E-01	1.027588E+00	8.810069E-01	9.026797E-01	9.444259E-01
10	-1.106565E-01	4.653108E-02	4.229732E-01	9.975883E-01	8.510069E-01	8.732223E-01	1.010714E+00
11	-1.082853E-01	4.556615E-02	4.079408E-01	9.675883E-01	8.210069E-01	8.425549E-01	1.026246E+00
12	-1.058945E-01	4.456013E-02	3.928436E-01	9.375883E-01	7.910069E-01	8.117675E-01	1.026246E+00
13	-1.035667E-01	4.358057E-02	3.777387E-01	9.075883E-01	7.610069E-01	7.809801E-01	1.026246E+00
14	-1.013094E-01	4.263072E-02	3.626253E-01	8.775883E-01	7.310069E-01	7.501928E-01	1.026246E+00
15	-9.913186E-02	4.171442E-02	3.475021E-01	8.475883E-01	7.010069E-01	7.194054E-01	1.026246E+00
16	-9.704469E-02	4.083614E-02	3.323679E-01	8.175883E-01	6.710069E-01	6.886180E-01	1.026246E+00
17	-9.506060E-02	4.000124E-02	3.172212E-01	7.875883E-01	6.410069E-01	6.578307E-01	1.026246E+00
18	-9.319477E-02	3.921610E-02	3.020600E-01	7.575883E-01	6.110069E-01	6.270433E-01	1.026246E+00
19	-9.146550E-02	3.848844E-02	2.868822E-01	7.275883E-01	5.810069E-01	5.962559E-01	1.026246E+00
20	-8.989513E-02	3.782763E-02	2.716851E-01	6.975883E-01	5.510069E-01	5.654685E-01	1.026246E+00
21	-8.851108E-02	3.724522E-02	2.564652E-01	6.675883E-01	5.210069E-01	5.346811E-01	1.026246E+00
22	-8.734751E-02	3.675560E-02	2.412185E-01	6.375883E-01	4.910069E-01	5.038938E-01	1.026246E+00
23	-8.644746E-02	3.637686E-02	2.259396E-01	6.075883E-01	4.610069E-01	4.731064E-01	1.026246E+00
24	-8.586597E-02	3.613217E-02	2.106220E-01	5.775883E-01	4.310069E-01	4.423190E-01	1.026246E+00
25	-8.567453E-02	3.605161E-02	1.952567E-01	5.475883E-01	4.010069E-01	4.115316E-01	1.026246E+00
26	-8.596775E-02	3.617500E-02	1.798325E-01	5.175883E-01	3.710069E-01	3.807443E-01	1.026246E+00
27	-8.687355E-02	3.655615E-02	1.643336E-01	4.875883E-01	3.410069E-01	3.499569E-01	1.026246E+00
28	-8.856920E-02	3.726968E-02	1.487385E-01	4.575883E-01	3.110069E-01	3.191695E-01	1.026246E+00
29	-9.130767E-02	3.842202E-02	1.330162E-01	4.275883E-01	2.810069E-01	2.883822E-01	1.026246E+00
30	-9.546288E-02	4.017052E-02	1.171214E-01	3.975883E-01	2.510069E-01	2.575948E-01	1.026246E+00
31	-1.016117E-01	4.275795E-02	1.009836E-01	3.675883E-01	2.210069E-01	2.268074E-01	1.026246E+00
32	-1.106937E-01	4.657960E-02	8.448835E-02	3.375883E-01	1.910069E-01	1.960200E-01	1.026246E+00
33	-1.243481E-01	5.232536E-02	6.743596E-02	3.075883E-01	1.610069E-01	1.652327E-01	1.026246E+00
34	-1.455514E-01	6.117771E-02	4.946670E-02	2.775883E-01	1.310069E-01	1.344817E-01	1.019224E+00
35	-1.763179E-01	7.258241E-02	3.039625E-02	2.475883E-01	1.010069E-01	1.045714E-01	9.661165E-01
36	-2.155657E-01	8.470542E-02	1.041648E-02	2.175883E-01	7.100689E-02	7.703589E-02	8.609003E-01
37	-2.581251E-01	9.947094E-02	-1.002131E-02	1.875883E-01	4.100689E-02	5.335742E-02	7.155315E-01
38	-2.997065E-01	1.214552E-01	-3.067226E-02	1.575883E-01	1.100689E-02	3.411268E-02	5.674526E-01
39	-3.393633E-01	1.566259E-01	-5.169840E-02	1.275883E-01	-1.899311E-02	1.931030E-02	4.193736E-01
40	-3.753843E-01	2.167061E-01	-7.343329E-02	9.758833E-02	-4.899311E-02	8.950284E-03	2.712947E-01
41	-4.077021E-01	3.021595E-01	-9.589022E-02	6.758833E-02	-7.899311E-02	2.979444E-03	1.322467E-01
42	-4.397985E-01	3.891292E-01	-1.183902E-01	3.758833E-02	-1.089931E-01	5.124832E-04	4.090232E-02
43	-4.718948E-01	4.760988E-01	-1.408902E-01	7.588334E-03	-1.389931E-01	4.216605E-06	1.667005E-03
44	-4.799813E-01	4.980104E-01	-1.465589E-01	0.000000E+00	-1.465814E-01	0.000000E+00	0.000000E+00
# Orientation 26 : pitch = -8.0 degree ;   roll = -5.0 degree
1	-6.932176E-02	4.357788E-02	4.932499E-01	1.211980E+00	1.099240E+00	1.000000E+00	0.000000E+00
2	-6.946175E-02	4.371792E-02	4.930283E-01	1.181980E+00	1.069240E+00	9.996202E-01	3.797620E-02
3	-7.028848E-02	4.443939E-02	4.915404E-01	1.151980E+00	1.039240E+00	9.969619E-01	1.519048E-01
4	-7.207691E-02	4.561712E-02	4.876716E-01	1.121980E+00	1.009240E+00	9.897471E-01	3.412105E-01
5	-7.446123E-02	4.669052E-02	4.806760E-01	1.091980E+00	9.792401E-01	9.762332E-01	5.597192E-01
6	-7.622005E-02	4.756276E-02	4.705525E-01	1.061980E+00	9.492401E-01	9.561818E-01	7.732818E-01
7	-7.649282E-02	4.793046E-02	4.577653E-01	1.031980E+00	9.192401E-01	9.304967E-01	9.264034E-01
8	-7.545073E-02	4.742132E-02	4.433379E-01	1.001980E+00	8.892401E-01	9.013572E-01	1.003573E+00
9	-7.382674E-02	4.640985E-02	4.283196E-01	9.719804E-01	8.592401E-01	8.709988E-01	1.013685E+00
10	-7.220513E-02	4.539046E-02	4.132726E-01	9.419804E-01	8.292401E-01	8.405882E-01	1.013685E+00
11	-7.062004E-02	4.439402E-02	3.982220E-01	9.119804E-01	7.992401E-01	8.101777E-01	1.013685E+00
12	-6.907574E-02	4.342323E-02	3.831674E-01	8.819804E-01	7.692401E-01	7.797671E-01	1.013685E+00
13	-6.757721E-02	4.248120E-02	3.681085E-01	8.519804E-01	7.392401E-01	7.493566E-01	1.013685E+00
