#	Table format: 1D	
	2.70000000000000e+000	1.07456000000000e+000
	4.00000000000000e+000	1.07344000000000e+000
	5.40000000000000e+000	1.07205000000000e+000
	5.60000000000000e+000	1.07182000000000e+000
	8.45000000000000e+000	1.06917000000000e+000
	1.63000000000000e+001	1.06179000000000e+000
	2.23000000000000e+001	1.05608000000000e+000
	2.77000000000000e+001	1.05097000000000e+000
	3.15000000000000e+001	1.04738000000000e+000
	3.84000000000000e+001	1.04090000000000e+000
	4.55000000000000e+001	1.03422000000000e+000
	4.92000000000000e+001	1.03069000000000e+000
	5.42000000000000e+001	1.02593000000000e+000
	5.56000000000000e+001	1.02466000000000e+000
	6.57000000000000e+001	1.01511000000000e+000
	7.19000000000000e+001	1.00926000000000e+000
	7.40000000000000e+001	1.00730000000000e+000
	7.84000000000000e+001	1.00314000000000e+000
	8.52000000000000e+001	9.96698000000000e-001
	8.59000000000000e+001	9.96012000000000e-001
	8.96000000000000e+001	9.92573000000000e-001
	9.30000000000000e+001	9.89253000000000e-001
	9.78000000000000e+001	9.85148000000000e-001
	1.09000000000000e+002	9.75503000000000e-001
	1.10600000000000e+002	9.74178000000000e-001
	1.11800000000000e+002	9.73086000000000e-001
	1.20500000000000e+002	9.65555000000000e-001
	1.26600000000000e+002	9.60295000000000e-001
	1.27900000000000e+002	9.59180000000000e-001
	1.35500000000000e+002	9.52653000000000e-001
	1.44400000000000e+002	9.45322000000000e-001
	1.46000000000000e+002	9.44036000000000e-001
	1.67000000000000e+002	9.26664000000000e-001
	1.67800000000000e+002	9.26067000000000e-001
	1.73600000000000e+002	9.21343000000000e-001
	1.89800000000000e+002	9.07968000000000e-001
	1.98200000000000e+002	9.01061000000000e-001
	2.04400000000000e+002	8.95939000000000e-001
	2.06500000000000e+002	8.94203000000000e-001
	2.21600000000000e+002	8.81583000000000e-001
	2.24000000000000e+002	8.79658000000000e-001
	2.36900000000000e+002	8.68907000000000e-001
	2.47400000000000e+002	8.60205000000000e-001
	2.63400000000000e+002	8.47351000000000e-001
	2.63800000000000e+002	8.47071000000000e-001
	2.95700000000000e+002	8.21546000000000e-001
	2.96800000000000e+002	8.20642000000000e-001
	3.04200000000000e+002	8.14726000000000e-001
	3.21600000000000e+002	8.00757000000000e-001
	3.43800000000000e+002	7.83034000000000e-001
	3.43900000000000e+002	7.82887000000000e-001
	3.59200000000000e+002	7.71209000000000e-001
	3.76500000000000e+002	7.57955000000000e-001
	3.88800000000000e+002	7.48578000000000e-001
	3.96000000000000e+002	7.42816000000000e-001
	4.09400000000000e+002	7.32032000000000e-001
	4.32900000000000e+002	7.13135000000000e-001
	4.37800000000000e+002	7.09356000000000e-001
	4.46400000000000e+002	7.02868000000000e-001
	4.79400000000000e+002	6.77761000000000e-001
	4.92600000000000e+002	6.68093000000000e-001
	5.33600000000000e+002	6.38154000000000e-001
	5.38100000000000e+002	6.34804000000000e-001
	5.82600000000000e+002	6.01740000000000e-001
	5.84300000000000e+002	6.00513000000000e-001
	6.18200000000000e+002	5.76060000000000e-001
	6.28100000000000e+002	5.69180000000000e-001
	6.76500000000000e+002	5.35459000000000e-001
	6.78500000000000e+002	5.34011000000000e-001
	7.27300000000000e+002	4.99091000000000e-001
	7.36600000000000e+002	4.92214000000000e-001
	7.47600000000000e+002	4.84099000000000e-001
	7.82816000000000e+002	4.58078000000000e-001
	8.01337000000000e+002	4.44407000000000e-001
	
