# Table format: 2D
# table_unit = Wb
# axis1_unit = m
# axis2_unit = A.tr
# axis1_token = x
# axis2_token = NI
20
11
    1.00000000000000e-004     2.00000000000000e-004     3.00000000000000e-004     4.00000000000000e-004     5.00000000000000e-004     6.00000000000000e-004     7.00000000000000e-004     8.00000000000000e-004     9.00000000000000e-004     1.00000000000000e-003     1.20000000000000e-003     1.40000000000000e-003     1.60000000000000e-003     1.80000000000000e-003     2.00000000000000e-003     2.20000000000000e-003     2.40000000000000e-003     2.60000000000000e-003     2.80000000000000e-003     3.00000000000000e-003
    0.00000000000000e+000     2.00000000000000e+002     4.00000000000000e+002     6.00000000000000e+002     8.00000000000000e+002     1.00000000000000e+003     1.20000000000000e+003     1.40000000000000e+003     1.60000000000000e+003     1.80000000000000e+003     2.00000000000000e+003
    0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000
    2.48527127779534e-004     1.60989362771367e-004     1.22006107771344e-004     1.00550061360919e-004     8.68574927741853e-005     7.73825469156564e-005     7.04329924354230e-005     6.51009711616963e-005     6.09267680452275e-005     5.74200000000000e-005     5.22820000000000e-005     4.85120000000000e-005     4.57060000000000e-005     4.34800000000000e-005     4.18000000000000e-005     4.02200000000000e-005     3.90180000000000e-005     3.79480000000000e-005     3.71420000000000e-005     3.64160000000000e-005
    3.61671808673757e-004     3.07034882054529e-004     2.40418862318410e-004     1.99727443985311e-004     1.73009689865462e-004     1.54328186641898e-004     1.40565382304812e-004     1.29977816743822e-004     1.21678498243938e-004     1.14720000000000e-004     1.04446000000000e-004     9.69460000000000e-005     9.13500000000000e-005     8.69080000000000e-005     8.35480000000000e-005     8.04000000000000e-005     7.80000000000000e-005     7.58600000000000e-005     7.42600000000000e-005     7.28000000000000e-005
    3.68759095386492e-004     3.60851749430627e-004     3.41335232971691e-004     2.93518446692451e-004     2.56781893200241e-004     2.30010026448391e-004     2.09941715391140e-004     1.94353383247671e-004     1.82071687288831e-004     1.71740000000000e-004     1.56482000000000e-004     1.45260000000000e-004     1.36898000000000e-004     1.30254000000000e-004     1.25220000000000e-004     1.20520000000000e-004     1.16928000000000e-004     1.13730000000000e-004     1.11320000000000e-004     1.09146000000000e-004
    3.73973297363604e-004     3.68525113456454e-004     3.61088903553436e-004     3.51828862548093e-004     3.32419552917509e-004     3.01982796740043e-004     2.77193717219976e-004     2.57378174640115e-004     2.41527736653743e-004     2.27980000000000e-004     2.07880000000000e-004     1.93234000000000e-004     1.81860000000000e-004     1.73420000000000e-004     1.66670000000000e-004     1.60460000000000e-004     1.55754000000000e-004     1.51251000000000e-004     1.48304400000000e-004     1.45176000000000e-004
    3.78699672313869e-004     3.74300516708717e-004     3.68807237010818e-004     3.62260093665533e-004     3.55456189871067e-004     3.47275469789966e-004     3.36878005558613e-004     3.16827865876182e-004     2.98713801282590e-004     2.82680000000000e-004     2.58456000000000e-004     2.40640000000000e-004     2.26662000000000e-004     2.16254000000000e-004     2.07960000000000e-004     2.00200000000000e-004     1.94392000000000e-004     1.88820000000000e-004     1.85144800000000e-004     1.81268000000000e-004
    3.83204824448916e-004     3.79402300818993e-004     3.74857959040205e-004     3.69809330268614e-004     3.64307309211338e-004     3.58317455099354e-004     3.52449539137115e-004     3.46087353456753e-004     3.40215266374204e-004     3.30706000000000e-004     3.06780000000000e-004     2.86934000000000e-004     2.70662000000000e-004     2.58500000000000e-004     2.48728000000000e-004     2.39536000000000e-004     2.32680000000000e-004     2.26060000000000e-004     2.21716000000000e-004     2.17110400000000e-004
    3.87588958782609e-004     3.84189930228957e-004     3.80265506544838e-004     3.75803306347007e-004     3.71320301728414e-004     3.66243134709480e-004     3.61310301576419e-004     3.56493780628838e-004     3.52005481920574e-004     3.45160000000000e-004     3.36850000000000e-004     3.27760000000000e-004     3.12068000000000e-004     2.99050000000000e-004     2.87880000000000e-004     2.78288000000000e-004     2.69628000000000e-004     2.62946000000000e-004     2.57368000000000e-004     2.51544000000000e-004
    3.91897810577130e-004     3.88776165802351e-004     3.85283374622640e-004     3.81344137652227e-004     3.77435037562495e-004     3.72973469603325e-004     3.68640052895432e-004     3.64338403530444e-004     3.60258591958164e-004     3.56489400000000e-004     3.46680000000000e-004     3.45500000000000e-004     3.34920000000000e-004     3.30454000000000e-004     3.23454000000000e-004     3.14117400000000e-004     3.06768600000000e-004     2.98728000000000e-004     2.93214000000000e-004     2.87384000000000e-004
    3.96148150962620e-004     3.93227835461708e-004     3.90056932499082e-004     3.86449516635492e-004     3.83008978814357e-004     3.78854510126871e-004     3.75025908154432e-004     3.71386482116288e-004     3.67642836454134e-004     3.64306000000000e-004     3.54470600000000e-004     3.57103200000000e-004     3.44708000000000e-004     3.44814000000000e-004     3.40276000000000e-004     3.31080000000000e-004     3.30180000000000e-004     3.24546000000000e-004     3.21930000000000e-004     3.18826000000000e-004
    4.00334544712621e-004     3.97565083998535e-004     3.94655987809226e-004     3.91348640469677e-004     3.88178037485315e-004     3.84414935202861e-004     3.80757457168604e-004     3.77476582705792e-004     3.74313999911605e-004     3.67380000000000e-004     3.61560000000000e-004     3.55680000000000e-004     3.55660000000000e-004     3.50780000000000e-004     3.46460000000000e-004     3.41760000000000e-004     3.36120000000000e-004     3.33380000000000e-004     3.30860000000000e-004     3.29160000000000e-004
