# Table format: 2D
# table_unit = Wb
# axis1_unit = m
# axis2_unit = A.tr
# axis1_token = x
# axis2_token = NI
26
16
    5.00000000000000e-006     2.54000000000000e-005     5.08000000000000e-005     7.62000000000000e-005     1.02000000000000e-004     1.27000000000000e-004     1.52000000000000e-004     1.78000000000000e-004     2.03000000000000e-004     2.29000000000000e-004     2.54000000000000e-004     2.79000000000000e-004     3.05000000000000e-004     3.30000000000000e-004     3.56000000000000e-004     3.81000000000000e-004     4.06000000000000e-004     4.32000000000000e-004     4.57000000000000e-004     4.83000000000000e-004     5.08000000000000e-004     5.33000000000000e-004     5.59000000000000e-004     5.84000000000000e-004     6.10000000000000e-004     6.34000000000000e-004
    0.00000000000000e+000     1.00000000000000e+002     2.00000000000000e+002     3.00000000000000e+002     4.00000000000000e+002     5.00000000000000e+002     6.00000000000000e+002     7.00000000000000e+002     8.00000000000000e+002     9.00000000000000e+002     1.00000000000000e+003     1.10000000000000e+003     1.20000000000000e+003     1.30000000000000e+003     1.40000000000000e+003     1.50000000000000e+003
    0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000
    2.45000000000000e-005     2.13000000000000e-005     1.90000000000000e-005     1.73000000000000e-005     1.60000000000000e-005     1.49000000000000e-005     1.40000000000000e-005     1.33000000000000e-005     1.27000000000000e-005     1.21000000000000e-005     1.15000000000000e-005     1.12000000000000e-005     1.08000000000000e-005     1.05000000000000e-005     1.01000000000000e-005     9.83000000000000e-006     9.59000000000000e-006     9.36000000000000e-006     9.02000000000000e-006     8.74000000000000e-006     8.64000000000000e-006     8.37000000000000e-006     8.29000000000000e-006     8.06000000000000e-006     7.91000000000000e-006     7.78000000000000e-006
    4.48000000000000e-005     4.04000000000000e-005     3.70000000000000e-005     3.38000000000000e-005     3.14000000000000e-005     2.96000000000000e-005     2.80000000000000e-005     2.66000000000000e-005     2.54000000000000e-005     2.42000000000000e-005     2.36000000000000e-005     2.26000000000000e-005     2.18000000000000e-005     2.12000000000000e-005     2.04000000000000e-005     1.99200000000000e-005     1.94000000000000e-005     1.89200000000000e-005     1.84400000000000e-005     1.80600000000000e-005     1.76600000000000e-005     1.73000000000000e-005     1.68000000000000e-005     1.66200000000000e-005     1.63200000000000e-005     1.60400000000000e-005
    5.79000000000000e-005     5.37000000000000e-005     5.16000000000000e-005     4.80000000000000e-005     4.53000000000000e-005     4.32000000000000e-005     4.11000000000000e-005     3.93000000000000e-005     3.72000000000000e-005     3.60000000000000e-005     3.48000000000000e-005     3.39000000000000e-005     3.27000000000000e-005     3.18000000000000e-005     3.09000000000000e-005     3.00000000000000e-005     2.92500000000000e-005     2.85000000000000e-005     2.76600000000000e-005     2.72100000000000e-005     2.65800000000000e-005     2.61000000000000e-005     2.54700000000000e-005     2.51100000000000e-005     2.46600000000000e-005     2.42100000000000e-005
    6.72000000000000e-005     6.28000000000000e-005     6.12000000000000e-005     5.88000000000000e-005     5.60000000000000e-005     5.40000000000000e-005     5.24000000000000e-005     5.08000000000000e-005     4.84000000000000e-005     4.68000000000000e-005     4.60000000000000e-005     4.44000000000000e-005     4.32000000000000e-005     4.20000000000000e-005     4.08000000000000e-005     3.98000000000000e-005     3.88000000000000e-005     3.78800000000000e-005     3.68000000000000e-005     3.62400000000000e-005     3.54000000000000e-005     3.47600000000000e-005     3.40800000000000e-005     3.35200000000000e-005     3.29600000000000e-005     3.23200000000000e-005
    7.35000000000000e-005     7.00000000000000e-005     6.85000000000000e-005     6.65000000000000e-005     6.40000000000000e-005     6.15000000000000e-005     6.10000000000000e-005     5.90000000000000e-005     5.75000000000000e-005     5.65000000000000e-005     5.55000000000000e-005     5.45000000000000e-005     5.30000000000000e-005     5.15000000000000e-005     5.05000000000000e-005     4.91000000000000e-005     4.79500000000000e-005     4.69000000000000e-005     4.56000000000000e-005     4.50000000000000e-005     4.40000000000000e-005     4.32500000000000e-005     4.25500000000000e-005     4.18500000000000e-005     4.11000000000000e-005     4.03000000000000e-005
    7.92000000000000e-005     7.56000000000000e-005     7.38000000000000e-005     7.26000000000000e-005     7.02000000000000e-005     6.78000000000000e-005     6.72000000000000e-005     6.60000000000000e-005     6.42000000000000e-005     6.36000000000000e-005     6.36000000000000e-005     6.24000000000000e-005     6.12000000000000e-005     5.92200000000000e-005     5.85600000000000e-005     5.75400000000000e-005     5.62800000000000e-005     5.52000000000000e-005     5.38200000000000e-005     5.33400000000000e-005     5.21400000000000e-005     5.13600000000000e-005     5.06400000000000e-005     4.98600000000000e-005     4.90800000000000e-005     4.81200000000000e-005
    8.61000000000000e-005     8.19000000000000e-005     8.05000000000000e-005     7.98000000000000e-005     7.70000000000000e-005     7.42000000000000e-005     7.35000000000000e-005     7.21000000000000e-005     7.00000000000000e-005     6.88100000000000e-005     6.93700000000000e-005     6.83200000000000e-005     6.69900000000000e-005     6.55900000000000e-005     6.51000000000000e-005     6.42600000000000e-005     6.32100000000000e-005     6.23000000000000e-005     6.07600000000000e-005     6.06200000000000e-005     5.92900000000000e-005     5.86600000000000e-005     5.83100000000000e-005     5.71900000000000e-005     5.63500000000000e-005     5.53700000000000e-005
    9.20000000000000e-005     8.80000000000000e-005     8.64000000000000e-005     8.56000000000000e-005     8.32000000000000e-005     8.08000000000000e-005     8.00000000000000e-005     7.87200000000000e-005     7.71200000000000e-005     7.50400000000000e-005     7.56800000000000e-005     7.46400000000000e-005     7.27200000000000e-005     7.07200000000000e-005     7.02400000000000e-005     6.98400000000000e-005     6.88000000000000e-005     6.81600000000000e-005     6.65600000000000e-005     6.67200000000000e-005     6.52000000000000e-005     6.47200000000000e-005     6.47200000000000e-005     6.34400000000000e-005     6.28000000000000e-005     6.18400000000000e-005
    9.81000000000000e-005     9.54000000000000e-005     9.27000000000000e-005     9.18000000000000e-005     8.91000000000000e-005     8.52300000000000e-005     8.61300000000000e-005     8.49600000000000e-005     8.28900000000000e-005     8.08200000000000e-005     8.25300000000000e-005     8.10900000000000e-005     7.83900000000000e-005     7.65000000000000e-005     7.58700000000000e-005     7.55100000000000e-005     7.47900000000000e-005     7.38000000000000e-005     7.15500000000000e-005     7.20000000000000e-005     7.02900000000000e-005     6.97500000000000e-005     7.00200000000000e-005     6.87600000000000e-005     6.81300000000000e-005     6.72300000000000e-005
