# Table format: 3D
# table_unit = Wb
# axis1_unit = m
# axis2_unit = A.tr
# axis3_unit = A.tr
# axis1_token = x
# axis2_token = NI1
# axis3_token = NI2
17
31
21
    5.00000000000000e-005     7.50000000000000e-005     1.00000000000000e-004     2.00000000000000e-004     3.00000000000000e-004     4.00000000000000e-004     5.00000000000000e-004     7.50000000000000e-004     1.00000000000000e-003     1.50000000000000e-003     2.00000000000000e-003     3.00000000000000e-003     4.00000000000000e-003     5.00000000000000e-003     6.00000000000000e-003     7.00000000000000e-003     8.00000000000000e-003
   -1.50000000000000e+003    -1.40000000000000e+003    -1.30000000000000e+003    -1.20000000000000e+003    -1.10000000000000e+003    -1.00000000000000e+003    -9.00000000000000e+002    -8.00000000000000e+002    -7.00000000000000e+002    -6.00000000000000e+002    -5.00000000000000e+002    -4.00000000000000e+002    -3.00000000000000e+002    -2.00000000000000e+002    -1.00000000000000e+002     0.00000000000000e+000     1.00000000000000e+002     2.00000000000000e+002     3.00000000000000e+002     4.00000000000000e+002     5.00000000000000e+002     6.00000000000000e+002     7.00000000000000e+002     8.00000000000000e+002     9.00000000000000e+002     1.00000000000000e+003     1.10000000000000e+003     1.20000000000000e+003     1.30000000000000e+003     1.40000000000000e+003     1.50000000000000e+003
   -5.00000000000000e+002    -4.50000000000000e+002    -4.00000000000000e+002    -3.50000000000000e+002    -3.00000000000000e+002    -2.50000000000000e+002    -2.00000000000000e+002    -1.50000000000000e+002    -1.00000000000000e+002    -5.00000000000000e+001     0.00000000000000e+000     5.00000000000000e+001     1.00000000000000e+002     1.50000000000000e+002     2.00000000000000e+002     2.50000000000000e+002     3.00000000000000e+002     3.50000000000000e+002     4.00000000000000e+002     4.50000000000000e+002     5.00000000000000e+002
   -1.66286000000000e-004    -1.66265000000000e-004    -1.66244000000000e-004    -1.66167000000000e-004    -1.66097000000000e-004    -1.66032000000000e-004    -1.65972000000000e-004    -1.65840000000000e-004    -1.65729000000000e-004    -1.65555000000000e-004    -1.65422000000000e-004    -1.65236000000000e-004    -1.65083000000000e-004    -1.64948000000000e-004    -1.64847000000000e-004    -1.64768000000000e-004    -1.64704000000000e-004
   -1.64142000000000e-004    -1.64121000000000e-004    -1.64101000000000e-004    -1.64024000000000e-004    -1.63953000000000e-004    -1.63888000000000e-004    -1.63828000000000e-004    -1.63697000000000e-004    -1.63587000000000e-004    -1.63412000000000e-004    -1.63280000000000e-004    -1.63057000000000e-004    -1.62870000000000e-004    -1.62736000000000e-004    -1.62635000000000e-004    -1.62556000000000e-004    -1.62493000000000e-004
   -1.61999000000000e-004    -1.61978000000000e-004    -1.61957000000000e-004    -1.61881000000000e-004    -1.61810000000000e-004    -1.61745000000000e-004    -1.61685000000000e-004    -1.61554000000000e-004    -1.61444000000000e-004    -1.61269000000000e-004    -1.61123000000000e-004    -1.60845000000000e-004    -1.60658000000000e-004    -1.60524000000000e-004    -1.60423000000000e-004    -1.60344000000000e-004    -1.60281000000000e-004
   -1.59855000000000e-004    -1.59834000000000e-004    -1.59814000000000e-004    -1.59737000000000e-004    -1.59667000000000e-004    -1.59602000000000e-004    -1.59542000000000e-004    -1.59411000000000e-004    -1.59301000000000e-004    -1.59107000000000e-004    -1.58910000000000e-004    -1.58632000000000e-004    -1.58445000000000e-004    -1.58311000000000e-004    -1.58211000000000e-004    -1.58132000000000e-004    -1.58029000000000e-004
   -1.57711000000000e-004    -1.57691000000000e-004    -1.57670000000000e-004    -1.57594000000000e-004    -1.57523000000000e-004    -1.57458000000000e-004    -1.57399000000000e-004    -1.57268000000000e-004    -1.57154000000000e-004    -1.56893000000000e-004    -1.56696000000000e-004    -1.56419000000000e-004    -1.56233000000000e-004    -1.56088000000000e-004    -1.55890000000000e-004    -1.55736000000000e-004    -1.55612000000000e-004
   -1.55568000000000e-004    -1.55547000000000e-004    -1.55527000000000e-004    -1.55450000000000e-004    -1.55380000000000e-004    -1.55315000000000e-004    -1.55255000000000e-004    -1.55104000000000e-004    -1.54940000000000e-004    -1.54680000000000e-004    -1.54483000000000e-004    -1.54206000000000e-004    -1.53933000000000e-004    -1.53670000000000e-004    -1.53473000000000e-004    -1.53319000000000e-004    -1.53196000000000e-004
   -1.53424000000000e-004    -1.53404000000000e-004    -1.53383000000000e-004    -1.53307000000000e-004    -1.53237000000000e-004    -1.53172000000000e-004    -1.53086000000000e-004    -1.52890000000000e-004    -1.52726000000000e-004    -1.52466000000000e-004    -1.52270000000000e-004    -1.51880000000000e-004    -1.51514000000000e-004    -1.51252000000000e-004    -1.51055000000000e-004    -1.50900000000000e-004    -1.50625000000000e-004
   -1.51281000000000e-004    -1.51260000000000e-004    -1.51240000000000e-004    -1.51162000000000e-004    -1.51057000000000e-004    -1.50960000000000e-004    -1.50871000000000e-004    -1.50676000000000e-004    -1.50512000000000e-004    -1.50253000000000e-004    -1.50005000000000e-004    -1.49460000000000e-004    -1.49095000000000e-004    -1.48747000000000e-004    -1.48307000000000e-004    -1.47937000000000e-004    -1.47630000000000e-004
   -1.49123000000000e-004    -1.49092000000000e-004    -1.49062000000000e-004    -1.48947000000000e-004    -1.48842000000000e-004    -1.48746000000000e-004    -1.48657000000000e-004    -1.48461000000000e-004    -1.48298000000000e-004    -1.47969000000000e-004    -1.47583000000000e-004    -1.47039000000000e-004    -1.46391000000000e-004    -1.45758000000000e-004    -1.44825000000000e-004    -1.43201000000000e-004    -1.41928000000000e-004
