# Table format: 2D
# table_unit = N
# axis1_unit = m
# axis2_unit = A.tr
# axis1_token = x
# axis2_token = NI
26
16
    5.00000000000000e-006     2.54000000000000e-005     5.08000000000000e-005     7.62000000000000e-005     1.02000000000000e-004     1.27000000000000e-004     1.52000000000000e-004     1.78000000000000e-004     2.03000000000000e-004     2.29000000000000e-004     2.54000000000000e-004     2.79000000000000e-004     3.05000000000000e-004     3.30000000000000e-004     3.56000000000000e-004     3.81000000000000e-004     4.06000000000000e-004     4.32000000000000e-004     4.57000000000000e-004     4.83000000000000e-004     5.08000000000000e-004     5.33000000000000e-004     5.59000000000000e-004     5.84000000000000e-004     6.10000000000000e-004     6.34000000000000e-004
    0.00000000000000e+000     1.00000000000000e+002     2.00000000000000e+002     3.00000000000000e+002     4.00000000000000e+002     5.00000000000000e+002     6.00000000000000e+002     7.00000000000000e+002     8.00000000000000e+002     9.00000000000000e+002     1.00000000000000e+003     1.10000000000000e+003     1.20000000000000e+003     1.30000000000000e+003     1.40000000000000e+003     1.50000000000000e+003
   -8.68000000000000e-004    -5.37000000000000e-004    -3.67000000000000e-004    -2.75000000000000e-004    -2.19000000000000e-004    -1.79000000000000e-004    -1.53000000000000e-004    -1.31000000000000e-004    -1.15000000000000e-004    -1.02000000000000e-004    -9.06000000000000e-005    -8.11000000000000e-005    -7.38000000000000e-005    -6.73000000000000e-005    -6.20000000000000e-005    -5.73000000000000e-005    -5.24000000000000e-005    -4.93000000000000e-005    -4.61000000000000e-005    -4.33000000000000e-005    -4.08000000000000e-005    -3.84000000000000e-005    -3.65000000000000e-005    -3.46000000000000e-005    -3.26000000000000e-005    -3.10000000000000e-005
   -8.89000000000000e+000    -5.64000000000000e+000    -3.83000000000000e+000    -2.92000000000000e+000    -2.31000000000000e+000    -1.91000000000000e+000    -1.61000000000000e+000    -1.38000000000000e+000    -1.22000000000000e+000    -1.07000000000000e+000    -9.48000000000000e-001    -8.55000000000000e-001    -7.77000000000000e-001    -7.13000000000000e-001    -6.51000000000000e-001    -6.01000000000000e-001    -5.56000000000000e-001    -5.19000000000000e-001    -4.75000000000000e-001    -4.36000000000000e-001    -4.19000000000000e-001    -3.87000000000000e-001    -3.73000000000000e-001    -3.48000000000000e-001    -3.29000000000000e-001    -3.13000000000000e-001
   -2.85000000000000e+001    -1.96000000000000e+001    -1.40000000000000e+001    -1.09000000000000e+001    -8.81000000000000e+000    -7.34000000000000e+000    -6.22000000000000e+000    -5.37000000000000e+000    -4.71000000000000e+000    -4.18000000000000e+000    -3.71000000000000e+000    -3.35000000000000e+000    -3.05000000000000e+000    -2.79000000000000e+000    -2.55000000000000e+000    -2.36000000000000e+000    -2.19000000000000e+000    -2.04000000000000e+000    -1.92000000000000e+000    -1.79000000000000e+000    -1.69000000000000e+000    -1.60000000000000e+000    -1.48000000000000e+000    -1.44000000000000e+000    -1.35000000000000e+000    -1.29000000000000e+000
   -3.76000000000000e+001    -3.23000000000000e+001    -2.60000000000000e+001    -2.14000000000000e+001    -1.78000000000000e+001    -1.52000000000000e+001    -1.30000000000000e+001    -1.14000000000000e+001    -1.01000000000000e+001    -8.97000000000000e+000    -8.08000000000000e+000    -7.33000000000000e+000    -6.69000000000000e+000    -6.14000000000000e+000    -5.65000000000000e+000    -5.24000000000000e+000    -4.84000000000000e+000    -4.52000000000000e+000    -4.25000000000000e+000    -3.97000000000000e+000    -3.77000000000000e+000    -3.54000000000000e+000    -3.31000000000000e+000    -3.19000000000000e+000    -3.01000000000000e+000    -2.87000000000000e+000
   -4.08000000000000e+001    -3.64000000000000e+001    -3.27000000000000e+001    -2.92000000000000e+001    -2.59000000000000e+001    -2.31000000000000e+001    -2.05000000000000e+001    -1.84000000000000e+001    -1.65000000000000e+001    -1.49000000000000e+001    -1.36000000000000e+001    -1.23000000000000e+001    -1.14000000000000e+001    -1.04000000000000e+001    -9.70000000000000e+000    -9.00000000000000e+000    -8.34000000000000e+000    -7.81000000000000e+000    -7.33000000000000e+000    -6.86000000000000e+000    -6.53000000000000e+000    -6.14000000000000e+000    -5.79000000000000e+000    -5.56000000000000e+000    -5.27000000000000e+000    -5.03000000000000e+000
   -4.31000000000000e+001    -3.91000000000000e+001    -3.55000000000000e+001    -3.29000000000000e+001    -3.06000000000000e+001    -2.83000000000000e+001    -2.60000000000000e+001    -2.41000000000000e+001    -2.23000000000000e+001    -2.07000000000000e+001    -1.92000000000000e+001    -1.78000000000000e+001    -1.65000000000000e+001    -1.53000000000000e+001    -1.44000000000000e+001    -1.34000000000000e+001    -1.25000000000000e+001    -1.17000000000000e+001    -1.10000000000000e+001    -1.04000000000000e+001    -9.86000000000000e+000    -9.32000000000000e+000    -8.84000000000000e+000    -8.43000000000000e+000    -8.01000000000000e+000    -7.65000000000000e+000
   -4.47000000000000e+001    -4.08000000000000e+001    -3.76000000000000e+001    -3.53000000000000e+001    -3.32000000000000e+001    -3.13000000000000e+001    -2.95000000000000e+001    -2.80000000000000e+001    -2.63000000000000e+001    -2.48000000000000e+001    -2.34000000000000e+001    -2.21000000000000e+001    -2.10000000000000e+001    -1.97000000000000e+001    -1.87000000000000e+001    -1.78000000000000e+001    -1.68000000000000e+001    -1.59000000000000e+001    -1.50000000000000e+001    -1.42000000000000e+001    -1.35000000000000e+001    -1.29000000000000e+001    -1.23000000000000e+001    -1.17000000000000e+001    -1.12000000000000e+001    -1.07000000000000e+001
   -4.54000000000000e+001    -4.18000000000000e+001    -3.89000000000000e+001    -3.65000000000000e+001    -3.47000000000000e+001    -3.30000000000000e+001    -3.16000000000000e+001    -3.02000000000000e+001    -2.90000000000000e+001    -2.78000000000000e+001    -2.66000000000000e+001    -2.54000000000000e+001    -2.43000000000000e+001    -2.31000000000000e+001    -2.22000000000000e+001    -2.13000000000000e+001    -2.01000000000000e+001    -1.93000000000000e+001    -1.85000000000000e+001    -1.77000000000000e+001    -1.70000000000000e+001    -1.64000000000000e+001    -1.57000000000000e+001    -1.50000000000000e+001    -1.44000000000000e+001    -1.38000000000000e+001
   -4.61000000000000e+001    -4.26000000000000e+001    -3.99000000000000e+001    -3.76000000000000e+001    -3.58000000000000e+001    -3.42000000000000e+001    -3.28000000000000e+001    -3.16000000000000e+001    -3.04000000000000e+001    -2.94000000000000e+001    -2.84000000000000e+001    -2.75000000000000e+001    -2.66000000000000e+001    -2.56000000000000e+001    -2.48000000000000e+001    -2.40000000000000e+001    -2.30000000000000e+001    -2.22000000000000e+001    -2.13000000000000e+001    -2.06000000000000e+001    -2.00000000000000e+001    -1.92000000000000e+001    -1.86000000000000e+001    -1.80000000000000e+001    -1.73000000000000e+001    -1.68000000000000e+001
