# Table format: XY
# altitude [m]
# temperature [K]
# density [kg/m**3]
# pressure [PaA]
# number of density [1/m**3] of N2
# number of density [1/m**3] of O
# number of density [1/m**3] of O2
# number of density [1/m**3] of Ar
# number of density [1/m**3] of He
# number of density [1/m**3] of H
# axis1_unit = m
# axis2_unit = K
# axis3_unit = kg/m**3
# axis4_unit = PaA
# axis5_unit = 1/m**3
# axis6_unit = 1/m**3
# axis7_unit = 1/m**3
# axis8_unit = 1/m**3
# axis9_unit = 1/m**3
# axis10_unit = 1/m**3
  -5.0000000000000000e+003   3.2067558343616560e+002    1.9311215969643831e+000  1.7776152556061724e+005   1.1298000000000000e+020   0.0000000000000000e+000   3.0309000000000000e+019   1.3514000000000000e+018   7.5817000000000000e+014   0.0000000000000000e+000
  -4.9000000000000000e+003   3.2002456994527279e+002    1.9144917851297689e+000  1.7587296452400720e+005   1.1298000000000000e+020   0.0000000000000000e+000   3.0309000000000000e+019   1.3514000000000000e+018   7.5817000000000000e+014   0.0000000000000000e+000
  -4.8000000000000000e+003   3.1937357695239547e+002    1.8979722720294965e+000  1.7400074193817785e+005   1.1298000000000000e+020   0.0000000000000000e+000   3.0309000000000000e+019   1.3514000000000000e+018   7.5817000000000000e+014   0.0000000000000000e+000
  -4.6999999999999991e+003   3.1872260445656576e+002    1.8815625441983703e+000  1.7214474869948224e+005   1.1298000000000000e+020   0.0000000000000000e+000   3.0309000000000000e+019   1.3514000000000000e+018   7.5817000000000000e+014   0.0000000000000000e+000
  -4.5999999999999991e+003   3.1807165245681546e+002    1.8652620895532319e+000  1.7030487621815014e+005   1.1298000000000000e+020   0.0000000000000000e+000   3.0309000000000000e+019   1.3514000000000000e+018   7.5817000000000000e+014   0.0000000000000000e+000
  -4.4999999999999991e+003   3.1742072095217668e+002    1.8490703973918834e+000  1.6848101641686828e+005   1.1298000000000000e+020   0.0000000000000000e+000   3.0309000000000000e+019   1.3514000000000000e+018   7.5817000000000000e+014   0.0000000000000000e+000
  -4.3999999999999982e+003   3.1676980994168150e+002    1.8329869583919860e+000  1.6667306172935979e+005   1.1298000000000000e+020   0.0000000000000000e+000   3.0309000000000000e+019   1.3514000000000000e+018   7.5817000000000000e+014   0.0000000000000000e+000
  -4.2999999999999982e+003   3.1611891942436205e+002    1.8170112646099676e+000  1.6488090509896545e+005   1.1298000000000000e+020   0.0000000000000000e+000   3.0309000000000000e+019   1.3514000000000000e+018   7.5817000000000000e+014   0.0000000000000000e+000
  -4.1999999999999982e+003   3.1546804939925062e+002    1.8011428094799380e+000  1.6310443997722745e+005   1.1298000000000000e+020   0.0000000000000000e+000   3.0309000000000000e+019   1.3514000000000000e+018   7.5817000000000000e+014   0.0000000000000000e+000
  -4.0999999999999982e+003   3.1481719986537928e+002    1.7853810878125813e+000  1.6134356032247181e+005   1.1298000000000000e+020   0.0000000000000000e+000   3.0309000000000000e+019   1.3514000000000000e+018   7.5817000000000000e+014   0.0000000000000000e+000
  -3.9999999999999977e+003   3.1416637082178062e+002    1.7697255957940803e+000  1.5959816059839586e+005   1.1298000000000000e+020   0.0000000000000000e+000   3.0309000000000000e+019   1.3514000000000000e+018   7.5817000000000000e+014   0.0000000000000000e+000
  -3.8999999999999973e+003   3.1351556226748681e+002    1.7541758309850035e+000  1.5786813577265275e+005   1.1298000000000000e+020   0.0000000000000000e+000   3.0309000000000000e+019   1.3514000000000000e+018   7.5817000000000000e+014   0.0000000000000000e+000
  -3.7999999999999973e+003   3.1286477420153039e+002    1.7387312923192215e+000  1.5615338131544084e+005   1.1298000000000000e+020   0.0000000000000000e+000   3.0309000000000000e+019   1.3514000000000000e+018   7.5817000000000000e+014   0.0000000000000000e+000
  -3.6999999999999973e+003   3.1221400662294388e+002    1.7233914801028090e+000  1.5445379319809252e+005   1.1298000000000000e+020   0.0000000000000000e+000   3.0309000000000000e+019   1.3514000000000000e+018   7.5817000000000000e+014   0.0000000000000000e+000
  -3.5999999999999968e+003   3.1156325953075992e+002    1.7081558960129424e+000  1.5276926789166438e+005   1.1298000000000000e+020   0.0000000000000000e+000   3.0309000000000000e+019   1.3514000000000000e+018   7.5817000000000000e+014   0.0000000000000000e+000
  -3.4999999999999964e+003   3.1091253292401097e+002    1.6930240430968075e+000  1.5109970236552929e+005   1.1298000000000000e+020   0.0000000000000000e+000   3.0309000000000000e+019   1.3514000000000000e+018   7.5817000000000000e+014   0.0000000000000000e+000
  -3.3999999999999964e+003   3.1026182680172991e+002    1.6779954257705034e+000  1.4944499408596996e+005   1.1298000000000000e+020   0.0000000000000000e+000   3.0309000000000000e+019   1.3514000000000000e+018   7.5817000000000000e+014   0.0000000000000000e+000
  -3.2999999999999964e+003   3.0961114116294948e+002    1.6630695498179393e+000  1.4780504101477272e+005   1.1298000000000000e+020   0.0000000000000000e+000   3.0309000000000000e+019   1.3514000000000000e+018   7.5817000000000000e+014   0.0000000000000000e+000
  -3.1999999999999959e+003   3.0896047600670232e+002    1.6482459223897332e+000  1.4617974160782306e+005   1.1298000000000000e+020   0.0000000000000000e+000   3.0309000000000000e+019   1.3514000000000000e+018   7.5817000000000000e+014   0.0000000000000000e+000
  -3.0999999999999959e+003   3.0830983133202147e+002    1.6335240520021230e+000  1.4456899481370379e+005   1.1298000000000000e+020   0.0000000000000000e+000   3.0309000000000000e+019   1.3514000000000000e+018   7.5817000000000000e+014   0.0000000000000000e+000
  -2.9999999999999955e+003   3.0765920713793992e+002    1.6189034485358544e+000  1.4297270007229212e+005   1.1298000000000000e+020   0.0000000000000000e+000   3.0309000000000000e+019   1.3514000000000000e+018   7.5817000000000000e+014   0.0000000000000000e+000
  -2.8999999999999955e+003   3.0700860342349046e+002    1.6043836232350830e+000  1.4139075731335976e+005   1.1298000000000000e+020   0.0000000000000000e+000   3.0309000000000000e+019   1.3514000000000000e+018   7.5817000000000000e+014   0.0000000000000000e+000
  -2.7999999999999955e+003   3.0635802018770630e+002    1.5899640887062778e+000  1.3982306695517409e+005   1.1298000000000000e+020   0.0000000000000000e+000   3.0309000000000000e+019   1.3514000000000000e+018   7.5817000000000000e+014   0.0000000000000000e+000
