# Table format: 3D
# table_unit = PaA
# axis1_unit = m
# axis2_unit = null
# axis3_unit = null
# This table contains the values of the logarithmic values of the envelope pressure data extracted from Global Climatic Data for Developing Military Products (MIL-HDBK-310)
# geometric altitude
# extreme value
# frequency of occurrence

27
5
2

0	1000	2000	4000	6000	8000	10000	12000	14000	16000	18000	20000	22000	24000	26000	28000	30000	35000	40000	45000	50000	55000	60000	65000	70000	75000	80000
0 1 5 10 20
1 2 

11.59358337	11.44035477	11.3156933	11.07131491	10.82177629	10.55841352	10.28874995	10.02570519	9.729134165	9.417354541	9.082507	8.779557456	8.411832676	8.160518247	7.863266724	7.60090246	7.313220387	7.313220387	7.313220387	7.313220387	7.313220387	7.313220387	7.313220387	7.313220387	7.313220387	7.313220387	7.313220387
11.42954386	11.42954386	11.31080928	11.06975849	10.81777628	10.55581274	10.2853428	10.02570519	9.723163998	9.417354541	9.082507	8.779557456	8.411832676	8.131530711	7.824046011	7.549609165	7.313220387	6.633318433	6.01615716	5.393627546	4.787491743	4.262679877	3.663561646	2.944438979	2.151762203	1.30833282	0.405465108
11.42736758	11.42736758	11.30958454	11.06819964	10.81376021	10.55320518	10.28192399	10.01681624	9.717157974	9.409191231	9.071078305	8.764053269	8.38935982	8.101677747	7.824046011	7.549609165	7.244227516	7.244227516	7.244227516	7.244227516	7.244227516	7.244227516	7.244227516	7.244227516	7.244227516	7.244227516	7.244227516
11.42627766	11.42627766	11.3083583	11.06663836	10.81174611	10.55059079	10.27849345	10.01234196	9.71111566	9.400960732	9.059517482	8.748304912	8.38935982	8.070906089	7.783224016	7.495541944	7.244227516	6.606650186	5.966146739	5.393627546	4.787491743	4.189654742	3.555348061	2.890371758	2.091864062	1.223775432	0.336472237
11.42518655	11.42518655	11.30713055	11.06507464	10.80972795	10.54796956	10.27505111	10.00784757	9.705036614	9.392661929	9.047821442	8.732304571	8.366370302	8.070906089	7.783224016	7.495541944	7.170119543	7.170119543	7.170119543	7.170119543	7.170119543	7.170119543	7.170119543	7.170119543	7.170119543	7.170119543	7.170119543
11.3736634	11.3409502	11.2064003	10.91144547	10.61152335	10.29552964	9.975808214	9.642122788	9.314700387	8.974618038	8.630521877	8.29404964	7.937374696	7.60090246	7.244227516	6.907755279	6.551080335	6.551080335	6.551080335	6.551080335	6.551080335	6.551080335	6.551080335	6.551080335	6.551080335	6.551080335	6.551080335
11.34687088	11.34687088	11.21451943	10.91508846	10.61643736	10.30561376	9.989665249	9.661415991	9.314700387	8.974618038	8.630521877	8.318742253	7.972466016	7.649692624	7.313220387	7.003065459	6.802394763	5.736572297	5.010635294	4.204692619	3.433987204	2.708050201	2.00148	1.252762968	0.530628251	-0.223143551	-1.049822124
11.35744056	11.35744056	11.22257316	10.92952915	10.62861778	10.31890299	10.00333289	9.667765219	9.332558005	8.987196821	8.648221454	8.342839804	8.006367568	7.783224016	7.495541944	7.170119543	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279
11.36326469	11.36326469	11.22790651	10.94199592	10.64065162	10.32875529	10.01234196	9.680344001	9.350102314	9.011889433	8.665613197	8.366370302	8.03915739	7.901007052	7.60090246	7.313220387	7.003065459	5.828945618	5.135798437	4.369447852	3.663561646	2.890371758	2.197224577	1.435084525	0.693147181	0.09531018	-0.755022584
11.3713619	11.3713619	11.23453344	10.94905062	10.6501755	10.33851146	10.02127059	9.692766521	9.367344121	9.035986985	8.68270763	8.411832676	8.070906089	7.937374696	7.649692624	7.377758908	7.090076836	7.090076836	7.090076836	7.090076836	7.090076836	7.090076836	7.090076836	7.090076836	7.090076836	7.090076836	7.090076836
