# Table format: 2D
# table_unit = 1/rev**3
# axis1_unit = degree
# axis2_unit = 1/rev
# axis1_token = pitch
# axis2_token = J
# axis3_token = Cp
5
201
     0.00000000000000e+00      1.00000000000000e+01      2.00000000000000e+01      3.00000000000000e+01      4.00000000000000e+01
     0.00000000000000e+00      1.47637795275591e-02      2.95275590551181e-02      4.42913385826772e-02      5.90551181102362e-02      7.38188976377953e-02      8.85826771653543e-02      1.03346456692913e-01      1.18110236220472e-01      1.32874015748031e-01      1.47637795275591e-01      1.62401574803150e-01      1.77165354330709e-01      1.91929133858268e-01      2.06692913385827e-01      2.21456692913386e-01      2.36220472440945e-01      2.50984251968504e-01      2.65748031496063e-01      2.80511811023622e-01      2.95275590551181e-01      3.10039370078740e-01      3.24803149606299e-01      3.39566929133858e-01      3.54330708661417e-01      3.69094488188977e-01      3.83858267716536e-01      3.98622047244095e-01      4.13385826771654e-01      4.28149606299213e-01      4.42913385826772e-01      4.57677165354331e-01      4.72440944881890e-01      4.87204724409449e-01      5.01968503937008e-01      5.16732283464567e-01      5.31496062992126e-01      5.46259842519685e-01      5.61023622047244e-01      5.75787401574803e-01      5.90551181102362e-01      6.05314960629921e-01      6.20078740157480e-01      6.34842519685039e-01      6.49606299212598e-01      6.64370078740157e-01      6.79133858267716e-01      6.93897637795275e-01      7.08661417322834e-01      7.23425196850393e-01      7.38188976377952e-01      7.52952755905511e-01      7.67716535433071e-01      7.82480314960629e-01      7.97244094488188e-01      8.12007874015747e-01      8.26771653543307e-01      8.41535433070866e-01      8.56299212598425e-01      8.71062992125984e-01      8.85826771653543e-01      9.00590551181102e-01      9.15354330708661e-01      9.30118110236220e-01      9.44881889763779e-01      9.59645669291338e-01      9.74409448818897e-01      9.89173228346456e-01      1.00393700787401e+00      1.01870078740157e+00      1.03346456692913e+00      1.04822834645669e+00      1.06299212598425e+00      1.07775590551181e+00      1.09251968503937e+00      1.10728346456693e+00      1.12204724409449e+00      1.13681102362205e+00      1.15157480314960e+00      1.16633858267716e+00      1.18110236220472e+00      1.19586614173228e+00      1.21062992125984e+00      1.22539370078740e+00      1.24015748031496e+00      1.25492125984252e+00      1.26968503937008e+00      1.28444881889764e+00      1.29921259842520e+00      1.31397637795275e+00      1.32874015748031e+00      1.34350393700787e+00      1.35826771653543e+00      1.37303149606299e+00      1.38779527559055e+00      1.40255905511811e+00      1.41732283464567e+00      1.43208661417323e+00      1.44685039370079e+00      1.46161417322834e+00      1.47637795275590e+00      1.49114173228346e+00      1.50590551181102e+00      1.52066929133858e+00      1.53543307086614e+00      1.55019685039370e+00      1.56496062992126e+00      1.57972440944882e+00      1.59448818897638e+00      1.60925196850393e+00      1.62401574803149e+00      1.63877952755905e+00      1.65354330708661e+00      1.66830708661417e+00      1.68307086614173e+00      1.69783464566929e+00      1.71259842519685e+00      1.72736220472441e+00      1.74212598425197e+00      1.75688976377952e+00      1.77165354330708e+00      1.78641732283464e+00      1.80118110236220e+00      1.81594488188976e+00      1.83070866141732e+00      1.84547244094488e+00      1.86023622047244e+00      1.87500000000000e+00      1.88976377952756e+00      1.90452755905512e+00      1.91929133858267e+00      1.93405511811023e+00      1.94881889763779e+00      1.96358267716535e+00      1.97834645669291e+00      1.99311023622047e+00      2.00787401574803e+00      2.02263779527559e+00      2.03740157480315e+00      2.05216535433071e+00      2.06692913385826e+00      2.08169291338582e+00      2.09645669291338e+00      2.11122047244094e+00      2.12598425196850e+00      2.14074803149606e+00      2.15551181102362e+00      2.17027559055118e+00      2.18503937007874e+00      2.19980314960630e+00      2.21456692913385e+00      2.22933070866141e+00      2.24409448818897e+00      2.25885826771653e+00      2.27362204724409e+00      2.28838582677165e+00      2.30314960629921e+00      2.31791338582677e+00      2.33267716535433e+00      2.34744094488189e+00      2.36220472440944e+00      2.37696850393700e+00      2.39173228346456e+00      2.40649606299212e+00      2.42125984251968e+00      2.43602362204724e+00      2.45078740157480e+00      2.46555118110236e+00      2.48031496062992e+00      2.49507874015748e+00      2.50984251968503e+00      2.52460629921259e+00      2.53937007874015e+00      2.55413385826771e+00      2.56889763779527e+00      2.58366141732283e+00      2.59842519685039e+00      2.61318897637795e+00      2.62795275590551e+00      2.64271653543307e+00      2.65748031496063e+00      2.67224409448818e+00      2.68700787401574e+00      2.70177165354330e+00      2.71653543307086e+00      2.73129921259842e+00      2.74606299212598e+00      2.76082677165354e+00      2.77559055118110e+00      2.79035433070866e+00      2.80511811023622e+00      2.81988188976377e+00      2.83464566929133e+00      2.84940944881889e+00      2.86417322834645e+00      2.87893700787401e+00      2.89370078740157e+00      2.90846456692913e+00      2.92322834645669e+00      2.93799212598425e+00      2.95275590551180e+00
     3.30201350770068e-02      6.28131168392465e-02      7.96712695705069e-02      9.04867434097309e-02      1.01302217248955e-01
     3.27448077259319e-02      6.32986849832848e-02      8.05755732419595e-02      9.15320257941712e-02      1.02488478346383e-01
     3.24694803748570e-02      6.37842531273232e-02      8.14798769134121e-02      9.25773081786115e-02      1.03674739443811e-01
     3.21941530237821e-02      6.42698212713615e-02      8.23841805848647e-02      9.36225905630517e-02      1.04861000541239e-01
     3.19188256727071e-02      6.47553894153998e-02      8.32884842563173e-02      9.46678729474921e-02      1.06047261638667e-01
     3.16434983216322e-02      6.52409575594382e-02      8.41927879277699e-02      9.57131553319324e-02      1.07233522736095e-01
     3.13681709705573e-02      6.57265257034765e-02      8.50970915992224e-02      9.67584377163726e-02      1.08419783833523e-01
     3.10928436194824e-02      6.62120938475148e-02      8.60013952706750e-02      9.78037201008130e-02      1.09606044930951e-01
