# Table format: 2D
# table_unit = V
# axis1_unit = degC
# axis2_unit = %
3
101
    0.00000000000000e+000     2.50000000000000e+001     5.00000000000000e+001 
    0.00000000000000e+000     1.00000000000000e+000     2.00000000000000e+000     3.00000000000000e+000     4.00000000000000e+000     5.00000000000000e+000     6.00000000000000e+000     7.00000000000000e+000     8.00000000000000e+000     9.00000000000000e+000     1.00000000000000e+001     1.10000000000000e+001     1.20000000000000e+001     1.30000000000000e+001     1.40000000000000e+001     1.50000000000000e+001     1.60000000000000e+001     1.70000000000000e+001     1.80000000000000e+001     1.90000000000000e+001     2.00000000000000e+001     2.10000000000000e+001     2.20000000000000e+001     2.30000000000000e+001     2.40000000000000e+001     2.50000000000000e+001     2.60000000000000e+001     2.70000000000000e+001     2.80000000000000e+001     2.90000000000000e+001     3.00000000000000e+001     3.10000000000000e+001     3.20000000000000e+001     3.30000000000000e+001     3.40000000000000e+001     3.50000000000000e+001     3.60000000000000e+001     3.70000000000000e+001     3.80000000000000e+001     3.90000000000000e+001     4.00000000000000e+001     4.10000000000000e+001     4.20000000000000e+001     4.30000000000000e+001     4.40000000000000e+001     4.50000000000000e+001     4.60000000000000e+001     4.70000000000000e+001     4.80000000000000e+001     4.90000000000000e+001     5.00000000000000e+001     5.10000000000000e+001     5.20000000000000e+001     5.30000000000000e+001     5.40000000000000e+001     5.50000000000000e+001     5.60000000000000e+001     5.70000000000000e+001     5.80000000000000e+001     5.90000000000000e+001     6.00000000000000e+001     6.10000000000000e+001     6.20000000000000e+001     6.30000000000000e+001     6.40000000000000e+001     6.50000000000000e+001     6.60000000000000e+001     6.70000000000000e+001     6.80000000000000e+001     6.90000000000000e+001     7.00000000000000e+001     7.10000000000000e+001     7.20000000000000e+001     7.30000000000000e+001     7.40000000000000e+001     7.50000000000000e+001     7.60000000000000e+001     7.70000000000000e+001     7.80000000000000e+001     7.90000000000000e+001     8.00000000000000e+001     8.10000000000000e+001     8.20000000000000e+001     8.30000000000000e+001     8.40000000000000e+001     8.50000000000000e+001     8.60000000000000e+001     8.70000000000000e+001     8.80000000000000e+001     8.90000000000000e+001     9.00000000000000e+001     9.10000000000000e+001     9.20000000000000e+001     9.30000000000000e+001     9.40000000000000e+001     9.50000000000000e+001     9.60000000000000e+001     9.70000000000000e+001     9.80000000000000e+001     9.90000000000000e+001     1.00000000000000e+002 
    1.26384900000000e+000     1.20990900000000e+000     1.19764200000000e+000 
    1.25749800000000e+000     1.20355800000000e+000     1.19198700000000e+000 
    1.25114700000000e+000     1.19729400000000e+000     1.18633200000000e+000 
    1.24479600000000e+000     1.19094300000000e+000     1.18067700000000e+000 
    1.23844500000000e+000     1.18467900000000e+000     1.17502200000000e+000 
    1.23209400000000e+000     1.17841500000000e+000     1.16936700000000e+000 
    1.22574300000000e+000     1.17380400000000e+000     1.16562600000000e+000 
    1.21939200000000e+000     1.17015000000000e+000     1.16266800000000e+000 
    1.21304100000000e+000     1.16640900000000e+000     1.15979700000000e+000 
    1.20669000000000e+000     1.16266800000000e+000     1.15683900000000e+000 
    1.20033900000000e+000     1.15892700000000e+000     1.15388100000000e+000 
    1.19398800000000e+000     1.15588200000000e+000     1.15153200000000e+000 
    1.18763700000000e+000     1.15379400000000e+000     1.15014000000000e+000 
    1.18233000000000e+000     1.15179300000000e+000     1.14874800000000e+000 
    1.17806700000000e+000     1.14970500000000e+000     1.14726900000000e+000 
    1.17380400000000e+000     1.14770400000000e+000     1.14587700000000e+000 
    1.16954100000000e+000     1.14570300000000e+000     1.14448500000000e+000 
    1.16527800000000e+000     1.14465900000000e+000     1.14370200000000e+000 
    1.16145000000000e+000     1.14370200000000e+000     1.14291900000000e+000 
    1.15892700000000e+000     1.14265800000000e+000     1.14213600000000e+000 
    1.15640400000000e+000     1.14161400000000e+000     1.14126600000000e+000 
    1.15379400000000e+000     1.14065700000000e+000     1.14048300000000e+000 
    1.15127100000000e+000     1.14004800000000e+000     1.13987400000000e+000 
    1.14874800000000e+000     1.13952600000000e+000     1.13926500000000e+000 
    1.14744300000000e+000     1.13900400000000e+000     1.13865600000000e+000 
    1.14605100000000e+000     1.13848200000000e+000     1.13813400000000e+000 
    1.14465900000000e+000     1.13796000000000e+000     1.13752500000000e+000 
    1.14335400000000e+000     1.13743800000000e+000     1.13700300000000e+000 
    1.14196200000000e+000     1.13700300000000e+000     1.13648100000000e+000 
    1.14109200000000e+000     1.13656800000000e+000     1.13595900000000e+000 
    1.14039600000000e+000     1.13604600000000e+000     1.13543700000000e+000 
    1.13970000000000e+000     1.13561100000000e+000     1.13500200000000e+000 
    1.13900400000000e+000     1.13517600000000e+000     1.13448000000000e+000 
    1.13822100000000e+000     1.13474100000000e+000     1.13395800000000e+000 
    1.13769900000000e+000     1.13430600000000e+000     1.13352300000000e+000 
    1.13726400000000e+000     1.13387100000000e+000     1.13308800000000e+000 
    1.13691600000000e+000     1.13352300000000e+000     1.13256600000000e+000 
    1.13648100000000e+000     1.13308800000000e+000     1.13213100000000e+000 
    1.13604600000000e+000     1.13274000000000e+000     1.13160900000000e+000 
    1.13561100000000e+000     1.13230500000000e+000     1.13108700000000e+000 
