# Table format: 1D
# AnglePCyl 	PCyl_raw
0  0.991059
0.25  0.989488
0.45  0.987801
0.65  0.985993
0.85  0.984064
1.05  0.982018
1.25  0.979862
1.45  0.977612
1.65  0.975285
1.85  0.972907
2.05  0.970505
2.25  0.96811
2.45  0.965758
2.65  0.963481
2.85  0.961314
3.05  0.959287
3.25  0.957428
3.45  0.955758
3.65  0.954291
3.85  0.953038
4.05  0.951998
4.25  0.951164
4.45  0.950524
4.65  0.950057
4.85  0.949739
5.05  0.94954
5.25  0.94943
5.45  0.949376
5.65  0.949347
5.85  0.949312
6.05  0.949245
6.25  0.949124
6.45  0.948931
6.65  0.948655
6.85  0.94829
7.05  0.947835
7.25  0.947297
7.45  0.946687
7.65  0.94602
7.85  0.945316
8.05  0.944599
8.25  0.943894
8.45  0.943227
8.65  0.942625
8.85  0.942113
9.05  0.941715
9.25  0.941451
9.45  0.941335
9.65  0.941379
9.85  0.941587
10.05  0.941954
10.25  0.942471
10.45  0.943121
10.65  0.943878
10.85  0.94471
11.05  0.945581
11.25  0.94645
11.45  0.947273
11.65  0.948006
11.85  0.948607
12.05  0.949038
12.25  0.949267
12.45  0.949271
12.65  0.949038
12.85  0.948566
13.05  0.947865
13.25  0.946957
13.45  0.945876
13.65  0.944664
13.85  0.943373
14.05  0.942056
14.25  0.940771
14.45  0.939571
14.65  0.938507
14.85  0.93762
15.05  0.936939
15.25  0.936481
15.45  0.936247
15.65  0.936227
15.85  0.936391
16.05  0.936701
16.25  0.937106
16.45  0.937548
16.65  0.937967
16.85  0.938301
17.05  0.938493
17.25  0.938494
17.45  0.938264
17.65  0.937777
17.85  0.937023
18.05  0.936003
18.25  0.934735
18.45  0.933246
18.65  0.931577
18.85  0.92977
19.05  0.927875
19.25  0.925937
19.45  0.923998
19.65  0.922092
19.85  0.920243
20.05  0.91846
20.25  0.916743
20.45  0.915077
20.65  0.913436
20.85  0.911784
21.05  0.910081
21.25  0.908282
21.45  0.906342
21.65  0.904223
21.85  0.90189
22.05  0.89932
22.25  0.8965
22.45  0.893428
22.65  0.890114
22.85  0.88658
23.05  0.882852
23.25  0.878966
23.45  0.874959
23.65  0.870866
23.85  0.866722
24.05  0.862552
24.25  0.858376
24.45  0.854204
24.65  0.850034
24.85  0.845858
25.05  0.841657
25.25  0.837409
25.45  0.833085
25.65  0.828659
25.85  0.824103
26.05  0.819396
26.25  0.814523
26.45  0.809477
26.65  0.804259
26.85  0.798879
27.05  0.793355
27.25  0.78771
27.45  0.78197
27.65  0.776165
27.85  0.770319
28.05  0.764456
28.25  0.758592
28.45  0.752734
28.65  0.746884
28.85  0.741033
29.05  0.735166
29.25  0.729261
29.45  0.723294
29.65  0.717241
29.85  0.711078
30.05  0.70479
30.25  0.698368
30.45  0.691814
30.65  0.68514
30.85  0.678373
31.05  0.671546
31.25  0.664705
31.45  0.657901
31.65  0.651189
31.85  0.644624
32.05  0.638256
32.25  0.632128
32.45  0.626271
32.65  0.620704
32.85  0.615431
33.05  0.610439
33.25  0.605702
33.45  0.601179
33.65  0.596821
33.85  0.59257
34.05  0.588367
34.25  0.584154
34.45  0.579879
34.65  0.575499
