# Table format: 1D
# AnglePCyl 	PCyl_raw
0  1.588
0.25  1.59252
0.45  1.59723
0.65  1.60209
0.85  1.60707
1.05  1.61212
1.25  1.6172
1.45  1.62227
1.65  1.62728
1.85  1.63219
2.05  1.63697
2.25  1.64159
2.45  1.64606
2.65  1.65034
2.85  1.65447
3.05  1.65844
3.25  1.66229
3.45  1.66603
3.65  1.66972
3.85  1.67339
4.05  1.67707
4.25  1.6808
4.45  1.68462
4.65  1.68854
4.85  1.69258
5.05  1.69676
5.25  1.70106
5.45  1.70548
5.65  1.70999
5.85  1.71457
6.05  1.71919
6.25  1.7238
6.45  1.72837
6.65  1.73286
6.85  1.73724
7.05  1.74148
7.25  1.74556
7.45  1.74946
7.65  1.75318
7.85  1.75672
8.05  1.7601
8.25  1.76333
8.45  1.76644
8.65  1.76945
8.85  1.77239
9.05  1.7753
9.25  1.77819
9.45  1.7811
9.65  1.78404
9.85  1.78702
10.05  1.79005
10.25  1.79313
10.45  1.79624
10.65  1.79938
10.85  1.80253
11.05  1.80567
11.25  1.80877
11.45  1.81182
11.65  1.81478
11.85  1.81766
12.05  1.82042
12.25  1.82306
12.45  1.82558
12.65  1.82797
12.85  1.83024
13.05  1.83241
13.25  1.83447
13.45  1.83645
13.65  1.83835
13.85  1.8402
14.05  1.842
14.25  1.84376
14.45  1.84548
14.65  1.84716
14.85  1.84881
15.05  1.85041
15.25  1.85195
15.45  1.85341
15.65  1.85478
15.85  1.85603
16.05  1.85714
16.25  1.85809
16.45  1.85887
16.65  1.85945
16.85  1.85983
17.05  1.86
17.25  1.85995
17.45  1.85967
17.65  1.85918
17.85  1.85848
18.05  1.85758
18.25  1.85649
18.45  1.85522
18.65  1.8538
18.85  1.85222
19.05  1.85051
19.25  1.84868
19.45  1.84673
19.65  1.84468
19.85  1.84252
20.05  1.84026
20.25  1.83791
20.45  1.83545
20.65  1.8329
20.85  1.83024
21.05  1.82748
21.25  1.82462
21.45  1.82165
21.65  1.81858
21.85  1.81541
22.05  1.81215
22.25  1.8088
