# Table format: 1D
# AnglePCyl 	PCyl_raw
0  1.0771
0.25  1.0767
0.45  1.07609
0.65  1.07522
0.85  1.07408
1.05  1.07264
1.25  1.0709
1.45  1.06888
1.65  1.06659
1.85  1.06408
2.05  1.0614
2.25  1.05862
2.45  1.05579
2.65  1.05301
2.85  1.05033
3.05  1.04781
3.25  1.04552
3.45  1.04348
3.65  1.04171
3.85  1.04019
4.05  1.03892
4.25  1.03783
4.45  1.03687
4.65  1.03597
4.85  1.03505
5.05  1.03404
5.25  1.03286
5.45  1.03146
5.65  1.02979
5.85  1.02783
6.05  1.02558
6.25  1.02306
6.45  1.02031
6.65  1.0174
6.85  1.0144
7.05  1.0114
7.25  1.00848
7.45  1.00572
7.65  1.00319
7.85  1.00097
8.05  0.999066
8.25  0.997512
8.45  0.996293
8.65  0.995376
8.85  0.994705
9.05  0.994205
9.25  0.993786
9.45  0.993352
9.65  0.992801
9.85  0.992035
10.05  0.990963
10.25  0.989509
10.45  0.987612
10.65  0.985233
10.85  0.982351
11.05  0.978969
11.25  0.97511
11.45  0.970815
11.65  0.966139
11.85  0.961153
12.05  0.955932
12.25  0.950559
12.45  0.945115
12.65  0.93968
12.85  0.934329
13.05  0.929127
13.25  0.924133
13.45  0.919392
13.65  0.914941
13.85  0.910802
14.05  0.906989
14.25  0.903504
14.45  0.90034
14.65  0.897478
14.85  0.894894
15.05  0.892554
15.25  0.890419
15.45  0.888444
15.65  0.886581
15.85  0.884778
16.05  0.882981
16.25  0.881137
16.45  0.879194
16.65  0.877103
16.85  0.874821
17.05  0.872307
17.25  0.869531
17.45  0.866469
17.65  0.863105
17.85  0.859434
18.05  0.855456
18.25  0.851182
18.45  0.846628
18.65  0.841816
18.85  0.836773
19.05  0.831527
19.25  0.82611
19.45  0.820551
19.65  0.81488
19.85  0.809123
20.05  0.803304
20.25  0.797446
20.45  0.791565
20.65  0.785677
20.85  0.779794
21.05  0.773926
21.25  0.768083
21.45  0.762269
21.65  0.756491
21.85  0.750752
22.05  0.745054
22.25  0.739396
22.45  0.733777
22.65  0.728192
22.85  0.722633
23.05  0.717088
23.25  0.711546
23.45  0.705991
23.65  0.700407
23.85  0.694777
24.05  0.689086
24.25  0.683322
24.45  0.677478
24.65  0.671552
24.85  0.665547
25.05  0.659475
25.25  0.653355
25.45  0.647212
25.65  0.641079
25.85  0.634989
26.05  0.628979
26.25  0.623085
26.45  0.61734
26.65  0.611771
26.85  0.606396
27.05  0.601225
27.25  0.596257
27.45  0.591481
27.65  0.586875
27.85  0.582411
28.05  0.578053
28.25  0.573763
28.45  0.569504
28.65  0.565242
28.85  0.560951
29.05  0.556612
29.25  0.55222
29.45  0.547782
29.65  0.543314
29.85  0.538849
30.05  0.534425
30.25  0.530087
30.45  0.525884
30.65  0.521863
30.85  0.518067
31.05  0.514528
31.25  0.511268
31.45  0.508295
31.65  0.505601
31.85  0.503164
32.05  0.500947
32.25  0.498901
32.45  0.49697
32.65  0.495091
32.85  0.493204
33.05  0.491247
33.25  0.489172
33.45  0.486936
33.65  0.484515
33.85  0.481896
34.05  0.479085
34.25  0.476099
34.45  0.472973
34.65  0.469749
34.85  0.466479
35.05  0.46322
35.25  0.460029
35.45  0.456959
35.65  0.45406
35.85  0.451373
36.05  0.44893
36.25  0.446752
36.45  0.444848
36.65  0.443219
36.85  0.441853
37.05  0.440733
37.25  0.439832
37.45  0.43912
37.65  0.43856
37.85  0.438115
38.05  0.437742
38.25  0.4374
38.45  0.437046
38.65  0.436638
38.85  0.43613
39.05  0.435483
39.25  0.434654
39.45  0.433607
39.65  0.432309
39.85  0.43073
40.05  0.428852
40.25  0.426663
40.45  0.424163
40.65  0.421362
40.85  0.418285
41.05  0.414967
41.25  0.411456
41.45  0.407808
41.65  0.404086
41.85  0.400357
42.05  0.396687
42.25  0.393139
42.45  0.389766
42.65  0.386609
42.85  0.383697
43.05  0.38104
43.25  0.378633
43.45  0.376453
43.65  0.374466
43.85  0.372624
44.05  0.370877
44.25  0.369171
44.45  0.367455
44.65  0.36569
44.85  0.363849
45.05  0.36192
45.25  0.359911
45.45  0.357846
45.65  0.355767
45.85  0.353729
46.05  0.351794
46.25  0.350029
46.45  0.348495
46.65  0.347245
46.85  0.346314
47.05  0.345718
47.25  0.34545
47.45  0.345476
47.65  0.345741
47.85  0.346169
48.05  0.346667
48.25  0.347134
48.45  0.34747
48.65  0.347579
48.85  0.347383
49.05  0.346827
49.25  0.345881
49.45  0.34455
49.65  0.34287
49.85  0.340909
50.05  0.338761
50.25  0.336541
50.45  0.334376
50.65  0.332395
50.85  0.33072
51.05  0.329457
51.25  0.328685
51.45  0.328451
51.65  0.328766
51.85  0.329603
52.05  0.3309
52.25  0.332562
52.45  0.334469
52.65  0.336485
52.85  0.33847
53.05  0.340286
53.25  0.341811
53.45  0.342949
53.65  0.343633
53.85  0.343832
54.05  0.343551
54.25  0.342833
54.45  0.341751
54.65  0.340404
54.85  0.338905
55.05  0.337376
55.25  0.335934
55.45  0.334685
55.65  0.333711
55.85  0.333068
56.05  0.332783
56.25  0.332847
56.45  0.333224
56.65  0.33385
56.85  0.334644
57.05  0.335511
57.25  0.336358
57.45  0.337095
57.65  0.337648
57.85  0.337966
58.05  0.338023
58.25  0.337822
58.45  0.337397
58.65  0.336802
58.85  0.336117
59.05  0.335433
59.25  0.334847
59.45  0.334452
59.65  0.334333
59.85  0.334556
60.05  0.335163
60.25  0.33617
60.45  0.337565
60.65  0.339312
60.85  0.341349
61.05  0.343598
61.25  0.345969
61.45  0.348372
61.65  0.350715
61.85  0.352922
62.05  0.35493
62.25  0.356697
62.45  0.358203
62.65  0.359451
62.85  0.360464
63.05  0.361281
63.25  0.361954
63.45  0.36254
63.65  0.363099
63.85  0.363684
64.05  0.364338
64.25  0.365093
64.45  0.365964
64.65  0.366955
64.85  0.368052
65.05  0.369233
65.25  0.370468
65.45  0.371725
65.65  0.372974
65.85  0.374191
66.05  0.37536
66.25  0.376476
66.45  0.377548
66.65  0.378592
66.85  0.379637
67.05  0.380713
67.25  0.381854
67.45  0.383091
67.65  0.384446
67.85  0.385933
68.05  0.38755
68.25  0.389282
68.45  0.391103
68.65  0.392973
68.85  0.394842
69.05  0.396661
69.25  0.398378
69.45  0.39995
69.65  0.401344
69.85  0.402543
70.05  0.403546
70.25  0.404372
70.45  0.405058
70.65  0.405653
70.85  0.406219
71.05  0.406823
71.25  0.407528
71.45  0.408391
71.65  0.409452
71.85  0.410735
72.05  0.41224
72.25  0.413941
72.45  0.415792
72.65  0.417724
72.85  0.419655
73.05  0.421492
73.25  0.423145
73.45  0.42453
73.65  0.425579
73.85  0.426249
74.05  0.426523
74.25  0.426418
74.45  0.425983
74.65  0.425297
74.85  0.424464
75.05  0.423607
75.25  0.422858
75.45  0.422346
75.65  0.422193
75.85  0.422496
76.05  0.423324
76.25  0.42471
76.45  0.426647
76.65  0.42909
76.85  0.431955
77.05  0.435125
77.25  0.438462
77.45  0.441813
77.65  0.445023
77.85  0.447947
78.05  0.450459
78.25  0.452463
78.45  0.453902
78.65  0.454755
78.85  0.455048
79.05  0.454844
79.25  0.454241
79.45  0.453364
79.65  0.452354
79.85  0.451358
80.05  0.450516
80.25  0.449954
80.45  0.44977
80.65  0.450031
80.85  0.450766
81.05  0.451966
81.25  0.453588
81.45  0.455553
81.65  0.457764
81.85  0.460102
82.05  0.462448
82.25  0.464684
82.45  0.466708
82.65  0.46844
82.85  0.469827
83.05  0.470849
83.25  0.471515
83.45  0.471867
83.65  0.47197
83.85  0.47191
84.05  0.471781
84.25  0.471681
84.45  0.471702
84.65  0.471921
84.85  0.472394
85.05  0.473153
85.25  0.474205
85.45  0.475528
