# Table format: 1D
# AnglePCyl 	PCyl_raw
0  1.13022
0.25  1.13347
0.45  1.1368
0.65  1.14017
0.85  1.14356
1.05  1.14695
1.25  1.15031
1.45  1.15362
1.65  1.15684
1.85  1.15997
2.05  1.16299
2.25  1.1659
2.45  1.1687
2.65  1.17138
2.85  1.17398
3.05  1.17649
3.25  1.17893
3.45  1.18133
3.65  1.18369
3.85  1.18603
4.05  1.18837
4.25  1.19071
4.45  1.19305
4.65  1.19539
4.85  1.19772
5.05  1.20003
5.25  1.20231
5.45  1.20453
5.65  1.20667
5.85  1.20872
6.05  1.21064
6.25  1.21243
6.45  1.21405
6.65  1.21548
6.85  1.21671
7.05  1.21771
7.25  1.21847
7.45  1.21897
7.65  1.21919
7.85  1.21913
8.05  1.21876
8.25  1.21807
8.45  1.21707
8.65  1.21574
8.85  1.21409
9.05  1.21211
9.25  1.20983
9.45  1.20725
9.65  1.2044
9.85  1.20129
10.05  1.19795
10.25  1.19441
10.45  1.19071
10.65  1.18686
10.85  1.1829
11.05  1.17886
11.25  1.17474
11.45  1.17056
11.65  1.16634
11.85  1.16206
12.05  1.15772
12.25  1.15331
12.45  1.14881
12.65  1.1442
12.85  1.13945
13.05  1.13455
13.25  1.12946
13.45  1.12418
13.65  1.11868
13.85  1.11296
14.05  1.10703
14.25  1.10088
14.45  1.09453
14.65  1.088
14.85  1.0813
15.05  1.07446
15.25  1.06752
15.45  1.06049
15.65  1.0534
15.85  1.04627
16.05  1.03912
16.25  1.03198
16.45  1.02484
16.65  1.01773
16.85  1.01064
17.05  1.00359
17.25  0.996586
17.45  0.98963
17.65  0.982736
17.85  0.975916
18.05  0.969188
18.25  0.962572
18.45  0.956091
18.65  0.949772
18.85  0.943641
19.05  0.937727
19.25  0.932056
19.45  0.92665
19.65  0.92153
19.85  0.916708
20.05  0.912192
20.25  0.907982
20.45  0.904071
20.65  0.900446
20.85  0.897086
21.05  0.893968
21.25  0.891064
21.45  0.888344
21.65  0.885778
21.85  0.883335
22.05  0.88099
22.25  0.878717
22.45  0.876498
22.65  0.874317
22.85  0.872163
23.05  0.87003
23.25  0.867916
23.45  0.86582
23.65  0.863745
23.85  0.861695
24.05  0.859676
24.25  0.857691
24.45  0.855746
24.65  0.853844
24.85  0.851987
25.05  0.850179
25.25  0.848419
25.45  0.846708
25.65  0.845048
25.85  0.843438
26.05  0.841879
26.25  0.84037
26.45  0.838912
26.65  0.837505
26.85  0.836146
27.05  0.834833
27.25  0.833562
27.45  0.832326
27.65  0.831118
27.85  0.829926
28.05  0.828738
28.25  0.827539
28.45  0.826314
28.65  0.825049
28.85  0.82373
29.05  0.822343
29.25  0.820881
29.45  0.819338
29.65  0.817714
29.85  0.816013
30.05  0.814246
30.25  0.812426
30.45  0.810574
30.65  0.80871
30.85  0.806861
31.05  0.80505
31.25  0.803303
31.45  0.801641
31.65  0.800082
31.85  0.798642
32.05  0.797329
32.25  0.796147
32.45  0.795092
32.65  0.794159
32.85  0.793336
33.05  0.79261
33.25  0.791963
33.45  0.79138
33.65  0.790847
33.85  0.79035
34.05  0.789879
34.25  0.78943
34.45  0.789
34.65  0.788592
34.85  0.788213
35.05  0.787871
35.25  0.787577
35.45  0.787343
35.65  0.787181
35.85  0.787101
36.05  0.78711
36.25  0.787216
36.45  0.78742
36.65  0.787721
36.85  0.788118
37.05  0.788604
37.25  0.789173
37.45  0.789817
37.65  0.790531
37.85  0.791309
38.05  0.792147
38.25  0.793043
38.45  0.793998
38.65  0.795015
38.85  0.796098
39.05  0.797251
39.25  0.798482
39.45  0.799793
39.65  0.801187
39.85  0.802666
40.05  0.804225
40.25  0.805859
40.45  0.807558
40.65  0.809309
40.85  0.811097
41.05  0.812905
41.25  0.814715
41.45  0.81651
41.65  0.818276
41.85  0.82
42.05  0.821673
42.25  0.823292
42.45  0.824857
42.65  0.826372
42.85  0.827845
43.05  0.82929
43.25  0.83072
43.45  0.832149
43.65  0.833592
43.85  0.835063
44.05  0.836571
44.25  0.838125
44.45  0.839725
44.65  0.841372
44.85  0.843059
45.05  0.844777
45.25  0.846514
45.45  0.848255
45.65  0.849985
45.85  0.85169
46.05  0.853355
46.25  0.854969
46.45  0.856526
46.65  0.858019
46.85  0.85945
47.05  0.860821
47.25  0.862139
47.45  0.863414
47.65  0.864659
47.85  0.865885
48.05  0.867108
48.25  0.86834
48.45  0.869592
48.65  0.870875
48.85  0.872197
49.05  0.873562
49.25  0.874974
49.45  0.876432
49.65  0.877934
49.85  0.879476
50.05  0.881051
50.25  0.882654
50.45  0.884276
