# Table format: 2D
# table_unit = null 
# axis1_unit = null
# axis2_unit = null
# comment: Kt as a function of pitch diameter ratio and J
# comment: axis1 - pitch diameter ratio / axis2 - J
8
14
0.25  0.5  0.75  1   1.25  1.5   1.75  2
0.01  0.2   0.3   0.4   0.5   0.6   0.7   0.8   0.9   1  1.1   1.2   1.3   1.4
0.051246446	0.183775382	0.340023527	0.499873443	0.648486834	0.780263893	0.903933903	1.048777076
-0.000148229	0.121514594	0.26878018	0.423117094	0.57189552	0.71281347	0.859587632	1.048908843
-0.032330391	0.083604359	0.226098492	0.377368093	0.525728008	0.670165918	0.826223291	1.033183204
-0.067201766	0.042995277	0.180679428	0.328754763	0.476337069	0.62341263	0.786828095	1.007611423
-0.104108256	0.000338843	0.133168076	0.27791246	0.424349932	0.573187034	0.742080802	0.972998847
-0.142395763	-0.043713445	0.084209524	0.225476539	0.370393825	0.520122559	0.692660171	0.930150825
-0.181410188	-0.088510093	0.034448861	0.172082356	0.315095977	0.464852632	0.63924496	0.879872707
-0.220497435	-0.133399603	-0.015468825	0.118365265	0.259083615	0.408010683	0.582513927	0.82296984
-0.259003404	-0.177730479	-0.064898445	0.064960623	0.202983969	0.35023014	0.523145831	0.760247574
-0.296273999	-0.220851225	-0.113194911	0.012503784	0.147424266	0.292144431	0.461819429	0.692511258
-0.33165512	-0.262110346	-0.159713133	-0.038369895	0.093031735	0.234386984	0.39921348	0.620566239
-0.364492669	-0.300856344	-0.203808024	-0.087025059	0.040433605	0.177591228	0.336006742	0.545217866
-0.39413255	-0.336437724	-0.244834494	-0.132826353	-0.009742897	0.122390591	0.272877974	0.467271489
-0.419920663	-0.368202988	-0.282147455	-0.175138421	-0.056870542	0.069418502	0.210505933	0.387532456

