# Table format: 2D
# table_unit = null 
# axis1_unit = m
# axis2_unit = null
# comment: Kq as a function of pitch and J
# comment: axis1 - pitch / axis2 - J
8
14
0.25  0.5  0.75  1   1.25  1.5   1.75  2
0.01	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	1	1.1	1.2	1.3	1.4
0.008642824	0.017469399	0.040629994	0.075446262	0.119508413	0.170876638	0.228340074	0.291733319
0.008907483	0.014069059	0.033825551	0.065596465	0.107204948	0.157180516	0.215148286	0.282304689
0.009004882	0.011822816	0.02947349	0.059397813	0.099505657	0.14852759	0.206467086	0.275153241
0.009383664	0.00952092	0.024807833	0.052688331	0.091133615	0.139037609	0.1967254	0.266574665
0.010282502	0.007362787	0.01999625	0.045613295	0.082220539	0.128832967	0.18602957	0.256632447
0.011940071	0.00554783	0.015206414	0.038317984	0.072898149	0.118036058	0.174485935	0.245390075
0.014595044	0.004275464	0.010605996	0.030947672	0.063298166	0.106769276	0.162200835	0.232911036
0.018486095	0.003745101	0.006362667	0.023647637	0.053552307	0.095155014	0.149280611	0.219258816
0.023851899	0.004156157	0.002644099	0.016563155	0.043792293	0.083315667	0.135831603	0.204496905
0.030931128	0.005708045	-0.000382037	0.009839502	0.034149842	0.071373627	0.12196015	0.188688787
0.039962456	0.00860018	-0.00254807	0.003621956	0.024756674	0.059451289	0.107772593	0.171897952
0.051184558	0.013031975	-0.003686329	-0.001944208	0.015744509	0.047671046	0.093375273	0.154187886
0.064836108	0.019202845	-0.003629141	-0.006713713	0.007245065	0.036155291	0.078874528	0.135622076
0.081155778	0.027312203	-0.002208835	-0.010541283	-0.000609937	0.02502642	0.0643767	0.11626401
