# Table format: 2D
# table_unit = kg/m**3
# axis1_unit = g/kg
# axis2_unit = degC
# axis1_token = Sal
# axis2_token = Temp
# axis3_token = Rho
# 
# 
14
14
     0.00000000000000e+00      1.00000000000000e+01      2.00000000000000e+01      3.00000000000000e+01      3.50000000000000e+01      4.00000000000000e+01      5.00000000000000e+01      6.00000000000000e+01      7.00000000000000e+01      8.00000000000000e+01      9.00000000000000e+01      1.00000000000000e+02      1.10000000000000e+02      1.20000000000000e+02
     0.00000000000000e+00      1.00000000000000e+01      2.00000000000000e+01      2.50000000000000e+01      3.00000000000000e+01      4.00000000000000e+01      5.00000000000000e+01      6.00000000000000e+01      7.00000000000000e+01      8.00000000000000e+01      9.00000000000000e+01      1.00000000000000e+02      1.10000000000000e+02      1.20000000000000e+02
     9.99900000000000e+02      1.00790000000000e+03      1.01600000000000e+03      1.02400000000000e+03      1.02800000000000e+03      1.03200000000000e+03      1.04000000000000e+03      1.04800000000000e+03      1.05610000000000e+03      1.06410000000000e+03      1.07210000000000e+03      1.08010000000000e+03      1.08810000000000e+03      1.09620000000000e+03
     9.99500000000000e+02      1.00740000000000e+03      1.01520000000000e+03      1.02300000000000e+03      1.02700000000000e+03      1.03090000000000e+03      1.03870000000000e+03      1.04660000000000e+03      1.05440000000000e+03      1.06220000000000e+03      1.07010000000000e+03      1.07790000000000e+03      1.08570000000000e+03      1.09360000000000e+03
     9.98000000000000e+02      1.00570000000000e+03      1.01340000000000e+03      1.02110000000000e+03      1.02490000000000e+03      1.02880000000000e+03      1.03650000000000e+03      1.04410000000000e+03      1.05180000000000e+03      1.05950000000000e+03      1.06720000000000e+03      1.07490000000000e+03      1.08260000000000e+03      1.09030000000000e+03
     9.96900000000000e+02      1.00450000000000e+03      1.01220000000000e+03      1.01980000000000e+03      1.02360000000000e+03      1.02740000000000e+03      1.03500000000000e+03      1.04260000000000e+03      1.05030000000000e+03      1.05790000000000e+03      1.06550000000000e+03      1.07310000000000e+03      1.08070000000000e+03      1.08840000000000e+03
     9.95600000000000e+02      1.00310000000000e+03      1.01070000000000e+03      1.01820000000000e+03      1.02200000000000e+03      1.02580000000000e+03      1.03340000000000e+03      1.04090000000000e+03      1.04850000000000e+03      1.05610000000000e+03      1.06360000000000e+03      1.07120000000000e+03      1.07870000000000e+03      1.08630000000000e+03
     9.92200000000000e+02      9.99700000000000e+02      1.00710000000000e+03      1.01460000000000e+03      1.01830000000000e+03      1.02210000000000e+03      1.02950000000000e+03      1.03700000000000e+03      1.04450000000000e+03      1.05200000000000e+03      1.05940000000000e+03      1.06690000000000e+03      1.07440000000000e+03      1.08180000000000e+03
     9.88100000000000e+02      9.95500000000000e+02      1.00290000000000e+03      1.01030000000000e+03      1.01400000000000e+03      1.01770000000000e+03      1.02510000000000e+03      1.03250000000000e+03      1.03990000000000e+03      1.04730000000000e+03      1.05470000000000e+03      1.06210000000000e+03      1.06950000000000e+03      1.07690000000000e+03
     9.83200000000000e+02      9.90600000000000e+02      9.98000000000000e+02      1.00530000000000e+03      1.00900000000000e+03      1.01270000000000e+03      1.02000000000000e+03      1.02740000000000e+03      1.03470000000000e+03      1.04210000000000e+03      1.04950000000000e+03      1.05680000000000e+03      1.06420000000000e+03      1.07150000000000e+03
     9.77800000000000e+02      9.85100000000000e+02      9.92500000000000e+02      9.99800000000000e+02      1.00350000000000e+03      1.00710000000000e+03      1.01450000000000e+03      1.02180000000000e+03      1.02910000000000e+03      1.03650000000000e+03      1.04380000000000e+03      1.05120000000000e+03      1.05850000000000e+03      1.06580000000000e+03
     9.71800000000000e+02      9.79100000000000e+02      9.86500000000000e+02      9.93800000000000e+02      9.97500000000000e+02      1.00110000000000e+03      1.00850000000000e+03      1.01580000000000e+03      1.02310000000000e+03      1.03050000000000e+03      1.03780000000000e+03      1.04510000000000e+03      1.05250000000000e+03      1.05980000000000e+03
     9.65300000000000e+02      9.72600000000000e+02      9.80000000000000e+02      9.87300000000000e+02      9.91000000000000e+02      9.94700000000000e+02      1.00200000000000e+03      1.00940000000000e+03      1.01680000000000e+03      1.02410000000000e+03      1.03150000000000e+03      1.03880000000000e+03      1.04620000000000e+03      1.05350000000000e+03
     9.58300000000000e+02      9.65700000000000e+02      9.73100000000000e+02      9.80500000000000e+02      9.84200000000000e+02      9.87900000000000e+02      9.95200000000000e+02      1.00260000000000e+03      1.01000000000000e+03      1.01740000000000e+03      1.02480000000000e+03      1.03220000000000e+03      1.03960000000000e+03      1.04700000000000e+03
     9.50900000000000e+02      9.58300000000000e+02      9.65800000000000e+02      9.73200000000000e+02      9.76900000000000e+02      9.80600000000000e+02      9.88100000000000e+02      9.95500000000000e+02      1.00300000000000e+03      1.01040000000000e+03      1.01780000000000e+03      1.02530000000000e+03      1.03270000000000e+03      1.04020000000000e+03
     9.43000000000000e+02      9.50600000000000e+02      9.58100000000000e+02      9.65600000000000e+02      9.69300000000000e+02      9.73100000000000e+02      9.80600000000000e+02      9.88100000000000e+02      9.95600000000000e+02      1.00310000000000e+03      1.01060000000000e+03      1.01810000000000e+03      1.02560000000000e+03      1.03310000000000e+03
