# Table format: 2D																																																																																																			
100																																																																																																			
100																																																																																																			
-120.371	-117.9439	-115.5167	-113.0896	-110.6624	-108.2353	-105.8082	-103.381	-100.9539	-98.5267	-96.0996	-93.6724	-91.2453	-88.8182	-86.391	-83.9639	-81.5367	-79.1096	-76.6825	-74.2553	-71.8282	-69.401	-66.9739	-64.5467	-62.1196	-59.6925	-57.2653	-54.8382	-52.411	-49.9839	-47.5568	-45.1296	-42.7025	-40.2753	-37.8482	-35.4211	-32.9939	-30.5668	-28.1396	-25.7125	-23.2853	-20.8582	-18.4311	-16.0039	-13.5768	-11.1496	-8.7225	-6.2954	-3.8682	-1.4411	0.9861	3.4132	5.8404	8.2675	10.6946	13.1218	15.5489	17.9761	20.4032	22.8303	25.2575	27.6846	30.1118	32.5389	34.9661	37.3932	39.8203	42.2475	44.6746	47.1018	49.5289	51.956	54.3832	56.8103	59.2375	61.6646	64.0917	66.5189	68.946	71.3732	73.8003	76.2275	78.6546	81.0817	83.5089	85.936	88.3632	90.7903	93.2174	95.6446	98.0717	100.4989	102.926	105.3532	107.7803	110.2074	112.6346	115.0617	117.4889	119.916
0	90.909	181.818	272.727	363.636	454.545	545.455	636.364	727.273	818.182	909.091	1000	1090.909	1181.818	1272.727	1363.636	1454.545	1545.455	1636.364	1727.273	1818.182	1909.091	2000	2090.909	2181.818	2272.727	2363.636	2454.545	2545.455	2636.364	2727.273	2818.182	2909.091	3000	3090.909	3181.818	3272.727	3363.636	3454.545	3545.455	3636.364	3727.273	3818.182	3909.091	4000	4090.909	4181.818	4272.727	4363.636	4454.545	4545.455	4636.364	4727.273	4818.182	4909.091	5000	5090.909	5181.818	5272.727	5363.636	5454.545	5545.455	5636.364	5727.273	5818.182	5909.091	6000	6090.909	6181.818	6272.727	6363.636	6454.545	6545.455	6636.364	6727.273	6818.182	6909.091	7000	7090.909	7181.818	7272.727	7363.636	7454.545	7545.455	7636.364	7727.273	7818.182	7909.091	8000	8090.909	8181.818	8272.727	8363.636	8454.545	8545.455	8636.364	8727.273	8818.182	8909.091	9000
3.10381e+3	3.10270e+3	3.10282e+3	3.10406e+3	3.10629e+3	3.10889e+3	3.11087e+3	3.11050e+3	3.10332e+3	3.07334e+3	2.98615e+3	2.87580e+3	2.75827e+3	2.63813e+3	2.51726e+3	2.39712e+3	2.27810e+3	2.16106e+3	2.04588e+3	1.93256e+3	1.82072e+3	1.70975e+3	1.59965e+3	1.49116e+3	1.38564e+3	1.28606e+3	1.19540e+3	1.11589e+3	1.04431e+3	9.76931e+2	9.10919e+2	8.44783e+2	7.78028e+2	7.10653e+2	6.42907e+2	5.75657e+2	5.10388e+2	4.49701e+2	3.97932e+2	3.59043e+2	3.28576e+2	3.02319e+2	2.77425e+2	2.52408e+2	2.26647e+2	1.99648e+2	1.71781e+2	1.43172e+2	1.14686e+2	8.80585e+1	6.70040e+1	6.01922e+1	7.96367e+1	1.13324e+2	1.52708e+2	1.94198e+2	2.35688e+2	2.76311e+2	3.15819e+2	3.54213e+2	3.91491e+2	4.28523e+2	4.66669e+2	5.08901e+2	5.59432e+2	6.22224e+2	6.93934e+2	7.70473e+2	8.48994e+2	9.27887e+2	1.00616e+3	1.08319e+3	1.15899e+3	1.23355e+3	1.30736e+3	1.38130e+3	1.45697e+3	1.53772e+3	1.62776e+3	1.73130e+3	1.84487e+3	1.96488e+3	2.08799e+3	2.21246e+3	2.33730e+3	2.46227e+3	2.58748e+3	2.71306e+3	2.83889e+3	2.96510e+3	3.09105e+3	3.21602e+3	3.33826e+3	3.45381e+3	3.54546e+3	3.57407e+3	3.57902e+3	3.57754e+3	3.57382e+3	3.56949e+3
3.11607e+3	3.11496e+3	3.11508e+3	3.11607e+3	3.11793e+3	3.12041e+3	3.12251e+3	3.12202e+3	3.11421e+3	3.07954e+3	2.99532e+3	2.88447e+3	2.76595e+3	2.64482e+3	2.52332e+3	2.40269e+3	2.28343e+3	2.16589e+3	2.05034e+3	1.93652e+3	1.82407e+3	1.71273e+3	1.60188e+3	1.49227e+3	1.38514e+3	1.28383e+3	1.19132e+3	1.11044e+3	1.03799e+3	9.70367e+2	9.04107e+2	8.37971e+2	7.71340e+2	7.04089e+2	6.36343e+2	5.69093e+2	5.03576e+2	4.42889e+2	3.90996e+2	3.50992e+2	3.19658e+2	2.92659e+2	2.67394e+2	2.41880e+2	2.15748e+2	1.88749e+2	1.60759e+2	1.32149e+2	1.03664e+2	7.75312e+1	5.74675e+1	5.26373e+1	7.09672e+1	1.04407e+2	1.43791e+2	1.85157e+2	2.26523e+2	2.67146e+2	3.06530e+2	3.45048e+2	3.82574e+2	4.19977e+2	4.58618e+2	5.01718e+2	5.53364e+2	6.16651e+2	6.88484e+2	7.65271e+2	8.43792e+2	9.22437e+2	1.00046e+3	1.07737e+3	1.15305e+3	1.22773e+3	1.30167e+3	1.37573e+3	1.45190e+3	1.53351e+3	1.62529e+3	1.73056e+3	1.84611e+3	1.96786e+3	2.09233e+3	2.21779e+3	2.34312e+3	2.46871e+3	2.59429e+3	2.72012e+3	2.84633e+3	2.97278e+3	3.09923e+3	3.22494e+3	3.34804e+3	3.46347e+3	3.55116e+3	3.58509e+3	3.59091e+3	3.58943e+3	3.58546e+3	3.58101e+3
3.12747e+3	3.12610e+3	3.12561e+3	3.12586e+3	3.12685e+3	3.12809e+3	3.12895e+3	3.12648e+3	3.11409e+3	3.07607e+3	2.99396e+3	2.88645e+3	2.76880e+3	2.64804e+3	2.52679e+3	2.40641e+3	2.28727e+3	2.16973e+3	2.05406e+3	1.93999e+3	1.82729e+3	1.71557e+3	1.60436e+3	1.49425e+3	1.38638e+3	1.28420e+3	1.19082e+3	1.10896e+3	1.03564e+3	9.67643e+2	9.01135e+2	8.34999e+2	7.68491e+2	7.01612e+2	6.34238e+2	5.67483e+2	5.02709e+2	4.42889e+2	3.91368e+2	3.50249e+2	3.17181e+2	2.88943e+2	2.62687e+2	2.36555e+2	2.09927e+2	1.82556e+2	1.54690e+2	1.26328e+2	9.88334e+1	7.44350e+1	5.75913e+1	5.51143e+1	7.24534e+1	1.03787e+2	1.41809e+2	1.82308e+2	2.23179e+2	2.63183e+2	3.02567e+2	3.41208e+2	3.79230e+2	4.17376e+2	4.57008e+2	5.01470e+2	5.53983e+2	6.17146e+2	6.88236e+2	7.64404e+2	8.42182e+2	9.20332e+2	9.97862e+2	1.07440e+3	1.15007e+3	1.22500e+3	1.29919e+3	1.37387e+3	1.45066e+3	1.53351e+3	1.62653e+3	1.73279e+3	1.84921e+3	1.97182e+3	2.09691e+3	2.22262e+3	2.34845e+3	2.47416e+3	2.59999e+3	2.72594e+3	2.85190e+3	2.97798e+3	3.10418e+3	3.22952e+3	3.35126e+3	3.46260e+3	3.54719e+3	3.58484e+3	3.59574e+3	3.59612e+3	3.59314e+3	3.58955e+3
3.13812e+3	3.13626e+3	3.13502e+3	3.13428e+3	3.13391e+3	3.13378e+3	3.13292e+3	3.12809e+3	3.11260e+3	3.07248e+3	2.99148e+3	2.88571e+3	2.76942e+3	2.64940e+3	2.52877e+3	2.40889e+3	2.29011e+3	2.17283e+3	2.05703e+3	1.94296e+3	1.83014e+3	1.71817e+3	1.60683e+3	1.49636e+3	1.38824e+3	1.28569e+3	1.19181e+3	1.10945e+3	1.03564e+3	9.67271e+2	9.00763e+2	8.34627e+2	7.68244e+2	7.01612e+2	6.34857e+2	5.68597e+2	5.04691e+2	4.45614e+2	3.94216e+2	3.52355e+2	3.18172e+2	2.88696e+2	2.61325e+2	2.34326e+2	2.07079e+2	1.79460e+2	1.51470e+2	1.23480e+2	9.68518e+1	7.43111e+1	6.03160e+1	6.00683e+1	7.75312e+1	1.07503e+2	1.44163e+2	1.83423e+2	2.23303e+2	2.62811e+2	3.02072e+2	3.40837e+2	3.79354e+2	4.18243e+2	4.58866e+2	5.04319e+2	5.57327e+2	6.20243e+2	6.90590e+2	7.65891e+2	8.42925e+2	9.20332e+2	9.97243e+2	1.07366e+3	1.14933e+3	1.22438e+3	1.29907e+3	1.37424e+3	1.45177e+3	1.53550e+3	1.62925e+3	1.73613e+3	1.85292e+3	1.97578e+3	2.10112e+3	2.22720e+3	2.35315e+3	2.47899e+3	2.60482e+3	2.73065e+3	2.85636e+3	2.98207e+3	3.10765e+3	3.23224e+3	3.35263e+3	3.46186e+3	3.54484e+3	3.58460e+3	3.59822e+3	3.60057e+3	3.59884e+3	3.59636e+3
3.14840e+3	3.14604e+3	3.14394e+3	3.14208e+3	3.14047e+3	3.13886e+3	3.13638e+3	3.12970e+3	3.11236e+3	3.07087e+3	2.99012e+3	2.88521e+3	2.76979e+3	2.65040e+3	2.53026e+3	2.41087e+3	2.29247e+3	2.17531e+3	2.05975e+3	1.94556e+3	1.83249e+3	1.72040e+3	1.60894e+3	1.49834e+3	1.38985e+3	1.28718e+3	1.19305e+3	1.11044e+3	1.03650e+3	9.68014e+2	9.01383e+2	8.35371e+2	7.69111e+2	7.02727e+2	6.36343e+2	5.70579e+2	5.06920e+2	4.48215e+2	3.96941e+2	3.54584e+2	3.19534e+2	2.89315e+2	2.61077e+2	2.33459e+2	2.05592e+2	1.77602e+2	1.49240e+2	1.21250e+2	9.51179e+1	7.40634e+1	6.22976e+1	6.47746e+1	8.29806e+1	1.12333e+2	1.47878e+2	1.85900e+2	2.24789e+2	2.63678e+2	3.02815e+2	3.41828e+2	3.80716e+2	4.20225e+2	4.61467e+2	5.07415e+2	5.60795e+2	6.23339e+2	6.93314e+2	7.67996e+2	8.44535e+2	9.21323e+2	9.97862e+2	1.07403e+3	1.14970e+3	1.22500e+3	1.30006e+3	1.37573e+3	1.45375e+3	1.53810e+3	1.63235e+3	1.73935e+3	1.85639e+3	1.97950e+3	2.10508e+3	2.23129e+3	2.35737e+3	2.48332e+3	2.60915e+3	2.73486e+3	2.86032e+3	2.98566e+3	3.11087e+3	3.23497e+3	3.35485e+3	3.46384e+3	3.54695e+3	3.58707e+3	3.60144e+3	3.60478e+3	3.60404e+3	3.60243e+3
3.15855e+3	3.15558e+3	3.15273e+3	3.15001e+3	3.14728e+3	3.14456e+3	3.14072e+3	3.13279e+3	3.11384e+3	3.07124e+3	2.99049e+3	2.88608e+3	2.77078e+3	2.65163e+3	2.53187e+3	2.41260e+3	2.29445e+3	2.17753e+3	2.06198e+3	1.94779e+3	1.83472e+3	1.72251e+3	1.61080e+3	1.50007e+3	1.39146e+3	1.28854e+3	1.19429e+3	1.11168e+3	1.03774e+3	9.69376e+2	9.02745e+2	8.36733e+2	7.70597e+2	7.04461e+2	6.38077e+2	5.72560e+2	5.09149e+2	4.50444e+2	3.99046e+2	3.56318e+2	3.20897e+2	2.90058e+2	2.61449e+2	2.33335e+2	2.04973e+2	1.76488e+2	1.47878e+2	1.19764e+2	9.37556e+1	7.33203e+1	6.32884e+1	6.83663e+1	8.75631e+1	1.16420e+2	1.50851e+2	1.87758e+2	2.25656e+2	2.64297e+2	3.03310e+2	3.42694e+2	3.82079e+2	4.22206e+2	4.64068e+2	5.10511e+2	5.63891e+2	6.26435e+2	6.96163e+2	7.70349e+2	8.46393e+2	9.22933e+2	9.99224e+2	1.07514e+3	1.15094e+3	1.22637e+3	1.30167e+3	1.37771e+3	1.45611e+3	1.54070e+3	1.63520e+3	1.74257e+3	1.85974e+3	1.98309e+3	2.10880e+3	2.23513e+3	2.36133e+3	2.48728e+3	2.61312e+3	2.73858e+3	2.86391e+3	2.98900e+3	3.11397e+3	3.23769e+3	3.35758e+3	3.46719e+3	3.55103e+3	3.59091e+3	3.60503e+3	3.60887e+3	3.60887e+3	3.60800e+3
3.16858e+3	3.16524e+3	3.16177e+3	3.15830e+3	3.15471e+3	3.15112e+3	3.14642e+3	3.13762e+3	3.11818e+3	3.07483e+3	2.99346e+3	2.88806e+3	2.77239e+3	2.65300e+3	2.53336e+3	2.41421e+3	2.29618e+3	2.17927e+3	2.06384e+3	1.94965e+3	1.83658e+3	1.72424e+3	1.61241e+3	1.50168e+3	1.39294e+3	1.28990e+3	1.19565e+3	1.11317e+3	1.03935e+3	9.71110e+2	9.04603e+2	8.38838e+2	7.72826e+2	7.06690e+2	6.40430e+2	5.74790e+2	5.11378e+2	4.52426e+2	4.00780e+2	3.57804e+2	3.22011e+2	2.90925e+2	2.61944e+2	2.33706e+2	2.05221e+2	1.76488e+2	1.47507e+2	1.19145e+2	9.32602e+1	7.31965e+1	6.42792e+1	7.09672e+1	9.02878e+1	1.18526e+2	1.51841e+2	1.87758e+2	2.25161e+2	2.63678e+2	3.03062e+2	3.42942e+2	3.83193e+2	4.23940e+2	4.66545e+2	5.13484e+2	5.67111e+2	6.29532e+2	6.98764e+2	7.72578e+2	8.48375e+2	9.24543e+2	1.00071e+3	1.07675e+3	1.15255e+3	1.22810e+3	1.30365e+3	1.37982e+3	1.45858e+3	1.54330e+3	1.63804e+3	1.74555e+3	1.86296e+3	1.98643e+3	2.11227e+3	2.23872e+3	2.36492e+3	2.49100e+3	2.61671e+3	2.74204e+3	2.86726e+3	2.99210e+3	3.11669e+3	3.24017e+3	3.35981e+3	3.46917e+3	3.55363e+3	3.59327e+3	3.60800e+3	3.61259e+3	3.61333e+3	3.61321e+3
3.17874e+3	3.17502e+3	3.17131e+3	3.16735e+3	3.16338e+3	3.15930e+3	3.15385e+3	3.14419e+3	3.12462e+3	3.08164e+3	2.99755e+3	2.88967e+3	2.77325e+3	2.65386e+3	2.53410e+3	2.41520e+3	2.29730e+3	2.18051e+3	2.06508e+3	1.95089e+3	1.83781e+3	1.72548e+3	1.61377e+3	1.50305e+3	1.39443e+3	1.29163e+3	1.19763e+3	1.11527e+3	1.04158e+3	9.73587e+2	9.07327e+2	8.41563e+2	7.75799e+2	7.09786e+2	6.43527e+2	5.78010e+2	5.14475e+2	4.55274e+2	4.03257e+2	3.59786e+2	3.23745e+2	2.92411e+2	2.63306e+2	2.35069e+2	2.06583e+2	1.77974e+2	1.49117e+2	1.20879e+2	9.51179e+1	7.53019e+1	6.65086e+1	7.27011e+1	9.10309e+1	1.17783e+2	1.49736e+2	1.85033e+2	2.22436e+2	2.61449e+2	3.01576e+2	3.42571e+2	3.83813e+2	4.25550e+2	4.68898e+2	5.16456e+2	5.70207e+2	6.32132e+2	7.00869e+2	7.74312e+2	8.49737e+2	9.26029e+2	1.00220e+3	1.07824e+3	1.15428e+3	1.23008e+3	1.30575e+3	1.38229e+3	1.46119e+3	1.54627e+3	1.64114e+3	1.74889e+3	1.86642e+3	1.98990e+3	2.11573e+3	2.24231e+3	2.36851e+3	2.49447e+3	2.62018e+3	2.74539e+3	2.87035e+3	2.99495e+3	3.11917e+3	3.24228e+3	3.36117e+3	3.46929e+3	3.55240e+3	3.59376e+3	3.61023e+3	3.61593e+3	3.61742e+3	3.61804e+3
