# Table format: 2D
5
8
    0.00000000000000e+000     1.19000000000000e+002     1.98000000000000e+002     2.77000000000000e+002     1.00000000000000e+010 
    0.00000000000000e+000     3.45000000000000e+000     6.89000000000000e+000     1.03400000000000e+001     1.37800000000000e+001     1.72300000000000e+001     3.10300000000000e+001     1.00000000000000e+010 
    1.45000000000000e-001     1.41000000000000e-001     1.39000000000000e-001     1.26000000000000e-001     1.26000000000000e-001 
    1.45000000000000e-001     1.41000000000000e-001     1.39000000000000e-001     1.26000000000000e-001     1.26000000000000e-001 
    1.40000000000000e-001     1.38000000000000e-001     1.28000000000000e-001     1.21000000000000e-001     1.21000000000000e-001 
    1.36000000000000e-001     1.34000000000000e-001     1.24000000000000e-001     1.11000000000000e-001     1.11000000000000e-001 
    1.31000000000000e-001     1.28000000000000e-001     1.17000000000000e-001     1.08000000000000e-001     1.08000000000000e-001 
    1.30000000000000e-001     1.25000000000000e-001     1.13000000000000e-001     1.05000000000000e-001     1.05000000000000e-001 
    1.00000000000000e-001     9.60000000000000e-002     8.70000000000000e-002     8.00000000000000e-002     8.00000000000000e-002 
    1.00000000000000e-001     9.60000000000000e-002     8.70000000000000e-002     8.00000000000000e-002     8.00000000000000e-002 
