# Table format: 4D
# losses obtained from AEALT011 model reduction
# default parameters except for Rfi0 = 0.42 and Ra0 = 0.02
# table_unit = W
# axis1_unit = A
# axis2_unit = rpm
# axis3_unit = V
# axis4_unit = degC
# axis1_token = I
# axis2_token = W
# axis3_token = U
# axis4_token = Temp
28
8
4
3
0.00000000000000e+00	1.00000000000000e+01	2.00000000000000e+01	3.00000000000000e+01	4.00000000000000e+01	5.00000000000000e+01	6.00000000000000e+01	7.00000000000000e+01	8.00000000000000e+01	9.00000000000000e+01	1.00000000000000e+02	1.10000000000000e+02	1.20000000000000e+02	1.30000000000000e+02	1.40000000000000e+02	1.50000000000000e+02	1.60000000000000e+02	1.70000000000000e+02	1.80000000000000e+02	1.90000000000000e+02	2.00000000000000e+02	2.10000000000000e+02	2.20000000000000e+02	2.30000000000000e+02	2.40000000000000e+02	2.50000000000000e+02	2.60000000000000e+02	2.70000000000000e+02	
1.20000000000000e+03	1.50000000000000e+03	2.00000000000000e+03	3.00000000000000e+03	5.00000000000000e+03	7.00000000000000e+03	9.00000000000000e+03	1.20000000000000e+04	
1.00000000000000e+01	1.20000000000000e+01	1.40000000000000e+01	1.60000000000000e+01	
-2.00000000000000e+01	2.00000000000000e+01	1.00000000000000e+02	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.00000000000000e+00	1.35727313391480e+01	5.33117862862934e+01	1.42081761353969e+02	4.24586266927761e+02	9.13844003931156e+02	1.40310174093455e+03	1.89235947793795e+03	2.38161721494134e+03	2.87087495194474e+03	3.36013268894814e+03	3.84939042595153e+03	4.33864816295493e+03	4.82790589995832e+03	5.31716363696172e+03	5.80642137396511e+03	6.29567911096851e+03	6.78493684797191e+03	7.27419458497530e+03	7.76345232197870e+03	8.25271005898210e+03	8.74196779598549e+03	9.23122553298889e+03	9.72048326999229e+03	1.02097410069957e+04	1.06989987439991e+04	1.11882564810025e+04	1.16775142180059e+04	
0.00000000000000e+00	1.27178826682152e+01	2.54357653364305e+01	4.29172043746865e+01	8.45256002683856e+01	1.26133996162085e+02	1.87393933296915e+02	2.64533407846340e+02	3.54240439271706e+02	4.83128130205776e+02	6.43023334082606e+02	8.40447851053638e+02	1.03787236802467e+03	1.23529688499570e+03	1.43272140196673e+03	1.63014591893777e+03	1.82757043590880e+03	2.02499495287983e+03	2.22241946985086e+03	2.41984398682190e+03	2.61726850379293e+03	2.81469302076396e+03	3.01211753773499e+03	3.20954205470602e+03	3.40696657167706e+03	3.60439108864809e+03	3.80181560561912e+03	3.99924012259015e+03	
0.00000000000000e+00	1.74854062337248e+01	3.49708124674495e+01	5.24562187011743e+01	6.99416249348991e+01	8.74270311686239e+01	1.35768034953970e+02	1.95276914133422e+02	2.54785793312875e+02	3.14294672492328e+02	3.85404314427986e+02	4.73915100497950e+02	5.62425886567914e+02	6.50936672637878e+02	7.88493061160678e+02	9.59089352201153e+02	1.19095806182204e+03	1.44768942844515e+03	1.70442079506826e+03	1.96115216169136e+03	2.21788352831447e+03	2.47461489493758e+03	2.73134626156069e+03	2.98807762818380e+03	3.24480899480691e+03	3.50154036143001e+03	3.75827172805312e+03	4.01500309467623e+03	
0.00000000000000e+00	2.18932555544884e+01	4.37865111089767e+01	6.56797666634651e+01	8.75730222179534e+01	1.09466277772442e+02	1.31359533326930e+02	1.53252788881419e+02	2.16202825937211e+02	2.82283341366201e+02	3.48363856795191e+02	4.14444372224181e+02	4.80524887653172e+02	5.68707430651877e+02	6.86425352528698e+02	8.04143274405518e+02	9.46342297921507e+02	1.13162948895300e+03	1.34278566458964e+03	1.59273807139657e+03	1.84269047820349e+03	2.09264288501041e+03	2.34259529181733e+03	2.59254769862426e+03	2.84250010543118e+03	3.09245251223810e+03	3.34240491904503e+03	3.59235732585195e+03	
0.00000000000000e+00	2.31527894387733e+01	4.63055788775465e+01	6.94583683163198e+01	9.26111577550930e+01	1.15763947193866e+02	1.38916736632640e+02	1.62069526071413e+02	2.05152370413509e+02	2.74310196439626e+02	3.43468022465742e+02	4.12625848491859e+02	4.81783674517976e+02	5.50941500544093e+02	6.63093030906942e+02	7.86692375080489e+02	9.10291719254035e+02	1.09043971499411e+03	1.27651139165121e+03	1.51770534013802e+03	1.76715833446568e+03	2.01661132879334e+03	2.26606432312100e+03	2.51551731744865e+03	2.76497031177631e+03	3.01442330610397e+03	3.26387630043163e+03	3.51332929475928e+03	
