# Table format: 4D
# efficiency obtained from AEALT011 model reduction
# default parameters except for Rfi0 = 0.42 and Ra0 = 0.02
# table_unit = null
# axis1_unit = A
# axis2_unit = rpm
# axis3_unit = V
# axis4_unit = degC
# axis1_token = I
# axis2_token = W
# axis3_token = U
# axis4_token = Temp
28
9
4
3
    0.00000000000000e+000     1.00000000000000e+001     2.00000000000000e+001     3.00000000000000e+001     4.00000000000000e+001     5.00000000000000e+001     6.00000000000000e+001     7.00000000000000e+001     8.00000000000000e+001     9.00000000000000e+001     1.00000000000000e+002     1.10000000000000e+002     1.20000000000000e+002     1.30000000000000e+002     1.40000000000000e+002     1.50000000000000e+002     1.60000000000000e+002     1.70000000000000e+002     1.80000000000000e+002     1.90000000000000e+002     2.00000000000000e+002     2.10000000000000e+002     2.20000000000000e+002     2.30000000000000e+002     2.40000000000000e+002     2.50000000000000e+002     2.60000000000000e+002     2.70000000000000e+002
    0.00000000000000e+000     1.20000000000000e+003     1.50000000000000e+003     2.00000000000000e+003     3.00000000000000e+003     5.00000000000000e+003     7.00000000000000e+003     9.00000000000000e+003     1.20000000000000e+004
    1.00000000000000e+001     1.20000000000000e+001     1.40000000000000e+001     1.60000000000000e+001
   -2.00000000000000e+001     2.00000000000000e+001     1.00000000000000e+002
    1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000
    1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000
    1.00000000000000e+000     8.80493044596969e-001     7.89540837922005e-001     6.78607502560582e-001     4.85091755760520e-001     3.53645804353071e-001     2.99535459302266e-001     2.70024279409275e-001     2.51444452916297e-001     2.38671398937757e-001     2.29350818275497e-001     2.22249591430953e-001     2.16659366093366e-001     2.12144249801362e-001     2.08421303345417e-001     2.05298862907761e-001     2.02642480464703e-001     2.00355056314454e-001     1.98364712498051e-001     1.96617102945560e-001     1.95070375392880e-001     1.93691776208520e-001     1.92455305308352e-001     1.91340060822819e-001     1.90329047889922e-001     1.89408306530571e-001     1.88566263151711e-001     1.87793241520055e-001
    1.00000000000000e+000     8.87170674544604e-001     8.87170674544604e-001     8.74846744849251e-001     8.25549774415293e-001     7.98551113762823e-001     7.62007395063011e-001     7.25739507108412e-001     6.93096492533894e-001     6.50698934064845e-001     6.08634082825341e-001     5.66879444558489e-001     5.36223610044043e-001     5.12760461188435e-001     4.94224387554664e-001     4.79210886280034e-001     4.66802952679737e-001     4.56376457285053e-001     4.47491867392621e-001     4.39830698931752e-001     4.33156529311013e-001     4.27290166675266e-001     4.22093320818710e-001     4.17457563108250e-001     4.13296679148418e-001     4.09541257054954e-001     4.06134784281803e-001     4.03030784177368e-001
    1.00000000000000e+000     8.51169546973865e-001     8.51169546973865e-001     8.51169546973865e-001     8.51169546973865e-001     8.51169546973865e-001     8.15474404290391e-001     7.81880990059439e-001     7.58447833742012e-001     7.41171002712841e-001     7.21810946873575e-001     6.98894114207295e-001     6.80879694939591e-001     6.66346590451990e-001     6.39709590514993e-001     6.09981901900936e-001     5.73279843178820e-001     5.40078695387602e-001     5.13636947518724e-001     4.92081099224982e-001     4.74171462197589e-001     4.59055034845431e-001     4.46125638580434e-001     4.34940664967118e-001     4.25169390533487e-001     4.16559724577827e-001     4.08916150677962e-001     4.02084699281912e-001
    1.00000000000000e+000     8.20389934989457e-001     8.20389934989457e-001     8.20389934989457e-001     8.20389934989457e-001     8.20389934989457e-001     8.20389934989457e-001     8.20389934989457e-001     7.87244415761377e-001     7.61238840564221e-001     7.41639576706552e-001     7.26338992817868e-001     7.14062617469345e-001     6.95668020941357e-001     6.71004116348200e-001     6.51001184111265e-001     6.28352284492947e-001     6.00361031212659e-001     5.72740298608632e-001     5.43985824634221e-001     5.20468669372254e-001     5.00877383930777e-001     4.84304644959876e-001     4.70102723913502e-001     4.57796843439950e-001     4.47031064551588e-001     4.37533294250475e-001     4.29091969857963e-001
