# Table format: 2D
15
9
    5.00000000000000e+002     7.50000000000000e+002     1.00000000000000e+003     1.25000000000000e+003     1.50000000000000e+003     1.75000000000000e+003     2.00000000000000e+003     2.50000000000000e+003     3.00000000000000e+003     3.50000000000000e+003     4.00000000000000e+003     4.50000000000000e+003     5.00000000000000e+003     5.50000000000000e+003     6.00000000000000e+003 
    2.00000000000000e-002     3.00000000000000e-002     4.00000000000000e-002     5.00000000000000e-002     6.00000000000000e-002     8.00000000000000e-002     1.00000000000000e-001     1.20000000000000e-001     1.50000000000000e-001 
    5.95698934118131e-004     7.80586427564752e-004     9.45613114675455e-004     1.09728681849885e-003     1.23910371626839e-003     1.37321599249938e-003     1.50106725299074e-003     1.74183424999591e-003     1.96695454270214e-003     2.17984451107307e-003     2.38279573647252e-003     2.57743959529337e-003     2.76498952079775e-003     2.94637901799832e-003     3.12234571025900e-003 
    2.12874766162803e-003     2.78944855732698e-003     3.37917627744317e-003     3.92118671904735e-003     4.42797357431203e-003     4.90722773790220e-003     5.36410797759928e-003     6.22449592277951e-003     7.02896990995029e-003     7.78973847339348e-003     8.51499064651210e-003     9.21055620082777e-003     9.88077137579195e-003     1.05289720790234e-002     1.11577942293079e-002 
    5.32624929329152e-003     6.97936099940248e-003     8.45489373121584e-003     9.81103508304853e-003     1.10790449925173e-002     1.22781665211709e-002     1.34213072032114e-002     1.55740474117281e-002     1.75868876759250e-002     1.94903744519475e-002     2.13049971731661e-002     2.30453422637995e-002     2.47222592447799e-002     2.63440947491615e-002     2.79174439976099e-002 
    1.09503480536421e-002     1.43490152125873e-002     1.73825940197694e-002     2.01707135753465e-002     2.27776418431689e-002     2.52429410385916e-002     2.75931480329181e-002     3.20190119484543e-002     3.61572526232011e-002     4.00706711594315e-002     4.38013922145684e-002     4.73794043252457e-002     5.08270132499586e-002     5.41613790073221e-002     5.73960608503494e-002 
    1.98683115085282e-002     2.60348532017185e-002     3.15389785894696e-002     3.65977427111086e-002     4.13277533602456e-002     4.58007922204205e-002     5.00650077909266e-002     5.80952952792754e-002     6.56037191595361e-002     7.27042257516725e-002     7.94732460341130e-002     8.59651912077258e-002     9.22205328407249e-002     9.82704060708852e-002     1.04139412806874e-001 
    4.93378881904899e-002     6.46509229418336e-002     7.83190156154730e-002     9.08811670850811e-002     1.02626943088582e-001     1.13734595143478e-001     1.24323687777116e-001     1.44264860234955e-001     1.62910117419095e-001     1.80542415975935e-001     1.97351552761960e-001     2.13472644127827e-001     2.29006190899013e-001     2.44029509255390e-001     2.58603691767334e-001 
    1.00743202093507e-001     1.32010939955804e-001     1.59919864981878e-001     1.85570564893188e-001     2.09554304957154e-001     2.32235057555042e-001     2.53856961902846e-001     2.94574909925779e-001     3.32646724133450e-001     3.68650174666770e-001     4.02972808374030e-001     4.35890519792261e-001     4.67608521899619e-001     4.98284686867363e-001     5.28043759823214e-001 
    1.81653133792258e-001     2.38032943558569e-001     2.88356375675151e-001     3.34607933358708e-001     3.77853745007959e-001     4.18750100300988e-001     4.57737214088471e-001     5.31156985410518e-001     5.99805432315758e-001     6.64724349729577e-001     7.26612535169033e-001     7.85967462470636e-001     8.43159157400913e-001     8.98472284076664e-001     9.52131774234275e-001 
    3.69574246810421e-001     4.84279263424823e-001     5.86662548167217e-001     6.80761583167944e-001     7.68745412206949e-001     8.51949260052465e-001     9.31268746110985e-001     1.08064165326033e+000     1.22030727603304e+000     1.35238515163081e+000     1.47829698724168e+000     1.59905489597704e+000     1.71541169718610e+000     1.82794654149712e+000     1.93711705369929e+000 
