# Table format: T1D
# table_unit = g/s
# axis1_unit = mbar
# axis2_unit = K
    2.931500000000000e+002     17
    -2.92112624286576e+002     -1.74794279014380e+002
    -1.45846421121643e+002     -1.19535402695001e+002
    -9.72275321446423e+001     -9.55932597366156e+001
    -6.80717935974295e+001     -7.86687610159065e+001
    -3.89133264200876e+001     -5.82570675512804e+001
    -1.94809605359561e+001     -3.98894400345545e+001
    -9.76676540840304e+000     -2.66137124742037e+001
    -1.71769265477906e-008     -9.67550918429002e-012
    0.00000000000000e+000     0.00000000000000e+000
    1.71769265477906e-008     9.67550918429002e-012
    9.76676540840304e+000     2.66137124742037e+001
    1.94809605359561e+001     3.98894400345545e+001
    3.89133264200876e+001     5.82570675512804e+001
    6.80717935974295e+001     7.86687610159065e+001
    9.72275321446423e+001     9.55932597366156e+001
    1.45846421121643e+002     1.19535402695001e+002
    2.92112624286576e+002     1.74794279014380e+002
    3.231500000000000e+002     17
    -2.92273753665755e+002     -1.64783286675061e+002
    -1.45936213573622e+002     -1.12618432226912e+002
    -9.72818070278183e+001     -9.01543907664749e+001
    -6.81026791375674e+001     -7.43266190641082e+001
    -3.89293652922902e+001     -5.50763964841221e+001
    -1.94954493778694e+001     -3.74589803255324e+001
    -9.77459580975903e+000     -2.49192223068786e+001
    -1.75501835286696e-008     -9.88590026518429e-012
    0.00000000000000e+000     0.00000000000000e+000
    1.75501835286696e-008     9.88590026518429e-012
    9.77459580975903e+000     2.49192223068786e+001
    1.94954493778694e+001     3.74589803255324e+001
    3.89293652922902e+001     5.50763964841221e+001
    6.81026791375674e+001     7.43266190641082e+001
    9.72818070278183e+001     9.01543907664749e+001
    1.45936213573622e+002     1.12618432226912e+002
    2.92273753665755e+002     1.64783286675061e+002
    3.731500000000000e+002     17
    -2.92529548046016e+002     -1.50800443382884e+002
    -1.46065275339508e+002     -1.03129787106430e+002
    -9.73539282743592e+001     -8.27790929648445e+001
    -6.81442702040003e+001     -6.84067525899241e+001
    -3.89584982814077e+001     -5.05522717512129e+001
    -1.95211879065500e+001     -3.39587604182251e+001
    -9.78436250162384e+000     -2.26818255545740e+001
    -1.88251636501491e-008     -1.06042934584404e-011
	0.00000000000000e+000     0.00000000000000e+000
    1.88251636501491e-008     1.06042934584404e-011
    9.78436250162384e+000     2.26818255545740e+001
    1.95211879065500e+001     3.39587604182251e+001
    3.89584982814077e+001     5.05522717512129e+001
    6.81442702040003e+001     6.84067525899241e+001
    9.73539282743592e+001     8.27790929648445e+001
    1.46065275339508e+002     1.03129787106430e+002
    2.92529548046016e+002     1.50800443382884e+002
