# Table format: 2D
7
15
    0.00000000000000e+000     5.00000000000000e+002     1.00000000000000e+003     1.50000000000000e+003     2.00000000000000e+003     2.50000000000000e+003     3.00000000000000e+003 
    0.00000000000000e+000     2.00000000000000e+001     5.00000000000000e+001     8.00000000000000e+001     1.00000000000000e+002     2.00000000000000e+002     4.00000000000000e+002     6.00000000000000e+002     8.00000000000000e+002     1.00000000000000e+003     1.20000000000000e+003     1.40000000000000e+003     1.60000000000000e+003     1.80000000000000e+003     2.00000000000000e+003 
    6.00000000000000e-001     6.00000000000000e-001     6.00000000000000e-001     6.00000000000000e-001     6.00000000000000e-001     6.00000000000000e-001     6.00000000000000e-001 
    8.00000000000000e-001     8.00000000000000e-001     8.00000000000000e-001     8.00000000000000e-001     8.00000000000000e-001     8.00000000000000e-001     8.00000000000000e-001 
    9.70000000000000e-001     9.70000000000000e-001     9.50000000000000e-001     9.30000000000000e-001     9.10000000000000e-001     8.90000000000000e-001     8.70000000000000e-001 
    9.77500000000000e-001     9.77500000000000e-001     9.65000000000000e-001     9.52500000000000e-001     9.40000000000000e-001     9.27500000000000e-001     9.15000000000000e-001 
    9.80000000000000e-001     9.80000000000000e-001     9.70000000000000e-001     9.60000000000000e-001     9.50000000000000e-001     9.40000000000000e-001     9.30000000000000e-001 
    9.90000000000000e-001     9.85000000000000e-001     9.80000000000000e-001     9.75000000000000e-001     9.70000000000000e-001     9.65000000000000e-001     9.60000000000000e-001 
    9.90000000000000e-001     9.87500000000000e-001     9.85000000000000e-001     9.82500000000000e-001     9.80000000000000e-001     9.77500000000000e-001     9.75000000000000e-001 
    9.90000000000000e-001     9.88333333000000e-001     9.86666667000000e-001     9.85000000000000e-001     9.83333333000000e-001     9.81666667000000e-001     9.80000000000000e-001 
    9.90000000000000e-001     9.88750000000000e-001     9.87500000000000e-001     9.86250000000000e-001     9.85000000000000e-001     9.83750000000000e-001     9.82500000000000e-001 
    9.90000000000000e-001     9.89000000000000e-001     9.88000000000000e-001     9.87000000000000e-001     9.86000000000000e-001     9.85000000000000e-001     9.84000000000000e-001 
    9.90000000000000e-001     9.89166667000000e-001     9.88333333000000e-001     9.87500000000000e-001     9.86666667000000e-001     9.85833333000000e-001     9.85000000000000e-001 
    9.90000000000000e-001     9.89285714000000e-001     9.88571429000000e-001     9.87857143000000e-001     9.87142857000000e-001     9.86428571000000e-001     9.85714286000000e-001 
    9.90000000000000e-001     9.89375000000000e-001     9.88750000000000e-001     9.88125000000000e-001     9.87500000000000e-001     9.86875000000000e-001     9.86250000000000e-001 
    9.90000000000000e-001     9.89444444000000e-001     9.88888889000000e-001     9.88333333000000e-001     9.87777778000000e-001     9.87222222000000e-001     9.86666667000000e-001 
    9.90000000000000e-001     9.89500000000000e-001     9.89000000000000e-001     9.88500000000000e-001     9.88000000000000e-001     9.87500000000000e-001     9.87000000000000e-001 
