# Table format: 2D
# table_unit = V
# axis1_unit = %
# axis2_unit = degC
101 4

0.000000e+00 1.000000e+00 2.000000e+00 3.000000e+00 4.000000e+00 5.000000e+00 
6.000000e+00 7.000000e+00 8.000000e+00 9.000000e+00 1.000000e+01 1.100000e+01 
1.200000e+01 1.300000e+01 1.400000e+01 1.500000e+01 1.600000e+01 1.700000e+01 
1.800000e+01 1.900000e+01 2.000000e+01 2.100000e+01 2.200000e+01 2.300000e+01 
2.400000e+01 2.500000e+01 2.600000e+01 2.700000e+01 2.800000e+01 2.900000e+01 
3.000000e+01 3.100000e+01 3.200000e+01 3.300000e+01 3.400000e+01 3.500000e+01 
3.600000e+01 3.700000e+01 3.800000e+01 3.900000e+01 4.000000e+01 4.100000e+01 
4.200000e+01 4.300000e+01 4.400000e+01 4.500000e+01 4.600000e+01 4.700000e+01 
4.800000e+01 4.900000e+01 5.000000e+01 5.100000e+01 5.200000e+01 5.300000e+01 
5.400000e+01 5.500000e+01 5.600000e+01 5.700000e+01 5.800000e+01 5.900000e+01 
6.000000e+01 6.100000e+01 6.200000e+01 6.300000e+01 6.400000e+01 6.500000e+01 
6.600000e+01 6.700000e+01 6.800000e+01 6.900000e+01 7.000000e+01 7.100000e+01 
7.200000e+01 7.300000e+01 7.400000e+01 7.500000e+01 7.600000e+01 7.700000e+01 
7.800000e+01 7.900000e+01 8.000000e+01 8.100000e+01 8.200000e+01 8.300000e+01 
8.400000e+01 8.500000e+01 8.600000e+01 8.700000e+01 8.800000e+01 8.900000e+01 
9.000000e+01 9.100000e+01 9.200000e+01 9.300000e+01 9.400000e+01 9.500000e+01 
9.600000e+01 9.700000e+01 9.800000e+01 9.900000e+01 1.000000e+02 

0.000000e+00 1.000000e+01 2.300000e+01 4.000000e+01 

2.965423e+00 3.078079e+00 3.173478e+00 3.253040e+00 3.318187e+00 3.370343e+00 
3.415395e+00 3.450299e+00 3.476476e+00 3.495349e+00 3.508340e+00 3.512078e+00 
3.512777e+00 3.511859e+00 3.510749e+00 3.510837e+00 3.517726e+00 3.525955e+00 
3.535052e+00 3.544543e+00 3.553955e+00 3.561639e+00 3.568527e+00 3.574710e+00 
3.580313e+00 3.585457e+00 3.589671e+00 3.593670e+00 3.597584e+00 3.601552e+00 
3.605716e+00 3.609269e+00 3.613304e+00 3.617963e+00 3.623282e+00 3.629013e+00 
3.633323e+00 3.637450e+00 3.641098e+00 3.643968e+00 3.645861e+00 3.649145e+00 
3.651855e+00 3.654232e+00 3.656519e+00 3.658960e+00 3.662150e+00 3.665699e+00 
3.669543e+00 3.673622e+00 3.677874e+00 3.682571e+00 3.687328e+00 3.692173e+00 
3.697165e+00 3.702362e+00 3.707953e+00 3.713867e+00 3.720160e+00 3.726815e+00 
3.733785e+00 3.740359e+00 3.747146e+00 3.754097e+00 3.761170e+00 3.768443e+00 
3.776289e+00 3.784671e+00 3.793762e+00 3.803731e+00 3.814736e+00 3.828054e+00 
3.842051e+00 3.856431e+00 3.870894e+00 3.885144e+00 3.899368e+00 3.912970e+00 
3.926058e+00 3.938754e+00 3.951181e+00 3.962104e+00 3.973003e+00 3.983971e+00 
3.995051e+00 4.006286e+00 4.018105e+00 4.030158e+00 4.042482e+00 4.055095e+00 
4.067964e+00 4.080383e+00 4.092975e+00 4.105697e+00 4.118510e+00 4.131371e+00 
4.144269e+00 4.157134e+00 4.169924e+00 4.182596e+00 4.195112e+00 
2.955423e+00 3.068909e+00 3.165137e+00 3.245529e+00 3.311507e+00 3.364492e+00 
3.409257e+00 3.443874e+00 3.469764e+00 3.488351e+00 3.501055e+00 3.505704e+00 
3.507315e+00 3.507309e+00 3.507110e+00 3.508110e+00 3.514651e+00 3.522532e+00 
3.531280e+00 3.540423e+00 3.549486e+00 3.557117e+00 3.563951e+00 3.570081e+00 
3.575631e+00 3.580722e+00 3.585031e+00 3.589125e+00 3.593133e+00 3.597196e+00 
3.601455e+00 3.605341e+00 3.609708e+00 3.614700e+00 3.620351e+00 3.626415e+00 
3.631441e+00 3.636284e+00 3.640649e+00 3.644235e+00 3.646844e+00 3.650292e+00 
