# Table format: XY
# Gear profile generated by GearContourGenerator.py
# Rmin = 0.04m Rmax = 0.0475m
# number of teeth = 13
0.0475 0 0
0.0473752 -0.00344065 0
0.0470016 -0.00686323 0
0.0392548 -0.00768507 0.00375
0.0380423 -0.0123607 0
0.036275 -0.016856 0.00375
0.0420592 -0.0220744 0
0.0403497 -0.0250629 0
0.0384283 -0.0279198 0
0.031187 -0.0250474 0.00375
0.0279405 -0.028624 0
0.0242865 -0.0317831 0.00375
0.0269831 -0.0390917 0
0.0240806 -0.0409436 0
0.0210516 -0.0425803 0
0.0159746 -0.0366717 0.00375
0.0114378 -0.0383298 0
0.00673428 -0.039429 0.00375
0.00572549 -0.0471537 0
0.00229489 -0.0474445 0
-0.00114778 -0.0474861 0
-0.00289739 -0.0398949 0.00375
-0.00768507 -0.0392548 0
-0.0123607 -0.0380423 0.00375
-0.0168437 -0.0444133 0
-0.0200166 -0.0430765 0
-0.0230842 -0.0415135 0
-0.0211056 -0.0339787 0.00375
-0.0250474 -0.031187 0
-0.028624 -0.0279405 0.00375
-0.0355543 -0.0314983 0
-0.0377424 -0.0288402 0
-0.0397323 -0.0260306 0
-0.0344788 -0.0202784 0.00375
-0.0366717 -0.0159746 0
-0.0383298 -0.0114378 0.00375
-0.0461197 -0.0113675 0
-0.046822 -0.00799696 0
-0.0472783 -0.00458441 0
-0.0399533 -0.00193254 0.00375
-0.0398949 0.00289739 0
-0.0392548 0.00768507 0.00375
-0.0461197 0.0113675 0
-0.0451752 0.0146783 0
-0.0439933 0.017912 0
-0.036275 0.016856 0.00375
-0.0339787 0.0211056 0
-0.031187 0.0250474 0.00375
-0.0355543 0.0314983 0
-0.0331793 0.033991 0
-0.03063 0.036305 0
-0.0242865 0.0317831 0.00375
-0.0202784 0.0344788 0
-0.0159746 0.0366717 0.00375
-0.0168437 0.0444133 0
-0.0135824 0.0455167 0
-0.0102497 0.046381 0
-0.00673428 0.039429 0.00375
-0.00193254 0.0399533 0
0.00289739 0.0398949 0.00375
0.00572549 0.0471537 0
0.00912602 0.0466151 0
0.0124786 0.0458316 0
0.0123607 0.0380423 0.00375
0.016856 0.036275 0
0.0211056 0.0339787 0.00375
0.0269831 0.0390917 0
0.0297438 0.0370345 0
0.0323483 0.0347828 0
0.028624 0.0279405 0.00375
0.0317831 0.0242865 0
0.0344788 0.0202784 0.00375
0.0420592 0.0220744 0
0.0435476 0.0189698 0
0.0448073 0.0157656 0
0.0383298 0.0114378 0.00375
0.039429 0.00673428 0
0.0399533 0.00193254 0.00375
