# Table format: XY
# Gear profile generated by GearContourGenerator.py
# Rmin = 0.08m Rmax = 0.0875m
# number of teeth = 24
0.0875 0 0
0.0874325 -0.00343523 0
0.0872303 -0.00686517 0
0.0795618 -0.00836228 0.00375
0.0788445 -0.013548 0
0.0777896 -0.0186756 0.00375
0.0845185 -0.0226467 0
0.0835642 -0.0259474 0
0.0824811 -0.0292081 0
0.0746864 -0.0286694 0.00375
0.0726515 -0.0334928 0
0.0703054 -0.0381727 0.00375
0.0757772 -0.04375 0
0.0740012 -0.0466913 0
0.072111 -0.0495605 0
0.0647214 -0.0470228 0.00375
0.0615073 -0.0511551 0
0.0580299 -0.0550684 0.00375
0.0618718 -0.0618718 0
0.0593951 -0.0642532 0
0.0568267 -0.0665355 0
0.0503456 -0.0621717 0.00375
0.0461716 -0.0653313 0
0.0417999 -0.0682112 0.00375
0.04375 -0.0757772 0
0.0407413 -0.0774364 0
0.0376697 -0.0789762 0
0.0325389 -0.0730836 0.00375
0.0276894 -0.0750553 0
0.0227212 -0.0767056 0.00375
0.0226467 -0.0845185 0
0.019311 -0.0853425 0
0.0159456 -0.0860348 0
0.0125148 -0.0790151 0.00375
0.00732013 -0.0796644 0
0.00209416 -0.0799726 0.00375
2.47867e-17 -0.0875 0
-0.00343523 -0.0874325 0
-0.00686517 -0.0872303 0
-0.00836228 -0.0795618 0.00375
-0.013548 -0.0788445 0
-0.0186756 -0.0777896 0.00375
-0.0226467 -0.0845185 0
-0.0259474 -0.0835642 0
-0.0292081 -0.0824811 0
-0.0286694 -0.0746864 0.00375
-0.0334928 -0.0726515 0
-0.0381727 -0.0703054 0.00375
-0.04375 -0.0757772 0
-0.0466913 -0.0740012 0
-0.0495605 -0.072111 0
-0.0470228 -0.0647214 0.00375
-0.0511551 -0.0615073 0
-0.0550684 -0.0580299 0.00375
-0.0618718 -0.0618718 0
-0.0642532 -0.0593951 0
-0.0665355 -0.0568267 0
-0.0621717 -0.0503456 0.00375
-0.0653313 -0.0461716 0
-0.0682112 -0.0417999 0.00375
-0.0757772 -0.04375 0
-0.0774364 -0.0407413 0
-0.0789762 -0.0376697 0
-0.0730836 -0.0325389 0.00375
-0.0750553 -0.0276894 0
-0.0767056 -0.0227212 0.00375
-0.0845185 -0.0226467 0
-0.0853425 -0.019311 0
-0.0860348 -0.0159456 0
-0.0790151 -0.0125148 0.00375
-0.0796644 -0.00732013 0
-0.0799726 -0.00209416 0.00375
-0.0875 2.81421e-17 0
-0.0874325 0.00343523 0
-0.0872303 0.00686517 0
-0.0795618 0.00836228 0.00375
-0.0788445 0.013548 0
-0.0777896 0.0186756 0.00375
-0.0845185 0.0226467 0
-0.0835642 0.0259474 0
-0.0824811 0.0292081 0
-0.0746864 0.0286694 0.00375
-0.0726515 0.0334928 0
-0.0703054 0.0381727 0.00375
-0.0757772 0.04375 0
-0.0740012 0.0466913 0
-0.072111 0.0495605 0
-0.0647214 0.0470228 0.00375
-0.0615073 0.0511551 0
-0.0580299 0.0550684 0.00375
-0.0618718 0.0618718 0
-0.0593951 0.0642532 0
-0.0568267 0.0665355 0
-0.0503456 0.0621717 0.00375
-0.0461716 0.0653313 0
-0.0417999 0.0682112 0.00375
-0.04375 0.0757772 0
-0.0407413 0.0774364 0
-0.0376697 0.0789762 0
-0.0325389 0.0730836 0.00375
-0.0276894 0.0750553 0
-0.0227212 0.0767056 0.00375
-0.0226467 0.0845185 0
-0.019311 0.0853425 0
-0.0159456 0.0860348 0
-0.0125148 0.0790151 0.00375
-0.00732013 0.0796644 0
-0.00209416 0.0799726 0.00375
-1.60735e-17 0.0875 0
0.00343523 0.0874325 0
0.00686517 0.0872303 0
0.00836228 0.0795618 0.00375
0.013548 0.0788445 0
0.0186756 0.0777896 0.00375
0.0226467 0.0845185 0
0.0259474 0.0835642 0
0.0292081 0.0824811 0
0.0286694 0.0746864 0.00375
0.0334928 0.0726515 0
0.0381727 0.0703054 0.00375
0.04375 0.0757772 0
0.0466913 0.0740012 0
0.0495605 0.072111 0
0.0470228 0.0647214 0.00375
0.0511551 0.0615073 0
0.0550684 0.0580299 0.00375
0.0618718 0.0618718 0
0.0642532 0.0593951 0
0.0665355 0.0568267 0
0.0621717 0.0503456 0.00375
0.0653313 0.0461716 0
0.0682112 0.0417999 0.00375
0.0757772 0.04375 0
0.0774364 0.0407413 0
0.0789762 0.0376697 0
0.0730836 0.0325389 0.00375
0.0750553 0.0276894 0
0.0767056 0.0227212 0.00375
0.0845185 0.0226467 0
0.0853425 0.019311 0
0.0860348 0.0159456 0
0.0790151 0.0125148 0.00375
0.0796644 0.00732013 0
0.0799726 0.00209416 0.00375
