# Table format: 2D
9
9
    1.30000000000000e-001     2.20000000000000e-001     3.30000000000000e-001     4.40000000000000e-001     5.60000000000000e-001     6.70000000000000e-001     7.80000000000000e-001     8.80000000000000e-001     1.00000000000000e+000 
    0.00000000000000e+000     2.50000000000000e+002     5.00000000000000e+002     1.00000000000000e+003     2.00000000000000e+003     3.00000000000000e+003     4.00000000000000e+003     5.00000000000000e+003     6.00000000000000e+003 
    0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000 
    0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000 
    8.45000000000000e+000     5.98000000000000e+001     6.24000000000000e+001     6.63000000000000e+001     6.89000000000000e+001     7.28000000000000e+001     7.54000000000000e+001     7.93000000000000e+001     8.06000000000000e+001 
   -5.85000000000000e+000     1.00750000000000e+002     1.05560000000000e+002     1.11800000000000e+002     1.17000000000000e+002     1.22850000000000e+002     1.28050000000000e+002     1.33900000000000e+002     1.36500000000000e+002 
   -3.44500000000000e+001     6.17500000000000e+001     1.44950000000000e+002     1.71600000000000e+002     1.82650000000000e+002     1.85900000000000e+002     1.87850000000000e+002     1.90450000000000e+002     1.92400000000000e+002 
   -6.37000000000000e+001     3.12000000000000e+001     1.13750000000000e+002     1.67700000000000e+002     1.91100000000000e+002     1.98250000000000e+002     2.02800000000000e+002     2.05400000000000e+002     2.08000000000000e+002 
   -9.23000000000000e+001     1.95000000000000e+000     8.25500000000000e+001     1.46900000000000e+002     1.83950000000000e+002     2.01500000000000e+002     2.08650000000000e+002     2.13200000000000e+002     2.15800000000000e+002 
   -1.21550000000000e+002    -2.66500000000000e+001     5.13500000000000e+001     1.20900000000000e+002     1.68350000000000e+002     1.94350000000000e+002     2.10600000000000e+002     2.17100000000000e+002     2.21000000000000e+002 
   -1.50150000000000e+002    -5.59000000000000e+001     2.60000000000000e+001     9.29500000000000e+001     1.40400000000000e+002     1.67700000000000e+002     1.83950000000000e+002     1.87850000000000e+002     1.92400000000000e+002 
