# Table format: 2D
52
23
    0.00000000000000e+000     1.00000000000000e+002     2.00000000000000e+002     3.00000000000000e+002     4.00000000000000e+002     5.00000000000000e+002     6.00000000000000e+002     7.00000000000000e+002     8.00000000000000e+002     9.00000000000000e+002     1.00000000000000e+003     1.10000000000000e+003     1.20000000000000e+003     1.30000000000000e+003     1.40000000000000e+003     1.50000000000000e+003     1.60000000000000e+003     1.70000000000000e+003     1.80000000000000e+003     1.90000000000000e+003     2.00000000000000e+003     2.10000000000000e+003     2.20000000000000e+003     2.30000000000000e+003     2.40000000000000e+003     2.50000000000000e+003     2.60000000000000e+003     2.70000000000000e+003     2.80000000000000e+003     2.90000000000000e+003     3.00000000000000e+003     3.10000000000000e+003     3.20000000000000e+003     3.30000000000000e+003     3.40000000000000e+003     3.50000000000000e+003     3.60000000000000e+003     3.70000000000000e+003     3.80000000000000e+003     3.90000000000000e+003     4.00000000000000e+003     4.10000000000000e+003     4.20000000000000e+003     4.30000000000000e+003     4.40000000000000e+003     4.50000000000000e+003     4.60000000000000e+003     4.70000000000000e+003     4.80000000000000e+003     4.90000000000000e+003     5.00000000000000e+003     6.00000000000000e+003 
   -1.00000000000000e-001    -5.00000000000000e-002     0.00000000000000e+000     5.00000000000000e-002     1.00000000000000e-001     1.50000000000000e-001     2.00000000000000e-001     2.50000000000000e-001     3.00000000000000e-001     3.50000000000000e-001     4.00000000000000e-001     4.50000000000000e-001     5.00000000000000e-001     5.50000000000000e-001     6.00000000000000e-001     6.50000000000000e-001     7.00000000000000e-001     7.50000000000000e-001     8.00000000000000e-001     8.50000000000000e-001     9.00000000000000e-001     9.50000000000000e-001     1.00000000000000e+000 
    5.38571750000000e-002    -4.40625775000000e+000    -9.30194520000000e+000    -1.46397299250000e+001    -1.95828911750000e+001    -2.39890677250000e+001    -2.88847917250000e+001    -2.93743317250000e+001    -2.93744048000000e+001    -2.93743059000000e+001    -2.93738736250000e+001    -2.96136776750000e+001    -2.98539289500000e+001    -3.00937493000000e+001    -3.03332454000000e+001    -3.05780493500000e+001    -3.14126481000000e+001    -3.22519519500000e+001    -3.30912219750000e+001    -3.38465766500000e+001    -3.46858509500000e+001    -3.56869881000000e+001    -3.67061080000000e+001    -3.77252264250000e+001    -3.87443459500000e+001    -3.97634694250000e+001    -4.01297203000000e+001    -4.04234445000000e+001    -4.07171556500000e+001    -4.10108815250000e+001    -4.13045993500000e+001    -4.20137946750000e+001    -4.27691566250000e+001    -4.35245236000000e+001    -4.42798839000000e+001    -4.50352308750000e+001    -4.52995984500000e+001    -4.55093947000000e+001    -4.57192120500000e+001    -4.59499854750000e+001    -4.61619238750000e+001    -4.67472814000000e+001    -4.73347689000000e+001    -4.79222548000000e+001    -4.85097423750000e+001    -4.90950502750000e+001    -4.92651059500000e+001    -4.94329800250000e+001    -4.96008479500000e+001    -4.97687281250000e+001    -4.99395829500000e+001     0.00000000000000e+000 
    1.27325000000000e-004    -2.33774570000000e+000    -4.67549990000000e+000    -7.41887160000000e+000    -9.94802785000000e+000    -1.16887590500000e+001    -1.40066259250000e+001    -1.40264983750000e+001    -1.40264943500000e+001    -1.40264974250000e+001    -1.40274286000000e+001    -1.50438785250000e+001    -1.51656404000000e+001    -1.52874208000000e+001    -1.54092178750000e+001    -1.55335905250000e+001    -1.59573900250000e+001    -1.63837601500000e+001    -1.68101413750000e+001    -1.62021318750000e+001    -1.66034988000000e+001    -1.70895070750000e+001    -1.75761502000000e+001    -1.80627277250000e+001    -1.85494276250000e+001    -1.90336065000000e+001    -1.91763150500000e+001    -1.93165769250000e+001    -1.94568281000000e+001    -1.95970937250000e+001    -1.97387763750000e+001    -2.00980202500000e+001    -2.04587133750000e+001    -2.08194357500000e+001    -2.11801086250000e+001    -2.15392146000000e+001    -2.16409607750000e+001    -2.17411660500000e+001    -2.18413655500000e+001    -2.32569038000000e+001    -2.34499031750000e+001    -2.37473386500000e+001    -2.40457055750000e+001    -2.43441629750000e+001    -2.46426244500000e+001    -2.49399784750000e+001    -2.50262433250000e+001    -2.51115753500000e+001    -2.51968552500000e+001    -2.52821324500000e+001    -2.53691352250000e+001     0.00000000000000e+000 
    1.08000000000000e-005    -5.33375500000000e-002    -1.06681500000000e-001    -2.14274175000000e-001    -2.93216625000000e-001    -2.66591500000000e-001    -3.18801375000000e-001    -2.42620150000000e-001    -1.65309875000000e-001    -8.79745250000000e-002    -1.14156000000000e-002    -3.09387300000000e-001    -3.18273250000000e-001    -3.27053700000000e-001    -3.35988450000000e-001    -3.44932700000000e-001    -3.66838525000000e-001    -3.88834550000000e-001    -4.10868600000000e-001    -2.02577825000000e-001    -2.32702650000000e-001    -2.69553450000000e-001    -3.06317050000000e-001    -3.43286025000000e-001    -3.80216125000000e-001    -4.16989000000000e-001    -4.25112150000000e-001    -4.32893950000000e-001    -4.40953325000000e-001    -4.48771050000000e-001    -4.56852025000000e-001    -4.83304025000000e-001    -5.09748925000000e-001    -5.36442975000000e-001    -5.63038400000000e-001    -5.89408675000000e-001    -5.86111875000000e-001    -5.82624200000000e-001    -5.79100000000000e-001    -7.12960225000000e-001    -7.22451500000000e-001    -7.39117900000000e-001    -7.55802300000000e-001    -7.72506850000000e-001    -7.89190425000000e-001    -8.05852025000000e-001    -8.10789350000000e-001    -8.15669725000000e-001    -8.20544350000000e-001    -8.25478450000000e-001    -8.30328975000000e-001     0.00000000000000e+000 
   -3.17500000000000e-006     1.39311482500000e+000     2.78635912500000e+000     4.52443780000000e+000     6.08031800000000e+000     6.96597397500000e+000     8.35313590000000e+000     9.06346202500000e+000     9.76801002500000e+000     1.04726593250000e+001     1.11710568500000e+001     1.21539788000000e+001     1.21119992500000e+001     1.20703753750000e+001     1.20286551250000e+001     1.19876979000000e+001     1.20392918000000e+001     1.20912596000000e+001     1.21433505250000e+001     1.11772128000000e+001     1.12249620750000e+001     1.12798729750000e+001     1.13348903250000e+001     1.13896734000000e+001     1.14445194750000e+001     1.14997748500000e+001     1.15401598750000e+001     1.15808286000000e+001     1.16213831750000e+001     1.16620312750000e+001     1.17028499250000e+001     1.17502841000000e+001     1.17979900750000e+001     1.18459311500000e+001     1.18936669750000e+001     1.19418322750000e+001     1.20536747250000e+001     1.21659589000000e+001     1.22780978250000e+001     1.34504421250000e+001     1.36413137000000e+001     1.36495053000000e+001     1.36577062750000e+001     1.36652762750000e+001     1.36731999000000e+001     1.36807619000000e+001     1.36807722000000e+001     1.36808401250000e+001     1.36809919250000e+001     1.36807067750000e+001     1.36812501500000e+001     0.00000000000000e+000 
    2.15000000000000e-005     2.83860812500000e+000     5.67716557500000e+000     8.91902132500000e+000     1.19475156250000e+001     1.41928709500000e+001     1.70195703500000e+001     1.84670183750000e+001     1.99025325250000e+001     2.13380493000000e+001     2.27611479750000e+001     2.38813450750000e+001     2.37996142750000e+001     2.37175984000000e+001     2.36359186250000e+001     2.35553683000000e+001     2.36561199250000e+001     2.37585733000000e+001     2.38611456500000e+001     2.27735782500000e+001     2.28711405250000e+001     2.29828177250000e+001     2.30946971500000e+001     2.32066713250000e+001     2.33185869250000e+001     2.34302296250000e+001     2.35133557250000e+001     2.35959521250000e+001     2.36786758750000e+001     2.37614008750000e+001     2.38442015500000e+001     2.39414819750000e+001     2.40387747500000e+001     2.41360962750000e+001     2.42334240500000e+001     2.43314449750000e+001     2.45594467250000e+001     2.47881701750000e+001     2.50168708750000e+001     2.64841376250000e+001     2.68040946250000e+001     2.68204793250000e+001     2.68360384750000e+001     2.68512082250000e+001     2.68669998000000e+001     2.68818671750000e+001     2.68820174250000e+001     2.68822808500000e+001     2.68822415750000e+001     2.68819759750000e+001     2.68824405750000e+001     0.00000000000000e+000 
    7.20000000000000e-006     4.42300637500000e+000     8.84614910000000e+000     1.29746728500000e+001     1.72588308750000e+001     2.21149573000000e+001     2.65193430000000e+001     2.87747026000000e+001     3.10114119250000e+001     3.32482403750000e+001     3.54656059500000e+001     3.44979479000000e+001     3.43796415250000e+001     3.42612236750000e+001     3.41429553000000e+001     3.40266462750000e+001     3.41724805250000e+001     3.43204118250000e+001     3.44683985500000e+001     3.54852669750000e+001     3.56368233500000e+001     3.58110515750000e+001     3.59853631500000e+001     3.61592464000000e+001     3.63342586000000e+001     3.65082484500000e+001     3.66375159750000e+001     3.67664031000000e+001     3.68953374500000e+001     3.70242450750000e+001     3.71532998250000e+001     3.73047408750000e+001     3.74563954750000e+001     3.76079850000000e+001     3.77596985250000e+001     3.79124925750000e+001     3.82677337000000e+001     3.86241080000000e+001     3.89813213000000e+001     3.84324784500000e+001     3.87196058750000e+001     3.87436406250000e+001     3.87657827750000e+001     3.87879693250000e+001     3.88102378500000e+001     3.88322831500000e+001     3.88324156750000e+001     3.88324532000000e+001     3.88323461500000e+001     3.88323672500000e+001     3.88330219750000e+001     0.00000000000000e+000 
   -6.22500000000000e-006     5.82390395000000e+000     1.16477620250000e+001     1.74775483500000e+001     2.33040791000000e+001     2.91193470750000e+001     3.49188642500000e+001     3.78885730750000e+001     4.08338252000000e+001     4.37790736500000e+001     4.66988723750000e+001     4.65814552750000e+001     4.64216263250000e+001     4.62619063250000e+001     4.61020853250000e+001     4.59450140250000e+001     4.61420107000000e+001     4.63418317250000e+001     4.65415906500000e+001     4.67242077750000e+001     4.69242082000000e+001     4.71535733750000e+001     4.73834016750000e+001     4.76127290000000e+001     4.78425046750000e+001     4.80717224250000e+001     4.82418723000000e+001     4.84112026250000e+001     4.85812512000000e+001     4.87509641250000e+001     4.89210294500000e+001     4.91204435500000e+001     4.93201185250000e+001     4.95197315500000e+001     4.97194686750000e+001     4.99207189000000e+001     5.03883670500000e+001     5.08576619750000e+001     5.13270932000000e+001     5.18138412500000e+001     5.22818616750000e+001     5.23142461500000e+001     5.23443060250000e+001     5.23742165000000e+001     5.24041712250000e+001     5.24340086250000e+001     5.24341307000000e+001     5.24342319250000e+001     5.24341216250000e+001     5.24342494750000e+001     5.24350559000000e+001     0.00000000000000e+000 
   -4.90000000000000e-006     7.20187042500000e+000     1.44038003750000e+001     2.20360552000000e+001     2.94410415250000e+001     3.60093438000000e+001     4.31810875000000e+001     4.68533421250000e+001     5.04953639000000e+001     5.41375999750000e+001     5.77481636500000e+001     5.88485240500000e+001     5.86466242250000e+001     5.84447248000000e+001     5.82428068000000e+001     5.80445421500000e+001     5.82933494000000e+001     5.85457014250000e+001     5.87978485500000e+001     5.77797644250000e+001     5.80267859500000e+001     5.83104346250000e+001     5.85943598750000e+001     5.88783767000000e+001     5.91623257250000e+001     5.94457649750000e+001     5.96561627750000e+001     5.98662524500000e+001     6.00759589250000e+001     6.02860253500000e+001     6.04960177500000e+001     6.07425533250000e+001     6.09894979750000e+001     6.12366041250000e+001     6.14834969250000e+001     6.17323922750000e+001     6.23105834750000e+001     6.28909059000000e+001     6.34711283500000e+001     6.53742942500000e+001     6.60500668500000e+001     6.60910445750000e+001     6.61288376750000e+001     6.61665946000000e+001     6.62045463000000e+001     6.62422281750000e+001     6.62424516000000e+001     6.62423501750000e+001     6.62424303500000e+001     6.62415672250000e+001     6.62436186250000e+001     0.00000000000000e+000 
