# Table format: 1D
0	0		
18	0		
19	1		
25	1		
26	0		
32	0		
33	1		
36	1		
37	2		
39	2		
40	3		
48	3		
49	4		
63	4		
64	3		
65	2		
69	2		
70	3		
74	3		
75	4		
82	4		
83	3		
84	2		
87	2		
88	3		
93	3		
94	4		
97	4		
98	5		
116	5		
117	4		
118	4		
119	3		
120	2		
124	2		
125	3		
128	3		
129	4		
130	5		
132	5		
133	4		
136	4		
137	5		
179	5		
180	4		
181	3		
182	2		
183	1		
185	1		
186	0		
204	0		
205	1		
208	1		
209	2		
210	2		
211	3		
213	3		
214	2		
215	3		
216	3		
217	4		
219	4		
220	5		
252	5		
253	4		
254	3		
255	2		
256	1		
257	0		
280	0		
281	1		
283	1		
284	2		
287	2		
288	3		
291	3		
292	4		
294	4		
295	5		
318	5		
319	4		
320	5		
344	5		
345	4		
346	3		
347	2		
348	1		
349	1		
350	0		
370	0		
371	1		
372	1		
373	2		
375	2		
376	3		
380	3		
381	4		
382	5		
417	5		
418	4		
419	5		
434	5		
435	4		
436	3		
437	3		
438	4		
439	4		
440	5		
511	5		
512	4		
513	3		
514	2		
515	1		
516	1		
517	0		
536	0		
537	1		
539	1		
540	2		
548	2		
549	3		
589	3		
590	2		
591	1		
593	1		
594	0		
600	0		
