# Table format: 3D
# table_unit = W
# axis1_unit = rev/min
# axis2_unit = Nm
# axis3_unit = V
# map generation for quasi static edrive
# from PMSM $AME\libemd\data\PMSM_data
# and 600V 400A inverter from ./ElectricVehicle/03_EV_Epowertrain_sizing_validation.ame
# v 1.0
# In function of :
#   - voltageout
#   -  torqueout
#   -   omegaout
#   {}
#   {'voltagein': (350, 400, 50), 'torquein': (-1, 1, 0.1), 'omegain': (0, 11000.0, 500)}
# sweep variables['torqueout', 'dh']
# Constants variables{}
23
121
2
     0.00000000000000e+00      5.00000000000000e+02      1.00000000000000e+03      1.50000000000000e+03      2.00000000000000e+03      2.50000000000000e+03      3.00000000000000e+03      3.50000000000000e+03      4.00000000000000e+03      4.50000000000000e+03      5.00000000000000e+03      5.50000000000000e+03      6.00000000000000e+03      6.50000000000000e+03      7.00000000000000e+03      7.50000000000000e+03      8.00000000000000e+03      8.50000000000000e+03      9.00000000000000e+03      9.50000000000000e+03      1.00000000000000e+04      1.05000000000000e+04      1.10000000000000e+04
    -2.04519862429480e+02     -2.01095412982790e+02     -1.97670963536100e+02     -1.94246514089410e+02     -1.90822064642720e+02     -1.87397615196030e+02     -1.83973165749340e+02     -1.80548716302650e+02     -1.77124266855960e+02     -1.73699817409270e+02     -1.70275367962580e+02     -1.66850918515891e+02     -1.63426469069201e+02     -1.60002019622511e+02     -1.56577570175821e+02     -1.53153120729131e+02     -1.49728671282441e+02     -1.46304221835751e+02     -1.42879772389061e+02     -1.39455322942371e+02     -1.36030873495681e+02     -1.32606424048991e+02     -1.29181974602301e+02     -1.25757525155612e+02     -1.22333075708922e+02     -1.18908626262232e+02     -1.15484176815542e+02     -1.12059727368852e+02     -1.08635277922162e+02     -1.05210828475472e+02     -1.01786379028782e+02     -9.83619295820922e+01     -9.49374801354023e+01     -9.15130306887124e+01     -8.80885812420225e+01     -8.46641317953326e+01     -8.12396823486427e+01     -7.78152329019528e+01     -7.43907834552628e+01     -7.09663340085729e+01     -6.75418845618830e+01     -6.41174351151931e+01     -6.06929856685032e+01     -5.72685362218133e+01     -5.38440867751233e+01     -5.04196373284334e+01     -4.69951878817435e+01     -4.35707384350536e+01     -4.01462889883637e+01     -3.67218395416738e+01     -3.32973900949839e+01     -2.98729406482939e+01     -2.64484912016040e+01     -2.30240417549141e+01     -1.95995923082242e+01     -1.61751428615343e+01     -1.27506934148444e+01     -9.32624396815444e+00     -5.90179452146452e+00     -2.47734507477460e+00      0.00000000000000e+00      9.47104371915316e-01      4.37155381860521e+00      7.79600326529513e+00      1.12204527119850e+01      1.46449021586750e+01      1.80693516053649e+01      2.14938010520548e+01      2.49182504987447e+01      2.83426999454346e+01      3.17671493921245e+01      3.51915988388145e+01      3.86160482855044e+01      4.20404977321943e+01      4.54649471788842e+01      4.88893966255741e+01      5.23138460722641e+01      5.57382955189539e+01      5.91627449656438e+01      6.25871944123338e+01      6.60116438590237e+01      6.94360933057136e+01      7.28605427524035e+01      7.62849921990935e+01      7.97094416457834e+01      8.31338910924732e+01      8.65583405391632e+01      8.99827899858531e+01      9.34072394325430e+01      9.68316888792329e+01      1.00256138325923e+02      1.03680587772613e+02      1.07105037219303e+02      1.10529486665993e+02      1.13953936112682e+02      1.17378385559372e+02      1.20802835006062e+02      1.24227284452752e+02      1.27651733899442e+02      1.31076183346132e+02      1.34500632792822e+02      1.37925082239512e+02      1.41349531686202e+02      1.44773981132892e+02      1.48198430579582e+02      1.51622880026272e+02      1.55047329472961e+02      1.58471778919651e+02      1.61896228366341e+02      1.65320677813031e+02      1.68745127259721e+02      1.72169576706411e+02      1.75594026153101e+02      1.79018475599791e+02      1.82442925046481e+02      1.85867374493171e+02      1.89291823939861e+02      1.92716273386551e+02      1.96140722833240e+02      1.99565172279930e+02      2.02989621726620e+02
     3.50000000000000e+02      4.00000000000000e+02
     2.81139567235000e+03      2.84185814222000e+03      2.89446160047000e+03      2.95136170543000e+03      3.00949236768000e+03      3.07235512946000e+03      3.13641364546000e+03      3.20538486182000e+03      3.27547021329000e+03      3.35062045796000e+03      3.42693126190000e+03      3.50855359707000e+03      3.80517935427000e+03      4.28743105242000e+03      5.06680852011000e+03      6.50064712142000e+03      6.63643859089000e+03      6.16016239282000e+03      5.98007636301000e+03      9.55647113479000e+03      1.28367334561000e+04      1.28071243874000e+04      6.05086496245000e+03
     2.73625327611000e+03      2.76700062937000e+03      2.81969483517000e+03      2.87665880747000e+03      2.93476179327000e+03      2.99807309003000e+03      3.06174650791000e+03      3.13074364103000e+03      3.20080419383000e+03      3.27622751179000e+03      3.35228062456000e+03      3.43448425475000e+03      3.72073695833000e+03      4.19926930476000e+03      4.94371596597000e+03      6.29811554759000e+03      6.47874328785000e+03      6.07262243196000e+03      5.92663993073000e+03      9.33106923816000e+03      1.24756675345000e+04      1.24883008028000e+04      6.00394126734000e+03
     2.66207376705000e+03      2.69311325745000e+03      2.74588569849000e+03      2.80290028182000e+03      2.86099095525000e+03      2.92463777734000e+03      2.98802443047000e+03      3.05702536395000e+03      3.12708458215000e+03      3.20274862187000e+03      3.27855391781000e+03      3.36115682452000e+03      3.63730427735000e+03      4.11158034498000e+03      4.82289932524000e+03      6.10097201840000e+03      6.32370180354000e+03      5.98499838565000e+03      5.87220305370000e+03      9.10953819159000e+03      1.21217719935000e+04      1.21751666425000e+04      5.95742031579000e+03
     2.58885714518000e+03      2.62019602647000e+03      2.67303419044000e+03      2.73008612847000e+03      2.78817985363000e+03      2.85204919140000e+03      2.91524741315000e+03      2.98423003060000e+03      3.05431137826000e+03      3.13018378821000e+03      3.20575114166000e+03      3.28857130640000e+03      3.55488131130000e+03      4.02436417308000e+03      4.70435859790000e+03      5.90921653387000e+03      6.17131413796000e+03      5.89729025390000e+03      5.81676573192000e+03      8.89187799507000e+03      1.17750468331000e+04      1.18677219067000e+04      5.91130210779000e+03
     2.51660341050000e+03      2.54824893642000e+03      2.60114031102000e+03      2.65821634743000e+03      2.71632848841000e+03      2.78030733221000e+03      2.84341545595000e+03      2.91235764098000e+03      2.98248458216000e+03      3.05853301080000e+03      3.13387229610000e+03      3.21672770038000e+03      3.47346806021000e+03      3.93762078907000e+03      4.58809378397000e+03      5.72284909400000e+03      6.02158029110000e+03      5.80949803671000e+03      5.76032796540000e+03      8.67808864860000e+03      1.14354920533000e+04      1.15659665953000e+04      5.86558664335000e+03
     2.44531256300000e+03      2.47727198731000e+03      2.53020406024000e+03      2.58729093870000e+03      2.64543685958000e+03      2.70941219976000e+03      2.77252855886000e+03      2.84140819509000e+03      2.91160419384000e+03      2.98779628966000e+03      3.06291738114000e+03      3.14562600645000e+03      3.39306452406000e+03      3.85135019295000e+03      4.47410488343000e+03      5.54186969878000e+03      5.87450026298000e+03      5.72162173406000e+03      5.70288975413000e+03      8.46817015219000e+03      1.11031076540000e+04      1.12699007083000e+04      5.82027392249000e+03
     2.37498460268000e+03      2.40726517912000e+03      2.46022543808000e+03      2.51730990227000e+03      2.57550496715000e+03      2.63936379407000e+03      2.70258672188000e+03      2.77138169291000e+03      2.84167021331000e+03      2.91797362477000e+03      2.99288639678000e+03      3.07526622463000e+03      3.31367070285000e+03      3.76555238470000e+03      4.36239189629000e+03      5.36627834821000e+03      5.73007405359000e+03      5.63366134598000e+03      5.64445109811000e+03      8.26212250583000e+03      1.07778936354000e+04      1.09795242456000e+04      5.77536394517000e+03
