# Table format: 3D
# table_unit = W
# axis1_unit = rev/min
# axis2_unit = Nm
# axis3_unit = V
# map generation for quasi static edrive
# from PMSM $AME\libemd\data\PMSM_data
# and 600V 400A inverter from ./ElectricVehicle/03_EV_Epowertrain_sizing_validation.ame
# v 1.0
# In function of :
#   - voltageout
#   -  torqueout
#   -   omegaout
#   {}
#   {'voltagein': (350, 400, 50), 'torquein': (-1, 1, 0.1), 'omegain': (0, 11000.0, 500)}
# sweep variables['torqueout', 'dh']
# Constants variables{}
23
121
2
     0.00000000000000e+00      5.00000000000000e+02      1.00000000000000e+03      1.50000000000000e+03      2.00000000000000e+03      2.50000000000000e+03      3.00000000000000e+03      3.50000000000000e+03      4.00000000000000e+03      4.50000000000000e+03      5.00000000000000e+03      5.50000000000000e+03      6.00000000000000e+03      6.50000000000000e+03      7.00000000000000e+03      7.50000000000000e+03      8.00000000000000e+03      8.50000000000000e+03      9.00000000000000e+03      9.50000000000000e+03      1.00000000000000e+04      1.05000000000000e+04      1.10000000000000e+04
    -2.04519862429480e+02     -2.01095412982790e+02     -1.97670963536100e+02     -1.94246514089410e+02     -1.90822064642720e+02     -1.87397615196030e+02     -1.83973165749340e+02     -1.80548716302650e+02     -1.77124266855960e+02     -1.73699817409270e+02     -1.70275367962580e+02     -1.66850918515891e+02     -1.63426469069201e+02     -1.60002019622511e+02     -1.56577570175821e+02     -1.53153120729131e+02     -1.49728671282441e+02     -1.46304221835751e+02     -1.42879772389061e+02     -1.39455322942371e+02     -1.36030873495681e+02     -1.32606424048991e+02     -1.29181974602301e+02     -1.25757525155612e+02     -1.22333075708922e+02     -1.18908626262232e+02     -1.15484176815542e+02     -1.12059727368852e+02     -1.08635277922162e+02     -1.05210828475472e+02     -1.01786379028782e+02     -9.83619295820922e+01     -9.49374801354023e+01     -9.15130306887124e+01     -8.80885812420225e+01     -8.46641317953326e+01     -8.12396823486427e+01     -7.78152329019528e+01     -7.43907834552628e+01     -7.09663340085729e+01     -6.75418845618830e+01     -6.41174351151931e+01     -6.06929856685032e+01     -5.72685362218133e+01     -5.38440867751233e+01     -5.04196373284334e+01     -4.69951878817435e+01     -4.35707384350536e+01     -4.01462889883637e+01     -3.67218395416738e+01     -3.32973900949839e+01     -2.98729406482939e+01     -2.64484912016040e+01     -2.30240417549141e+01     -1.95995923082242e+01     -1.61751428615343e+01     -1.27506934148444e+01     -9.32624396815444e+00     -5.90179452146452e+00     -2.47734507477460e+00      0.00000000000000e+00      9.47104371915316e-01      4.37155381860521e+00      7.79600326529513e+00      1.12204527119850e+01      1.46449021586750e+01      1.80693516053649e+01      2.14938010520548e+01      2.49182504987447e+01      2.83426999454346e+01      3.17671493921245e+01      3.51915988388145e+01      3.86160482855044e+01      4.20404977321943e+01      4.54649471788842e+01      4.88893966255741e+01      5.23138460722641e+01      5.57382955189539e+01      5.91627449656438e+01      6.25871944123338e+01      6.60116438590237e+01      6.94360933057136e+01      7.28605427524035e+01      7.62849921990935e+01      7.97094416457834e+01      8.31338910924732e+01      8.65583405391632e+01      8.99827899858531e+01      9.34072394325430e+01      9.68316888792329e+01      1.00256138325923e+02      1.03680587772613e+02      1.07105037219303e+02      1.10529486665993e+02      1.13953936112682e+02      1.17378385559372e+02      1.20802835006062e+02      1.24227284452752e+02      1.27651733899442e+02      1.31076183346132e+02      1.34500632792822e+02      1.37925082239512e+02      1.41349531686202e+02      1.44773981132892e+02      1.48198430579582e+02      1.51622880026272e+02      1.55047329472961e+02      1.58471778919651e+02      1.61896228366341e+02      1.65320677813031e+02      1.68745127259721e+02      1.72169576706411e+02      1.75594026153101e+02      1.79018475599791e+02      1.82442925046481e+02      1.85867374493171e+02      1.89291823939861e+02      1.92716273386551e+02      1.96140722833240e+02      1.99565172279930e+02      2.02989621726620e+02
     3.50000000000000e+02      4.00000000000000e+02
     1.29873186011000e+03      1.33875588470000e+03      1.39123474372000e+03      1.44813630174000e+03      1.50628600823000e+03      1.56911345407000e+03      1.63320258815000e+03      1.70204355759000e+03      1.77220309203000e+03      1.84729659518000e+03      1.92368333039000e+03      2.00542814918000e+03      2.18231669821000e+03      2.47566716651000e+03      2.93195345441000e+03      3.74921379890000e+03      3.88678030745000e+03      3.71308757030000e+03      3.70226702541000e+03      5.77882379373000e+03      7.76594128484000e+03      7.64835281176000e+03      3.82009595807000e+03
     1.25753225277000e+03      1.29776420112000e+03      1.35023477329000e+03      1.40711421465000e+03      1.46524185355000e+03      1.52800066376000e+03      1.59196994008000e+03      1.66069970399000e+03      1.73064470323000e+03      1.80550651782000e+03      1.88159562425000e+03      1.96293939312000e+03      2.13525307002000e+03      2.42506186472000e+03      2.86200986186000e+03      3.63589174302000e+03      3.79597367242000e+03      3.65767336978000e+03      3.66324211465000e+03      5.64241901110000e+03      7.54880478990000e+03      7.46238318024000e+03      3.79024278832000e+03
     1.21698692736000e+03      1.25742314351000e+03      1.30988653143000e+03      1.36674402372000e+03      1.42484404748000e+03      1.48753739311000e+03      1.55138872614000e+03      1.62000673498000e+03      1.68975006611000e+03      1.76439554062000e+03      1.84019944186000e+03      1.92116926144000e+03      2.08887176046000e+03      2.37488811784000e+03      2.79341665271000e+03      3.52556891848000e+03      3.70671198927000e+03      3.60238746331000e+03      3.62388542209000e+03      5.50840584150000e+03      7.33600118563000e+03      7.27971502924000e+03      3.76064129501000e+03
     1.17709588389000e+03      1.21773271188000e+03      1.27019001814000e+03      1.32702572893000e+03      1.38509259002000e+03      1.44772364214000e+03      1.51145894637000e+03      1.57996465060000e+03      1.64951918066000e+03      1.72396366361000e+03      1.79949478324000e+03      1.88011775415000e+03      2.04317276951000e+03      2.32514592589000e+03      2.72617382695000e+03      3.41824532529000e+03      3.61899525800000e+03      3.54722985091000e+03      3.58419694772000e+03      5.37678428490000e+03      7.12753047202000e+03      7.10034835893000e+03      3.73129147813000e+03
     1.13785912236000e+03      1.17869290622000e+03      1.23114523344000e+03      1.28795933030000e+03      1.34598748118000e+03      1.40855941084000e+03      1.47218060075000e+03      1.54057345083000e+03      1.60995204690000e+03      1.68421088676000e+03      1.75948164837000e+03      1.83978487125000e+03      1.99815609719000e+03      2.27583528885000e+03      2.66028138461000e+03      3.31392096347000e+03      3.53282347861000e+03      3.49220053256000e+03      3.54417669156000e+03      5.24755434132000e+03      6.92339264908000e+03      6.92428316923000e+03      3.70219333770000e+03
     1.09927664276000e+03      1.14030372654000e+03      1.19275217733000e+03      1.24954482782000e+03      1.30752872094000e+03      1.37004469922000e+03      1.43355368927000e+03      1.50183313568000e+03      1.57104866480000e+03      1.64513721011000e+03      1.72016003727000e+03      1.80017061273000e+03      1.95382174348000e+03      2.22695620674000e+03      2.59573932565000e+03      3.21259583300000e+03      3.44819665111000e+03      3.43729950826000e+03      3.50382465360000e+03      5.12071601076000e+03      6.72358771671000e+03      6.75151946013000e+03      3.67334687373000e+03
     1.06134844508000e+03      1.10256517282000e+03      1.15501084978000e+03      1.21178222148000e+03      1.26971630931000e+03      1.33217950729000e+03      1.39557821194000e+03      1.46374370514000e+03      1.53280903438000e+03      1.60674263362000e+03      1.68152994993000e+03      1.76127497860000e+03      1.91016970838000e+03      2.17850867954000e+03      2.53254765009000e+03      3.11426993388000e+03      3.36511477549000e+03      3.38252677803000e+03      3.46314083383000e+03      4.99626929321000e+03      6.52811567511000e+03      6.58205723154000e+03      3.64475208618000e+03
