# Table format: 2D
# table_unit = Wb
# axis1_unit = Arms
# axis2_unit = degree
# axis1_token = I
# axis2_token = theta
# SPEED version = 14.05.009
# export version = 1.1
# update = 2019-07-02T18:25:29.434Z
# data obtained from S2A export on IPM_V14_MA_95mm.bd4
11
20
     0.00000000000000e+00      4.01007000000000e+01      8.01014000000000e+01      1.20102100000000e+02      1.60102900000000e+02      2.00103600000000e+02      2.40104300000000e+02      2.80105000000000e+02      3.20105700000000e+02      3.60106500000000e+02      4.00107200000000e+02
     0.00000000000000e+00      9.47370000000000e+00      1.89474000000000e+01      2.84211000000000e+01      3.78947000000000e+01      4.73684000000000e+01      5.68421000000000e+01      6.63158000000000e+01      7.57895000000000e+01      8.52632000000000e+01      9.47368000000000e+01      1.04210500000000e+02      1.13684200000000e+02      1.23157900000000e+02      1.32631600000000e+02      1.42105300000000e+02      1.51578900000000e+02      1.61052600000000e+02      1.70526300000000e+02      1.80000000000000e+02
     8.97000000000000e-02      9.44000000000000e-02      9.85000000000000e-02      1.02000000000000e-01      1.05200000000000e-01      1.08200000000000e-01      1.10900000000000e-01      1.13300000000000e-01      1.15600000000000e-01      1.17600000000000e-01      1.19400000000000e-01
     8.97000000000000e-02      9.43000000000000e-02      9.83000000000000e-02      1.01700000000000e-01      1.04800000000000e-01      1.07600000000000e-01      1.10100000000000e-01      1.12400000000000e-01      1.14400000000000e-01      1.16300000000000e-01      1.18000000000000e-01
     8.97000000000000e-02      9.41000000000000e-02      9.79000000000000e-02      1.01000000000000e-01      1.03800000000000e-01      1.06100000000000e-01      1.08200000000000e-01      1.10000000000000e-01      1.11600000000000e-01      1.13000000000000e-01      1.14300000000000e-01
     8.97000000000000e-02      9.38000000000000e-02      9.72000000000000e-02      9.99000000000000e-02      1.02100000000000e-01      1.03900000000000e-01      1.05400000000000e-01      1.06700000000000e-01      1.07800000000000e-01      1.08800000000000e-01      1.09700000000000e-01
     8.97000000000000e-02      9.33000000000000e-02      9.62000000000000e-02      9.84000000000000e-02      1.00000000000000e-01      1.01200000000000e-01      1.02100000000000e-01      1.02900000000000e-01      1.03500000000000e-01      1.04100000000000e-01      1.04600000000000e-01
     8.97000000000000e-02      9.28000000000000e-02      9.51000000000000e-02      9.67000000000000e-02      9.76000000000000e-02      9.82000000000000e-02      9.85000000000000e-02      9.88000000000000e-02      9.90000000000000e-02      9.91000000000000e-02      9.92000000000000e-02
     8.97000000000000e-02      9.22000000000000e-02      9.39000000000000e-02      9.48000000000000e-02      9.51000000000000e-02      9.50000000000000e-02      9.48000000000000e-02      9.46000000000000e-02      9.43000000000000e-02      9.40000000000000e-02      9.38000000000000e-02
     8.97000000000000e-02      9.15000000000000e-02      9.25000000000000e-02      9.28000000000000e-02      9.24000000000000e-02      9.17000000000000e-02      9.10000000000000e-02      9.03000000000000e-02      8.97000000000000e-02      8.90000000000000e-02      8.85000000000000e-02
     8.97000000000000e-02      9.07000000000000e-02      9.11000000000000e-02      9.07000000000000e-02      8.97000000000000e-02      8.85000000000000e-02      8.73000000000000e-02      8.63000000000000e-02      8.53000000000000e-02      8.43000000000000e-02      8.34000000000000e-02
     8.97000000000000e-02      8.99000000000000e-02      8.96000000000000e-02      8.86000000000000e-02      8.71000000000000e-02      8.54000000000000e-02      8.38000000000000e-02      8.24000000000000e-02      8.11000000000000e-02      7.98000000000000e-02      7.86000000000000e-02
     8.97000000000000e-02      8.91000000000000e-02      8.82000000000000e-02      8.66000000000000e-02      8.46000000000000e-02      8.25000000000000e-02      8.05000000000000e-02      7.88000000000000e-02      7.71000000000000e-02      7.55000000000000e-02      7.40000000000000e-02
     8.97000000000000e-02      8.83000000000000e-02      8.67000000000000e-02      8.47000000000000e-02      8.22000000000000e-02      7.97000000000000e-02      7.75000000000000e-02      7.53000000000000e-02      7.33000000000000e-02      7.14000000000000e-02      6.95000000000000e-02
     8.97000000000000e-02      8.76000000000000e-02      8.53000000000000e-02      8.28000000000000e-02      8.00000000000000e-02      7.72000000000000e-02      7.46000000000000e-02      7.21000000000000e-02      6.97000000000000e-02      6.74000000000000e-02      6.52000000000000e-02
     8.97000000000000e-02      8.68000000000000e-02      8.40000000000000e-02      8.10000000000000e-02      7.79000000000000e-02      7.48000000000000e-02      7.18000000000000e-02      6.90000000000000e-02      6.63000000000000e-02      6.36000000000000e-02      6.10000000000000e-02
     8.97000000000000e-02      8.62000000000000e-02      8.27000000000000e-02      7.92000000000000e-02      7.58000000000000e-02      7.24000000000000e-02      6.92000000000000e-02      6.61000000000000e-02      6.30000000000000e-02      6.00000000000000e-02      5.70000000000000e-02
     8.97000000000000e-02      8.56000000000000e-02      8.15000000000000e-02      7.75000000000000e-02      7.36000000000000e-02      6.98000000000000e-02      6.63000000000000e-02      6.29000000000000e-02      5.96000000000000e-02      5.63000000000000e-02      5.29000000000000e-02
     8.97000000000000e-02      8.51000000000000e-02      8.05000000000000e-02      7.60000000000000e-02      7.16000000000000e-02      6.73000000000000e-02      6.31000000000000e-02      5.92000000000000e-02      5.54000000000000e-02      5.17000000000000e-02      4.80000000000000e-02
     8.97000000000000e-02      8.48000000000000e-02      7.98000000000000e-02      7.49000000000000e-02      7.00000000000000e-02      6.52000000000000e-02      6.05000000000000e-02      5.59000000000000e-02      5.14000000000000e-02      4.71000000000000e-02      4.28000000000000e-02
     8.97000000000000e-02      8.46000000000000e-02      7.93000000000000e-02      7.41000000000000e-02      6.89000000000000e-02      6.38000000000000e-02      5.87000000000000e-02      5.37000000000000e-02      4.88000000000000e-02      4.40000000000000e-02      3.92000000000000e-02
