# Table format: 2D
# comment: Suter head characteristic WH[null] = f(Ns[(rev/min*(m**3/s)**(1/2))/m**(3/4)], theta[rad])
# table_unit = null
# axis1_unit = (rev/min*(m**3/s)**(1/2))/m**(3/4)
# axis2_unit = rad
3
89
25	147	261
0 0.0714 0.1428 0.2142 0.2856 0.357 0.4284 0.4998 0.5712 0.6426 0.714 0.7854 0.8568 0.9282 0.9996 1.071 1.1424 1.2138 1.2852 1.3566 1.428 1.4994 1.5708 1.6422 1.7136 1.785 1.8564 1.9278 1.9992 2.0706 2.142 2.2134 2.2848 2.3562 2.4276 2.499 2.5704 2.6418 2.7132 2.7846 2.856 2.9274 2.9988 3.0702 3.1416 3.213 3.2844 3.3558 3.4272 3.4986 3.57 3.6414 3.7128 3.7842 3.8556 3.927 3.9984 4.0698 4.1412 4.2126 4.284 4.3554 4.4268 4.4982 4.5696 4.641 4.7124 4.7838 4.8552 4.9266 4.998 5.0694 5.1408 5.2122 5.2836 5.355 5.4264 5.4978 5.5692 5.6406 5.712 5.7834 5.8548 5.9262 5.9976 6.069 6.1404 6.2118 6.2831853072 
0.634	-0.69	-2.23
0.643	-0.599	-2
0.646	-0.512	-1.662
0.64	-0.418	-1.314
0.629	-0.304	-1.089
0.613	-0.181	-0.914
0.595	-0.078	-0.76
0.575	-0.011	-0.601
0.552	0.032	-0.44
0.533	0.074	-0.284
0.516	0.13	-0.13
0.505	0.19	0.055
0.504	0.265	0.222
0.51	0.363	0.357
0.512	0.461	0.493
0.522	0.553	0.616
0.539	0.674	0.675
0.559	0.848	0.68
0.58	1.075	0.691
0.601	1.337	0.752
0.63	1.629	0.825
0.662	1.929	0.93
0.692	2.18	1.08
0.722	2.334	1.236
0.753	2.518	1.389
0.782	2.736	1.548
0.808	2.863	1.727
0.832	2.948	1.919
0.857	3.026	2.066
0.879	3.015	2.252
0.904	2.927	2.49
0.93	2.873	2.727
0.959	2.771	3.002
0.996	2.64	3.225
1.027	2.497	3.355
1.06	2.441	3.475
1.09	2.378	3.562
1.124	2.336	3.604
1.165	2.288	3.582
1.204	2.209	3.51
1.238	2.162	3.477
1.258	2.14	3.321
1.271	2.109	3.148
1.282	2.054	2.962
1.288	1.97	2.75
1.281	1.86	2.542
1.26	1.735	2.354
1.225	1.571	2.149
1.172	1.357	1.909
1.107	1.157	1.702
1.031	1.106	1.506
0.942	0.927	1.506
0.842	0.846	1.31
0.733	0.744	0.947
0.617	0.64	0.737
0.5	0.5	0.5
0.368	0.374	0.279
0.24	0.191	0.082
0.125	0.001	-0.112
0.011	-0.19	-0.3
-0.102	-0.384	-0.505
-0.168	-0.585	-0.672
-0.255	-0.786	-0.797
-0.342	-0.972	-0.872
-0.423	-1.185	-0.92
-0.494	-1.372	-0.949
-0.556	-1.5	-0.96
-0.62	-1.94	-1.08
-0.655	-2.16	-1.3
-0.67	-2.29	-1.5
-0.67	-2.35	-1.7
-0.66	-2.35	-1.89
-0.655	-2.23	-2.08
-0.64	-2.2	-2.27
-0.6	-2.13	-2.47
-0.57	-2.05	-2.65
-0.52	-1.97	-2.81
-0.47	-1.895	-2.95
-0.43	-1.81	-3.04
-0.36	-1.73	-3.1
-0.275	-1.6	-3.15
-0.16	-1.42	-3.17
-0.04	-1.13	-3.17
0.13	-0.95	-3.13
0.295	-0.93	-3.07
0.43	-0.95	-2.96
0.55	-1	-2.82
0.62	-0.92	-2.59
0.634	-0.69	-2.23
