# Table format: 3D
# table_unit = m/s
# axis1_unit = m
# axis2_unit = m
# axis3_unit = NULL
10
10
1
    3.25000000000000e-002     9.75000000000000e-002     1.62500000000000e-001     2.27500000000000e-001     2.92500000000000e-001     3.57500000000000e-001     4.22500000000000e-001     4.87500000000000e-001     5.52500000000000e-001     6.17500000000000e-001 
    2.50000000000000e-002     7.50000000000000e-002     1.25000000000000e-001     1.75000000000000e-001     2.25000000000000e-001     2.75000000000000e-001     3.25000000000000e-001     3.75000000000000e-001     4.25000000000000e-001     4.75000000000000e-001 
    1.00000000000000e+000 
    3.30000000000000e+000     4.70000000000000e+000     5.00000000000000e+000     4.00000000000000e+000     4.00000000000000e+000     5.50000000000000e+000     6.70000000000000e+000     8.10000000000000e+000     6.60000000000000e+000     5.10000000000000e+000 
    1.50000000000000e+000     3.10000000000000e+000     4.20000000000000e+000     3.80000000000000e+000     3.50000000000000e+000     5.00000000000000e+000     7.00000000000000e+000     6.80000000000000e+000     4.80000000000000e+000     2.00000000000000e+000 
    9.00000000000000e-001     4.00000000000000e+000     5.20000000000000e+000     4.20000000000000e+000     3.50000000000000e+000     5.40000000000000e+000     6.10000000000000e+000     5.30000000000000e+000     4.80000000000000e+000     1.80000000000000e+000 
    2.80000000000000e+000     5.70000000000000e+000     5.70000000000000e+000     5.00000000000000e+000     3.40000000000000e+000     5.60000000000000e+000     4.20000000000000e+000     1.50000000000000e+000     4.00000000000000e+000     2.80000000000000e+000 
    3.90000000000000e+000     5.30000000000000e+000     4.90000000000000e+000     6.20000000000000e+000     5.10000000000000e+000     5.50000000000000e+000     3.40000000000000e+000     1.40000000000000e+000     4.60000000000000e+000     4.50000000000000e+000 
    5.10000000000000e+000     5.20000000000000e+000     1.90000000000000e+000     5.20000000000000e+000     6.60000000000000e+000     5.40000000000000e+000     5.40000000000000e+000     4.00000000000000e+000     6.50000000000000e+000     5.70000000000000e+000 
    5.20000000000000e+000     5.40000000000000e+000     2.30000000000000e+000     6.30000000000000e+000     7.60000000000000e+000     5.80000000000000e+000     7.00000000000000e+000     7.20000000000000e+000     6.80000000000000e+000     4.90000000000000e+000 
    3.80000000000000e+000     7.50000000000000e+000     6.10000000000000e+000     7.10000000000000e+000     6.00000000000000e+000     4.40000000000000e+000     6.30000000000000e+000     6.70000000000000e+000     5.80000000000000e+000     3.30000000000000e+000 
    3.10000000000000e+000     7.90000000000000e+000     9.00000000000000e+000     6.90000000000000e+000     4.30000000000000e+000     2.70000000000000e+000     4.00000000000000e+000     5.30000000000000e+000     4.70000000000000e+000     3.30000000000000e+000 
    1.50000000000000e+000     5.90000000000000e+000     7.10000000000000e+000     4.00000000000000e+000     1.80000000000000e+000     6.00000000000000e-001     1.80000000000000e+000     3.70000000000000e+000     3.40000000000000e+000     1.90000000000000e+000 
