# Table format: 2D
# table_unit = Ohm
# axis1_unit = degC
# axis2_unit = %
3
17
    0.00000000000000e+000     2.50000000000000e+001     5.00000000000000e+001 
    0.00000000000000e+000     5.00000000000000e+000     1.00000000000000e+001     1.50000000000000e+001     2.00000000000000e+001     2.50000000000000e+001     3.00000000000000e+001     3.50000000000000e+001     4.00000000000000e+001     4.50000000000000e+001     5.00000000000000e+001     5.50000000000000e+001     6.00000000000000e+001     7.00000000000000e+001     8.00000000000000e+001     9.00000000000000e+001     1.00000000000000e+002 
    1.02817500000000e-003     6.85125000000000e-004     5.48362500000000e-004 
    1.02780000000000e-003     6.75525000000000e-004     5.43862500000000e-004 
    1.02851250000000e-003     6.67312500000000e-004     5.40412500000000e-004 
    1.03020000000000e-003     6.60487500000000e-004     5.38012500000000e-004 
    1.03293750000000e-003     6.55125000000000e-004     5.36662500000000e-004 
    1.03672500000000e-003     6.51112500000000e-004     5.36400000000000e-004 
    1.04152500000000e-003     6.48525000000000e-004     5.37187500000000e-004 
    1.04737500000000e-003     6.47362500000000e-004     5.39062500000000e-004 
    1.05423750000000e-003     6.47587500000000e-004     5.41987500000000e-004 
    1.06215000000000e-003     6.49237500000000e-004     5.45962500000000e-004 
    1.07111250000000e-003     6.52275000000000e-004     5.51025000000000e-004 
    1.08108750000000e-003     6.56737500000000e-004     5.57137500000000e-004 
    1.09207500000000e-003     6.62587500000000e-004     5.64300000000000e-004 
    1.11720000000000e-003     6.78525000000000e-004     5.81850000000000e-004 
    1.14645000000000e-003     7.00087500000000e-004     6.03637500000000e-004 
    1.17982500000000e-003     7.27312500000000e-004     6.29700000000000e-004 
    1.21250000000000e-003     7.50000000000000e-004     6.50000000000000e-004 
