# Table format: 2D
# table_unit = Wb
# axis1_unit = A
# axis2_unit = A
# axis1_token = Id
# axis2_token = Iq
# d axis flux linkage obtained from FEM static analysis
# 
# 
13
13
   -3.00000000000000e+002    -2.50000000000000e+002    -2.00000000000000e+002    -1.50000000000000e+002    -1.00000000000000e+002    -5.00000000000000e+001     0.00000000000000e+000     5.00000000000000e+001     1.00000000000000e+002     1.50000000000000e+002     2.00000000000000e+002     2.50000000000000e+002     3.00000000000000e+002
   -3.00000000000000e+002    -2.50000000000000e+002    -2.00000000000000e+002    -1.50000000000000e+002    -1.00000000000000e+002    -5.00000000000000e+001     0.00000000000000e+000     5.00000000000000e+001     1.00000000000000e+002     1.50000000000000e+002     2.00000000000000e+002     2.50000000000000e+002     3.00000000000000e+002
   -1.89196962286240e-001    -1.19208226694929e-001    -4.56972478895090e-002     2.98471271683487e-002     1.05910665675790e-001     1.80530583101687e-001     2.51188320471912e-001     3.16172092575677e-001     3.74859459206352e-001     4.27158021974742e-001     4.73733989444469e-001     5.15369618612314e-001     5.52379683642044e-001
   -2.08653066074362e-001    -1.33305752364907e-001    -5.28926549514858e-002     3.03057792232047e-002     1.14300268026153e-001     1.96090175847799e-001     2.72202671687309e-001     3.40727894761082e-001     4.01062158893588e-001     4.53684388604953e-001     4.99559115901340e-001     5.39695593035828e-001     5.75534983339020e-001
   -2.32108387818607e-001    -1.51093192286249e-001    -6.24564226727044e-002     3.06093406316505e-002     1.24712519821225e-001     2.15326648893725e-001     2.98006981260452e-001     3.70223279474640e-001     4.31648659818891e-001     4.83497913601697e-001     5.27655038300999e-001     5.65735348351462e-001     5.99610845551230e-001
   -2.61604261114207e-001    -1.73931261528957e-001    -7.52738787184975e-002     3.03622974868362e-002     1.37318084306214e-001     2.39385461772252e-001     3.30261737017656e-001     4.05856794553012e-001     4.67100803516568e-001     5.16591993548197e-001     5.57813032163608e-001     5.92911402041549e-001     6.24111064669138e-001
   -2.97407437919498e-001    -2.04172665838193e-001    -9.46362546345460e-002     2.68607047111171e-002     1.49439332359330e-001     2.68686797264838e-001     3.70400465747745e-001     4.48477971110337e-001     5.06924849996425e-001     5.52353871067878e-001     5.89380277727525e-001     6.20719459645957e-001     6.49446219957147e-001
   -3.31884891834108e-001    -2.37620469742213e-001    -1.22415560829865e-001     7.03925577627515e-003     1.46593270166502e-001     2.96366696045902e-001     4.17769231120033e-001     4.97444519568939e-001     5.50357234003095e-001     5.88742063414449e-001     6.19676291284729e-001     6.46239431593390e-001     6.69057211726008e-001
   -3.46482973126566e-001    -2.53687828393698e-001    -1.41085905332558e-001    -1.50916127945717e-002     1.28508305376505e-001     2.97030137252453e-001     4.50743034509674e-001     5.34422366305986e-001     5.79288073669881e-001     6.09313776695091e-001     6.34520974547816e-001     6.56333338578455e-001     6.76045962336219e-001
   -3.31886313461950e-001    -2.37621021650684e-001    -1.22414892654884e-001     7.03982841525760e-003     1.46593468654434e-001     2.96367104208293e-001     4.17768716236173e-001     4.97445089890757e-001     5.50357358862366e-001     5.88741790636450e-001     6.19676588296179e-001     6.46239521192628e-001     6.69057257288103e-001
   -2.97407485312936e-001    -2.04172106653533e-001    -9.46357957699852e-002     2.68629534614772e-002     1.49440259932373e-001     2.68686519421802e-001     3.70400570860773e-001     4.48477737563152e-001     5.06925147384024e-001     5.52354926710801e-001     5.89382993939991e-001     6.20722458069758e-001     6.49447615867972e-001
   -2.61605554435656e-001    -1.73930851156539e-001    -7.52729211585773e-002     3.03642938208528e-002     1.37318079645226e-001     2.39386437802767e-001     3.30263566103156e-001     4.05858569209267e-001     4.67103063063802e-001     5.16593448492653e-001     5.57815465614196e-001     5.92914098805888e-001     6.24114464786901e-001
   -2.32109726710943e-001    -1.51090441747890e-001    -6.24540838614894e-002     3.06093135021928e-002     1.24713902388319e-001     2.15326919375586e-001     2.98008129500288e-001     3.70225999100972e-001     4.31652794080787e-001     4.83500597613724e-001     5.27657819304452e-001     5.65737996157566e-001     5.99613406602806e-001
   -2.08649891052487e-001    -1.33302830389054e-001    -5.28936069541948e-002     3.03058824849254e-002     1.14301745105002e-001     1.96093899983227e-001     2.72205743802313e-001     3.40729719271552e-001     4.01064343074530e-001     4.53685466525378e-001     4.99561797304745e-001     5.39697764076298e-001     5.75538421157359e-001
   -1.89191868233951e-001    -1.19205140492132e-001    -4.56949831613027e-002     2.98499026733879e-002     1.05914258558402e-001     1.80536204151577e-001     2.51192368878565e-001     3.16177104879174e-001     3.74864000942093e-001     4.27162322298391e-001     4.73737135633471e-001     5.15372636378878e-001     5.52383780845744e-001
