# Table format: 2D
# table_unit = Wb
# axis1_unit = A
# axis2_unit = A
# axis1_token = Id
# axis2_token = Iq
# q axis flux linkage obtained from FEM static analysis
# 
# 
13
13
   -3.00000000000000e+002    -2.50000000000000e+002    -2.00000000000000e+002    -1.50000000000000e+002    -1.00000000000000e+002    -5.00000000000000e+001     0.00000000000000e+000     5.00000000000000e+001     1.00000000000000e+002     1.50000000000000e+002     2.00000000000000e+002     2.50000000000000e+002     3.00000000000000e+002
   -3.00000000000000e+002    -2.50000000000000e+002    -2.00000000000000e+002    -1.50000000000000e+002    -1.00000000000000e+002    -5.00000000000000e+001     0.00000000000000e+000     5.00000000000000e+001     1.00000000000000e+002     1.50000000000000e+002     2.00000000000000e+002     2.50000000000000e+002     3.00000000000000e+002
   -6.18936385153276e-001    -6.33973691703011e-001    -6.43400461502226e-001    -6.46332032598982e-001    -6.42342508799279e-001    -6.31608408828812e-001    -6.15110044986209e-001    -5.94372644293692e-001    -5.70933832698338e-001    -5.46361754941378e-001    -5.21667546145076e-001    -4.97436654448401e-001    -4.74688810977029e-001
   -5.89543184950776e-001    -6.08222087959693e-001    -6.20328691778884e-001    -6.24274833513391e-001    -6.19405115194576e-001    -6.06003438574723e-001    -5.85629470757331e-001    -5.60443242621319e-001    -5.32775259484000e-001    -5.04499101107245e-001    -4.76914546590707e-001    -4.50850771168383e-001    -4.26278182541349e-001
   -5.53491754905596e-001    -5.76846831598885e-001    -5.92461592537353e-001    -5.97986927381963e-001    -5.92169887558739e-001    -5.75483739918732e-001    -5.50034701674717e-001    -5.19128080353884e-001    -4.86218691410794e-001    -4.53815881640888e-001    -4.23430055459857e-001    -3.95696644535931e-001    -3.69904694409579e-001
   -5.02831738523912e-001    -5.32805941827682e-001    -5.53809454376920e-001    -5.62114353176148e-001    -5.55804201113650e-001    -5.35402991941275e-001    -5.03529959342768e-001    -4.65662702414421e-001    -4.26790083859931e-001    -3.90527375073453e-001    -3.57677061788867e-001    -3.28822744657771e-001    -3.02436013900461e-001
   -4.12285296779394e-001    -4.47932858188718e-001    -4.77489688123725e-001    -4.94018485382288e-001    -4.94486037288575e-001    -4.75101472396659e-001    -4.36350328077334e-001    -3.90299697295249e-001    -3.46148350745228e-001    -3.06794204517250e-001    -2.72076275803730e-001    -2.42771610008874e-001    -2.16130101274168e-001
   -2.41731257827120e-001    -2.69281942526338e-001    -2.99306231239803e-001    -3.29672772870880e-001    -3.53382734643065e-001    -3.54774664062126e-001    -3.19350960638105e-001    -2.68188464133023e-001    -2.20627034284695e-001    -1.82682230779077e-001    -1.52269746196811e-001    -1.29311670592961e-001    -1.12748410541759e-001
    2.55254743196838e-007     3.40753994749800e-007     5.33423503969640e-007     9.07347968642780e-007     2.18581392533908e-006     7.24418978507539e-007     1.17701640047832e-006     8.56259315860109e-007     9.23577759946060e-007     4.73782453611303e-007     2.93698488407212e-007     3.12019197052972e-007     1.82814314206141e-006
    2.41732239539017e-001     2.69283001710520e-001     2.99304644198688e-001     3.29674715493323e-001     3.53384232614089e-001     3.54774695785868e-001     3.19352754357454e-001     2.68191128882067e-001     2.20629515326723e-001     1.82685866656875e-001     1.52272454993360e-001     1.29315187753713e-001     1.12752462915957e-001
    4.12287259612272e-001     4.47933657290509e-001     4.77489537716304e-001     4.94023902706211e-001     4.94486099880871e-001     4.75101846830282e-001     4.36351021883813e-001     3.90302445955933e-001     3.46151021496032e-001     3.06797269183291e-001     2.72078164927847e-001     2.42774755750572e-001     2.16136284189423e-001
    5.02827221985686e-001     5.32804934295053e-001     5.53809444376956e-001     5.62113242932331e-001     5.55803782277793e-001     5.35404456265471e-001     5.03530770120963e-001     4.65664087567327e-001     4.26791343091547e-001     3.90531152305309e-001     3.57680365194267e-001     3.28826257734391e-001     3.02440841747614e-001
    5.53486351583182e-001     5.76843590557013e-001     5.92460525179556e-001     5.97985478352110e-001     5.92168810067095e-001     5.75484624625712e-001     5.50038037612478e-001     5.19131775323270e-001     4.86221414233268e-001     4.53822337760171e-001     4.23435992334087e-001     3.95703394161374e-001     3.69912659552548e-001
    5.89539013091317e-001     6.08219140951328e-001     6.20327025340730e-001     6.24272312564674e-001     6.19405368450165e-001     6.06004709618617e-001     5.85633170124976e-001     5.60447908726360e-001     5.32781846673081e-001     5.04507946024890e-001     4.76922378770852e-001     4.50860276567117e-001     4.26287664165367e-001
    6.18931700662216e-001     6.33971041034746e-001     6.43398818727091e-001     6.46330700537174e-001     6.42342401852547e-001     6.31609663317882e-001     6.15113851538008e-001     5.94378601089528e-001     5.70941046006770e-001     5.46369469295868e-001     5.21678109099963e-001     4.97446782711692e-001     4.74698271771758e-001
