# Table format: 2D
# table_unit = A
# axis1_unit = Wb
# axis2_unit = Wb
# axis1_token = Psid
# axis2_token = Psiq
# Id characteristic inverted using EMDIPSIINV01 from FEM PMSM data :
# $AME/libemd/data/PMSM_01_Psid_IdIq.data
# $AME/libemd/data/PMSM_01_Psiq_IdIq.data
# (corresponds to Ld=0.0017 [H], Lq=0.0064 [H], Phif=0.37 [Wb])
# lew=0.16e-3 [H]
# 
# 
21
27
   -3.50000000000000e-001    -3.00000000000000e-001    -2.50000000000000e-001    -2.00000000000000e-001    -1.50000000000000e-001    -1.00000000000000e-001    -4.99999999999999e-002     5.55111512312578e-017     5.00000000000000e-002     1.00000000000000e-001     1.50000000000000e-001     2.00000000000000e-001     2.50000000000000e-001     3.00000000000000e-001     3.50000000000000e-001     4.00000000000000e-001     4.50000000000000e-001     5.00000000000000e-001     5.50000000000000e-001     6.00000000000000e-001     6.50000000000000e-001
   -6.50000000000000e-001    -6.00000000000000e-001    -5.50000000000000e-001    -5.00000000000000e-001    -4.50000000000000e-001    -4.00000000000000e-001    -3.50000000000000e-001    -3.00000000000000e-001    -2.50000000000000e-001    -2.00000000000000e-001    -1.50000000000000e-001    -1.00000000000000e-001    -4.99999999999999e-002     0.00000000000000e+000     5.00000000000000e-002     1.00000000000000e-001     1.50000000000000e-001     2.00000000000000e-001     2.50000000000000e-001     3.00000000000000e-001     3.50000000000000e-001     4.00000000000000e-001     4.50000000000000e-001     5.00000000000000e-001     5.50000000000000e-001     6.00000000000000e-001     6.50000000000000e-001
   -3.74587166840530e+002    -3.38225824011663e+002    -3.02789749073419e+002    -2.68392614065609e+002    -2.36478988859730e+002    -2.07107363966029e+002    -1.79834268014046e+002    -1.53376231650564e+002    -1.27179710200428e+002    -1.00579932223930e+002    -7.16291628436439e+001    -4.06866670901199e+001    -6.03877823754247e+000     3.37934896790074e+001     7.83817982375514e+001     1.27879261707095e+002     1.81921394733721e+002     2.39811203680606e+002     3.02334571605143e+002     3.63597694842882e+002     4.22887924160894e+002
   -3.52412778474860e+002    -3.18419340941992e+002    -2.85278099934862e+002    -2.53170487228896e+002    -2.25646285533460e+002    -1.99444305838452e+002    -1.75999049094310e+002    -1.52941719325004e+002    -1.30238880945101e+002    -1.07238004774076e+002    -8.24466195703383e+001    -5.60060560054943e+001    -2.48651688696508e+001     1.02195539189926e+001     5.09667012905052e+001     9.84781139383231e+001     1.52195384827724e+002     2.11557913105417e+002     2.75429098132608e+002     3.40347050393955e+002     4.02632524111326e+002
   -3.33223566942672e+002    -3.01291228124701e+002    -2.70133844436413e+002    -2.41984208585506e+002    -2.17484422692500e+002    -1.94140534418922e+002    -1.72884246343780e+002    -1.51951132544863e+002    -1.31476865037760e+002    -1.10939938087072e+002    -8.96078392024764e+001    -6.67889381883769e+001    -4.14896144798787e+001    -1.07761042558296e+001     2.67554400230463e+001     7.09936383723540e+001     1.22794324916473e+002     1.81395401385721e+002     2.45707004747668e+002     3.14697050232132e+002     3.80576884843204e+002
   -3.17955636689886e+002    -2.88747431050061e+002    -2.59993045144478e+002    -2.34630156846337e+002    -2.11363471183161e+002    -1.89956779670243e+002    -1.70244133169968e+002    -1.50668197192274e+002    -1.31626806727858e+002    -1.12622032858550e+002    -9.35168179627381e+001    -7.38592010318819e+001    -5.29373713830079e+001    -2.60562884075752e+001     4.01331879858683e+000     4.36252695503774e+001     9.29072390917982e+001     1.49662290924444e+002     2.14947042901284e+002     2.86012386623257e+002     3.56331429009819e+002
   -3.07145261840037e+002    -2.78693825449961e+002    -2.51752806222097e+002    -2.29354123902979e+002    -2.07381913172233e+002    -1.87118331840799e+002    -1.67739154591317e+002    -1.48509210936719e+002    -1.30103361502093e+002    -1.11780765930364e+002    -9.36531101496291e+001    -7.55859290359614e+001    -5.72539499861021e+001    -3.56594704209672e+001    -1.09930496887859e+001     2.28803849062986e+001     6.66469107174398e+001     1.20945645449778e+002     1.84744445020773e+002     2.55361972898902e+002     3.29450893956279e+002
   -2.99541123217573e+002    -2.73233147706558e+002    -2.47535225286584e+002    -2.25725814661142e+002    -2.04063065465797e+002    -1.84417781006333e+002    -1.65302267614704e+002    -1.46496570690263e+002    -1.28680705179538e+002    -1.11000812544057e+002    -9.37703288332347e+001    -7.70410717096420e+001    -6.02374686408684e+001    -4.14396663052038e+001    -1.89533630540855e+001     7.12441329000541e+000     4.35607058533497e+001     9.38979160094938e+001     1.55222801812407e+002     2.26889738159634e+002     3.02636765139027e+002
   -2.94492006694571e+002    -2.68402810957279e+002    -2.43698422545932e+002    -2.22194856734099e+002    -2.00832566365899e+002    -1.81786719467301e+002    -1.62931411538802e+002    -1.44603438232597e+002    -1.27350157425102e+002    -1.10249612160296e+002    -9.36906094498838e+001    -7.79014632267524e+001    -6.21167088422425e+001    -4.55417381118444e+001    -2.56792632741168e+001    -4.07659533309956e+000     2.98216999072291e+001     7.32730736206937e+001     1.29672014521462e+002     1.99315185357164e+002     2.76715836950304e+002
   -2.89523067026856e+002    -2.63645082256260e+002    -2.39963884551050e+002    -2.18757282505936e+002    -1.98207987183696e+002    -1.79758498054682e+002    -1.61295056604282e+002    -1.43376505822059e+002    -1.26349875426215e+002    -1.09348218626357e+002    -9.30151532550488e+001    -7.74810122849721e+001    -6.19504555384059e+001    -4.57249516458958e+001    -2.69904445729627e+001    -7.93127180632201e+000     1.78009285434048e+001     5.39539153730856e+001     1.09045678458225e+002     1.74632366261289e+002     2.52444312389105e+002
   -2.85162487291679e+002    -2.60328922548014e+002    -2.37969061015648e+002    -2.17360963335395e+002    -1.97081843589470e+002    -1.78597247385462e+002    -1.60101036987266e+002    -1.42302797603713e+002    -1.25369167352561e+002    -1.08455935622578e+002    -9.23611901902147e+001    -7.70739041566632e+001    -6.17894640310940e+001    -4.58961805127044e+001    -2.78067624147243e+001    -9.47650855023102e+000     1.44861253472107e+001     4.45450344123226e+001     8.97815352573197e+001     1.55464411131587e+002     2.30742301821570e+002
   -2.83715275649380e+002    -2.58888020902134e+002    -2.36758695017309e+002    -2.16125972654091e+002    -1.95951318496843e+002    -1.77431787823619e+002    -1.58902976403190e+002    -1.41240923940059e+002    -1.24398759237109e+002    -1.07572593254523e+002    -9.17277071602408e+001    -7.66795123510223e+001    -6.16334882158857e+001    -4.60565757867007e+001    -2.85666625679551e+001    -1.09043465201036e+001     1.12965176708047e+001     4.06961420122134e+001     8.16743539166386e+001     1.36115053688866e+002     2.12770667491255e+002
   -2.82268824816803e+002    -2.57447802066808e+002    -2.35545352208564e+002    -2.14888191996317e+002    -1.94816415361487e+002    -1.76262124230347e+002    -1.57700880797474e+002    -1.40190638042455e+002    -1.23438449086528e+002    -1.06698026462320e+002    -9.11137539522976e+001    -7.62972490697202e+001    -6.14822971122208e+001    -4.62071442843151e+001    -2.92760578587728e+001    -1.22287228712833e+001     8.22132794645066e+000     3.70200408887035e+001     7.56748672821614e+001     1.29171338298168e+002     1.96339193026742e+002
   -2.80823127207472e+002    -2.56008259624836e+002    -2.34329044316472e+002    -2.13647632718248e+002    -1.93677137858966e+002    -1.75088261658255e+002    -1.56494756280915e+002    -1.39151701047576e+002    -1.22488040979808e+002    -1.05832074833761e+002    -9.05184384171183e+001    -7.59265622596792e+001    -6.13356737183597e+001    -4.63487706749466e+001    -2.99400317777363e+001    -1.34613186511560e+001     5.25122517183213e+000     3.34988829642562e+001     6.95878322088598e+001     1.21869458987871e+002     1.89616461272511e+002
   -2.79378175342580e+002    -2.54569387244656e+002    -2.33109783116347e+002    -2.12404306206913e+002    -1.92533489883808e+002    -1.73910205350187e+002    -1.55284609128372e+002    -1.38123881670892e+002    -1.21547344819972e+002    -1.04974582426527e+002    -8.99409220879311e+001    -7.55669329316741e+001    -6.11934139688942e+001    -4.64822356137182e+001    -3.05629834277505e+001    -1.46120182209855e+001     2.37806730679939e+000     3.01176709994528e+001     6.34171820051361e+001     1.14209856372389e+002     1.82544888932533e+002
   -2.77933961848530e+002    -2.53131178678865e+002    -2.31887580430447e+002    -2.11158223878816e+002    -1.91385475548627e+002    -1.72727960737996e+002    -1.54070445777442e+002    -1.37106955879325e+002    -1.20616176098638e+002    -1.04125397599010e+002    -8.93804161910466e+001    -7.52178727174411e+001    -6.10553257844851e+001    -4.66082307125078e+001    -3.11487423459165e+001    -1.56892570721048e+001    -2.29775201241278e-001     2.68636599110302e+001     5.71667617011954e+001     1.06195570159802e+002     1.75124349119065e+002
   -2.79378175342582e+002    -2.54569387244657e+002    -2.33109783116348e+002    -2.12404306206914e+002    -1.92533489883809e+002    -1.73910205350187e+002    -1.55284609128373e+002    -1.38123881670893e+002    -1.21547344819973e+002    -1.04974582426527e+002    -8.99409220879314e+001    -7.55669329316743e+001    -6.11934139688943e+001    -4.64822356137181e+001    -3.05629834277501e+001    -1.46120182209848e+001     2.37806730680193e+000     3.01176709994546e+001     6.34171820051398e+001     1.14209856372396e+002     1.82544888932538e+002
