# Table format: 2D
# table_unit = W
# axis1_unit = Nm
# axis2_unit = rev/min
# axis1_token = Torq
# axis2_token = W
17
19
   -1.30000000000000e+002    -1.10000000000000e+002    -9.00000000000000e+001    -7.00000000000000e+001    -5.00000000000000e+001    -3.00000000000000e+001    -2.00000000000000e+001    -1.00000000000000e+001     0.00000000000000e+000     1.00000000000000e+001     2.00000000000000e+001     3.00000000000000e+001     5.00000000000000e+001     7.00000000000000e+001     9.00000000000000e+001     1.10000000000000e+002     1.30000000000000e+002 
    0.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+001     5.00000000000000e+002     1.00000000000000e+003     1.50000000000000e+003     2.00000000000000e+003     2.50000000000000e+003     3.00000000000000e+003     3.50000000000000e+003     4.00000000000000e+003     4.50000000000000e+003     5.00000000000000e+003     5.50000000000000e+003     6.00000000000000e+003     6.50000000000000e+003     7.00000000000000e+003     8.00000000000000e+003     9.00000000000000e+003 
    1.36110000000000e+000     1.15170000000000e+000     9.42300000000000e-001     7.32900000000000e-001     5.23500000000000e-001     3.14100000000000e-001     2.09400000000000e-001     1.04700000000000e-001     0.00000000000000e+000     5.00000000000000e-002     1.00000000000000e-001     1.50000000000000e-001     2.50000000000000e-001     3.60000000000000e-001     4.70000000000000e-001     5.70000000000000e-001     6.50000000000000e-001 
    2.04165000000000e+000     1.72755000000000e+000     1.41345000000000e+000     1.09935000000000e+000     7.85250000000000e-001     4.71150000000000e-001     3.14100000000000e-001     1.57050000000000e-001     0.00000000000000e+000     1.57050000000000e-001     3.14100000000000e-001     4.71150000000000e-001     7.85250000000000e-001     1.09935000000000e+000     1.41345000000000e+000     1.72755000000000e+000     2.04165000000000e+000 
    2.04204000000000e+001     1.72788000000000e+001     1.41372000000000e+001     1.09956000000000e+001     7.85400000000000e+000     4.71240000000000e+000     3.14160000000000e+000     1.57080000000000e+000     2.09440000000000e+000     1.57080000000000e+000     3.14160000000000e+000     4.71240000000000e+000     7.85400000000000e+000     1.09956000000000e+001     1.41372000000000e+001     1.72788000000000e+001     2.04204000000000e+001 
    1.04144000000000e+003     8.81217000000000e+002     7.20996000000000e+002     5.60775000000000e+002     4.00553000000000e+002     2.40332000000000e+002     1.60221000000000e+002     8.01107000000000e+001     1.06814000000000e+002     8.01107000000000e+001     1.60221000000000e+002     2.40332000000000e+002     4.00553000000000e+002     5.60775000000000e+002     7.20996000000000e+002     8.81217000000000e+002     1.04144000000000e+003 
    2.06246000000000e+003     1.74516000000000e+003     1.42785000000000e+003     1.11055000000000e+003     7.93253000000000e+002     4.75952000000000e+002     3.17301000000000e+002     1.58650000000000e+002     2.11534000000000e+002     1.58650000000000e+002     3.17301000000000e+002     4.75952000000000e+002     7.93253000000000e+002     1.11055000000000e+003     1.42785000000000e+003     1.74516000000000e+003     2.06246000000000e+003 
    3.08347000000000e+003     2.60909000000000e+003     2.13471000000000e+003     1.66033000000000e+003     1.18595000000000e+003     7.11571000000000e+002     4.74380000000000e+002     2.37190000000000e+002     3.16254000000000e+002     2.37190000000000e+002     4.74380000000000e+002     7.11571000000000e+002     1.18595000000000e+003     1.66033000000000e+003     2.13471000000000e+003     2.60909000000000e+003     3.08347000000000e+003 
    4.10449000000000e+003     3.47303000000000e+003     2.84157000000000e+003     2.21011000000000e+003     1.57865000000000e+003     9.47190000000000e+002     6.31460000000000e+002     3.15730000000000e+002     4.20973000000000e+002     3.15730000000000e+002     6.31460000000000e+002     9.47190000000000e+002     1.57865000000000e+003     2.21011000000000e+003     2.84157000000000e+003     3.47303000000000e+003     4.10449000000000e+003 
    5.12551000000000e+003     4.33697000000000e+003     3.54843000000000e+003     2.75989000000000e+003     1.97135000000000e+003     1.18281000000000e+003     7.88540000000000e+002     3.94270000000000e+002     5.25693000000000e+002     3.94270000000000e+002     7.88540000000000e+002     1.18281000000000e+003     1.97135000000000e+003     2.75989000000000e+003     3.54843000000000e+003     4.33697000000000e+003     5.12551000000000e+003 
    6.14653000000000e+003     5.20091000000000e+003     4.25529000000000e+003     3.30967000000000e+003     2.36405000000000e+003     1.41843000000000e+003     9.45620000000000e+002     4.72810000000000e+002     6.30413000000000e+002     4.72810000000000e+002     9.45620000000000e+002     1.41843000000000e+003     2.36405000000000e+003     3.30967000000000e+003     4.25529000000000e+003     5.20091000000000e+003     6.14653000000000e+003 
    7.16754000000000e+003     6.06484000000000e+003     4.96215000000000e+003     3.85945000000000e+003     2.75675000000000e+003     1.65405000000000e+003     1.10270000000000e+003     5.51349000000000e+002     7.35133000000000e+002     5.51349000000000e+002     1.10270000000000e+003     1.65405000000000e+003     2.75675000000000e+003     3.85945000000000e+003     4.96215000000000e+003     6.06484000000000e+003     7.16754000000000e+003 
    8.18856000000000e+003     6.92878000000000e+003     5.66900000000000e+003     4.40923000000000e+003     3.14945000000000e+003     1.88967000000000e+003     1.25978000000000e+003     6.29889000000000e+002     8.39852000000000e+002     6.29889000000000e+002     1.25978000000000e+003     1.88967000000000e+003     3.14945000000000e+003     4.40923000000000e+003     5.66900000000000e+003     6.92878000000000e+003     8.18856000000000e+003 
    9.20958000000000e+003     7.79272000000000e+003     6.37586000000000e+003     4.95900000000000e+003     3.54215000000000e+003     2.12529000000000e+003     1.41686000000000e+003     7.08429000000000e+002     9.44572000000000e+002     7.08429000000000e+002     1.41686000000000e+003     2.12529000000000e+003     3.54215000000000e+003     4.95900000000000e+003     6.37586000000000e+003     7.79272000000000e+003     9.20958000000000e+003 
    1.02306000000000e+004     8.65666000000000e+003     7.08272000000000e+003     5.50878000000000e+003     3.93484000000000e+003     2.36091000000000e+003     1.57394000000000e+003     7.86969000000000e+002     1.04929000000000e+003     7.86969000000000e+002     1.57394000000000e+003     2.36091000000000e+003     3.93484000000000e+003     5.50878000000000e+003     7.08272000000000e+003     8.65666000000000e+003     1.02306000000000e+004 
    1.12516000000000e+004     9.52060000000000e+003     7.78958000000000e+003     6.05856000000000e+003     4.32754000000000e+003     2.59653000000000e+003     1.73102000000000e+003     8.65509000000000e+002     1.15401000000000e+003     8.65509000000000e+002     1.73102000000000e+003     2.59653000000000e+003     4.32754000000000e+003     6.05856000000000e+003     7.78958000000000e+003     9.52060000000000e+003     1.12516000000000e+004 
    1.22726000000000e+004     1.03845000000000e+004     8.49644000000000e+003     6.60834000000000e+003     4.72024000000000e+003     2.83215000000000e+003     1.88810000000000e+003     9.44049000000000e+002     1.25873000000000e+003     9.44049000000000e+002     1.88810000000000e+003     2.83215000000000e+003     4.72024000000000e+003     6.60834000000000e+003     8.49644000000000e+003     1.03845000000000e+004     1.22726000000000e+004 
    1.32936000000000e+004     1.12485000000000e+004     9.20330000000000e+003     7.15812000000000e+003     5.11294000000000e+003     3.06777000000000e+003     2.04518000000000e+003     1.02259000000000e+003     1.36345000000000e+003     1.02259000000000e+003     2.04518000000000e+003     3.06777000000000e+003     5.11294000000000e+003     7.15812000000000e+003     9.20330000000000e+003     1.12485000000000e+004     1.32936000000000e+004 
    1.43340000000000e+004     1.21300000000000e+004     9.92400000000000e+003     7.71800000000000e+003     5.51400000000000e+003     3.30800000000000e+003     2.20600000000000e+003     1.10200000000000e+003     1.47000000000000e+003     1.10200000000000e+003     2.20600000000000e+003     3.30800000000000e+003     5.51400000000000e+003     7.71800000000000e+003     9.92400000000000e+003     1.21300000000000e+004     1.43340000000000e+004 
    1.63760000000000e+004     1.38580000000000e+004     1.13380000000000e+004     8.81800000000000e+003     6.29800000000000e+003     3.78000000000000e+003     2.52000000000000e+003     1.26000000000000e+003     1.68000000000000e+003     1.26000000000000e+003     2.52000000000000e+003     3.78000000000000e+003     6.29800000000000e+003     8.81800000000000e+003     1.13380000000000e+004     1.38580000000000e+004     1.63760000000000e+004 
    1.84200000000000e+004     1.55860000000000e+004     1.27520000000000e+004     9.91800000000000e+003     7.08400000000000e+003     4.25000000000000e+003     2.83400000000000e+003     1.41600000000000e+003     1.88800000000000e+003     1.41600000000000e+003     2.83400000000000e+003     4.25000000000000e+003     7.08400000000000e+003     9.91800000000000e+003     1.27520000000000e+004     1.55860000000000e+004     1.84200000000000e+004 
