# Table format: 2D
18
18
    4.50000000000000e+002     7.50000000000000e+002     1.05000000000000e+003     1.40000000000000e+003     1.70000000000000e+003     2.00000000000000e+003     2.35000000000000e+003     2.65000000000000e+003     2.95000000000000e+003     3.30000000000000e+003     3.60000000000000e+003     3.90000000000000e+003     4.25000000000000e+003     4.55000000000000e+003     4.85000000000000e+003     5.20000000000000e+003     5.50000000000000e+003     5.80000000000000e+003 
    1.50000000000000e+001     3.50000000000000e+001     5.50000000000000e+001     7.50000000000000e+001     1.00000000000000e+002     1.20000000000000e+002     1.40000000000000e+002     1.60000000000000e+002     1.80000000000000e+002     2.05000000000000e+002     2.25000000000000e+002     2.45000000000000e+002     2.65000000000000e+002     2.85000000000000e+002     3.05000000000000e+002     3.30000000000000e+002     3.50000000000000e+002     3.70000000000000e+002 
    9.83000000000000e-001     9.83000000000000e-001     9.81000000000000e-001     9.77000000000000e-001     9.73000000000000e-001     9.70000000000000e-001     9.66000000000000e-001     9.63000000000000e-001     9.62000000000000e-001     9.60000000000000e-001     9.59000000000000e-001     9.58000000000000e-001     9.57000000000000e-001     9.57000000000000e-001     9.57000000000000e-001     9.57000000000000e-001     9.57000000000000e-001     9.57000000000000e-001 
    9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.60000000000000e-001     9.60000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.58000000000000e-001     9.58000000000000e-001     9.58000000000000e-001     9.58000000000000e-001     9.58000000000000e-001     9.58000000000000e-001 
    9.53000000000000e-001     9.53000000000000e-001     9.54000000000000e-001     9.55000000000000e-001     9.56000000000000e-001     9.57000000000000e-001     9.58000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001 
    9.51000000000000e-001     9.51000000000000e-001     9.52000000000000e-001     9.53000000000000e-001     9.55000000000000e-001     9.56000000000000e-001     9.57000000000000e-001     9.58000000000000e-001     9.58000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001 
    9.49000000000000e-001     9.49000000000000e-001     9.50000000000000e-001     9.52000000000000e-001     9.54000000000000e-001     9.55000000000000e-001     9.57000000000000e-001     9.58000000000000e-001     9.58000000000000e-001     9.58000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001 
    9.48000000000000e-001     9.48000000000000e-001     9.50000000000000e-001     9.51000000000000e-001     9.53000000000000e-001     9.55000000000000e-001     9.57000000000000e-001     9.58000000000000e-001     9.58000000000000e-001     9.58000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001 
    9.48000000000000e-001     9.48000000000000e-001     9.49000000000000e-001     9.51000000000000e-001     9.53000000000000e-001     9.55000000000000e-001     9.57000000000000e-001     9.58000000000000e-001     9.58000000000000e-001     9.58000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001 
    9.47000000000000e-001     9.47000000000000e-001     9.49000000000000e-001     9.51000000000000e-001     9.53000000000000e-001     9.54000000000000e-001     9.56000000000000e-001     9.58000000000000e-001     9.58000000000000e-001     9.58000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001 
    9.47000000000000e-001     9.47000000000000e-001     9.48000000000000e-001     9.50000000000000e-001     9.52000000000000e-001     9.54000000000000e-001     9.56000000000000e-001     9.58000000000000e-001     9.58000000000000e-001     9.58000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001 
    9.47000000000000e-001     9.47000000000000e-001     9.48000000000000e-001     9.50000000000000e-001     9.52000000000000e-001     9.54000000000000e-001     9.56000000000000e-001     9.58000000000000e-001     9.58000000000000e-001     9.58000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001 
    9.46000000000000e-001     9.46000000000000e-001     9.48000000000000e-001     9.50000000000000e-001     9.52000000000000e-001     9.54000000000000e-001     9.56000000000000e-001     9.57000000000000e-001     9.58000000000000e-001     9.58000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001 
    9.46000000000000e-001     9.46000000000000e-001     9.48000000000000e-001     9.50000000000000e-001     9.52000000000000e-001     9.54000000000000e-001     9.56000000000000e-001     9.57000000000000e-001     9.58000000000000e-001     9.58000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001 
