# Table format: 2D
18
18
   -5.50000000000000e+003    -4.85000000000000e+003    -4.25000000000000e+003    -3.60000000000000e+003    -2.95000000000000e+003    -2.35000000000000e+003    -1.70000000000000e+003    -1.05000000000000e+003    -4.50000000000000e+002     4.50000000000000e+002     1.05000000000000e+003     1.70000000000000e+003     2.35000000000000e+003     2.95000000000000e+003     3.60000000000000e+003     4.25000000000000e+003     4.85000000000000e+003     5.50000000000000e+003 
   -3.50000000000000e+002    -3.05000000000000e+002    -2.65000000000000e+002    -2.25000000000000e+002    -1.80000000000000e+002    -1.40000000000000e+002    -1.00000000000000e+002    -5.50000000000000e+001    -1.50000000000000e+001     1.50000000000000e+001     5.50000000000000e+001     1.00000000000000e+002     1.40000000000000e+002     1.80000000000000e+002     2.25000000000000e+002     2.65000000000000e+002     3.05000000000000e+002     3.50000000000000e+002 
    9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.58000000000000e-001     9.56000000000000e-001     9.52000000000000e-001     9.47000000000000e-001     9.46000000000000e-001     1.05700000000000e+000     1.05600000000000e+000     1.05000000000000e+000     1.04600000000000e+000     1.04400000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000 
    9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.58000000000000e-001     9.56000000000000e-001     9.52000000000000e-001     9.47000000000000e-001     9.46000000000000e-001     1.05700000000000e+000     1.05600000000000e+000     1.05000000000000e+000     1.04600000000000e+000     1.04400000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000 
    9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.58000000000000e-001     9.56000000000000e-001     9.52000000000000e-001     9.47000000000000e-001     9.46000000000000e-001     1.05700000000000e+000     1.05600000000000e+000     1.05000000000000e+000     1.04600000000000e+000     1.04400000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000 
    9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.58000000000000e-001     9.56000000000000e-001     9.52000000000000e-001     9.48000000000000e-001     9.46000000000000e-001     1.05700000000000e+000     1.05500000000000e+000     1.05000000000000e+000     1.04600000000000e+000     1.04400000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000 
    9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.58000000000000e-001     9.56000000000000e-001     9.52000000000000e-001     9.48000000000000e-001     9.47000000000000e-001     1.05600000000000e+000     1.05500000000000e+000     1.05000000000000e+000     1.04600000000000e+000     1.04400000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000 
    9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.58000000000000e-001     9.57000000000000e-001     9.53000000000000e-001     9.49000000000000e-001     9.48000000000000e-001     1.05500000000000e+000     1.05400000000000e+000     1.04900000000000e+000     1.04500000000000e+000     1.04400000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000 
    9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.58000000000000e-001     9.57000000000000e-001     9.54000000000000e-001     9.50000000000000e-001     9.49000000000000e-001     1.05400000000000e+000     1.05300000000000e+000     1.04800000000000e+000     1.04500000000000e+000     1.04400000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000 
    9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.58000000000000e-001     9.56000000000000e-001     9.54000000000000e-001     9.53000000000000e-001     1.04900000000000e+000     1.04800000000000e+000     1.04600000000000e+000     1.04400000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000 
    9.57000000000000e-001     9.57000000000000e-001     9.57000000000000e-001     9.59000000000000e-001     9.62000000000000e-001     9.66000000000000e-001     9.73000000000000e-001     9.81000000000000e-001     9.83000000000000e-001     1.01700000000000e+000     1.01900000000000e+000     1.02800000000000e+000     1.03500000000000e+000     1.04000000000000e+000     1.04300000000000e+000     1.04500000000000e+000     1.04500000000000e+000     1.04500000000000e+000 
    1.04500000000000e+000     1.04500000000000e+000     1.04500000000000e+000     1.04300000000000e+000     1.04000000000000e+000     1.03500000000000e+000     1.02800000000000e+000     1.01900000000000e+000     1.01700000000000e+000     9.83000000000000e-001     9.81000000000000e-001     9.73000000000000e-001     9.66000000000000e-001     9.62000000000000e-001     9.59000000000000e-001     9.57000000000000e-001     9.57000000000000e-001     9.57000000000000e-001 
    1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04400000000000e+000     1.04600000000000e+000     1.04800000000000e+000     1.04900000000000e+000     9.53000000000000e-001     9.54000000000000e-001     9.56000000000000e-001     9.58000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001 
    1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04400000000000e+000     1.04500000000000e+000     1.04800000000000e+000     1.05300000000000e+000     1.05400000000000e+000     9.49000000000000e-001     9.50000000000000e-001     9.54000000000000e-001     9.57000000000000e-001     9.58000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001 
    1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04400000000000e+000     1.04500000000000e+000     1.04900000000000e+000     1.05400000000000e+000     1.05500000000000e+000     9.48000000000000e-001     9.49000000000000e-001     9.53000000000000e-001     9.57000000000000e-001     9.58000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001 
    1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04400000000000e+000     1.04600000000000e+000     1.05000000000000e+000     1.05500000000000e+000     1.05600000000000e+000     9.47000000000000e-001     9.48000000000000e-001     9.52000000000000e-001     9.56000000000000e-001     9.58000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001 
    1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04300000000000e+000     1.04400000000000e+000     1.04600000000000e+000     1.05000000000000e+000     1.05500000000000e+000     1.05700000000000e+000     9.46000000000000e-001     9.48000000000000e-001     9.52000000000000e-001     9.56000000000000e-001     9.58000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001     9.59000000000000e-001 
