# Table format: 2D
# table_unit = W
# axis1_unit = Nm
# axis2_unit = rev/min
61
14
   -3.00000000000000e+002    -2.90000000000000e+002    -2.80000000000000e+002    -2.70000000000000e+002    -2.60000000000000e+002    -2.50000000000000e+002    -2.40000000000000e+002    -2.30000000000000e+002    -2.20000000000000e+002    -2.10000000000000e+002    -2.00000000000000e+002    -1.90000000000000e+002    -1.80000000000000e+002    -1.70000000000000e+002    -1.60000000000000e+002    -1.50000000000000e+002    -1.40000000000000e+002    -1.30000000000000e+002    -1.20000000000000e+002    -1.10000000000000e+002    -1.00000000000000e+002    -9.00000000000000e+001    -8.00000000000000e+001    -7.00000000000000e+001    -6.00000000000000e+001    -5.00000000000000e+001    -4.00000000000000e+001    -3.00000000000000e+001    -2.00000000000000e+001    -1.00000000000000e+001     0.00000000000000e+000     1.00000000000000e+001     2.00000000000000e+001     3.00000000000000e+001     4.00000000000000e+001     5.00000000000000e+001     6.00000000000000e+001     7.00000000000000e+001     8.00000000000000e+001     9.00000000000000e+001     1.00000000000000e+002     1.10000000000000e+002     1.20000000000000e+002     1.30000000000000e+002     1.40000000000000e+002     1.50000000000000e+002     1.60000000000000e+002     1.70000000000000e+002     1.80000000000000e+002     1.90000000000000e+002     2.00000000000000e+002     2.10000000000000e+002     2.20000000000000e+002     2.30000000000000e+002     2.40000000000000e+002     2.50000000000000e+002     2.60000000000000e+002     2.70000000000000e+002     2.80000000000000e+002     2.90000000000000e+002     3.00000000000000e+002 
    0.00000000000000e+000     5.10000000000000e+002     1.01000000000000e+003     1.51000000000000e+003     2.01000000000000e+003     2.51000000000000e+003     3.01000000000000e+003     3.51000000000000e+003     4.01000000000000e+003     4.51000000000000e+003     5.01000000000000e+003     5.51000000000000e+003     6.01000000000000e+003     6.51000000000000e+003 
    2.79000000000000e+003     2.73000000000000e+003     2.64000000000000e+003     2.58000000000000e+003     2.52000000000000e+003     2.46000000000000e+003     2.37000000000000e+003     2.31000000000000e+003     2.25000000000000e+003     2.16000000000000e+003     2.10000000000000e+003     2.04000000000000e+003     1.95000000000000e+003     1.89000000000000e+003     1.83000000000000e+003     1.74000000000000e+003     1.68000000000000e+003     1.59000000000000e+003     1.53000000000000e+003     1.44000000000000e+003     1.38000000000000e+003     1.29000000000000e+003     1.23000000000000e+003     1.14000000000000e+003     1.05000000000000e+003     9.90000000000000e+002     9.00000000000000e+002     8.10000000000000e+002     6.90000000000000e+002     6.00000000000000e+002     0.00000000000000e+000     6.00000000000000e+002     7.20000000000000e+002     8.10000000000000e+002     9.00000000000000e+002     9.90000000000000e+002     1.08000000000000e+003     1.14000000000000e+003     1.23000000000000e+003     1.32000000000000e+003     1.38000000000000e+003     1.47000000000000e+003     1.53000000000000e+003     1.62000000000000e+003     1.68000000000000e+003     1.77000000000000e+003     1.83000000000000e+003     1.89000000000000e+003     1.98000000000000e+003     2.04000000000000e+003     2.10000000000000e+003     2.19000000000000e+003     2.25000000000000e+003     2.34000000000000e+003     2.40000000000000e+003     2.46000000000000e+003     2.52000000000000e+003     2.61000000000000e+003     2.67000000000000e+003     2.73000000000000e+003     2.82000000000000e+003 
    3.54000000000000e+003     3.45000000000000e+003     3.36000000000000e+003     3.24000000000000e+003     3.15000000000000e+003     3.06000000000000e+003     2.97000000000000e+003     2.88000000000000e+003     2.79000000000000e+003     2.70000000000000e+003     2.58000000000000e+003     2.49000000000000e+003     2.40000000000000e+003     2.31000000000000e+003     2.22000000000000e+003     2.13000000000000e+003     2.04000000000000e+003     1.92000000000000e+003     1.83000000000000e+003     1.74000000000000e+003     1.65000000000000e+003     1.56000000000000e+003     1.44000000000000e+003     1.35000000000000e+003     1.23000000000000e+003     1.14000000000000e+003     1.02000000000000e+003     9.27000000000000e+002     8.10000000000000e+002     6.60000000000000e+002     4.80000000000000e+002     6.90000000000000e+002     8.10000000000000e+002     9.27000000000000e+002     1.05000000000000e+003     1.14000000000000e+003     1.26000000000000e+003     1.35000000000000e+003     1.44000000000000e+003     1.56000000000000e+003     1.65000000000000e+003     1.74000000000000e+003     1.86000000000000e+003     1.95000000000000e+003     2.04000000000000e+003     2.13000000000000e+003     2.22000000000000e+003     2.34000000000000e+003     2.43000000000000e+003     2.52000000000000e+003     2.61000000000000e+003     2.70000000000000e+003     2.82000000000000e+003     2.91000000000000e+003     3.00000000000000e+003     3.09000000000000e+003     3.18000000000000e+003     3.27000000000000e+003     3.39000000000000e+003     3.48000000000000e+003     7.26000000000000e+003 
    7.68000000000000e+003     7.32000000000000e+003     6.96000000000000e+003     6.60000000000000e+003     6.27000000000000e+003     5.94000000000000e+003     5.58000000000000e+003     5.25000000000000e+003     4.92000000000000e+003     4.62000000000000e+003     4.32000000000000e+003     4.02000000000000e+003     3.75000000000000e+003     3.48000000000000e+003     3.24000000000000e+003     3.00000000000000e+003     2.76000000000000e+003     2.55000000000000e+003     2.34000000000000e+003     2.16000000000000e+003     1.98000000000000e+003     1.80000000000000e+003     1.65000000000000e+003     1.56000000000000e+003     1.44000000000000e+003     1.32000000000000e+003     1.17000000000000e+003     1.05000000000000e+003     9.00000000000000e+002     7.50000000000000e+002     5.70000000000000e+002     7.50000000000000e+002     9.27000000000000e+002     1.05000000000000e+003     1.20000000000000e+003     1.32000000000000e+003     1.44000000000000e+003     1.59000000000000e+003     1.68000000000000e+003     1.83000000000000e+003     2.01000000000000e+003     2.19000000000000e+003     2.37000000000000e+003     2.58000000000000e+003     2.79000000000000e+003     3.03000000000000e+003     3.27000000000000e+003     3.54000000000000e+003     3.81000000000000e+003     4.08000000000000e+003     4.38000000000000e+003     4.59000000000000e+003     5.01000000000000e+003     5.34000000000000e+003     5.67000000000000e+003     6.03000000000000e+003     6.36000000000000e+003     6.72000000000000e+003     7.08000000000000e+003     7.44000000000000e+003     7.80000000000000e+003 
    7.86000000000000e+003     7.86000000000000e+003     7.86000000000000e+003     7.86000000000000e+003     7.86000000000000e+003     7.41000000000000e+003     7.02000000000000e+003     6.63000000000000e+003     6.27000000000000e+003     5.88000000000000e+003     5.52000000000000e+003     5.19000000000000e+003     4.83000000000000e+003     4.44000000000000e+003     4.11000000000000e+003     3.75000000000000e+003     3.45000000000000e+003     3.15000000000000e+003     2.88000000000000e+003     2.61000000000000e+003     2.37000000000000e+003     2.16000000000000e+003     1.95000000000000e+003     1.77000000000000e+003     1.59000000000000e+003     1.44000000000000e+003     1.32000000000000e+003     1.20000000000000e+003     1.02000000000000e+003     8.40000000000000e+002     6.30000000000000e+002     8.70000000000000e+002     1.05000000000000e+003     1.20000000000000e+003     1.32000000000000e+003     1.47000000000000e+003     1.62000000000000e+003     1.80000000000000e+003     2.01000000000000e+003     2.22000000000000e+003     2.46000000000000e+003     2.73000000000000e+003     3.00000000000000e+003     3.33000000000000e+003     3.66000000000000e+003     4.02000000000000e+003     4.41000000000000e+003     4.80000000000000e+003     5.16000000000000e+003     5.55000000000000e+003     5.94000000000000e+003     6.36000000000000e+003     6.81000000000000e+003     7.29000000000000e+003     7.77000000000000e+003     7.77000000000000e+003     7.77000000000000e+003     7.77000000000000e+003     7.77000000000000e+003     7.77000000000000e+003     7.77000000000000e+003 
    7.98000000000000e+003     7.98000000000000e+003     7.98000000000000e+003     7.98000000000000e+003     7.98000000000000e+003     7.98000000000000e+003     7.98000000000000e+003     7.98000000000000e+003     7.98000000000000e+003     7.98000000000000e+003     7.98000000000000e+003     7.29000000000000e+003     6.90000000000000e+003     6.39000000000000e+003     5.88000000000000e+003     5.37000000000000e+003     4.92000000000000e+003     4.47000000000000e+003     4.08000000000000e+003     3.69000000000000e+003     3.33000000000000e+003     2.94000000000000e+003     2.58000000000000e+003     2.25000000000000e+003     1.95000000000000e+003     1.71000000000000e+003     1.50000000000000e+003     1.32000000000000e+003     1.17000000000000e+003     9.63000000000000e+002     7.50000000000000e+002     9.90000000000000e+002     1.17000000000000e+003     1.32000000000000e+003     1.53000000000000e+003     1.74000000000000e+003     2.04000000000000e+003     2.34000000000000e+003     2.70000000000000e+003     3.09000000000000e+003     3.48000000000000e+003     3.90000000000000e+003     4.32000000000000e+003     4.80000000000000e+003     5.31000000000000e+003     5.85000000000000e+003     6.42000000000000e+003     7.02000000000000e+003     7.62000000000000e+003     8.25000000000000e+003     8.25000000000000e+003     8.25000000000000e+003     8.25000000000000e+003     8.25000000000000e+003     8.25000000000000e+003     8.25000000000000e+003     8.25000000000000e+003     8.25000000000000e+003     8.25000000000000e+003     8.25000000000000e+003     8.25000000000000e+003 
    8.49000000000000e+003     8.49000000000000e+003     8.49000000000000e+003     8.49000000000000e+003     8.49000000000000e+003     8.49000000000000e+003     8.49000000000000e+003     8.49000000000000e+003     8.49000000000000e+003     8.49000000000000e+003     8.49000000000000e+003     8.49000000000000e+003     8.49000000000000e+003     8.49000000000000e+003     7.83000000000000e+003     7.20000000000000e+003     6.57000000000000e+003     5.97000000000000e+003     5.40000000000000e+003     4.83000000000000e+003     4.29000000000000e+003     3.78000000000000e+003     3.33000000000000e+003     2.94000000000000e+003     2.52000000000000e+003     2.13000000000000e+003     1.80000000000000e+003     1.53000000000000e+003     1.32000000000000e+003     1.14000000000000e+003     9.00000000000000e+002     1.17000000000000e+003     1.32000000000000e+003     1.56000000000000e+003     1.86000000000000e+003     2.22000000000000e+003     2.64000000000000e+003     3.06000000000000e+003     3.51000000000000e+003     4.05000000000000e+003     4.62000000000000e+003     5.22000000000000e+003     5.85000000000000e+003     6.48000000000000e+003     7.17000000000000e+003     7.95000000000000e+003     7.95000000000000e+003     7.95000000000000e+003     7.95000000000000e+003     7.95000000000000e+003     7.95000000000000e+003     7.95000000000000e+003     7.95000000000000e+003     7.95000000000000e+003     7.95000000000000e+003     7.95000000000000e+003     7.95000000000000e+003     7.95000000000000e+003     7.95000000000000e+003     7.95000000000000e+003     7.95000000000000e+003 
    7.86000000000000e+003     7.86000000000000e+003     7.86000000000000e+003     7.86000000000000e+003     7.86000000000000e+003     7.86000000000000e+003     7.86000000000000e+003     7.86000000000000e+003     7.86000000000000e+003     7.86000000000000e+003     7.86000000000000e+003     7.86000000000000e+003     7.86000000000000e+003     7.86000000000000e+003     7.86000000000000e+003     7.86000000000000e+003     7.86000000000000e+003     7.86000000000000e+003     6.78000000000000e+003     6.09000000000000e+003     5.43000000000000e+003     4.80000000000000e+003     3.00000000000000e+003     3.78000000000000e+003     3.09000000000000e+003     2.64000000000000e+003     2.22000000000000e+003     1.83000000000000e+003     1.53000000000000e+003     1.32000000000000e+003     1.08000000000000e+003     1.35000000000000e+003     1.56000000000000e+003     1.89000000000000e+003     2.31000000000000e+003     2.76000000000000e+003     3.27000000000000e+003     3.87000000000000e+003     4.47000000000000e+003     5.13000000000000e+003     5.85000000000000e+003     8.37000000000000e+003     8.37000000000000e+003     8.37000000000000e+003     8.37000000000000e+003     8.37000000000000e+003     8.37000000000000e+003     8.37000000000000e+003     8.37000000000000e+003     8.37000000000000e+003     8.37000000000000e+003     8.37000000000000e+003     8.37000000000000e+003     8.37000000000000e+003     8.37000000000000e+003     8.37000000000000e+003     8.37000000000000e+003     8.37000000000000e+003     8.37000000000000e+003     8.37000000000000e+003     8.37000000000000e+003 
    7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     5.88000000000000e+003     5.10000000000000e+003     4.44000000000000e+003     3.78000000000000e+003     3.48000000000000e+003     2.70000000000000e+003     2.22000000000000e+003     1.83000000000000e+003     1.53000000000000e+003     1.29000000000000e+003     1.56000000000000e+003     1.89000000000000e+003     2.31000000000000e+003     2.79000000000000e+003     3.39000000000000e+003     4.05000000000000e+003     4.74000000000000e+003     5.58000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003     7.17000000000000e+003 
