12																								
25																								
2.6	2.4	2.2	2	1.8	1.6	1.4	1.2	1	0.8	0.6	0.4													
-6000	-5500	-5000	-4500	-4000	-3500	-3000	-2500	-2000	-1500	-1000	-500	0	500	1000	1500	2000	2500	3000	3500	4000	4500	5000	5500	6000
4.729941876	5.072332365	5.413822215	5.75329572	6.089192438	6.419675538	6.742832569	7.056849987	7.360136761	7.651395234	7.929648227	8.194234431													
4.729842005	5.071806923	5.412056573	5.748853387	6.080020444	6.403231484	6.716274292	7.017235144	7.304598858	7.577280359	7.834609005	8.076284747													
4.729570536	5.070582505	5.408382337	5.740378428	6.063690379	6.375561779	6.673647819	6.956161478	7.221907942	7.470246554	7.701013852	7.914431674													
4.728832687	5.067729943	5.400740539	5.724226617	6.034663429	6.329112471	6.605444416	6.862370089	7.099356613	7.316490621	7.514329028	7.693760156													
4.726827588	5.061087797	5.384864816	5.693503785	5.983217325	6.251444593	6.496859342	6.719189627	6.918969529	7.097292953	7.255602531	7.395524125													
4.721381456	5.0456409	5.351960483	5.63528032	5.892504501	6.12242848	6.325346628	6.502589032	6.656109756	6.788168592	6.901107402	6.997205487													
4.706608985	5.009821478	5.284092569	5.525707827	5.733996256	5.910442839	6.057796826	6.179381427	6.27863208	6.358822519	6.422924013	6.473550326													
4.66668563	4.927314656	5.145500346	5.322184579	5.461358675	5.568299768	5.64845073	5.706830299	5.747789024	5.774960826	5.791311323	5.799225217													
4.559850454	4.74016184	4.868166952	4.953194616	5.004896652	5.031700122	5.040377241	5.036127555	5.022838548	5.003370575	4.97980708	4.953655035													
4.28135124	4.330024362	4.335066066	4.31266322	4.274120102	4.226860073	4.17558722	4.12320535	4.071459222	4.021358401	3.973450568	3.927995837													
3.602340358	3.495387105	3.385202878	3.280359347	3.184064053	3.097036248	3.018911952	2.948908832	2.886132664	2.829712484	2.778854526	2.732858269													
2.185814154	2.026652977	1.901217956	1.800553161	1.718322996	1.650062276	1.592584735	1.543576944	1.501328285	1.464551404	1.432261443	1.40369351													
0	0	0	0	0	0	0	0	0	0	0	0
-2.185814154	-2.026652977	-1.901217956	-1.800553161	-1.718322996	-1.650062276	-1.592584735	-1.543576944	-1.501328285	-1.464551404	-1.432261443	-1.40369351
-3.602340358	-3.495387105	-3.385202878	-3.280359347	-3.184064053	-3.097036248	-3.018911952	-2.948908832	-2.886132664	-2.829712484	-2.778854526	-2.732858269
-4.28135124	-4.330024362	-4.335066066	-4.31266322	-4.274120102	-4.226860073	-4.17558722	-4.12320535	-4.071459222	-4.021358401	-3.973450568	-3.927995837
-4.559850454	-4.74016184	-4.868166952	-4.953194616	-5.004896652	-5.031700122	-5.040377241	-5.036127555	-5.022838548	-5.003370575	-4.97980708	-4.953655035
-4.66668563	-4.927314656	-5.145500346	-5.322184579	-5.461358675	-5.568299768	-5.64845073	-5.706830299	-5.747789024	-5.774960826	-5.791311323	-5.799225217
-4.706608985	-5.009821478	-5.284092569	-5.525707827	-5.733996256	-5.910442839	-6.057796826	-6.179381427	-6.27863208	-6.358822519	-6.422924013	-6.473550326
-4.721381456	-5.0456409	-5.351960483	-5.63528032	-5.892504501	-6.12242848	-6.325346628	-6.502589032	-6.656109756	-6.788168592	-6.901107402	-6.997205487
-4.726827588	-5.061087797	-5.384864816	-5.693503785	-5.983217325	-6.251444593	-6.496859342	-6.719189627	-6.918969529	-7.097292953	-7.255602531	-7.395524125
-4.728832687	-5.067729943	-5.400740539	-5.724226617	-6.034663429	-6.329112471	-6.605444416	-6.862370089	-7.099356613	-7.316490621	-7.514329028	-7.693760156
-4.729570536	-5.070582505	-5.408382337	-5.740378428	-6.063690379	-6.375561779	-6.673647819	-6.956161478	-7.221907942	-7.470246554	-7.701013852	-7.914431674
-4.729842005	-5.071806923	-5.412056573	-5.748853387	-6.080020444	-6.403231484	-6.716274292	-7.017235144	-7.304598858	-7.577280359	-7.834609005	-8.076284747
-4.729941876	-5.072332365	-5.413822215	-5.75329572	-6.089192438	-6.419675538	-6.742832569	-7.056849987	-7.360136761	-7.651395234	-7.929648227	-8.194234431
