# Table format: 1D
0	0		
20	0		
21	1		
23	1		
24	2		
26	2		
27	3		
29	3		
30	4		
44	4		
45	3		
47	3		
48	4		
55	4		
56	3		
59	3		
60	4		
85	4		
86	5		
98	5		
99	4		
100	5		
119	5		
120	4		
121	3		
122	2		
123	2		
124	1			
125	0		
163	0		
164	1		
165	1		
166	2		
169	2		
170	3		
172	3		
173	4		
176	4		
177	3		
178	4		
181	4		
182	5		
185	5		
186	4		
190	4		
191	3		
196	3		
197	4		
202	4		
203	5		
325	5		
326	4		
327	4		
328	3		
329	3		
330	2		
331	1		
332	1		
333	0		
346	0		
347	1		
349	1		
350	2		
353	2		
354	3		
355	4		
361	4		
362	5		
391	5		
392	4		
393	3		
394	2		
395	1		
396	1		
397	0		
402	0		
403	1		
405	1		
406	2		
409	2		
410	3		
411	4		
414	4		
415	5		
423	5		
424	4		
425	3		
426	2		
427	1		
428	1		
429	0		
447	0		
448	1		
449	1		
450	2		
454	2		
455	3		
456	4		
459	4		
460	5		
498	5		
499	4		
500	4		
501	3		
502	2		
503	1		
504	1		
505	0		
510	0		
511	1		
514	1		
515	2		
520	2		
521	3		
523	3		
524	4		
548	4		
549	3		
550	2		
551	1		
552	0		
568	0		
569	1		
570	1		
571	2		
572	2		
573	3		
584	3		
585	2		
586	3		
596	3		
597	4		
609	4		
610	5		
614	5		
615	4		
616	4		
617	3		
618	2		
619	1		
620	0		
645	0		
646	1		
648	1		
649	2		
650	2		
651	3		
656	3		
657	4		
664	4		
665	5		
672	5		
673	4		
674	4		
675	3		
676	2		
677	2		
678	1		
679	1		
680	0		
693	0		
694	1		
697	1		
698	2		
700	2		
701	3		
709	3		
710	4		
720	4		
721	3		
722	2		
723	2		
724	1		
730	1		
731	2		
732	2		
733	3		
739	3		
740	4		
741	4		
742	5		
756	5		
757	4		
758	4		
759	3		
760	3		
761	2		
762	1		
765	1		
766	0		
767	1		
768	1		
769	2		
771	2		
772	3		
779	3		
780	4		
781	5		
801	5		
802	4		
805	4		
806	5		
841	5		
842	4		
851	4		
852	5		
941	5		
942	4		
952	4		
953	3		
954	2		
955	1		
956	1		
957	0		
959	0		
960	1		
962	1		
963	2		
965	2		
966	3		
968	3		
969	4		
973	4		
974	5		
1017	5		
1018	4		
1019	3		
1020	2		
1021	1		
1022	1		
1023	0		
1052	0		
1053	1		
1055	1		
1056	2		
1058	2		
1059	3		
1062	3		
1063	4		
1066	4		
1067	5		
1080	5		
1081	4		
1082	3		
1084	3		
1085	2		
1095	2		
1096	1		
1099	1		
1100	0		
1101	1		
1105	1		
1106	2		
1107	2		
1108	3		
1112	3		
1113	4		
1128	4		
1129	5		
1145	5		
1146	4		
1148	4		
1149	3		
1150	2		
1151	1		
1152	1		
1153	0		
1168	0		
1169	1		
1171	1		
1172	2		
1174	2		
1175	3		
1176	3		
1177	4		
1182	4		
1183	3		
1184	2		
1185	1		
1186	1		
1187	0		
1196	0		
1197	1		
1200	1		
1201	2		
1207	2		
1208	3		
1214	3		
1215	4		
1230	4		
1231	3		
1232	3		
1233	4		
1237	4		
1238	3		
1239	2		
1240	1		
1243	1		
1244	0		
1251	0		
1252	1		
1262	1		
1263	2		
1271	2		
1272	3		
1273	3		
1274	4		
1299	4		
1300	5		
1307	5		
1308	4		
1309	3		
1310	2		
1311	1		
1312	1		
1313	0		
1337	0		
1338	1		
1340	1		
1341	2		
1343	2		
1344	3		
1346	3		
1347	4		
1362	4		
1363	3		
1364	2		
1365	1		
1366	1		
1367	0		
1992	0		
1993	1		
1995	1		
1996	2		
1998	2		
1999	3		
2001	3		
2002	4		
2016	4		
2017	3		
2019	3		
2020	4		
2027	4		
2028	3		
2031	3		
2032	4		
2057	4		
2058	5		
2070	5		
2071	4		
2072	5		
2091	5		
2092	4		
2093	3		
2094	2		
2095	2		
2096	1		
2097	0		
2135	0		
2136	1		
2137	1		
2138	2		
2141	2		
2142	3		
2144	3		
2145	4		
2148	4		
2149	3		
2150	4		
2153	4		
2154	5		
2157	5		
2158	4		
2162	4		
2163	3		
2168	3		
2169	4		
2174	4		
2175	5		
2297	5		
2298	4		
2299	4		
2300	3		
2301	3		
2302	2		
2303	1		
2304	1		
2305	0		
2318	0		
2319	1		
2321	1		
2322	2		
2325	2		
2326	3		
2327	4		
2333	4		
2334	5		
2363	5		
2364	4		
2365	3		
2366	2		
2367	1		
2368	1		
2369	0		
2374	0		
2375	1		
2377	1		
2378	2		
2381	2		
2382	3		
2383	4		
2386	4		
2387	5		
2395	5		
2396	4		
2397	3		
2398	2		
2399	1		
2400	1		
2401	0		
2419	0		
2420	1		
2421	1		
2422	2		
2426	2		
2427	3		
2428	4		
2431	4		
2432	5		
2470	5		
2471	4		
2472	4		
2473	3		
2474	2		
2475	1		
2477	1		
2480	0
