# Table format: 4D
# table_unit = Wb
# axis1_unit = degree
# axis2_unit = A.tr
# axis3_unit = A.tr
# axis4_unit = A.tr
# axis1_token = theta
# axis2_token = Nid
# axis3_token = Niq
# axis4_token = Ni0
77
6
9
7
0.00000000000000e+00   3.94736842105000e-01   7.89473684211000e-01   1.18421052632000e+00   1.57894736842000e+00   1.97368421053000e+00   2.36842105263000e+00   2.76315789474000e+00   3.15789473684000e+00   3.55263157895000e+00   3.94736842105000e+00   4.34210526316000e+00   4.73684210526000e+00   5.13157894737000e+00   5.52631578947000e+00   5.92105263158000e+00   6.31578947368000e+00   6.71052631579000e+00   7.10526315789000e+00   7.50000000000000e+00   7.89473684211000e+00   8.28947368421000e+00   8.68421052632000e+00   9.07894736842000e+00   9.47368421053000e+00   9.86842105263000e+00   1.02631578947000e+01   1.06578947368000e+01   1.10526315789000e+01   1.14473684211000e+01   1.18421052632000e+01   1.22368421053000e+01   1.26315789474000e+01   1.30263157895000e+01   1.34210526316000e+01   1.38157894737000e+01   1.42105263158000e+01   1.46052631579000e+01   1.50000000000000e+01   1.53947368421000e+01   1.57894736842000e+01   1.61842105263000e+01   1.65789473684000e+01   1.69736842105000e+01   1.73684210526000e+01   1.77631578947000e+01   1.81578947368000e+01   1.85526315789000e+01   1.89473684211000e+01   1.93421052632000e+01   1.97368421053000e+01   2.01315789474000e+01   2.05263157895000e+01   2.09210526316000e+01   2.13157894737000e+01   2.17105263158000e+01   2.21052631579000e+01   2.25000000000000e+01   2.28947368421000e+01   2.32894736842000e+01   2.36842105263000e+01   2.40789473684000e+01   2.44736842105000e+01   2.48684210526000e+01   2.52631578947000e+01   2.56578947368000e+01   2.60526315789000e+01   2.64473684211000e+01   2.68421052632000e+01   2.72368421053000e+01   2.76315789474000e+01   2.80263157895000e+01   2.84210526316000e+01   2.88157894737000e+01   2.92105263158000e+01   2.96052631579000e+01   3.00000000000000e+01   
-5.82400000000000e+03   -4.36800000000000e+03   -2.91200000000000e+03   -1.45600000000000e+03   0.00000000000000e+00   1.45600000000000e+03   
-5.82400000000000e+03   -4.36800000000000e+03   -2.91200000000000e+03   -1.45600000000000e+03   0.00000000000000e+00   1.45600000000000e+03   2.91200000000000e+03   4.36800000000000e+03   5.82400000000000e+03   
-4.36800000000000e+03   -2.91200000000000e+03   -1.45600000000000e+03   0.00000000000000e+00   1.45600000000000e+03   2.91200000000000e+03   4.36800000000000e+03   
-2.32978786224080e-02   -2.32920305165703e-02   -2.32822856523466e-02   -2.32800711084044e-02   -2.32965305739394e-02   -2.33279224404649e-02   -2.33595516357355e-02   -2.33851572169695e-02   -2.34007258799177e-02   -2.34029529593805e-02   -2.34020747629535e-02   -2.34057886365589e-02   -2.34097123916642e-02   -2.34174221206656e-02   -2.34237719912620e-02   -2.34286920989784e-02   -2.34361697829648e-02   -2.34462812699732e-02   -2.34522111943179e-02   -2.34455703114251e-02   -2.34279810034667e-02   -2.34030940748460e-02   -2.33814864583214e-02   -2.33668134133168e-02   -2.33495860828498e-02   -2.33231644735088e-02   -2.32827046029034e-02   -2.32290140600105e-02   -2.31639304336621e-02   -2.30929694143894e-02   -2.30238624193619e-02   -2.29601170660721e-02   -2.28932690034848e-02   -2.28183001885806e-02   -2.27332944911369e-02   -2.26376937653168e-02   -2.25282971018700e-02   -2.24037182882069e-02   -2.22570812967156e-02   -2.20918522509399e-02   -2.19152199160254e-02   -2.17413542216053e-02   -2.15741840615501e-02   -2.14148194887497e-02   -2.12687866464320e-02   -2.11396550842699e-02   -2.10448989142927e-02   -2.09875809390528e-02   -2.10066716753196e-02   -2.10912098651537e-02   -2.12115626044797e-02   -2.13520871299967e-02   -2.15002936450873e-02   -2.16439465814131e-02   -2.17745786572007e-02   -2.18984711946996e-02   -2.20117557664056e-02   -2.21141322239846e-02   -2.22062971091100e-02   -2.22950542874439e-02   -2.23874899388109e-02   -2.24944514827565e-02   -2.26068194661764e-02   -2.27088451662472e-02   -2.27930716041650e-02   -2.28636680090027e-02   -2.29257100806509e-02   -2.29803026056578e-02   -2.30334914015358e-02   -2.30803903211719e-02   -2.31173487167055e-02   -2.31537862473734e-02   -2.31981942980173e-02   -2.32389553678718e-02   -2.32705547508827e-02   -2.32921201286042e-02   -2.32978786224080e-02   
-2.33750891118318e-02   -2.33844079228121e-02   -2.33946835493021e-02   -2.34184704471670e-02   -2.34545886657571e-02   -2.34914982672808e-02   -2.35198807210964e-02   -2.35349998097072e-02   -2.35396415928673e-02   -2.35385855822539e-02   -2.35380174200434e-02   -2.35441521493648e-02   -2.35587563444865e-02   -2.35781758846424e-02   -2.36003760856198e-02   -2.36256824520633e-02   -2.36491355289107e-02   -2.36672307047892e-02   -2.36738720146958e-02   -2.36701664557848e-02   -2.36560054136425e-02   -2.36356599668318e-02   -2.36207675175420e-02   -2.36059973524818e-02   -2.35871151417927e-02   -2.35524234553826e-02   -2.35014557179633e-02   -2.34285428822844e-02   -2.33363198370552e-02   -2.32354391937144e-02   -2.31317351359386e-02   -2.30206786813999e-02   -2.29042041832561e-02   -2.27775682866550e-02   -2.26457594826903e-02   -2.25066813431532e-02   -2.23610031978086e-02   -2.22139400404765e-02   -2.20679540426183e-02   -2.19308154626583e-02   -2.18080984378070e-02   -2.17194709074967e-02   -2.16580583186494e-02   -2.16618610907376e-02   -2.17144444529922e-02   -2.17660219255024e-02   -2.18139702647306e-02   -2.18719760736607e-02   -2.19510593479262e-02   -2.20507530195720e-02   -2.21715931630057e-02   -2.23013219684643e-02   -2.24311888226958e-02   -2.25589284930483e-02   -2.26851462482462e-02   -2.27913483061143e-02   -2.28734689491894e-02   -2.29287416469308e-02   -2.29614782888543e-02   -2.29779886332654e-02   -2.30012824771270e-02   -2.30345534508430e-02   -2.30648151067189e-02   -2.30807641746846e-02   -2.30835119696092e-02   -2.30816698990580e-02   -2.30853560602921e-02   -2.30992317258253e-02   -2.31221778956123e-02   -2.31519880460127e-02   -2.31857092236792e-02   -2.32262944771541e-02   -2.32671411874230e-02   -2.33058848527054e-02   -2.33359713366730e-02   -2.33592621329362e-02   -2.33750891118318e-02   
-2.30900576321944e-02   -2.31364489620501e-02   -2.31804738264353e-02   -2.32228636970012e-02   -2.32561300203544e-02   -2.32816215572357e-02   -2.33021041605149e-02   -2.33180851762440e-02   -2.33295955479246e-02   -2.33436110276249e-02   -2.33618246912448e-02   -2.33856358845121e-02   -2.34119437645521e-02   -2.34397034884944e-02   -2.34692082701812e-02   -2.34964778202327e-02   -2.35226432427759e-02   -2.35437024750213e-02   -2.35561923516582e-02   -2.35590517020881e-02   -2.35535569055656e-02   -2.35482034000555e-02   -2.35440666186301e-02   -2.35346231235045e-02   -2.35085771925542e-02   -2.34572921564219e-02   -2.33846589494946e-02   -2.32860508210518e-02   -2.31669475507959e-02   -2.30308893583944e-02   -2.28846521124939e-02   -2.27400431466485e-02   -2.25970546474097e-02   -2.24607255307784e-02   -2.23310736828008e-02   -2.22142658908001e-02   -2.21106955111890e-02   -2.20379640813388e-02   -2.20223398570297e-02   -2.20205907019437e-02   -2.20262675294689e-02   -2.20381670324502e-02   -2.20606987623132e-02   -2.20927041372823e-02   -2.21344485617124e-02   -2.21846832924519e-02   -2.22453162911099e-02   -2.23208774249473e-02   -2.24107585114985e-02   -2.25015643481292e-02   -2.25820139254434e-02   -2.26356682597844e-02   -2.26710555880506e-02   -2.26960735708562e-02   -2.27068406272216e-02   -2.26944102937236e-02   -2.26565257627605e-02   -2.26103981404825e-02   -2.25672150075621e-02   -2.25377259742070e-02   -2.25257287407142e-02   -2.25233048070624e-02   -2.25284282146833e-02   -2.25401764503117e-02   -2.25499132958308e-02   -2.25636125384891e-02   -2.25855848456965e-02   -2.26107720236265e-02   -2.26380616712192e-02   -2.26715725168210e-02   -2.27103314905907e-02   -2.27564467111728e-02   -2.28127592359261e-02   -2.28882084782562e-02   -2.29625933878153e-02   -2.30307997928283e-02   -2.30900576321944e-02   
-2.24991956731994e-02   -2.25486772339582e-02   -2.26022679125443e-02   -2.26556420548491e-02   -2.27065589647035e-02   -2.27543092573742e-02   -2.27975433821644e-02   -2.28327896500437e-02   -2.28617487046795e-02   -2.28889609791685e-02   -2.29158598362285e-02   -2.29452605456719e-02   -2.29751369384357e-02   -2.30052247110686e-02   -2.30383076353958e-02   -2.30743882321045e-02   -2.31174455577208e-02   -2.31653727029827e-02   -2.32069778555863e-02   -2.32330214038811e-02   -2.32450742622525e-02   -2.32429354649905e-02   -2.32287934795993e-02   -2.31995434664228e-02   -2.31438408498806e-02   -2.30663309659526e-02   -2.29730410624465e-02   -2.28579298396165e-02   -2.27272221742957e-02   -2.25923592767789e-02   -2.24566401608753e-02   -2.23436887608613e-02   -2.22664526545770e-02   -2.21995538649493e-02   -2.21366205786125e-02   -2.20831275449470e-02   -2.20396428096738e-02   -2.20019458205918e-02   -2.19734298060196e-02   -2.19546591599950e-02   -2.19528173857147e-02   -2.19636893774838e-02   -2.19886860906414e-02   -2.20272825461865e-02   -2.20642752937352e-02   -2.20797147364413e-02   -2.20648519068079e-02   -2.20386243881457e-02   -2.20005290864679e-02   -2.19350251508661e-02   -2.18389109995791e-02   -2.17382087752089e-02   -2.16542827943436e-02   -2.15918224171505e-02   -2.15498422013072e-02   -2.15216558721129e-02   -2.15026095166536e-02   -2.14923033171847e-02   -2.14924482266634e-02   -2.14985910126174e-02   -2.15112868045399e-02   -2.15284390043540e-02   -2.15488255152870e-02   -2.15701095634269e-02   -2.15900821774092e-02   -2.16139969606258e-02   -2.16561717212209e-02   -2.17312113812816e-02   -2.18283449703461e-02   -2.19225375674072e-02   -2.20284581429715e-02   -2.21245933272230e-02   -2.22245161441911e-02   -2.23152502167598e-02   -2.23879907926572e-02   -2.24462205105680e-02   -2.24991956731994e-02   
-2.17187724212011e-02   -2.17965365975367e-02   -2.18730587846771e-02   -2.19384733969921e-02   -2.19947565207577e-02   -2.20444236875816e-02   -2.20873353100099e-02   -2.21255337803081e-02   -2.21584954809953e-02   -2.21918562375730e-02   -2.22323243810502e-02   -2.22945571801799e-02   -2.23732068455152e-02   -2.24527058685512e-02   -2.25325480492253e-02   -2.26083917542273e-02   -2.26716964677890e-02   -2.27171196382245e-02   -2.27440495443262e-02   -2.27522458582708e-02   -2.27425187210743e-02   -2.27107360643654e-02   -2.26700888867283e-02   -2.26191262700708e-02   -2.25605892190738e-02   -2.24881009380431e-02   -2.24003650328485e-02   -2.22981792774196e-02   -2.21797944289915e-02   -2.20466083061592e-02   -2.19128610696226e-02   -2.17876089223867e-02   -2.16716284722437e-02   -2.15730716612581e-02   -2.14959013148143e-02   -2.14378565560341e-02   -2.13976198857048e-02   -2.13730483196443e-02   -2.13515216629124e-02   -2.13279696105146e-02   -2.13014941639793e-02   -2.12590602676187e-02   -2.12068603949556e-02   -2.11440102602388e-02   -2.10525615848989e-02   -2.09149955722251e-02   -2.07395300827634e-02   -2.05685814791997e-02   -2.04174059150094e-02   -2.02961740281012e-02   -2.02031267346438e-02   -2.01391870930455e-02   -2.01048675790926e-02   -2.00920921009046e-02   -2.00867088402903e-02   -2.00958394540445e-02   -2.01127855730051e-02   -2.01294927525827e-02   -2.01503176404903e-02   -2.01696108430342e-02   -2.02011828936332e-02   -2.02748114249443e-02   -2.03847258726225e-02   -2.04998294406065e-02   -2.06126752996588e-02   -2.07358191797930e-02   -2.08491229451901e-02   -2.09643384034441e-02   -2.10699800960364e-02   -2.11488970204467e-02   -2.12153138957895e-02   -2.12899727088346e-02   -2.13727404609677e-02   -2.14610510054822e-02   -2.15506193439745e-02   -2.16375488965453e-02   -2.17187724212011e-02   
-2.08232084598395e-02   -2.08961257841804e-02   -2.09627302848348e-02   -2.10251340198263e-02   -2.10800868956621e-02   -2.11388186425615e-02   -2.12201220688807e-02   -2.13252400977397e-02   -2.14374080500304e-02   -2.15517355851157e-02   -2.16635503421178e-02   -2.17705037947391e-02   -2.18647453357070e-02   -2.19354567010649e-02   -2.19887183261871e-02   -2.20165312066009e-02   -2.20307786718694e-02   -2.20269433136576e-02   -2.19975709323794e-02   -2.19583034985456e-02   -2.19147956514965e-02   -2.18644666516374e-02   -2.18056089825950e-02   -2.17362894292007e-02   -2.16484377890071e-02   -2.15324144704383e-02   -2.13812821509320e-02   -2.12016571116564e-02   -2.10130522177497e-02   -2.08381949187705e-02   -2.06873475291432e-02   -2.05633373669417e-02   -2.04674676964573e-02   -2.04000273240651e-02   -2.03530964255678e-02   -2.03134497450431e-02   -2.02601815744213e-02   -2.01986453713200e-02   -2.01100014439588e-02   -2.00069756148710e-02   -1.98855114539595e-02   -1.97183370545953e-02   -1.95189645642986e-02   -1.93226467761422e-02   -1.91460782326548e-02   -1.89883066393004e-02   -1.88491504163578e-02   -1.87316611895326e-02   -1.86468651917261e-02   -1.85843205715310e-02   -1.85405112551925e-02   -1.85140196422274e-02   -1.85062947376426e-02   -1.85092461917258e-02   -1.85211590694839e-02   -1.85511481781554e-02   -1.86373906253351e-02   -1.87781981304793e-02   -1.89291209092843e-02   -1.90954570996467e-02   -1.92545200080070e-02   -1.94199698960745e-02   -1.95734637832591e-02   -1.97156607273342e-02   -1.98317069271941e-02   -1.99049040980878e-02   -1.99593969279865e-02   -2.00196820788568e-02   -2.00893399782010e-02   -2.01655930027883e-02   -2.02518781845519e-02   -2.03440370669986e-02   -2.04443970999370e-02   -2.05487942940325e-02   -2.06506633774620e-02   -2.07413594651991e-02   -2.08232084598395e-02   
