# Table format: 3D
# table_unit = Wb/m
# axis1_unit = degree
# axis2_unit = A
# axis3_unit = A
# axis1_token = theta
# axis2_token = id
# axis3_token = iq
39
7
7
    0.00000000000000e+000     3.94736842105260e-001     7.89473684210527e-001     1.18421052631579e+000     1.57894736842106e+000     1.97368421052632e+000     2.36842105263158e+000     2.76315789473684e+000     3.15789473684210e+000     3.55263157894737e+000     3.94736842105263e+000     4.34210526315790e+000     4.73684210526316e+000     5.13157894736842e+000     5.52631578947368e+000     5.92105263157895e+000     6.31578947368421e+000     6.71052631578947e+000     7.10526315789474e+000     7.50000000000000e+000     7.89473684210526e+000     8.28947368421053e+000     8.68421052631579e+000     9.07894736842105e+000     9.47368421052632e+000     9.86842105263158e+000     1.02631578947368e+001     1.06578947368421e+001     1.10526315789474e+001     1.14473684210526e+001     1.18421052631579e+001     1.22368421052632e+001     1.26315789473684e+001     1.30263157894737e+001     1.34210526315790e+001     1.38157894736842e+001     1.42105263157895e+001     1.46052631578947e+001     1.50000000000000e+001
   -2.40000000000000e+002    -1.60000000000000e+002    -8.00000000000000e+001     0.00000000000000e+000     8.00000000000000e+001     1.60000000000000e+002     2.40000000000000e+002
   -2.40000000000000e+002    -1.60000000000000e+002    -8.00000000000000e+001     0.00000000000000e+000     8.00000000000000e+001     1.60000000000000e+002     2.40000000000000e+002
   -8.01058416279458e+000    -7.98473844695428e+000    -7.96309627443660e+000    -7.95446046928730e+000    -7.95757166490535e+000    -7.96474406313837e+000    -7.97367254686433e+000    -7.98158127247305e+000    -7.98854915866017e+000    -7.99474389915853e+000    -8.00357402473562e+000    -8.01595904443409e+000    -8.03102956433646e+000    -8.04837188932528e+000    -8.06660876931740e+000    -8.08440169446575e+000    -8.09929220050421e+000    -8.11204215671914e+000    -8.12543932125270e+000    -8.13625482619635e+000    -8.14441625226620e+000    -8.14795404408195e+000    -8.15281089616736e+000    -8.15901033693672e+000    -8.16387068013625e+000    -8.16486516379386e+000    -8.16402478347968e+000    -8.15909845873004e+000    -8.15246516875279e+000    -8.14606512547781e+000    -8.14111921230900e+000    -8.13610126937565e+000    -8.12919126623441e+000    -8.11808237737139e+000    -8.10265642828508e+000    -8.08392925414320e+000    -8.06138762135137e+000    -8.03687178774162e+000    -8.01058416279458e+000
   -8.22081031420935e+000    -8.21684684488509e+000    -8.21436471452670e+000    -8.21541913491202e+000    -8.21835199071112e+000    -8.22251484728546e+000    -8.22726756471408e+000    -8.23159728897264e+000    -8.23521731803463e+000    -8.23698092715932e+000    -8.23969101480077e+000    -8.24581459688617e+000    -8.25522453211973e+000    -8.26761787608531e+000    -8.28003482501418e+000    -8.29272407312915e+000    -8.30249514950237e+000    -8.30967408796504e+000    -8.31407392087782e+000    -8.31426209648308e+000    -8.31085319871691e+000    -8.30731606410283e+000    -8.30566374737732e+000    -8.30505781783324e+000    -8.30315912913387e+000    -8.29910995892512e+000    -8.29198405195405e+000    -8.28089342951603e+000    -8.26811392425595e+000    -8.25529949666286e+000    -8.24398424158766e+000    -8.23387715353845e+000    -8.22523237012775e+000    -8.22029168071823e+000    -8.21932680157503e+000    -8.22058233230542e+000    -8.22220296533096e+000    -8.22285372885175e+000    -8.22081031420935e+000
   -8.08110702798187e+000    -8.07900093768321e+000    -8.07937602529596e+000    -8.08344535854185e+000    -8.08986171259163e+000    -8.09821555989151e+000    -8.10604922508003e+000    -8.11267675486692e+000    -8.11845281834391e+000    -8.12444479074279e+000    -8.13133110782017e+000    -8.13971410690813e+000    -8.14742495501393e+000    -8.15608503232716e+000    -8.16408609261907e+000    -8.17122100049366e+000    -8.17832807095882e+000    -8.18410168065052e+000    -8.18891717697172e+000    -8.19083907514870e+000    -8.19114077172638e+000    -8.18949489175941e+000    -8.18695462841839e+000    -8.18193756069658e+000    -8.17226184935941e+000    -8.15908097386561e+000    -8.14575158124082e+000    -8.13346800496679e+000    -8.12306737281248e+000    -8.11487521345114e+000    -8.10801885649862e+000    -8.10237285286050e+000    -8.09850736974705e+000    -8.09392213690614e+000    -8.09088435597825e+000    -8.08758009617522e+000    -8.08443486527746e+000    -8.08238037099507e+000    -8.08110702798187e+000
   -7.67360602722902e+000    -7.69169022011010e+000    -7.71097487691990e+000    -7.72925516094020e+000    -7.74404981477743e+000    -7.75514068507113e+000    -7.76372232423188e+000    -7.77023402651984e+000    -7.77377979673240e+000    -7.77711793172347e+000    -7.77780485943978e+000    -7.78108933097317e+000    -7.78741529396833e+000    -7.79212431005353e+000    -7.79555949894231e+000    -7.79632615202964e+000    -7.78770566573183e+000    -7.77722117250989e+000    -7.76909558621537e+000    -7.76265321874111e+000    -7.75671330089829e+000    -7.75156398414412e+000    -7.74749218265540e+000    -7.74347525431146e+000    -7.73684478000993e+000    -7.72534023196205e+000    -7.71121049379037e+000    -7.69334070065274e+000    -7.67414786071201e+000    -7.65281259704206e+000    -7.63369988956269e+000    -7.62281967859890e+000    -7.61560433704084e+000    -7.60974626148341e+000    -7.61207836404597e+000    -7.62264870897347e+000    -7.63760141593798e+000    -7.65535312162014e+000    -7.67360602722902e+000
   -7.19781333618453e+000    -7.21247767610614e+000    -7.22364847938753e+000    -7.23120002938879e+000    -7.23727367704266e+000    -7.24844607879925e+000    -7.25811392696411e+000    -7.25971596361460e+000    -7.25868281645986e+000    -7.24566593590647e+000    -7.21901912198754e+000    -7.19507338180727e+000    -7.17825336036875e+000    -7.16615993948537e+000    -7.15967827123039e+000    -7.15646597910027e+000    -7.15707343150095e+000    -7.15693877416030e+000    -7.15124865396259e+000    -7.14222181835854e+000    -7.12882417270082e+000    -7.11349043388369e+000    -7.08938979174893e+000    -7.06674021147323e+000    -7.05300575482163e+000    -7.04956727396138e+000    -7.04188140992174e+000    -7.03021988723902e+000    -7.02042393387178e+000    -7.02210148481277e+000    -7.03103693581093e+000    -7.04533083304951e+000    -7.06431721084084e+000    -7.08724438372601e+000    -7.11357730044713e+000    -7.13939446703777e+000    -7.16155506774331e+000    -7.18095043124833e+000    -7.19781333618453e+000
   -6.64702419975856e+000    -6.66372992000904e+000    -6.67894356011691e+000    -6.68656953711793e+000    -6.68136069980757e+000    -6.65533823580977e+000    -6.62431902059020e+000    -6.59418181801641e+000    -6.56671512609493e+000    -6.54320253938074e+000    -6.52807756536394e+000    -6.51742255399469e+000    -6.50629993272531e+000    -6.49185005160179e+000    -6.47178166373360e+000    -6.45128098609213e+000    -6.42952387477674e+000    -6.40341288145198e+000    -6.39478877841834e+000    -6.39949923426301e+000    -6.40845770458735e+000    -6.42281487481217e+000    -6.43148382206751e+000    -6.43577541137844e+000    -6.44272781732364e+000    -6.44895858399510e+000    -6.45675093903365e+000    -6.46759746992102e+000    -6.48366281038944e+000    -6.50304216168919e+000    -6.52231687329270e+000    -6.54043802134523e+000    -6.55573081533297e+000    -6.56943690092440e+000    -6.58237085450931e+000    -6.59280838045740e+000    -6.60036195528660e+000    -6.62202275565009e+000    -6.64702419975856e+000
   -6.11432571363352e+000    -6.08191749722907e+000    -6.05540314362757e+000    -6.03120816619146e+000    -6.00662585708482e+000    -5.98129777299662e+000    -5.95716132585528e+000    -5.93452103924461e+000    -5.90827951669988e+000    -5.87712251977066e+000    -5.83892062677388e+000    -5.79638524710928e+000    -5.75839684133853e+000    -5.75759345398271e+000    -5.77188527839422e+000    -5.79333783743522e+000    -5.81545415753478e+000    -5.83778720322831e+000    -5.85003844004703e+000    -5.85301633252485e+000    -5.86459351001696e+000    -5.88088065703735e+000    -5.90004946939197e+000    -5.91737780772570e+000    -5.93324271017337e+000    -5.94951134741176e+000    -5.96495886708831e+000    -5.97611391183107e+000    -5.98261315760874e+000    -5.98523647812530e+000    -5.98364973536384e+000    -5.98340155310385e+000    -6.00113746762513e+000    -6.03643004079702e+000    -6.07445356158881e+000    -6.10366436495869e+000    -6.12200206586933e+000    -6.12520503153239e+000    -6.11432571363352e+000
