# Table format: T1D
    0.00000000000000e+000     2
    0.00000000000000e+000     0.00000000000000e+000 
    1.00000000000000e+000     0.00000000000000e+000 
    2.00000000000000e+002     2
    0.00000000000000e+000     9.00000000000000e-002 
    1.00000000000000e+000     9.00000000000000e-002 
    8.00000000000000e+002     7
    4.20000000000000e-002     1.44000000000000e-001 
    4.50000000000000e-002     1.53400000000000e-001 
    4.80000000000000e-002     1.72100000000000e-001 
    7.30000000000000e-002     2.68200000000000e-001 
    1.29000000000000e-001     4.57100000000000e-001 
    1.72000000000000e-001     6.71900000000000e-001 
    9.99000000000000e-001     9.75800000000000e-001 
    1.00000000000000e+003     9
    0.00000000000000e+000     0.00000000000000e+000 
    3.90000000000000e-002     1.15300000000000e-001 
    4.30000000000000e-002     1.94500000000000e-001 
    4.60000000000000e-002     2.18500000000000e-001 
    6.40000000000000e-002     3.19600000000000e-001 
    1.01000000000000e-001     3.97600000000000e-001 
    1.67000000000000e-001     7.03300000000000e-001 
    2.27000000000000e-001     1.04920000000000e+000 
    9.99000000000000e-001     1.44890000000000e+000 
    1.50000000000000e+003     9
    0.00000000000000e+000     0.00000000000000e+000 
    4.80000000000000e-002     2.17800000000000e-001 
    5.40000000000000e-002     2.61900000000000e-001 
    6.20000000000000e-002     3.38800000000000e-001 
    9.70000000000000e-002     4.76000000000000e-001 
    1.88000000000000e-001     8.25800000000000e-001 
    2.81000000000000e-001     1.53720000000000e+000 
    3.75000000000000e-001     2.17390000000000e+000 
    1.00000000000000e+000     2.92160000000000e+000 
    2.00000000000000e+003     9
    0.00000000000000e+000     0.00000000000000e+000 
    5.70000000000000e-002     2.88700000000000e-001 
    6.60000000000000e-002     3.83200000000000e-001 
    9.10000000000000e-002     4.73600000000000e-001 
    1.55000000000000e-001     6.45800000000000e-001 
    2.17000000000000e-001     1.13480000000000e+000 
    3.14000000000000e-001     1.89490000000000e+000 
    4.11000000000000e-001     2.74090000000000e+000 
    9.99000000000000e-001     3.53240000000000e+000 
    2.50000000000000e+003     9
    0.00000000000000e+000     0.00000000000000e+000 
    7.60000000000000e-002     4.43300000000000e-001 
    1.04000000000000e-001     5.50900000000000e-001 
    1.31000000000000e-001     6.63200000000000e-001 
    2.01000000000000e-001     9.06800000000000e-001 
    2.39000000000000e-001     1.42540000000000e+000 
    3.56000000000000e-001     2.44040000000000e+000 
    4.59000000000000e-001     3.61670000000000e+000 
    1.00000000000000e+000     4.43360000000000e+000 
    3.00000000000000e+003     9
    0.00000000000000e+000     0.00000000000000e+000 
    1.32000000000000e-001     7.61200000000000e-001 
    1.58000000000000e-001     8.95700000000000e-001 
    1.99000000000000e-001     1.04250000000000e+000 
    2.30000000000000e-001     1.28880000000000e+000 
    2.64000000000000e-001     1.74050000000000e+000 
    3.62000000000000e-001     2.85970000000000e+000 
    4.75000000000000e-001     4.14540000000000e+000 
    9.99000000000000e-001     5.68650000000000e+000 
    3.50000000000000e+003     9
    0.00000000000000e+000     0.00000000000000e+000 
    1.87000000000000e-001     1.11870000000000e+000 
    2.10000000000000e-001     1.26290000000000e+000 
    2.15000000000000e-001     1.27540000000000e+000 
    2.51000000000000e-001     1.59970000000000e+000 
    2.78000000000000e-001     2.04550000000000e+000 
    3.93000000000000e-001     3.50680000000000e+000 
    5.05000000000000e-001     4.97190000000000e+000 
    9.99000000000000e-001     6.63680000000000e+000 
    4.00000000000000e+003     9
    0.00000000000000e+000     0.00000000000000e+000 
    1.76000000000000e-001     1.21070000000000e+000 
    1.96000000000000e-001     1.39560000000000e+000 
    2.44000000000000e-001     1.63800000000000e+000 
    2.73000000000000e-001     2.07350000000000e+000 
    2.93000000000000e-001     2.35910000000000e+000 
    4.08000000000000e-001     4.05360000000000e+000 
    5.12000000000000e-001     5.64160000000000e+000 
    9.99000000000000e-001     7.25840000000000e+000 
