# Table format: 1D 
# AnglePCyl 	PCylMoy_Brute 
0.000000 	0.826250 
1.000000 	0.835000 
2.000000 	0.844750 
3.000000 	0.854000 
4.000000 	0.863750 
5.000000 	0.872750 
6.000000 	0.880750 
7.000000 	0.885500 
8.000000 	0.890250 
9.000000 	0.893500 
10.000000 	0.892750 
11.000000 	0.890500 
12.000000 	0.884000 
13.000000 	0.875750 
14.000000 	0.865500 
15.000000 	0.851250 
16.000000 	0.835750 
17.000000 	0.819750 
18.000000 	0.803250 
19.000000 	0.785250 
20.000000 	0.765250 
21.000000 	0.744500 
22.000000 	0.722000 
23.000000 	0.700500 
24.000000 	0.678000 
25.000000 	0.654000 
26.000000 	0.631500 
27.000000 	0.608250 
28.000000 	0.585000 
29.000000 	0.562000 
30.000000 	0.537750 
31.000000 	0.514750 
32.000000 	0.490500 
33.000000 	0.468250 
34.000000 	0.447500 
35.000000 	0.426250 
36.000000 	0.408000 
37.000000 	0.389750 
38.000000 	0.375500 
39.000000 	0.361000 
40.000000 	0.348750 
41.000000 	0.336750 
42.000000 	0.328000 
43.000000 	0.320000 
44.000000 	0.312750 
45.000000 	0.305000 
46.000000 	0.297500 
47.000000 	0.291250 
48.000000 	0.284500 
49.000000 	0.278500 
50.000000 	0.270750 
51.000000 	0.266250 
52.000000 	0.261500 
53.000000 	0.255000 
54.000000 	0.252000 
55.000000 	0.248000 
56.000000 	0.247750 
57.000000 	0.243250 
58.000000 	0.238250 
59.000000 	0.241250 
60.000000 	0.241250 
61.000000 	0.234250 
62.000000 	0.225500 
63.000000 	0.228750 
64.000000 	0.234000 
65.000000 	0.233250 
66.000000 	0.233500 
67.000000 	0.228750 
68.000000 	0.223750 
69.000000 	0.226250 
70.000000 	0.229250 
71.000000 	0.229250 
72.000000 	0.230750 
73.000000 	0.227750 
74.000000 	0.231750 
75.000000 	0.234500 
76.000000 	0.238250 
77.000000 	0.237500 
78.000000 	0.243000 
79.000000 	0.241250 
80.000000 	0.243000 
81.000000 	0.246500 
82.000000 	0.249500 
83.000000 	0.251750 
84.000000 	0.252750 
85.000000 	0.258250 
86.000000 	0.258250 
87.000000 	0.262500 
88.000000 	0.263250 
89.000000 	0.266500 
90.000000 	0.271000 
91.000000 	0.274250 
92.000000 	0.279250 
93.000000 	0.280750 
94.000000 	0.286250 
95.000000 	0.292000 
96.000000 	0.298250 
97.000000 	0.300000 
98.000000 	0.304000 
99.000000 	0.307250 
100.000000 	0.312000 
101.000000 	0.313250 
102.000000 	0.318250 
103.000000 	0.322250 
104.000000 	0.326250 
105.000000 	0.332750 
106.000000 	0.339250 
107.000000 	0.343750 
108.000000 	0.347750 
109.000000 	0.352000 
110.000000 	0.355250 
111.000000 	0.358500 
112.000000 	0.362250 
113.000000 	0.366500 
114.000000 	0.369750 
115.000000 	0.373500 
116.000000 	0.376750 
117.000000 	0.381750 
118.000000 	0.385750 
119.000000 	0.388750 
120.000000 	0.392000 
121.000000 	0.393500 
122.000000 	0.395250 
123.000000 	0.396000 
124.000000 	0.396000 
125.000000 	0.402500 
126.000000 	0.407750 
127.000000 	0.412250 
128.000000 	0.413500 
129.000000 	0.417750 
130.000000 	0.421500 
131.000000 	0.421750 
132.000000 	0.421500 
133.000000 	0.424000 
134.000000 	0.427000 
135.000000 	0.429750 
136.000000 	0.433000 
137.000000 	0.435500 
138.000000 	0.440250 
139.000000 	0.429000 
140.000000 	0.476250 
141.000000 	0.447250 
142.000000 	0.443250 
143.000000 	0.448750 
144.000000 	0.451250 
145.000000 	0.456250 
146.000000 	0.461500 
147.000000 	0.465000 
148.000000 	0.470000 
149.000000 	0.472250 
150.000000 	0.475250 
151.000000 	0.476000 
152.000000 	0.478500 
153.000000 	0.481750 
154.000000 	0.485750 
155.000000 	0.486500 
156.000000 	0.489000 
157.000000 	0.492750 
158.000000 	0.495500 
159.000000 	0.495500 
160.000000 	0.499250 
161.000000 	0.501750 
162.000000 	0.505750 
163.000000 	0.506750 
164.000000 	0.509750 
165.000000 	0.510500 
166.000000 	0.511250 
167.000000 	0.514750 
168.000000 	0.515500 
169.000000 	0.517000 
170.000000 	0.518500 
171.000000 	0.517750 
172.000000 	0.518500 
173.000000 	0.520250 
174.000000 	0.521000 
175.000000 	0.523250 
176.000000 	0.525750 
177.000000 	0.526750 
178.000000 	0.528000 
179.000000 	0.528750 
180.000000 	0.527250 
181.000000 	0.529000 
182.000000 	0.527250 
183.000000 	0.529750 
184.000000 	0.531250 
185.000000 	0.533000 
186.000000 	0.533000 
187.000000 	0.533000 
188.000000 	0.532750 
189.000000 	0.533500 
190.000000 	0.532750 
191.000000 	0.532000 
192.000000 	0.532750 
193.000000 	0.532250 
194.000000 	0.532250 
195.000000 	0.528000 
196.000000 	0.526500 
197.000000 	0.525000 
198.000000 	0.524250 
199.000000 	0.520250 
200.000000 	0.517750 
201.000000 	0.517000 
202.000000 	0.515500 
203.000000 	0.513250 
204.000000 	0.511750 
205.000000 	0.511000 
206.000000 	0.508000 
207.000000 	0.504250 
208.000000 	0.501750 
209.000000 	0.501750 
210.000000 	0.501750 
211.000000 	0.499250 
212.000000 	0.497000 
213.000000 	0.495250 
214.000000 	0.492250 
215.000000 	0.491500 
216.000000 	0.489750 
217.000000 	0.489000 
218.000000 	0.486500 
219.000000 	0.485750 
220.000000 	0.486750 
221.000000 	0.486000 
222.000000 	0.485250 
223.000000 	0.486750 
224.000000 	0.486750 
225.000000 	0.486000 
226.000000 	0.487500 
227.000000 	0.487500 
228.000000 	0.490000 
229.000000 	0.491500 
230.000000 	0.493750 
231.000000 	0.494500 
232.000000 	0.498500 
233.000000 	0.501000 
234.000000 	0.505000 
235.000000 	0.506500 
236.000000 	0.512250 
237.000000 	0.516250 
238.000000 	0.516250 
239.000000 	0.521000 
240.000000 	0.525750 
241.000000 	0.529000 
242.000000 	0.532500 
243.000000 	0.538500 
244.000000 	0.545000 
245.000000 	0.550000 
246.000000 	0.557000 
247.000000 	0.559250 
248.000000 	0.566000 
249.000000 	0.570750 
250.000000 	0.577750 
251.000000 	0.580500 
252.000000 	0.588250 
253.000000 	0.597000 
254.000000 	0.603750 
255.000000 	0.610000 
256.000000 	0.615500 
257.000000 	0.623750 
258.000000 	0.6683910000
259.000000 	0.639750 
260.000000 	0.648500 
261.000000 	0.657250 
262.000000 	0.667000 
263.000000 	0.676250 
264.000000 	0.687500 
265.000000 	0.695750 
266.000000 	0.704500 
267.000000 	0.717500 
268.000000 	0.728750 
