# Table format: 1D 
# AnglePCyl 	PCylMoy_Brute 
0.000000 	1.154500 
1.000000 	1.141250 
2.000000 	1.128250 
3.000000 	1.112250 
4.000000 	1.097000 
5.000000 	1.080250 
6.000000 	1.064250 
7.000000 	1.046750 
8.000000 	1.030000 
9.000000 	1.015250 
10.000000 	0.999000 
11.000000 	0.984750 
12.000000 	0.968000 
13.000000 	0.953000 
14.000000 	0.938250 
15.000000 	0.921000 
16.000000 	0.907250 
17.000000 	0.892750 
18.000000 	0.876500 
19.000000 	0.864000 
20.000000 	0.847750 
21.000000 	0.832750 
22.000000 	0.818250 
23.000000 	0.803750 
24.000000 	0.790000 
25.000000 	0.773250 
26.000000 	0.761250 
27.000000 	0.750000 
28.000000 	0.739750 
29.000000 	0.729250 
30.000000 	0.719000 
31.000000 	0.708500 
32.000000 	0.698000 
33.000000 	0.687750 
34.000000 	0.678000 
35.000000 	0.667000 
36.000000 	0.661250 
37.000000 	0.654250 
38.000000 	0.649250 
39.000000 	0.643000 
40.000000 	0.637500 
41.000000 	0.629750 
42.000000 	0.621750 
43.000000 	0.617750 
44.000000 	0.612500 
45.000000 	0.609250 
46.000000 	0.605000 
47.000000 	0.602000 
48.000000 	0.599000 
49.000000 	0.594500 
50.000000 	0.591250 
51.000000 	0.589750 
52.000000 	0.589750 
53.000000 	0.586000 
54.000000 	0.582500 
55.000000 	0.584000 
56.000000 	0.581750 
57.000000 	0.577750 
58.000000 	0.573750 
59.000000 	0.573750 
60.000000 	0.574500 
61.000000 	0.571500 
62.000000 	0.570750 
63.000000 	0.570000 
64.000000 	0.569750 
65.000000 	0.568250 
66.000000 	0.566750 
67.000000 	0.563500 
68.000000 	0.563500 
69.000000 	0.562000 
70.000000 	0.561250 
71.000000 	0.558750 
72.000000 	0.559250 
73.000000 	0.558500 
74.000000 	0.557000 
75.000000 	0.557750 
76.000000 	0.556250 
77.000000 	0.556250 
78.000000 	0.555500 
79.000000 	0.554500 
80.000000 	0.555250 
81.000000 	0.553750 
82.000000 	0.553000 
83.000000 	0.556750 
84.000000 	0.554750 
85.000000 	0.557250 
86.000000 	0.557250 
87.000000 	0.558000 
88.000000 	0.558000 
89.000000 	0.559500 
90.000000 	0.560250 
91.000000 	0.563500 
92.000000 	0.562750 
93.000000 	0.566500 
94.000000 	0.567500 
95.000000 	0.566750 
96.000000 	0.570000 
97.000000 	0.570000 
98.000000 	0.573000 
99.000000 	0.575750 
100.000000 	0.575750 
101.000000 	0.578750 
102.000000 	0.583500 
103.000000 	0.586750 
104.000000 	0.591500 
105.000000 	0.594750 
106.000000 	0.597750 
107.000000 	0.602750 
108.000000 	0.605250 
109.000000 	0.608500 
110.000000 	0.613000 
111.000000 	0.618250 
112.000000 	0.622000 
113.000000 	0.627000 
114.000000 	0.631750 
115.000000 	0.638750 
116.000000 	0.641750 
117.000000 	0.647750 
118.000000 	0.652500 
119.000000 	0.658750 
120.000000 	0.665250 
121.000000 	0.672500 
122.000000 	0.679750 
123.000000 	0.685250 
124.000000 	0.693250 
125.000000 	0.699500 
126.000000 	0.705250 
127.000000 	0.716500 
128.000000 	0.724500 
129.000000 	0.734000 
130.000000 	0.741250 
131.000000 	0.748500 
132.000000 	0.756500 
133.000000 	0.767250 
134.000000 	0.774000 
135.000000 	0.784750 
136.000000 	0.795000 
137.000000 	0.805500 
138.000000 	0.815000 
139.000000 	0.825500 
140.000000 	0.834000 
141.000000 	0.843000 
142.000000 	0.852500 
143.000000 	0.863000 
144.000000 	0.873750 
145.000000 	0.882000 
146.000000 	0.892000 
147.000000 	0.900750 
148.000000 	0.913750 
149.000000 	0.921500 
150.000000 	0.932250 
151.000000 	0.943500 
152.000000 	0.951750 
153.000000 	0.961000 
154.000000 	0.969500 
155.000000 	0.977750 
156.000000 	0.985500 
157.000000 	0.994500 
158.000000 	1.004000 
159.000000 	1.015500 
160.000000 	1.024000 
161.000000 	1.035250 
162.000000 	1.044250 
163.000000 	1.053750 
164.000000 	1.087000 
165.000000 	1.042500 
166.000000 	1.088250 
167.000000 	1.083500 
168.000000 	1.094000 
169.000000 	1.102500 
170.000000 	1.110750 
171.000000 	1.117750 
172.000000 	1.126000 
173.000000 	1.133750 
174.000000 	1.142000 
175.000000 	1.150000 
176.000000 	1.157750 
177.000000 	1.166250 
178.000000 	1.173750 
179.000000 	1.183750 
180.000000 	1.189000 
181.000000 	1.198000 
182.000000 	1.205250 
183.000000 	1.214000 
184.000000 	1.220250 
185.000000 	1.227500 
186.000000 	1.236500 
187.000000 	1.244500 
188.000000 	1.251500 
189.000000 	1.259500 
190.000000 	1.268500 
191.000000 	1.274250 
192.000000 	1.283000 
193.000000 	1.291000 
194.000000 	1.296750 
195.000000 	1.300500 
196.000000 	1.306000 
197.000000 	1.311250 
198.000000 	1.315750 
199.000000 	1.321250 
200.000000 	1.324750 
201.000000 	1.328750 
202.000000 	1.331750 
203.000000 	1.335750 
204.000000 	1.338250 
205.000000 	1.340500 
206.000000 	1.341250 
207.000000 	1.344500 
208.000000 	1.349500 
209.000000 	1.353250 
210.000000 	1.357250 
211.000000 	1.359750 
212.000000 	1.362750 
213.000000 	1.366000 
214.000000 	1.370250 
215.000000 	1.373500 
216.000000 	1.381500 
217.000000 	1.388500 
218.000000 	1.394250 
219.000000 	1.399750 
220.000000 	1.404500 
221.000000 	1.410250 
222.000000 	1.416750 
223.000000 	1.423250 
224.000000 	1.430250 
225.000000 	1.435000 
226.000000 	1.439250 
227.000000 	1.447000 
228.000000 	1.455000 
229.000000 	1.461750 
230.000000 	1.470500 
231.000000 	1.479000 
232.000000 	1.490500 
233.000000 	1.500000 
234.000000 	1.515250 
235.000000 	1.531750 
236.000000 	1.541500 
237.000000 	1.553250 
238.000000 	1.567500 
239.000000 	1.578500 
240.000000 	1.592250 
241.000000 	1.608250 
242.000000 	1.6165500000 
243.000000 	1.637000 
244.000000 	1.653000 
245.000000 	1.673000 
246.000000 	1.685750 
247.000000 	1.700250 
248.000000 	1.717000 
249.000000 	1.737250 
250.000000 	1.757250 
251.000000 	1.775500 
252.000000 	1.796250 
253.000000 	1.819500 
254.000000 	1.842000 
255.000000 	1.862750 
256.000000 	1.883750 
257.000000 	1.908500 
258.000000 	1.932750 
259.000000 	1.959000 
260.000000 	1.985500 
261.000000 	2.012750 
262.000000 	2.041500 
263.000000 	2.075250 
264.000000 	2.103250 
265.000000 	2.132750 
266.000000 	2.166500 
267.000000 	2.203500 
268.000000 	2.238750 
269.000000 	2.274500 
270.000000 	2.313750 
271.000000 	2.350000 
272.000000 	2.390750 
273.000000 	2.431500 
274.000000 	2.475750 
275.000000 	2.522250 
276.000000 	2.571250 
277.000000 	2.619250 
278.000000 	2.669500 
279.000000 	2.719000 
280.000000 	2.772250 
281.000000 	2.830750 
282.000000 	2.891500 
283.000000 	2.953250 
284.000000 	3.014750 
285.000000 	3.076500 
286.000000 	3.143000 
287.000000 	3.215000 
288.000000 	3.292000 
289.000000 	3.371250 
290.000000 	3.448250 
291.000000 	3.526750 
292.000000 	3.616000 
293.000000 	3.708500 
294.000000 	3.803250 
295.000000 	3.898500 
296.000000 	3.995250 
297.000000 	4.102000 
298.000000 	4.218250 
299.000000 	4.334500 
300.000000 	4.448750 
300.200000 	4.474750 
300.400000 	4.497750 
300.600000 	4.521750 
300.800000 	4.546500 
301.000000 	4.574000 
301.200000 	4.600000 
301.400000 	4.626750 
301.600000 	4.653500 
301.800000 	4.681000 
302.000000 	4.709250 
302.200000 	4.736500 
302.400000 	4.763750 
302.600000 	4.793250 
302.800000 	4.820500 
303.000000 	4.847000 
303.200000 	4.876000 
303.400000 	4.903000 
303.600000 	4.930500 
303.800000 	4.959250 
304.000000 	4.988000 
304.200000 	5.016000 
304.400000 	5.044250 
304.600000 	5.072000 
304.800000 	5.101750 
305.000000 	5.131500 
305.200000 	5.161250 
305.400000 	5.191500 
305.600000 	5.224500 
305.800000 	5.256500 
306.000000 	5.286750 
306.200000 	5.320500 
306.400000 	5.354000 
306.600000 	5.386000 
306.800000 	5.420000 
307.000000 	5.453500 
307.200000 	5.488000 
307.400000 	5.521500 
307.600000 	5.554250 
307.800000 	5.589750 
308.000000 	5.625750 
308.200000 	5.659500 
308.400000 	5.693000 
308.600000 	5.728000 
308.800000 	5.766000 
309.000000 	5.801250 
309.200000 	5.836250 
309.400000 	5.872500 
309.600000 	5.910750 
309.800000 	5.948500 
310.000000 	5.986250 
310.200000 	6.024500 
310.400000 	6.063000 
310.600000 	6.102250 
310.800000 	6.142250 
311.000000 	6.182500 
311.200000 	6.222500 
311.400000 	6.263500 
311.600000 	6.306000 
311.800000 	6.347500 
312.000000 	6.388250 
312.200000 	6.429750 
312.400000 	6.474000 
312.600000 	6.515000 
312.800000 	6.556750 
313.000000 	6.597250 
313.200000 	6.640750 
313.400000 	6.683000 
313.600000 	6.724000 
313.800000 	6.768000 
314.000000 	6.813750 
314.200000 	6.859500 
314.400000 	6.902500 
314.600000 	6.947500 
314.800000 	6.998000 
315.000000 	7.046000 
315.200000 	7.094000 
315.400000 	7.143000 
315.600000 	7.193500 
315.800000 	7.244750 
316.000000 	7.293500 
316.200000 	7.343250 
316.400000 	7.394500 
316.600000 	7.443250 
316.800000 	7.494750 
317.000000 	7.545000 
317.200000 	7.597250 
317.400000 	7.649250 
317.600000 	7.701250 
317.800000 	7.756750 
318.000000 	7.810250 
318.200000 	7.863250 
318.400000 	7.917000 
318.600000 	7.972750 
318.800000 	8.029750 
319.000000 	8.084250 
319.200000 	8.141000 
319.400000 	8.200250 
319.600000 	8.258000 
319.800000 	8.319750 
320.000000 	8.380750 
320.200000 	8.440750 
320.400000 	8.502500 
320.600000 	8.562750 
320.800000 	8.624250 
321.000000 	8.682750 
321.200000 	8.742000 
321.400000 	8.802750 
321.600000 	8.863750 
321.800000 	8.927250 
322.000000 	8.990250 
322.200000 	9.055250 
322.400000 	9.121000 
322.600000 	9.187250 
322.800000 	9.257000 
323.000000 	9.323500 
323.200000 	9.393250 
323.400000 	9.462250 
323.600000 	9.531500 
323.800000 	9.602500 
324.000000 	9.672500 
324.200000 	9.744250 
324.400000 	9.816000 
324.600000 	9.888500 
324.800000 	9.963750 
325.000000 	10.035750 
325.200000 	10.108000 
325.400000 	10.181500 
325.600000 	10.254500 
325.800000 	10.329750 
326.000000 	10.403250 
326.200000 	10.477750 
326.400000 	10.556500 
326.600000 	10.634250 
326.800000 	10.715000 
327.000000 	10.795250 
327.200000 	10.877000 
327.400000 	10.958500 
327.600000 	11.040000 
327.800000 	11.123750 
328.000000 	11.205500 
328.200000 	11.289250 
328.400000 	11.373500 
328.600000 	11.455750 
328.800000 	11.542750 
329.000000 	11.626750 
329.200000 	11.712000 
329.400000 	11.795750 
329.600000 	11.879750 
329.800000 	11.968750 
330.000000 	12.055500 
330.200000 	12.143500 
330.400000 	12.234750 
330.600000 	12.326250 
330.800000 	12.420500 
331.000000 	12.515000 
331.200000 	12.607750 
331.400000 	12.703250 
331.600000 	12.798750 
331.800000 	12.897250 
332.000000 	12.992750 
332.200000 	13.089500 
332.400000 	13.187500 
332.600000 	13.284250 
332.800000 	13.382500 
333.000000 	13.480500 
333.200000 	13.575750 
333.400000 	13.674500 
333.600000 	13.773750 
333.800000 	13.873500 
334.000000 	13.975750 
334.200000 	14.077500 
334.400000 	14.181500 
334.600000 	14.285750 
334.800000 	14.394750 
335.000000 	14.499250 
335.200000 	14.605250 
335.400000 	14.714250 
335.600000 	14.818500 
335.800000 	14.926250 
336.000000 	15.036250 
336.200000 	15.143500 
336.400000 	15.251750 
336.600000 	15.361500 
336.800000 	15.472750 
337.000000 	15.581000 
337.200000 	15.688250 
337.400000 	15.797250 
337.600000 	15.908000 
337.800000 	16.022250 
338.000000 	16.134750 
338.200000 	16.249250 
338.400000 	16.366750 
338.600000 	16.484000 
338.800000 	16.601500 
339.000000 	16.717750 
339.200000 	16.835250 
339.400000 	16.952500 
339.600000 	17.069500 
339.800000 	17.189500 
340.000000 	17.307250 
340.200000 	17.423500 
340.400000 	17.537250 
340.600000 	17.653250 
340.800000 	17.773500 
341.000000 	17.889500 
341.200000 	18.006000 
341.400000 	18.124250 
341.600000 	18.243250 
341.800000 	18.363000 
342.000000 	18.485000 
342.200000 	18.607750 
342.400000 	18.729250 
342.600000 	18.850250 
342.800000 	18.975250 
343.000000 	19.096750 
343.200000 	19.218000 
343.400000 	19.340500 
343.600000 	19.459000 
343.800000 	19.585500 
344.000000 	19.701750 
344.200000 	19.809250 
344.400000 	19.959500 
344.600000 	20.028000 
344.800000 	20.203250 
345.000000 	20.272250 
345.200000 	20.431750 
345.400000 	20.515500 
345.600000 	20.673500 
345.800000 	20.758250 
346.000000 	20.902750 
346.200000 	21.002750 
346.400000 	21.138250 
346.600000 	21.245500 
346.800000 	21.369750 
347.000000 	21.478500 
347.200000 	21.595750 
347.400000 	21.709250 
347.600000 	21.819250 
347.800000 	21.929750 
348.000000 	22.039500 
348.200000 	22.150500 
348.400000 	22.260250 
348.600000 	22.371000 
348.800000 	22.480750 
349.000000 	22.589750 
349.200000 	22.702000 
349.400000 	22.811750 
349.600000 	22.918250 
349.800000 	23.029000 
350.000000 	23.133500 
350.200000 	23.240000 
350.400000 	23.345250 
350.600000 	23.447750 
350.800000 	23.551000 
351.000000 	23.652750 
351.200000 	23.752250 
351.400000 	23.853250 
351.600000 	23.952250 
351.800000 	24.053500 
352.000000 	24.152750 
352.200000 	24.252750 
352.400000 	24.353750 
352.600000 	24.451500 
352.800000 	24.556500 
353.000000 	24.656500 
353.200000 	24.756000 
353.400000 	24.859250 
353.600000 	24.958500 
353.800000 	25.058750 
354.000000 	25.156500 
354.200000 	25.257500 
354.400000 	25.356000 
354.600000 	25.455250 
354.800000 	25.557250 
355.000000 	25.658250 
355.200000 	25.763250 
355.400000 	25.868000 
355.600000 	25.975250 
355.800000 	26.085750 
356.000000 	26.199000 
356.200000 	26.311750 
356.400000 	26.428750 
356.600000 	26.547500 
356.800000 	26.669750 
357.000000 	26.793250 
357.200000 	26.918250 
357.400000 	27.041750 
357.600000 	27.169750 
357.800000 	27.302750 
358.000000 	27.438000 
358.200000 	27.573500 
358.400000 	27.714750 
358.600000 	27.857500 
358.800000 	28.008500 
359.000000 	28.160750 
359.200000 	28.316250 
359.400000 	28.478750 
359.600000 	28.642250 
359.800000 	28.813000 
360.000000 	28.983000 
360.200000 	29.157500 
360.400000 	29.336000 
360.600000 	29.514750 
360.800000 	29.700750 
361.000000 	29.887250 
361.200000 	30.079500 
361.400000 	30.275750 
361.600000 	30.475250 
361.800000 	30.683000 
362.000000 	30.892000 
362.200000 	31.105000 
362.400000 	31.327250 
362.600000 	31.550750 
362.800000 	31.782000 
363.000000 	32.016000 
363.200000 	32.250500 
363.400000 	32.487750 
363.600000 	32.730500 
363.800000 	32.981250 
364.000000 	33.231500 
364.200000 	33.484000 
364.400000 	33.742250 
364.600000 	34.005000 
364.800000 	34.274250 
365.000000 	34.545250 
365.200000 	34.820750 
365.400000 	35.101750 
365.600000 	35.383750 
365.800000 	35.676000 
366.000000 	35.968750 
366.200000 	36.261750 
366.400000 	36.559750 
366.600000 	36.860000 
366.800000 	37.172500 
367.000000 	37.481250 
367.200000 	37.796000 
367.400000 	38.112500 
367.600000 	38.433000 
367.800000 	38.761250 
368.000000 	39.089000 
368.200000 	39.421500 
368.400000 	39.752250 
368.600000 	40.084750 
368.800000 	40.426000 
369.000000 	40.761750 
369.200000 	41.101500 
369.400000 	41.448250 
369.600000 	41.791750 
369.800000 	42.131750 
370.000000 	42.474500 
370.200000 	42.818250 
370.400000 	43.173000 
370.600000 	43.521500 
370.800000 	43.871500 
371.000000 	44.219000 
371.200000 	44.566250 
371.400000 	44.913750 
371.600000 	45.259500 
371.800000 	45.609000 
372.000000 	45.951250 
372.200000 	46.294750 
372.400000 	46.630500 
372.600000 	46.965250 
372.800000 	47.302500 
373.000000 	47.629250 
373.200000 	47.952750 
373.400000 	48.273250 
373.600000 	48.588500 
373.800000 	48.906250 
374.000000 	49.211750 
374.200000 	49.513500 
374.400000 	49.809750 
374.600000 	50.101500 
374.800000 	50.393250 
375.000000 	50.671750 
375.200000 	50.942500 
375.400000 	51.208000 
375.600000 	51.463250 
375.800000 	51.715000 
376.000000 	51.954500 
376.200000 	52.185250 
376.400000 	52.406750 
376.600000 	52.614500 
376.800000 	52.821000 
377.000000 	53.011750 
377.200000 	53.192000 
377.400000 	53.364750 
377.600000 	53.526750 
377.800000 	53.680000 
378.000000 	53.825500 
378.200000 	53.961750 
378.400000 	54.085000 
378.600000 	54.200500 
378.800000 	54.308500 
379.000000 	54.398750 
379.200000 	54.483750 
379.400000 	54.551250 
379.600000 	54.619250 
379.800000 	54.663250 
380.000000 	54.705750 
380.200000 	54.717750 
380.400000 	54.732000 
380.600000 	54.740250 
380.800000 	54.728250 
381.000000 	54.721500 
381.200000 	54.690500 
381.400000 	54.662500 
381.600000 	54.617250 
381.800000 	54.566750 
382.000000 	54.505000 
382.200000 	54.442500 
382.400000 	54.365250 
382.600000 	54.281000 
382.800000 	54.180750 
383.000000 	54.074250 
383.200000 	53.955000 
383.400000 	53.829750 
383.600000 	53.690750 
383.800000 	53.544750 
384.000000 	53.388500 
384.200000 	53.233750 
384.400000 	53.062250 
384.600000 	52.896250 
384.800000 	52.720250 
385.000000 	52.544750 
385.200000 	52.359000 
385.400000 	52.168000 
385.600000 	51.976750 
385.800000 	51.774000 
386.000000 	51.569000 
386.200000 	51.359000 
386.400000 	51.139000 
386.600000 	50.919250 
386.800000 	50.687750 
387.000000 	50.453500 
387.200000 	50.212000 
387.400000 	49.962750 
387.600000 	49.715250 
387.800000 	49.462000 
388.000000 	49.212250 
388.200000 	48.960750 
388.400000 	48.709000 
388.600000 	48.453250 
388.800000 	48.197750 
389.000000 	47.944750 
389.200000 	47.689250 
389.400000 	47.429750 
389.600000 	47.169500 
389.800000 	46.903500 
390.000000 	46.635750 
390.200000 	46.366750 
390.400000 	46.092750 
390.600000 	45.820000 
390.800000 	45.543000 
391.000000 	45.265750 
391.200000 	44.989500 
391.400000 	44.715500 
391.600000 	44.438500 
391.800000 	44.161250 
392.000000 	43.893000 
392.200000 	43.623000 
392.400000 	43.355000 
392.600000 	43.091500 
392.800000 	42.824250 
393.000000 	42.560000 
393.200000 	42.294500 
393.400000 	42.024750 
393.600000 	41.757000 
393.800000 	41.482500 
394.000000 	41.215250 
394.200000 	40.948750 
394.400000 	40.678000 
394.600000 	40.409000 
394.800000 	40.137500 
395.000000 	39.872250 
395.200000 	39.610250 
395.400000 	39.350500 
395.600000 	39.094250 
395.800000 	38.835500 
396.000000 	38.582500 
396.200000 	38.332500 
396.400000 	38.082500 
396.600000 	37.838000 
396.800000 	37.587250 
397.000000 	37.339250 
397.200000 	37.092500 
397.400000 	36.844750 
397.600000 	36.598000 
397.800000 	36.344250 
398.000000 	36.096500 
398.200000 	35.852250 
398.400000 	35.608750 
398.600000 	35.370750 
398.800000 	35.128000 
399.000000 	34.895000 
399.200000 	34.662750 
399.400000 	34.431750 
399.600000 	34.204500 
399.800000 	33.977000 
400.000000 	33.755750 
400.200000 	33.536500 
400.400000 	33.314500 
400.600000 	33.094750 
400.800000 	32.871500 
401.000000 	32.652000 
401.200000 	32.433250 
401.400000 	32.216250 
401.600000 	31.999000 
401.800000 	31.780250 
402.000000 	31.567250 
402.200000 	31.356750 
402.400000 	31.147000 
402.600000 	30.943000 
402.800000 	30.738000 
403.000000 	30.541000 
403.200000 	30.344000 
403.400000 	30.149250 
403.600000 	29.955500 
403.800000 	29.758250 
404.000000 	29.566000 
404.200000 	29.374500 
404.400000 	29.182500 
404.600000 	28.994000 
404.800000 	28.799750 
405.000000 	28.610250 
405.200000 	28.423000 
405.400000 	28.235500 
405.600000 	28.050250 
405.800000 	27.864750 
406.000000 	27.685750 
406.200000 	27.508750 
406.400000 	27.332750 
406.600000 	27.162000 
406.800000 	26.989750 
407.000000 	26.819250 
407.200000 	26.652500 
407.400000 	26.486750 
407.600000 	26.321000 
407.800000 	26.153250 
408.000000 	25.987750 
408.200000 	25.823500 
408.400000 	25.656750 
408.600000 	25.496000 
408.800000 	25.330750 
409.000000 	25.170500 
409.200000 	25.014250 
409.400000 	24.858250 
409.600000 	24.705000 
409.800000 	24.549750 
410.000000 	24.399000 
410.200000 	24.251750 
410.400000 	24.104500 
410.600000 	23.960500 
410.800000 	23.815250 
411.000000 	23.674250 
411.200000 	23.531000 
411.400000 	23.389750 
411.600000 	23.248000 
411.800000 	23.104750 
412.000000 	22.966000 
412.200000 	22.825750 
412.400000 	22.686500 
412.600000 	22.549500 
412.800000 	22.412500 
413.000000 	22.278500 
413.200000 	22.146500 
413.400000 	22.016750 
413.600000 	21.889500 
413.800000 	21.759500 
414.000000 	21.635500 
414.200000 	21.512250 
414.400000 	21.389500 
414.600000 	21.266000 
414.800000 	21.142750 
415.000000 	21.021000 
415.200000 	20.901500 
415.400000 	20.779000 
415.600000 	20.659750 
415.800000 	20.538750 
416.000000 	20.420000 
416.200000 	20.304000 
416.400000 	20.185500 
416.600000 	20.069250 
416.800000 	19.954250 
417.000000 	19.843500 
417.200000 	19.732000 
417.400000 	19.623250 
417.600000 	19.516500 
417.800000 	19.407500 
418.000000 	19.300250 
418.200000 	19.193750 
418.400000 	19.089750 
418.600000 	18.986000 
418.800000 	18.879750 
419.000000 	18.775500 
419.200000 	18.671250 
419.400000 	18.570250 
419.600000 	18.467000 
419.800000 	18.365500 
420.000000 	18.265750 
420.200000 	18.166500 
420.400000 	18.066750 
420.600000 	17.971250 
420.800000 	17.876750 
421.000000 	17.782250 
421.200000 	17.688500 
421.400000 	17.594750 
421.600000 	17.504000 
421.800000 	17.414250 
422.000000 	17.323250 
422.200000 	17.233500 
422.400000 	17.145000 
422.600000 	17.056250 
422.800000 	16.965000 
423.000000 	16.878000 
423.200000 	16.789500 
423.400000 	16.700750 
423.600000 	16.614250 
423.800000 	16.527500 
424.000000 	16.442750 
424.200000 	16.358500 
424.400000 	16.278500 
424.600000 	16.198500 
424.800000 	16.117500 
425.000000 	16.038250 
425.200000 	15.960500 
425.400000 	15.881250 
425.600000 	15.802750 
425.800000 	15.725000 
426.000000 	15.648750 
426.200000 	15.573500 
426.400000 	15.495000 
426.600000 	15.419750 
426.800000 	15.344250 
427.000000 	15.269000 
427.200000 	15.194500 
427.400000 	15.120000 
427.600000 	15.047500 
427.800000 	14.972750 
428.000000 	14.899500 
428.200000 	14.830250 
428.400000 	14.760250 
428.600000 	14.690750 
428.800000 	14.623500 
429.000000 	14.557500 
429.200000 	14.492000 
429.400000 	14.425750 
429.600000 	14.359750 
429.800000 	14.293250 
430.000000 	14.228500 
430.200000 	14.162750 
430.400000 	14.098000 
430.600000 	14.032750 
430.800000 	13.966500 
431.000000 	13.902250 
431.200000 	13.840000 
431.400000 	13.776500 
431.600000 	13.714750 
431.800000 	13.651500 
432.000000 	13.591500 
432.200000 	13.532500 
432.400000 	13.472250 
432.600000 	13.413750 
432.800000 	13.356000 
433.000000 	13.299250 
433.200000 	13.243250 
433.400000 	13.187250 
433.600000 	13.130000 
433.800000 	13.073250 
434.000000 	13.017250 
434.200000 	12.961250 
434.400000 	12.906000 
434.600000 	12.850500 
434.800000 	12.796250 
435.000000 	12.740750 
435.200000 	12.685500 
435.400000 	12.631750 
435.600000 	12.579000 
435.800000 	12.526000 
436.000000 	12.474250 
436.200000 	12.422500 
436.400000 	12.372250 
436.600000 	12.322500 
436.800000 	12.274500 
437.000000 	12.224750 
437.200000 	12.176000 
437.400000 	12.127250 
437.600000 	12.078500 
437.800000 	12.031000 
438.000000 	11.980250 
438.200000 	11.934000 
438.400000 	11.884250 
438.600000 	11.838500 
438.800000 	11.789000 
439.000000 	11.740250 
439.200000 	11.694500 
439.400000 	11.647250 
439.600000 	11.602250 
439.800000 	11.556750 
440.000000 	11.513500 
440.200000 	11.469000 
440.400000 	11.428000 
440.600000 	11.382000 
440.800000 	11.340500 
