# Table format: 1D 
# AnglePCyl 	PCylMoy_Brute 
0.000000 	0.832500 
1.000000 	0.822250 
2.000000 	0.807000 
3.000000 	0.790250 
4.000000 	0.772750 
5.000000 	0.752500 
6.000000 	0.734250 
7.000000 	0.717250 
8.000000 	0.706750 
9.000000 	0.695500 
10.000000 	0.682000 
11.000000 	0.669250 
12.000000 	0.656250 
13.000000 	0.642750 
14.000000 	0.630000 
15.000000 	0.619250 
16.000000 	0.609000 
17.000000 	0.601250 
18.000000 	0.592250 
19.000000 	0.584250 
20.000000 	0.578500 
21.000000 	0.571500 
22.000000 	0.564000 
23.000000 	0.560250 
24.000000 	0.556250 
25.000000 	0.551250 
26.000000 	0.549750 
27.000000 	0.547250 
28.000000 	0.545750 
29.000000 	0.545750 
30.000000 	0.545750 
31.000000 	0.547250 
32.000000 	0.550500 
33.000000 	0.553000 
34.000000 	0.555250 
35.000000 	0.559500 
36.000000 	0.563500 
37.000000 	0.568750 
38.000000 	0.572250 
39.000000 	0.578000 
40.000000 	0.585000 
41.000000 	0.590750 
42.000000 	0.597250 
43.000000 	0.602000 
44.000000 	0.605000 
45.000000 	0.611500 
46.000000 	0.614000 
47.000000 	0.618750 
48.000000 	0.622000 
49.000000 	0.626000 
50.000000 	0.628250 
51.000000 	0.635500 
52.000000 	0.639000 
53.000000 	0.645750 
54.000000 	0.649750 
55.000000 	0.657000 
56.000000 	0.661000 
57.000000 	0.666000 
58.000000 	0.671500 
59.000000 	0.681250 
60.000000 	0.685000 
61.000000 	0.690750 
62.000000 	0.697250 
63.000000 	0.702000 
64.000000 	0.706000 
65.000000 	0.710000 
66.000000 	0.714750 
67.000000 	0.718000 
68.000000 	0.721000 
69.000000 	0.723000 
70.000000 	0.725250 
71.000000 	0.725250 
72.000000 	0.726750 
73.000000 	0.728250 
74.000000 	0.726750 
75.000000 	0.727500 
76.000000 	0.728500 
77.000000 	0.727750 
78.000000 	0.727750 
79.000000 	0.726250 
80.000000 	0.724500 
81.000000 	0.723500 
82.000000 	0.722500 
83.000000 	0.721000 
84.000000 	0.720250 
85.000000 	0.718000 
86.000000 	0.716500 
87.000000 	0.715000 
88.000000 	0.711750 
89.000000 	0.708250 
90.000000 	0.707500 
91.000000 	0.705000 
92.000000 	0.702000 
93.000000 	0.699750 
94.000000 	0.696250 
95.000000 	0.694000 
96.000000 	0.692250 
97.000000 	0.690000 
98.000000 	0.689000 
99.000000 	0.687500 
100.000000 	0.686000 
101.000000 	0.685250 
102.000000 	0.686000 
103.000000 	0.684500 
104.000000 	0.683500 
105.000000 	0.683250 
106.000000 	0.682500 
107.000000 	0.684000 
108.000000 	0.685000 
109.000000 	0.685750 
110.000000 	0.685750 
111.000000 	0.687500 
112.000000 	0.689000 
113.000000 	0.691750 
114.000000 	0.692500 
115.000000 	0.694750 
116.000000 	0.695500 
117.000000 	0.698000 
118.000000 	0.700500 
119.000000 	0.702750 
120.000000 	0.704250 
121.000000 	0.706750 
122.000000 	0.708500 
123.000000 	0.711750 
124.000000 	0.714000 
125.000000 	0.716500 
126.000000 	0.718000 
127.000000 	0.721250 
128.000000 	0.723000 
129.000000 	0.727000 
130.000000 	0.728500 
131.000000 	0.732250 
132.000000 	0.734000 
133.000000 	0.737250 
134.000000 	0.738000 
135.000000 	0.740750 
136.000000 	0.741500 
137.000000 	0.743750 
138.000000 	0.745250 
139.000000 	0.747750 
140.000000 	0.749500 
141.000000 	0.750250 
142.000000 	0.751000 
143.000000 	0.751750 
144.000000 	0.753250 
145.000000 	0.752500 
146.000000 	0.754000 
147.000000 	0.754750 
148.000000 	0.755750 
149.000000 	0.756500 
150.000000 	0.756500 
151.000000 	0.757250 
152.000000 	0.757250 
153.000000 	0.758250 
154.000000 	0.759000 
