# Table format: 1D 
# AnglePCyl 	PCylMoy_Brute 
0.000000 	1.074250 
1.000000 	1.073250 
2.000000 	1.072000 
3.000000 	1.071250 
4.000000 	1.064750 
5.000000 	1.064000 
6.000000 	1.056750 
7.000000 	1.046500 
8.000000 	1.033500 
9.000000 	1.016250 
10.000000 	0.996500 
11.000000 	0.978000 
12.000000 	0.956500 
13.000000 	0.931750 
14.000000 	0.906750 
15.000000 	0.883500 
16.000000 	0.855000 
17.000000 	0.826000 
18.000000 	0.796000 
19.000000 	0.765250 
20.000000 	0.735500 
21.000000 	0.705250 
22.000000 	0.672000 
23.000000 	0.639250 
24.000000 	0.607250 
25.000000 	0.577500 
26.000000 	0.547250 
27.000000 	0.518250 
28.000000 	0.489250 
29.000000 	0.463250 
30.000000 	0.436000 
31.000000 	0.409500 
32.000000 	0.389250 
33.000000 	0.371000 
34.000000 	0.359750 
35.000000 	0.345250 
36.000000 	0.331000 
37.000000 	0.322000 
38.000000 	0.312500 
39.000000 	0.298750 
40.000000 	0.290750 
41.000000 	0.283500 
42.000000 	0.274750 
43.000000 	0.265750 
44.000000 	0.258750 
45.000000 	0.256500 
46.000000 	0.252500 
47.000000 	0.246500 
48.000000 	0.238750 
49.000000 	0.234750 
50.000000 	0.230000 
51.000000 	0.221000 
52.000000 	0.221250 
53.000000 	0.218750 
54.000000 	0.215250 
55.000000 	0.213250 
56.000000 	0.212250 
57.000000 	0.212250 
58.000000 	0.210750 
59.000000 	0.211500 
60.000000 	0.210750 
61.000000 	0.210250 
62.000000 	0.211500 
63.000000 	0.205750 
64.000000 	0.203500 
65.000000 	0.206000 
66.000000 	0.205750 
67.000000 	0.203500 
68.000000 	0.205000 
69.000000 	0.207500 
70.000000 	0.204500 
71.000000 	0.202000 
72.000000 	0.208500 
73.000000 	0.205000 
74.000000 	0.205250 
75.000000 	0.203250 
76.000000 	0.205250 
77.000000 	0.201750 
78.000000 	0.198750 
79.000000 	0.202750 
80.000000 	0.205000 
81.000000 	0.204250 
82.000000 	0.207500 
83.000000 	0.211500 
84.000000 	0.211500 
85.000000 	0.209750 
86.000000 	0.211500 
87.000000 	0.210000 
88.000000 	0.212250 
89.000000 	0.216250 
90.000000 	0.218000 
91.000000 	0.219750 
92.000000 	0.225250 
93.000000 	0.229250 
94.000000 	0.233000 
95.000000 	0.242750 
96.000000 	0.244500 
97.000000 	0.239750 
98.000000 	0.243500 
99.000000 	0.248500 
100.000000 	0.249250 
101.000000 	0.249000 
102.000000 	0.256000 
103.000000 	0.264500 
104.000000 	0.266750 
105.000000 	0.268500 
106.000000 	0.278000 
107.000000 	0.280500 
108.000000 	0.284500 
109.000000 	0.296250 
110.000000 	0.293250 
111.000000 	0.282000 
112.000000 	0.315000 
113.000000 	0.318750 
114.000000 	0.301250 
115.000000 	0.314750 
116.000000 	0.329250 
117.000000 	0.321250 
118.000000 	0.331000 
119.000000 	0.339750 
120.000000 	0.341750 
121.000000 	0.348000 
122.000000 	0.350000 
123.000000 	0.351500 
124.000000 	0.354000 
125.000000 	0.361250 
126.000000 	0.358250 
127.000000 	0.367500 
128.000000 	0.370750 
129.000000 	0.373250 
130.000000 	0.381500 
131.000000 	0.385250 
132.000000 	0.393500 
133.000000 	0.399000 
134.000000 	0.408500 
135.000000 	0.415000 
136.000000 	0.422250 
137.000000 	0.424000 
138.000000 	0.430000 
139.000000 	0.432500 
140.000000 	0.433500 
141.000000 	0.438000 
142.000000 	0.443750 
143.000000 	0.443750 
144.000000 	0.450250 
145.000000 	0.463750 
146.000000 	0.472500 
147.000000 	0.478500 
148.000000 	0.484750 
149.000000 	0.487750 
150.000000 	0.472750 
151.000000 	0.497500 
152.000000 	0.500750 
153.000000 	0.507250 
154.000000 	0.512750 
155.000000 	0.516750 
156.000000 	0.527250 
157.000000 	0.537500 
158.000000 	0.541250 
159.000000 	0.555000 
160.000000 	0.567000 
161.000000 	0.571250 
162.000000 	0.576750 
163.000000 	0.583500 
164.000000 	0.589750 
165.000000 	0.597500 
166.000000 	0.601500 
167.000000 	0.606500 
168.000000 	0.612750 
169.000000 	0.617500 
170.000000 	0.623000 
171.000000 	0.629000 
172.000000 	0.635250 
173.000000 	0.641000 
174.000000 	0.649000 
175.000000 	0.654500 
176.000000 	0.660250 
177.000000 	0.667250 
178.000000 	0.672250 
179.000000 	0.676000 
180.000000 	0.684250 
181.000000 	0.692750 
182.000000 	0.698500 
183.000000 	0.704250 
184.000000 	0.709750 
185.000000 	0.715250 
186.000000 	0.721500 
187.000000 	0.724250 
188.000000 	0.729750 
189.000000 	0.734500 
190.000000 	0.739250 
191.000000 	0.743500 
192.000000 	0.748750 
193.000000 	0.752250 
194.000000 	0.753750 
195.000000 	0.757750 
196.000000 	0.760000 
197.000000 	0.763250 
198.000000 	0.766500 
199.000000 	0.772250 
200.000000 	0.776250 
201.000000 	0.778500 
202.000000 	0.781250 
203.000000 	0.782750 
204.000000 	0.782750 
205.000000 	0.784250 
206.000000 	0.790000 
207.000000 	0.790750 
208.000000 	0.791250 
209.000000 	0.791250 
210.000000 	0.791250 
211.000000 	0.790500 
212.000000 	0.794000 
213.000000 	0.802000 
214.000000 	0.811500 
215.000000 	0.814750 
216.000000 	0.816250 
217.000000 	0.820000 
218.000000 	0.823750 
219.000000 	0.829000 
220.000000 	0.830750 
221.000000 	0.833000 
222.000000 	0.837000 
223.000000 	0.839500 
224.000000 	0.846000 
225.000000 	0.851500 
226.000000 	0.857000 
227.000000 	0.866000 
228.000000 	0.872000 
229.000000 	0.877250 
230.000000 	0.883000 
231.000000 	0.885250 
232.000000 	0.885250 
233.000000 	0.891500 
234.000000 	0.899750 
235.000000 	0.899750 
236.000000 	0.908500 
237.000000 	0.918750 
238.000000 	0.926250 
239.000000 	0.931750 
240.000000 	0.937500 
241.000000 	0.937250 
242.000000 	0.952500 
243.000000 	0.955000 
244.000000 	0.978000 
245.000000 	0.984500 
246.000000 	0.996500 
247.000000 	1.006250 
248.000000 	1.016000 
249.000000 	1.081520000000 
250.000000 	1.035000 
251.000000 	1.048750 
252.000000 	1.058250 
253.000000 	1.072500 
254.000000 	1.084750 
255.000000 	1.093750 
256.000000 	1.108750 
257.000000 	1.123250 
258.000000 	1.130250 
259.000000 	1.153500 
260.000000 	1.173000 
261.000000 	1.189750 
262.000000 	1.213000 
263.000000 	1.232750 
264.000000 	1.245000 
265.000000 	1.261000 
266.000000 	1.278500 
267.000000 	1.297750 
268.000000 	1.320250 
269.000000 	1.342750 
270.000000 	1.362750 
271.000000 	1.389000 
272.000000 	1.415750 
273.000000 	1.437750 
274.000000 	1.466250 
275.000000 	1.494750 
276.000000 	1.515000 
277.000000 	1.535750 
278.000000 	1.562250 
279.000000 	1.587750 
280.000000 	1.625500 
281.000000 	1.659750 
282.000000 	1.696750 
283.000000 	1.738250 
284.000000 	1.780250 
