# Table format: 1D 
# AnglePCyl 	PCylMoy_Brute 
0.000000 	0.940750 
1.000000 	0.949250 
2.000000 	0.955000 
3.000000 	0.957250 
4.000000 	0.958000 
5.000000 	0.958750 
6.000000 	0.955000 
7.000000 	0.947750 
8.000000 	0.937500 
9.000000 	0.926000 
10.000000 	0.911750 
11.000000 	0.895000 
12.000000 	0.879500 
13.000000 	0.858000 
14.000000 	0.839750 
15.000000 	0.817000 
16.000000 	0.796500 
17.000000 	0.768250 
18.000000 	0.741000 
19.000000 	0.714500 
20.000000 	0.689750 
21.000000 	0.665750 
22.000000 	0.640000 
23.000000 	0.611000 
24.000000 	0.585500 
25.000000 	0.561750 
26.000000 	0.535250 
27.000000 	0.507750 
28.000000 	0.479750 
29.000000 	0.451250 
30.000000 	0.425250 
31.000000 	0.399750 
32.000000 	0.369250 
33.000000 	0.345250 
34.000000 	0.328500 
35.000000 	0.311500 
36.000000 	0.294000 
37.000000 	0.281000 
38.000000 	0.265250 
39.000000 	0.250750 
40.000000 	0.239500 
41.000000 	0.230000 
42.000000 	0.219500 
43.000000 	0.210750 
44.000000 	0.200250 
45.000000 	0.193750 
46.000000 	0.190500 
47.000000 	0.186000 
48.000000 	0.179500 
49.000000 	0.175500 
50.000000 	0.172250 
51.000000 	0.169000 
52.000000 	0.159250 
53.000000 	0.163500 
54.000000 	0.161250 
55.000000 	0.162000 
56.000000 	0.158750 
57.000000 	0.154500 
58.000000 	0.150500 
59.000000 	0.148250 
60.000000 	0.144500 
61.000000 	0.140250 
62.000000 	0.138750 
63.000000 	0.135500 
64.000000 	0.133750 
65.000000 	0.136500 
66.000000 	0.135500 
67.000000 	0.136250 
68.000000 	0.137250 
69.000000 	0.135500 
70.000000 	0.131250 
71.000000 	0.132250 
72.000000 	0.127500 
73.000000 	0.128250 
74.000000 	0.126750 
75.000000 	0.130750 
76.000000 	0.130000 
77.000000 	0.128000 
78.000000 	0.127250 
79.000000 	0.127250 
80.000000 	0.125750 
81.000000 	0.126750 
82.000000 	0.127500 
83.000000 	0.127500 
84.000000 	0.127250 
85.000000 	0.129000 
86.000000 	0.131500 
87.000000 	0.130750 
88.000000 	0.129250 
89.000000 	0.130750 
90.000000 	0.130000 
91.000000 	0.131500 
92.000000 	0.141000 
93.000000 	0.140250 
94.000000 	0.141750 
95.000000 	0.145750 
96.000000 	0.146250 
97.000000 	0.136250 
98.000000 	0.139250 
99.000000 	0.146000 
100.000000 	0.144000 
101.000000 	0.140000 
102.000000 	0.150750 
103.000000 	0.153750 
104.000000 	0.154000 
105.000000 	0.157000 
106.000000 	0.162500 
107.000000 	0.161250 
108.000000 	0.163500 
109.000000 	0.177250 
110.000000 	0.168250 
111.000000 	0.158500 
112.000000 	0.180250 
113.000000 	0.184250 
114.000000 	0.170000 
115.000000 	0.180250 
116.000000 	0.185000 
117.000000 	0.185250 
118.000000 	0.194750 
119.000000 	0.202000 
120.000000 	0.190750 
121.000000 	0.195250 
122.000000 	0.203500 
123.000000 	0.205250 
124.000000 	0.204500 
125.000000 	0.208250 
126.000000 	0.213000 
127.000000 	0.214750 
128.000000 	0.219500 
129.000000 	0.225750 
130.000000 	0.224500 
131.000000 	0.233000 
132.000000 	0.242750 
133.000000 	0.246000 
134.000000 	0.251500 
135.000000 	0.255500 
136.000000 	0.259500 
137.000000 	0.264000 
138.000000 	0.268250 
139.000000 	0.268250 
140.000000 	0.270000 
141.000000 	0.274000 
142.000000 	0.277250 
143.000000 	0.282750 
144.000000 	0.287750 
145.000000 	0.292500 
146.000000 	0.294000 
147.000000 	0.321250 
148.000000 	0.314000 
149.000000 	0.318000 
150.000000 	0.315750 
151.000000 	0.317250 
152.000000 	0.325500 
153.000000 	0.325250 
154.000000 	0.328250 
155.000000 	0.338000 
156.000000 	0.346000 
157.000000 	0.355750 
158.000000 	0.363750 
159.000000 	0.367500 
160.000000 	0.374000 
161.000000 	0.379000 
162.000000 	0.387750 
163.000000 	0.387750 
164.000000 	0.389500 
165.000000 	0.391000 
166.000000 	0.398750 
167.000000 	0.402250 
168.000000 	0.404500 
169.000000 	0.410000 
