# Table format: 2D
# table_unit = null
# axis1_unit = rev/min
# axis2_unit = Nm
11
11
   -3.00000000000000e+003    -2.00000000000000e+003    -1.00000000000000e+003    -5.00000000000000e+002    -1.00000000000000e+001     0.00000000000000e+000     1.00000000000000e+001     5.00000000000000e+002     1.00000000000000e+003     2.00000000000000e+003     3.00000000000000e+003 
   -5.00000000000000e+001    -3.00000000000000e+001    -1.00000000000000e+001    -5.00000000000000e+000    -5.00000000000000e-001     0.00000000000000e+000     5.00000000000000e-001     5.00000000000000e+000     1.00000000000000e+001     3.00000000000000e+001     5.00000000000000e+001 
    2.00000000000000e+000     2.00000000000000e+000     2.00000000000000e+000     2.00000000000000e+000     1.50000000000000e+000     1.00000000000000e+000     9.90000000000000e-001     9.00000000000000e-001     9.00000000000000e-001     9.00000000000000e-001     9.00000000000000e-001 
    2.00000000000000e+000     2.00000000000000e+000     2.00000000000000e+000     2.00000000000000e+000     1.50000000000000e+000     1.00000000000000e+000     9.90000000000000e-001     9.00000000000000e-001     9.00000000000000e-001     9.00000000000000e-001     9.00000000000000e-001 
    2.00000000000000e+000     2.00000000000000e+000     2.00000000000000e+000     2.00000000000000e+000     1.50000000000000e+000     1.00000000000000e+000     9.90000000000000e-001     9.00000000000000e-001     9.00000000000000e-001     9.00000000000000e-001     9.00000000000000e-001 
    2.00000000000000e+000     2.00000000000000e+000     2.00000000000000e+000     2.00000000000000e+000     1.50000000000000e+000     1.00000000000000e+000     9.90000000000000e-001     9.00000000000000e-001     9.00000000000000e-001     9.00000000000000e-001     9.00000000000000e-001 
    1.50000000000000e+000     1.50000000000000e+000     1.50000000000000e+000     1.50000000000000e+000     1.50000000000000e+000     1.00000000000000e+000     9.90000000000000e-001     9.90000000000000e-001     9.90000000000000e-001     9.90000000000000e-001     9.90000000000000e-001 
    1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000     1.00000000000000e+000 
    9.90000000000000e-001     9.90000000000000e-001     9.90000000000000e-001     9.90000000000000e-001     9.90000000000000e-001     1.00000000000000e+000     1.50000000000000e+000     1.50000000000000e+000     1.50000000000000e+000     1.50000000000000e+000     1.50000000000000e+000 
    9.00000000000000e-001     9.00000000000000e-001     9.00000000000000e-001     9.00000000000000e-001     9.90000000000000e-001     1.00000000000000e+000     1.50000000000000e+000     2.00000000000000e+000     2.00000000000000e+000     2.00000000000000e+000     2.00000000000000e+000 
    9.00000000000000e-001     9.00000000000000e-001     9.00000000000000e-001     9.00000000000000e-001     9.90000000000000e-001     1.00000000000000e+000     1.50000000000000e+000     2.00000000000000e+000     2.00000000000000e+000     2.00000000000000e+000     2.00000000000000e+000 
    9.00000000000000e-001     9.00000000000000e-001     9.00000000000000e-001     9.00000000000000e-001     9.90000000000000e-001     1.00000000000000e+000     1.50000000000000e+000     2.00000000000000e+000     2.00000000000000e+000     2.00000000000000e+000     2.00000000000000e+000 
    9.00000000000000e-001     9.00000000000000e-001     9.00000000000000e-001     9.00000000000000e-001     9.90000000000000e-001     1.00000000000000e+000     1.50000000000000e+000     2.00000000000000e+000     2.00000000000000e+000     2.00000000000000e+000     2.00000000000000e+000 
