# Table format: XY
# axis1_unit = null
# axis2_unit = mm
# axis3_unit = mm
# axis4_unit = mm
# axis5_unit = mm
# axis6_unit = mm
# axis7_unit = mm**3
# axis8.0_unit = mm**2
# axis9.0_unit = mm**2
# axis10.0_unit = mm**2
# axis11.0_unit = mm**2
# axis12.0_unit = mm**2
# axis13.0_unit = mm**2
# axis14.0_unit = mm**2
# axis15.0_unit = mm**2
1	-6.866455e-14	-4.988426e-14	-7.247925e-14	1.546452e+03	7.732335e+02	1.000000e+09	1.000000e+06	1.000000e+06	1.000000e+06	1.000000e+06	1.000000e+06	1.000000e+06	0.000000e+00	0.000000e+00	
2	-1.940963e-01	2.289740e-01	-6.595855e-01	1.465060e+03	6.918422e+02	9.990747e+08	1.000000e+06	9.883332e+05	9.890368e+05	1.000000e+06	1.000000e+06	9.698788e+05	3.411151e+04	0.000000e+00	
3	-1.256812e+00	1.459270e+00	-4.857280e+00	1.383669e+03	6.104508e+02	9.925956e+08	1.000000e+06	9.533238e+05	9.561388e+05	1.000000e+06	1.000000e+06	8.794922e+05	1.364720e+05	0.000000e+00	
4	-3.265330e+00	3.691398e+00	-1.512590e+01	1.302278e+03	5.290594e+02	9.750078e+08	1.000000e+06	8.949720e+05	9.013059e+05	1.000000e+06	1.000000e+06	7.288403e+05	3.070814e+05	0.000000e+00	
5	-5.434354e+00	5.818844e+00	-3.331689e+01	1.220886e+03	4.476680e+02	9.407566e+08	1.000000e+06	8.133080e+05	8.245384e+05	9.999714e+05	1.000000e+06	5.180017e+05	5.458508e+05	0.000000e+00	
6	-5.893731e+00	6.034763e+00	-6.046161e+01	1.139495e+03	3.662767e+02	8.858315e+08	9.925743e+05	7.211344e+05	7.328138e+05	9.878839e+05	1.000000e+06	2.992006e+05	7.936373e+05	0.000000e+00	
7	-3.271516e+00	3.310004e+00	-9.470986e+01	1.058103e+03	2.848853e+02	8.134100e+08	9.622841e+05	6.289608e+05	6.406402e+05	9.538616e+05	1.000000e+06	1.394311e+05	9.745722e+05	0.000000e+00	
8	2.489684e+00	-2.694048e+00	-1.338448e+02	9.767120e+02	2.034939e+02	7.290395e+08	9.086513e+05	5.367871e+05	5.484665e+05	8.979046e+05	1.000000e+06	3.992686e+04	1.087258e+06	0.000000e+00	
9	1.024248e+01	-1.089997e+01	-1.759900e+02	8.953206e+02	1.221025e+02	6.382748e+08	8.316760e+05	4.446135e+05	4.562929e+05	8.200127e+05	1.000000e+06	6.879828e+02	1.131695e+06	0.000000e+00	
10	1.696889e+01	-1.805791e+01	-2.194327e+02	8.139292e+02	4.071115e+01	5.461043e+08	7.397689e+05	3.524398e+05	3.641192e+05	7.280895e+05	1.000000e+06	0.000000e+00	1.132474e+06	0.000000e+00	
