# Table format: XY
# axis1_unit = null
# axis2_unit = m
# axis3_unit = m
# axis4_unit = m
# axis5_unit = m
# axis6_unit = m
# axis7_unit = m**3
# axis8_unit = m**2
#C	COGx        	COGy        	COGz        	hfl/minPt   	hfl/refPt   	vol         	FS area     
# Orientation 1 : pitch = -20.0 degree ;   roll = -20.0 degree
18	3.936605E-02	-4.035255E-03	-1.040862E-01	4.344822E-01	4.724113E-02	1.495208E-01	5.190561E-01
19	4.171250E-02	-4.837206E-03	-1.146305E-01	4.144822E-01	2.724113E-02	1.391397E-01	5.190561E-01
20	4.478012E-02	-5.477777E-03	-1.252627E-01	3.944822E-01	7.241127E-03	1.287586E-01	5.190561E-01
21	4.875855E-02	-5.914530E-03	-1.360056E-01	3.744822E-01	-1.275887E-02	1.183775E-01	5.190561E-01
22	5.391042E-02	-6.088724E-03	-1.468914E-01	3.544822E-01	-3.275887E-02	1.079963E-01	5.190561E-01
23	6.061022E-02	-5.916497E-03	-1.579657E-01	3.344822E-01	-5.275887E-02	9.761522E-02	5.190561E-01
24	6.941048E-02	-5.274287E-03	-1.692956E-01	3.144822E-01	-7.275887E-02	8.723409E-02	5.190561E-01
25	8.116243E-02	-3.971538E-03	-1.809847E-01	2.944822E-01	-9.275887E-02	7.685298E-02	5.190561E-01
26	9.697155E-02	-1.818320E-03	-1.931628E-01	2.744822E-01	-1.127589E-01	6.650216E-02	5.141035E-01
27	1.170835E-01	9.158347E-04	-2.058314E-01	2.544822E-01	-1.327589E-01	5.636721E-02	4.974322E-01
28	1.412446E-01	3.893683E-03	-2.189354E-01	2.344822E-01	-1.527589E-01	4.668325E-02	4.690023E-01
29	1.686274E-01	7.039616E-03	-2.323836E-01	2.144822E-01	-1.727589E-01	3.768550E-02	4.288141E-01
30	1.970806E-01	1.087121E-02	-2.460008E-01	1.944822E-01	-1.927589E-01	2.959723E-02	3.795183E-01
31	2.251557E-01	1.608316E-02	-2.596992E-01	1.744822E-01	-2.127589E-01	2.250615E-02	3.295878E-01
32	2.526427E-01	2.330954E-02	-2.735120E-01	1.544822E-01	-2.327589E-01	1.641371E-02	2.796574E-01
33	2.792435E-01	3.357241E-02	-2.874977E-01	1.344822E-01	-2.527589E-01	1.131987E-02	2.297270E-01
34	3.044708E-01	4.854063E-02	-3.017512E-01	1.144822E-01	-2.727589E-01	7.224624E-03	1.797965E-01
35	3.276624E-01	7.048280E-02	-3.164014E-01	9.448223E-02	-2.927589E-01	4.128002E-03	1.298661E-01
36	3.491728E-01	9.818498E-02	-3.313794E-01	7.448223E-02	-3.127589E-01	2.024404E-03	8.153908E-02
37	3.705704E-01	1.262736E-01	-3.463795E-01	5.448223E-02	-3.327589E-01	7.923238E-04	4.362842E-02
38	3.919680E-01	1.543622E-01	-3.613794E-01	3.448223E-02	-3.527589E-01	2.008742E-04	1.747634E-02
39	4.133656E-01	1.824507E-01	-3.763794E-01	1.448223E-02	-3.727589E-01	1.488142E-05	3.082695E-03
40	4.288384E-01	2.027619E-01	-3.872261E-01	0.000000E+00	-3.872411E-01	0.000000E+00	0.000000E+00
# Orientation 123 : pitch = 14.0 degree ;   roll = -10.0 degree
1	4.618255E-08	3.910832E-08	4.956735E-09	8.039445E-01	4.019722E-01	2.500000E-01	0.000000E+00
2	5.446522E-05	2.394057E-05	-5.299102E-05	7.839445E-01	3.819722E-01	2.499659E-01	5.134814E-03
3	4.167423E-04	1.603160E-04	-4.079069E-04	7.639445E-01	3.619722E-01	2.497262E-01	2.053926E-02
4	1.344846E-03	4.373286E-04	-1.324641E-03	7.439445E-01	3.419722E-01	2.490758E-01	4.621333E-02
5	3.048764E-03	7.915292E-04	-3.023329E-03	7.239445E-01	3.219722E-01	2.478092E-01	8.215704E-02
6	5.670176E-03	1.087138E-03	-5.672703E-03	7.039445E-01	3.019722E-01	2.457378E-01	1.251840E-01
7	9.106086E-03	1.275877E-03	-9.266260E-03	6.839445E-01	2.819722E-01	2.428016E-01	1.684423E-01
8	1.315193E-02	1.368651E-03	-1.373348E-02	6.639445E-01	2.619722E-01	2.390001E-01	2.117006E-01
9	1.760464E-02	1.375208E-03	-1.901868E-02	6.439445E-01	2.419722E-01	2.343335E-01	2.549588E-01
10	2.225499E-02	1.304099E-03	-2.508061E-02	6.239445E-01	2.219722E-01	2.288018E-01	2.982171E-01
11	2.687948E-02	1.162866E-03	-3.189236E-02	6.039445E-01	2.019722E-01	2.224048E-01	3.414754E-01
12	3.122901E-02	9.580944E-04	-3.944215E-02	5.839445E-01	1.819722E-01	2.151428E-01	3.847337E-01
13	3.501474E-02	6.958041E-04	-4.773514E-02	5.639445E-01	1.619722E-01	2.070155E-01	4.279920E-01
14	3.795634E-02	3.586505E-04	-5.677081E-02	5.439445E-01	1.419722E-01	1.980484E-01	4.670549E-01
15	4.010128E-02	-1.672115E-04	-6.642981E-02	5.239445E-01	1.219722E-01	1.884017E-01	4.958956E-01
16	4.168509E-02	-9.501185E-04	-7.655395E-02	5.039445E-01	1.019722E-01	1.782810E-01	5.144667E-01
17	4.306553E-02	-1.937082E-03	-8.698103E-02	4.839445E-01	8.197225E-02	1.678915E-01	5.227682E-01
18	4.473858E-02	-2.933493E-03	-9.754653E-02	4.639445E-01	6.197225E-02	1.574274E-01	5.232564E-01
19	4.700165E-02	-3.814926E-03	-1.081937E-01	4.439445E-01	4.197225E-02	1.469623E-01	5.232564E-01
20	4.999404E-02	-4.552891E-03	-1.189401E-01	4.239445E-01	2.197225E-02	1.364972E-01	5.232564E-01
21	5.389743E-02	-5.111596E-03	-1.298105E-01	4.039445E-01	1.972245E-03	1.260320E-01	5.232564E-01
22	5.895935E-02	-5.442372E-03	-1.408385E-01	3.839445E-01	-1.802775E-02	1.155669E-01	5.232564E-01
23	6.552582E-02	-5.477121E-03	-1.520712E-01	3.639445E-01	-3.802775E-02	1.051018E-01	5.232564E-01
24	7.409601E-02	-5.117675E-03	-1.635766E-01	3.439445E-01	-5.802775E-02	9.463663E-02	5.232564E-01
25	8.541690E-02	-4.217109E-03	-1.754562E-01	3.239445E-01	-7.802775E-02	8.417156E-02	5.231930E-01
26	1.002695E-01	-2.707144E-03	-1.878089E-01	3.039445E-01	-9.802775E-02	7.375334E-02	5.169169E-01
27	1.186396E-01	-8.829143E-04	-2.006075E-01	2.839445E-01	-1.180278E-01	6.356336E-02	5.003712E-01
28	1.401483E-01	9.971652E-04	-2.137844E-01	2.639445E-01	-1.380278E-01	5.380695E-02	4.735559E-01
29	1.638552E-01	2.929607E-03	-2.272275E-01	2.439445E-01	-1.580278E-01	4.468957E-02	4.364709E-01
30	1.880077E-01	5.345622E-03	-2.407655E-01	2.239445E-01	-1.780278E-01	3.639173E-02	3.932652E-01
31	2.119463E-01	8.604268E-03	-2.543512E-01	2.039445E-01	-1.980278E-01	2.895899E-02	3.500068E-01
32	2.355886E-01	1.302675E-02	-2.680025E-01	1.839445E-01	-2.180278E-01	2.239145E-02	3.067486E-01
33	2.588079E-01	1.911096E-02	-2.817476E-01	1.639445E-01	-2.380278E-01	1.668906E-02	2.634904E-01
34	2.814005E-01	2.765776E-02	-2.956318E-01	1.439445E-01	-2.580278E-01	1.185183E-02	2.202320E-01
35	3.030300E-01	3.998793E-02	-3.097295E-01	1.239445E-01	-2.780278E-01	7.879776E-03	1.769737E-01
36	3.231666E-01	5.818335E-02	-3.241582E-01	1.039445E-01	-2.980278E-01	4.772887E-03	1.337155E-01
37	3.413781E-01	8.394201E-02	-3.390139E-01	8.394446E-02	-3.180278E-01	2.531156E-03	9.045829E-02
38	3.589388E-01	1.122578E-01	-3.540139E-01	6.394446E-02	-3.380278E-01	1.118798E-03	5.248923E-02
39	3.764994E-01	1.405737E-01	-3.690139E-01	4.394446E-02	-3.580278E-01	3.631244E-04	2.478979E-02
40	3.940600E-01	1.688896E-01	-3.840139E-01	2.394446E-02	-3.780278E-01	5.874336E-05	7.359952E-03
41	4.116207E-01	1.972055E-01	-3.990139E-01	3.944460E-03	-3.980278E-01	2.625990E-07	1.997244E-04
42	4.150664E-01	2.027617E-01	-4.019572E-01	0.000000E+00	-4.019722E-01	0.000000E+00	0.000000E+00
# Orientation 124 : pitch = 16.0 degree ;   roll = -10.0 degree
1	1.755116E-08	3.910832E-08	-6.506569E-09	8.324271E-01	4.162136E-01	2.500000E-01	0.000000E+00
2	4.734364E-05	2.137757E-05	-4.913936E-05	8.124271E-01	3.962136E-01	2.499695E-01	4.591843E-03
3	3.645000E-04	1.428518E-04	-3.787083E-04	7.924271E-01	3.762136E-01	2.497552E-01	1.836737E-02
4	1.184541E-03	3.883038E-04	-1.231353E-03	7.724271E-01	3.562136E-01	2.491736E-01	4.132658E-02
5	2.705532E-03	6.987844E-04	-2.813607E-03	7.524271E-01	3.362136E-01	2.480409E-01	7.346947E-02
6	5.068379E-03	9.527896E-04	-5.280948E-03	7.324271E-01	3.162136E-01	2.461909E-01	1.116558E-01
7	8.202272E-03	1.111666E-03	-8.621617E-03	7.124271E-01	2.962136E-01	2.435745E-01	1.499796E-01
8	1.195838E-02	1.185337E-03	-1.276873E-02	6.924271E-01	2.762136E-01	2.401917E-01	1.883035E-01
9	1.619222E-02	1.182774E-03	-1.766745E-02	6.724271E-01	2.562136E-01	2.360424E-01	2.266273E-01
10	2.075924E-02	1.112023E-03	-2.327435E-02	6.524271E-01	2.362136E-01	2.311266E-01	2.649511E-01
11	2.551033E-02	9.803567E-04	-2.955696E-02	6.324271E-01	2.162136E-01	2.254443E-01	3.032750E-01
12	3.028555E-02	7.945094E-04	-3.649383E-02	6.124271E-01	1.962136E-01	2.189956E-01	3.415988E-01
13	3.490736E-02	5.607698E-04	-4.407529E-02	5.924271E-01	1.762136E-01	2.117804E-01	3.799226E-01
14	3.917076E-02	2.852175E-04	-5.230489E-02	5.724271E-01	1.562136E-01	2.037987E-01	4.182464E-01
15	4.283138E-02	-2.642535E-05	-6.120173E-02	5.524271E-01	1.362136E-01	1.950508E-01	4.563518E-01
16	4.574098E-02	-4.169252E-04	-7.074864E-02	5.324271E-01	1.162136E-01	1.855912E-01	4.880805E-01
17	4.807230E-02	-9.944346E-04	-8.082495E-02	5.124271E-01	9.621357E-02	1.755888E-01	5.106256E-01
18	5.012532E-02	-1.786640E-03	-9.129726E-02	4.924271E-01	7.621357E-02	1.652274E-01	5.239870E-01
19	5.233319E-02	-2.692541E-03	-1.020253E-01	4.724271E-01	5.621357E-02	1.546906E-01	5.281740E-01
20	5.519755E-02	-3.511211E-03	-1.128901E-01	4.524271E-01	3.621357E-02	1.441271E-01	5.281740E-01
21	5.896862E-02	-4.169187E-03	-1.238918E-01	4.324271E-01	1.621357E-02	1.335636E-01	5.281740E-01
22	6.387992E-02	-4.625162E-03	-1.350654E-01	4.124271E-01	-3.786430E-03	1.230001E-01	5.281740E-01
23	7.025291E-02	-4.822096E-03	-1.464597E-01	3.924271E-01	-2.378643E-02	1.124367E-01	5.281740E-01
24	7.854219E-02	-4.679492E-03	-1.581430E-01	3.724271E-01	-4.378643E-02	1.018732E-01	5.281740E-01
25	8.940514E-02	-4.082879E-03	-1.702145E-01	3.524271E-01	-6.378643E-02	9.131084E-02	5.276631E-01
26	1.033203E-01	-3.065815E-03	-1.827361E-01	3.324271E-01	-8.378643E-02	8.081881E-02	5.200081E-01
27	1.201098E-01	-1.905909E-03	-1.956597E-01	3.124271E-01	-1.037864E-01	7.057174E-02	5.031694E-01
28	1.393038E-01	-7.848647E-04	-2.089057E-01	2.924271E-01	-1.237864E-01	6.075325E-02	4.771469E-01
29	1.599020E-01	3.678594E-04	-2.223447E-01	2.724271E-01	-1.437864E-01	5.154695E-02	4.420591E-01
30	1.806159E-01	1.892189E-03	-2.358317E-01	2.524271E-01	-1.637864E-01	4.308902E-02	4.037353E-01
31	2.012047E-01	3.967831E-03	-2.493495E-01	2.324271E-01	-1.837864E-01	3.539753E-02	3.654114E-01
32	2.216273E-01	6.775180E-03	-2.629082E-01	2.124271E-01	-2.037864E-01	2.847255E-02	3.270876E-01
33	2.418233E-01	1.058025E-02	-2.765227E-01	1.924271E-01	-2.237864E-01	2.231404E-02	2.887639E-01
34	2.617006E-01	1.578904E-02	-2.902157E-01	1.724271E-01	-2.437864E-01	1.692199E-02	2.504399E-01
35	2.811129E-01	2.304552E-02	-3.040231E-01	1.524271E-01	-2.637864E-01	1.229643E-02	2.121162E-01
36	2.998201E-01	3.340651E-02	-3.180042E-01	1.324271E-01	-2.837864E-01	8.437352E-03	1.737924E-01
37	3.174271E-01	4.861317E-02	-3.322563E-01	1.124271E-01	-3.037864E-01	5.344738E-03	1.354685E-01
38	3.333937E-01	7.104344E-02	-3.469123E-01	9.242713E-02	-3.237864E-01	3.018609E-03	9.714467E-02
39	3.480407E-01	9.928442E-02	-3.618932E-01	7.242713E-02	-3.437864E-01	1.453815E-03	6.021840E-02
40	3.626103E-01	1.278664E-01	-3.768932E-01	5.242713E-02	-3.637864E-01	5.514090E-04	3.155288E-02
41	3.771799E-01	1.564484E-01	-3.918933E-01	3.242713E-02	-3.837864E-01	1.304757E-04	1.207099E-02
42	3.917496E-01	1.850304E-01	-4.068932E-01	1.242713E-02	-4.037864E-01	7.343713E-06	1.772829E-03
43	4.007879E-01	2.027614E-01	-4.161986E-01	0.000000E+00	-4.162136E-01	0.000000E+00	0.000000E+00
# Orientation 125 : pitch = 18.0 degree ;   roll = -10.0 degree
1	4.027655E-08	6.891064E-08	-5.077852E-09	8.598956E-01	4.299478E-01	2.500000E-01	0.000000E+00
2	4.176353E-05	1.947022E-05	-4.631044E-05	8.398956E-01	4.099478E-01	2.499722E-01	4.184207E-03
3	3.232763E-04	1.296196E-04	-3.573275E-04	8.198956E-01	3.899478E-01	2.497769E-01	1.673683E-02
4	1.056473E-03	3.509615E-04	-1.163212E-03	7.998956E-01	3.699478E-01	2.492469E-01	3.765787E-02
5	2.427320E-03	6.274972E-04	-2.660820E-03	7.798956E-01	3.499478E-01	2.482148E-01	6.694733E-02
6	4.571359E-03	8.488391E-04	-4.995217E-03	7.598956E-01	3.299478E-01	2.465317E-01	1.014289E-01
7	7.436971E-03	9.842906E-04	-8.150113E-03	7.398956E-01	3.099478E-01	2.441576E-01	1.359799E-01
8	1.091240E-02	1.043001E-03	-1.206231E-02	7.198956E-01	2.899478E-01	2.410925E-01	1.705308E-01
9	1.489137E-02	1.033345E-03	-1.667886E-02	6.998956E-01	2.699478E-01	2.373364E-01	2.050818E-01
10	1.927022E-02	9.628925E-04	-2.195625E-02	6.798956E-01	2.499478E-01	2.328892E-01	2.396327E-01
11	2.394531E-02	8.387361E-04	-2.785986E-02	6.598956E-01	2.299478E-01	2.277511E-01	2.741837E-01
12	2.880935E-02	6.674919E-04	-3.436379E-02	6.398956E-01	2.099478E-01	2.219219E-01	3.087346E-01
13	3.374789E-02	4.555974E-04	-4.145105E-02	6.198956E-01	1.899478E-01	2.154017E-01	3.432855E-01
14	3.863440E-02	2.094004E-04	-4.911424E-02	5.998956E-01	1.699478E-01	2.081905E-01	3.778365E-01
15	4.332391E-02	-6.448292E-05	-5.735690E-02	5.798956E-01	1.499478E-01	2.002882E-01	4.123874E-01
16	4.764424E-02	-3.591385E-04	-6.619563E-02	5.598956E-01	1.299478E-01	1.916950E-01	4.469384E-01
17	5.139701E-02	-6.714966E-04	-7.565880E-02	5.398956E-01	1.099478E-01	1.824153E-01	4.802275E-01
18	5.459146E-02	-1.072755E-03	-8.570562E-02	5.198956E-01	8.994778E-02	1.725391E-01	5.059988E-01
19	5.749486E-02	-1.646927E-03	-9.622745E-02	4.998956E-01	6.994778E-02	1.622311E-01	5.234016E-01
20	6.048880E-02	-2.377113E-03	-1.071126E-01	4.798956E-01	4.994778E-02	1.516588E-01	5.324360E-01
21	6.410472E-02	-3.107389E-03	-1.182434E-01	4.598956E-01	2.994778E-02	1.409874E-01	5.338415E-01
22	6.882600E-02	-3.665021E-03	-1.295659E-01	4.398956E-01	9.947782E-03	1.303106E-01	5.338415E-01
23	7.496999E-02	-3.991267E-03	-1.411245E-01	4.198956E-01	-1.005222E-02	1.196338E-01	5.338415E-01
24	8.295480E-02	-4.018059E-03	-1.529886E-01	3.998956E-01	-3.005222E-02	1.089569E-01	5.338415E-01
25	9.334509E-02	-3.663143E-03	-1.652509E-01	3.798956E-01	-5.005222E-02	9.828569E-02	5.324105E-01
26	1.063470E-01	-3.040722E-03	-1.779329E-01	3.598956E-01	-7.005222E-02	8.771431E-02	5.233325E-01
27	1.216840E-01	-2.386352E-03	-1.909723E-01	3.398956E-01	-9.005222E-02	7.740819E-02	5.058860E-01
28	1.388161E-01	-1.809647E-03	-2.042775E-01	3.198956E-01	-1.100522E-01	6.753465E-02	4.800710E-01
29	1.567378E-01	-1.176974E-03	-2.177074E-01	2.998956E-01	-1.300522E-01	5.825848E-02	4.467580E-01
30	1.746444E-01	-2.542641E-04	-2.311602E-01	2.798956E-01	-1.500522E-01	4.966883E-02	4.122071E-01
31	1.924722E-01	1.050511E-03	-2.446341E-01	2.598956E-01	-1.700522E-01	4.177018E-02	3.776561E-01
32	2.101986E-01	2.846966E-03	-2.581352E-01	2.398956E-01	-1.900522E-01	3.456258E-02	3.431052E-01
33	2.277916E-01	5.289981E-03	-2.716721E-01	2.198956E-01	-2.100522E-01	2.804599E-02	3.085543E-01
34	2.452048E-01	8.605221E-03	-2.852572E-01	1.998956E-01	-2.300522E-01	2.222040E-02	2.740033E-01
35	2.623679E-01	1.313261E-02	-2.989094E-01	1.798956E-01	-2.500522E-01	1.708585E-02	2.394524E-01
36	2.791715E-01	1.940400E-02	-3.126581E-01	1.598956E-01	-2.700522E-01	1.264232E-02	2.049015E-01
37	2.954371E-01	2.828393E-02	-3.265511E-01	1.398956E-01	-2.900522E-01	8.889790E-03	1.703504E-01
38	3.108676E-01	4.121272E-02	-3.406681E-01	1.198956E-01	-3.100522E-01	5.828293E-03	1.357995E-01
39	3.249967E-01	6.045259E-02	-3.551343E-01	9.989559E-02	-3.300522E-01	3.457814E-03	1.012486E-01
40	3.375392E-01	8.738596E-02	-3.700261E-01	7.989559E-02	-3.500522E-01	1.778285E-03	6.677279E-02
41	3.496784E-01	1.162747E-01	-3.850261E-01	5.989559E-02	-3.700522E-01	7.492329E-04	3.752694E-02
42	3.618176E-01	1.451634E-01	-4.000261E-01	3.989559E-02	-3.900522E-01	2.214153E-04	1.664960E-02
43	3.739568E-01	1.740520E-01	-4.150261E-01	1.989559E-02	-4.100522E-01	2.746033E-05	4.140656E-03
44	3.860205E-01	2.027610E-01	-4.299328E-01	0.000000E+00	-4.299478E-01	0.000000E+00	0.000000E+00
# Orientation 126 : pitch = 20.0 degree ;   roll = -10.0 degree
1	-1.079350E-09	6.891064E-08	-2.626783E-09	8.863165E-01	4.431583E-01	2.500000E-01	0.000000E+00
2	3.725182E-05	1.798011E-05	-4.422182E-05	8.663165E-01	4.231583E-01	2.499743E-01	3.872443E-03
3	2.899159E-04	1.193676E-04	-3.416043E-04	8.463165E-01	4.031583E-01	2.497936E-01	1.548977E-02
4	9.520639E-04	3.218148E-04	-1.113235E-03	8.263165E-01	3.831583E-01	2.493030E-01	3.485198E-02
5	2.198159E-03	5.711410E-04	-2.549129E-03	8.063165E-01	3.631583E-01	2.483478E-01	6.195908E-02
6	4.156350E-03	7.659886E-04	-4.785609E-03	7.863165E-01	3.431583E-01	2.467932E-01	9.352915E-02
7	6.786882E-03	8.823667E-04	-7.802168E-03	7.663165E-01	3.231583E-01	2.446067E-01	1.251236E-01
8	1.000404E-02	9.288583E-04	-1.153910E-02	7.463165E-01	3.031583E-01	2.417882E-01	1.567181E-01
9	1.372784E-02	9.132717E-04	-1.594564E-02	7.263165E-01	2.831583E-01	2.383379E-01	1.883126E-01
10	1.788229E-02	8.428786E-04	-2.097914E-02	7.063165E-01	2.631583E-01	2.342557E-01	2.199070E-01
11	2.239334E-02	7.245336E-04	-2.660450E-02	6.863165E-01	2.431583E-01	2.295417E-01	2.515015E-01
12	2.718729E-02	5.647633E-04	-3.279388E-02	6.663165E-01	2.231583E-01	2.241957E-01	2.830960E-01
13	3.218865E-02	3.700051E-04	-3.952667E-02	6.463165E-01	2.031583E-01	2.182178E-01	3.146904E-01
14	3.731727E-02	1.467261E-04	-4.678980E-02	6.263165E-01	1.831583E-01	2.116081E-01	3.462849E-01
15	4.248589E-02	-9.824895E-05	-5.457842E-02	6.063165E-01	1.631583E-01	2.043664E-01	3.778794E-01
16	4.759532E-02	-3.576782E-04	-6.289714E-02	5.863165E-01	1.431583E-01	1.964929E-01	4.094739E-01
17	5.252945E-02	-6.233361E-04	-7.176198E-02	5.663165E-01	1.231583E-01	1.879875E-01	4.410683E-01
18	5.714720E-02	-8.856561E-04	-8.120352E-02	5.463165E-01	1.031583E-01	1.788502E-01	4.726628E-01
19	6.132817E-02	-1.152506E-03	-9.125176E-02	5.263165E-01	8.315825E-02	1.690997E-01	5.011276E-01
20	6.525117E-02	-1.513174E-03	-1.018485E-01	5.063165E-01	6.315825E-02	1.588567E-01	5.218871E-01
21	6.927979E-02	-2.013495E-03	-1.129067E-01	4.863165E-01	4.315825E-02	1.482759E-01	5.349016E-01
22	7.391643E-02	-2.581587E-03	-1.243385E-01	4.663165E-01	2.315825E-02	1.375122E-01	5.401713E-01
23	7.981241E-02	-3.011962E-03	-1.360645E-01	4.463165E-01	3.158255E-03	1.267064E-01	5.402973E-01
24	8.748591E-02	-3.173104E-03	-1.481126E-01	4.263165E-01	-1.684175E-02	1.159005E-01	5.402973E-01
25	9.738612E-02	-3.022989E-03	-1.605615E-01	4.063165E-01	-3.684175E-02	1.051112E-01	5.374027E-01
26	1.094941E-01	-2.728304E-03	-1.733936E-01	3.863165E-01	-5.684175E-02	9.445595E-02	5.268341E-01
27	1.234719E-01	-2.470603E-03	-1.865364E-01	3.663165E-01	-7.684175E-02	8.408950E-02	5.085207E-01
28	1.387226E-01	-2.291014E-03	-1.998862E-01	3.463165E-01	-9.684175E-02	7.416674E-02	4.824624E-01
29	1.543211E-01	-2.019575E-03	-2.133024E-01	3.263165E-01	-1.168417E-01	6.483013E-02	4.510466E-01
30	1.698794E-01	-1.524618E-03	-2.267311E-01	3.063165E-01	-1.368417E-01	5.612515E-02	4.194522E-01
31	1.853851E-01	-7.524695E-04	-2.401751E-01	2.863165E-01	-1.568417E-01	4.805203E-02	3.878576E-01
32	2.008247E-01	3.677402E-04	-2.536380E-01	2.663165E-01	-1.768417E-01	4.061083E-02	3.562632E-01
33	2.161797E-01	1.932869E-03	-2.671253E-01	2.463165E-01	-1.968417E-01	3.380152E-02	3.246688E-01
34	2.314244E-01	4.078755E-03	-2.806443E-01	2.263165E-01	-2.168417E-01	2.762408E-02	2.930742E-01
35	2.465217E-01	7.001141E-03	-2.942058E-01	2.063165E-01	-2.368417E-01	2.207854E-02	2.614798E-01
36	2.614158E-01	1.099179E-02	-3.078256E-01	1.863165E-01	-2.568417E-01	1.716490E-02	2.298853E-01
37	2.760215E-01	1.650170E-02	-3.215286E-01	1.663165E-01	-2.768417E-01	1.288313E-02	1.982908E-01
38	2.902006E-01	2.425645E-02	-3.353542E-01	1.463165E-01	-2.968417E-01	9.233257E-03	1.666964E-01
39	3.037238E-01	3.546397E-02	-3.493686E-01	1.263165E-01	-3.168417E-01	6.215277E-03	1.351019E-01
40	3.162116E-01	5.212067E-02	-3.636808E-01	1.063165E-01	-3.368417E-01	3.829185E-03	1.035075E-01
41	3.272011E-01	7.666511E-02	-3.784242E-01	8.631650E-02	-3.568417E-01	2.074977E-03	7.191294E-02
42	3.373104E-01	1.058418E-01	-3.934209E-01	6.631650E-02	-3.768417E-01	9.411705E-04	4.257631E-02
43	3.474081E-01	1.350798E-01	-4.084209E-01	4.631650E-02	-3.968417E-01	3.206352E-04	2.076809E-02
44	3.575057E-01	1.643179E-01	-4.234209E-01	2.631650E-02	-4.168417E-01	5.881478E-05	6.704713E-03
45	3.676034E-01	1.935559E-01	-4.384209E-01	6.316502E-03	-4.368417E-01	8.132620E-07	3.862568E-04
46	3.707824E-01	2.027608E-01	-4.431433E-01	0.000000E+00	-4.431582E-01	0.000000E+00	0.000000E+00
# Orientation 127 : pitch = -20.0 degree ;   roll = -8.0 degree
1	1.322513E-08	5.269979E-08	2.328881E-08	8.726840E-01	4.363421E-01	2.500000E-01	0.000000E+00
2	-4.650820E-05	2.258326E-05	-5.397852E-05	8.526840E-01	4.163421E-01	2.499681E-01	4.805057E-03
3	-3.622936E-04	1.422396E-04	-4.169410E-04	8.326840E-01	3.963421E-01	2.497438E-01	1.922023E-02
4	-1.190679E-03	3.522267E-04	-1.358575E-03	8.126840E-01	3.763421E-01	2.491352E-01	4.324552E-02
5	-2.732621E-03	5.474916E-04	-3.093458E-03	7.926840E-01	3.563421E-01	2.479624E-01	7.431679E-02
6	-4.994588E-03	6.764462E-04	-5.645133E-03	7.726840E-01	3.363421E-01	2.461619E-01	1.057371E-01
7	-7.888155E-03	7.456174E-04	-8.949286E-03	7.526840E-01	3.163421E-01	2.437329E-01	1.371573E-01
8	-1.133062E-02	7.615914E-04	-1.295013E-02	7.326840E-01	2.963421E-01	2.406756E-01	1.685776E-01
9	-1.524426E-02	7.303288E-04	-1.760042E-02	7.126840E-01	2.763421E-01	2.369898E-01	1.999978E-01
10	-1.955436E-02	6.574025E-04	-2.286065E-02	6.926840E-01	2.563421E-01	2.326757E-01	2.314181E-01
11	-2.418764E-02	5.480876E-04	-2.869863E-02	6.726840E-01	2.363421E-01	2.277331E-01	2.628384E-01
12	-2.907013E-02	4.075399E-04	-3.508935E-02	6.526840E-01	2.163421E-01	2.221621E-01	2.942586E-01
13	-3.412505E-02	2.407959E-04	-4.201496E-02	6.326840E-01	1.963421E-01	2.159628E-01	3.256789E-01
14	-3.927000E-02	5.301143E-05	-4.946531E-02	6.126840E-01	1.763421E-01	2.091350E-01	3.570992E-01
15	-4.441376E-02	-1.504192E-04	-5.743865E-02	5.926840E-01	1.563421E-01	2.016788E-01	3.885194E-01
16	-4.945152E-02	-3.635356E-04	-6.594322E-02	5.726840E-01	1.363421E-01	1.935942E-01	4.199397E-01
17	-5.425869E-02	-5.796323E-04	-7.499946E-02	5.526840E-01	1.163421E-01	1.848812E-01	4.513600E-01
18	-5.868192E-02	-7.907519E-04	-8.464364E-02	5.326840E-01	9.634206E-02	1.755398E-01	4.827802E-01
19	-6.259777E-02	-1.012183E-03	-9.490854E-02	5.126840E-01	7.634206E-02	1.655933E-01	5.103171E-01
20	-6.626670E-02	-1.355655E-03	-1.057129E-01	4.926840E-01	5.634206E-02	1.551912E-01	5.282929E-01
21	-7.019843E-02	-1.841999E-03	-1.169322E-01	4.726840E-01	3.634206E-02	1.445256E-01	5.366586E-01
22	-7.507287E-02	-2.303130E-03	-1.284393E-01	4.526840E-01	1.634206E-02	1.337809E-01	5.373182E-01
23	-8.142846E-02	-2.587147E-03	-1.402116E-01	4.326840E-01	-3.657944E-03	1.230345E-01	5.373182E-01
24	-8.969720E-02	-2.639271E-03	-1.523233E-01	4.126840E-01	-2.365794E-02	1.122882E-01	5.373182E-01
25	-1.004065E-01	-2.417661E-03	-1.648661E-01	3.926840E-01	-4.365794E-02	1.015546E-01	5.347131E-01
26	-1.135121E-01	-2.116955E-03	-1.778192E-01	3.726840E-01	-6.365794E-02	9.096312E-02	5.228321E-01
27	-1.284124E-01	-1.936711E-03	-1.910671E-01	3.526840E-01	-8.365794E-02	8.070539E-02	5.013409E-01
28	-1.440903E-01	-1.802928E-03	-2.044431E-01	3.326840E-01	-1.036579E-01	7.097029E-02	4.712866E-01
29	-1.597862E-01	-1.523025E-03	-2.178322E-01	3.126840E-01	-1.236579E-01	6.185876E-02	4.398664E-01
