# Table format: XY
# axis1_unit = null
# axis2_unit = mm
# axis3_unit = mm
# axis4_unit = mm
# axis5_unit = mm
# axis6_unit = mm
# axis7_unit = mm**3
# axis8.0_unit = mm**2
# axis9.0_unit = mm**2
# axis10.0_unit = mm**2
# axis11.0_unit = mm**2
# axis12.0_unit = mm**2
# axis13.0_unit = mm**2
# axis14.0_unit = mm**2
# axis15.0_unit = mm**2
1	5.340576e-14	7.794036e-14	3.051758e-14	9.442376e+02	4.721235e+02	2.500000e+08	2.500000e+05	2.500000e+05	5.000000e+05	5.000000e+05	5.000000e+05	5.000000e+05	0.000000e+00	0.000000e+00	
2	-2.826169e-01	9.942372e-02	-3.666696e-01	8.945414e+02	4.224273e+02	2.497894e+08	2.500000e+05	2.456505e+05	4.959128e+05	5.000000e+05	5.000000e+05	4.887704e+05	1.271718e+04	0.000000e+00	
3	-2.104704e+00	5.864395e-01	-2.698629e+00	8.448452e+02	3.727311e+02	2.483145e+08	2.500000e+05	2.325986e+05	4.836480e+05	5.000000e+05	5.000000e+05	4.550733e+05	5.087839e+04	0.000000e+00	
4	-6.636197e+00	1.278037e+00	-8.390081e+00	7.951489e+02	3.230349e+02	2.443110e+08	2.500000e+05	2.108443e+05	4.632057e+05	5.000000e+05	5.000000e+05	3.989084e+05	1.144836e+05	0.000000e+00	
5	-1.465290e+01	1.470111e+00	-1.829824e+01	7.454527e+02	2.733386e+02	2.366090e+08	2.500000e+05	1.829422e+05	4.345858e+05	4.975995e+05	5.000000e+05	3.268713e+05	1.960638e+05	0.000000e+00	
6	-2.557591e+01	9.884739e-01	-3.221143e+01	6.957565e+02	2.236424e+02	2.248210e+08	2.500000e+05	1.548024e+05	3.977884e+05	4.872448e+05	5.000000e+05	2.542203e+05	2.783392e+05	0.000000e+00	
7	-3.822599e+01	6.348022e-02	-4.968355e+01	6.460603e+02	1.739462e+02	2.089442e+08	2.500000e+05	1.266625e+05	3.528134e+05	4.687127e+05	5.000000e+05	1.815693e+05	3.606146e+05	0.000000e+00	
8	-5.129766e+01	-1.060446e+00	-7.059484e+01	5.963641e+02	1.242500e+02	1.889790e+08	2.499398e+05	9.852270e+04	2.997174e+05	4.420029e+05	5.000000e+05	1.090736e+05	4.427141e+05	0.000000e+00	
9	-6.394580e+01	-2.260695e+00	-9.495961e+01	5.466678e+02	7.455377e+01	1.652185e+08	2.445653e+05	7.038286e+04	2.434377e+05	4.071156e+05	5.000000e+05	5.029850e+04	5.092754e+05	0.000000e+00	
10	-7.814752e+01	-3.547198e+00	-1.224550e+02	4.969716e+02	2.485755e+01	1.387827e+08	2.304884e+05	4.230117e+04	1.872126e+05	3.640508e+05	4.998499e+05	1.399100e+04	5.502227e+05	0.000000e+00	
11	-9.750780e+01	-4.426161e+00	-1.527937e+02	4.472754e+02	-2.483867e+01	1.112277e+08	2.077091e+05	1.951859e+04	1.359671e+05	3.128084e+05	4.860185e+05	1.511381e+02	5.502323e+05	0.000000e+00	
12	-1.246029e+02	-4.405747e+00	-1.850406e+02	3.975792e+02	-7.453489e+01	8.479114e+07	1.796278e+05	5.438392e+03	9.289918e+04	2.565837e+05	4.497196e+05	0.000000e+00	5.092959e+05	0.000000e+00	
13	-1.588525e+02	-3.284886e+00	-2.186157e+02	3.478830e+02	-1.242311e+02	6.102937e+07	1.514880e+05	6.055856e+01	5.800878e+04	2.003040e+05	3.909530e+05	0.000000e+00	4.427442e+05	0.000000e+00	
14	-1.945293e+02	3.209380e-01	-2.528402e+02	2.981868e+02	-1.739273e+02	4.106259e+07	1.233481e+05	0.000000e+00	3.129594e+04	1.472053e+05	3.184583e+05	0.000000e+00	3.606458e+05	0.000000e+00	
15	-2.283527e+02	8.821432e+00	-2.875997e+02	2.484905e+02	-2.236235e+02	2.518425e+07	9.520830e+04	0.000000e+00	1.276065e+04	1.022272e+05	2.458073e+05	0.000000e+00	2.783704e+05	0.000000e+00	
16	-2.588956e+02	2.596700e+01	-3.233031e+02	1.987943e+02	-2.733198e+02	1.339468e+07	6.706845e+04	0.000000e+00	2.402911e+03	6.542664e+04	1.731563e+05	0.000000e+00	1.960950e+05	0.000000e+00	
17	-2.849761e+02	5.487221e+01	-3.602905e+02	1.490981e+02	-3.230160e+02	5.691205e+06	3.916563e+04	0.000000e+00	0.000000e+00	3.680365e+04	1.011172e+05	0.000000e+00	1.145126e+05	0.000000e+00	
18	-3.100670e+02	8.638551e+01	-3.975627e+02	9.940188e+01	-3.727122e+02	1.686443e+06	1.740805e+04	0.000000e+00	0.000000e+00	1.635821e+04	4.494382e+04	0.000000e+00	5.089773e+04	0.000000e+00	
19	-3.351578e+02	1.178988e+02	-4.348348e+02	4.970566e+01	-4.224084e+02	2.108655e+05	4.352839e+03	0.000000e+00	0.000000e+00	4.090330e+03	1.123809e+04	0.000000e+00	1.272685e+04	0.000000e+00	
20	-3.602486e+02	1.494121e+02	-4.721070e+02	9.442282e-03	-4.721046e+02	1.445502e-06	1.570778e-04	0.000000e+00	0.000000e+00	1.476048e-04	4.055409e-04	0.000000e+00	4.592647e-04	0.000000e+00	
1	1.068115e-13	1.028337e-13	5.340576e-14	9.171318e+02	4.585705e+02	2.500000e+08	2.500000e+05	2.500000e+05	5.000000e+05	5.000000e+05	5.000000e+05	5.000000e+05	0.000000e+00	0.000000e+00	
2	-2.916513e-01	9.996153e-02	-3.542008e-01	8.688622e+02	4.103009e+02	2.497905e+08	2.500000e+05	2.459988e+05	4.957618e+05	5.000000e+05	5.000000e+05	4.883556e+05	1.302167e+04	0.000000e+00	
3	-2.147982e+00	6.006136e-01	-2.606776e+00	8.205926e+02	3.620313e+02	2.483237e+08	2.500000e+05	2.339923e+05	4.830439e+05	5.000000e+05	5.000000e+05	4.534135e+05	5.209656e+04	0.000000e+00	
4	-6.683307e+00	1.360404e+00	-8.103780e+00	7.723230e+02	3.137617e+02	2.443420e+08	2.500000e+05	2.139805e+05	4.618464e+05	5.000000e+05	5.000000e+05	3.951738e+05	1.172247e+05	0.000000e+00	
5	-1.459137e+01	1.691286e+00	-1.772324e+01	7.240534e+02	2.654920e+02	2.366397e+08	2.500000e+05	1.875438e+05	4.321692e+05	4.983258e+05	5.000000e+05	3.182363e+05	2.032621e+05	0.000000e+00	
6	-2.521284e+01	1.290483e+00	-3.140368e+01	6.757837e+02	2.172224e+02	2.247084e+08	2.500000e+05	1.605544e+05	3.940124e+05	4.887574e+05	5.000000e+05	2.396902e+05	2.910985e+05	0.000000e+00	
7	-3.696188e+01	3.674357e-01	-4.873018e+01	6.275141e+02	1.689528e+02	2.085373e+08	2.500000e+05	1.335650e+05	3.473759e+05	4.707094e+05	5.000000e+05	1.611441e+05	3.789348e+05	0.000000e+00	
8	-4.806058e+01	-8.956110e-01	-6.958250e+01	5.792445e+02	1.206832e+02	1.881798e+08	2.483905e+05	1.065756e+05	2.939647e+05	4.441817e+05	5.000000e+05	8.728210e+04	4.615330e+05	0.000000e+00	
9	-5.827879e+01	-2.663327e+00	-9.355516e+01	5.309749e+02	7.241359e+01	1.643902e+08	2.393114e+05	7.958620e+04	2.399859e+05	4.091744e+05	5.000000e+05	3.515839e+04	5.198217e+05	0.000000e+00	
10	-6.960650e+01	-4.817311e+00	-1.201258e+02	4.827053e+02	2.414398e+01	1.384158e+08	2.222270e+05	5.259680e+04	1.860071e+05	3.656874e+05	5.000000e+05	6.332337e+03	5.520572e+05	0.000000e+00	
11	-8.633617e+01	-5.975654e+00	-1.490000e+02	4.344357e+02	-2.412564e+01	1.115943e+08	1.974135e+05	2.778103e+04	1.343307e+05	3.140134e+05	4.936742e+05	0.000000e+00	5.520645e+05	0.000000e+00	
12	-1.118970e+02	-5.114830e+00	-1.796352e+02	3.861661e+02	-7.239525e+01	8.561932e+07	1.704241e+05	1.069357e+04	9.084051e+04	2.600346e+05	4.648570e+05	0.000000e+00	5.198389e+05	0.000000e+00	
13	-1.462813e+02	-2.727427e+00	-2.117957e+02	3.378965e+02	-1.206649e+02	6.182865e+07	1.434347e+05	1.611459e+03	5.582996e+04	2.060558e+05	4.127421e+05	0.000000e+00	4.615601e+05	0.000000e+00	
14	-1.858855e+02	1.845526e+00	-2.450766e+02	2.896268e+02	-1.689345e+02	4.146963e+07	1.164453e+05	0.000000e+00	2.929907e+04	1.526434e+05	3.388858e+05	0.000000e+00	3.789682e+05	0.000000e+00	
