# Table format: XY
# axis1_unit = null
# axis2_unit = m
# axis3_unit = m
# axis4_unit = m
# axis5_unit = m
# axis6_unit = m
# axis7_unit = m**3
# axis8_unit = m**2
# axis9_unit = m**2
# axis10_unit = m**2
# axis11_unit = m**2
# axis12_unit = m**2
# axis13_unit = m**2
# axis14_unit = m**2
# S1 wet A : Area of FWD
# S2 wet A : Area of Left
# S3 wet A : Area of AFT
# S4 wet A : Area of Right
# S5 wet A : Area of Top
# S6 wet A : Area of Bottom
#C	COGx        	COGy        	COGz        	hfl/minPt   	hfl/refPt   	vol         	FS area     	S1 wet A    	S2 wet A    	S3 wet A    	S4 wet A    	S5 wet A    	S6 wet A    	zeros
"# Orientation 1 : pitch = -20.0 degree ;   roll = -20.0 degree"														
12	2.284173E-02	2.366397E-04	-5.664582E-02	4.927641E-01	1.363821E-01	1.949225E-01	5.121343E-01	1.592463E-01	3.457652E-01	2.305216E-01	4.338310E-01	5.546067E-04	5.000001E-01	0.000000E+00
13	2.312641E-02	-9.982791E-04	-6.680771E-02	4.727641E-01	1.163821E-01	1.846695E-01	5.127030E-01	1.489922E-01	3.252571E-01	2.203467E-01	4.134206E-01	0.000000E+00	5.000001E-01	0.000000E+00
14	2.360706E-02	-2.170613E-03	-7.698972E-02	4.527641E-01	9.638207E-02	1.744154E-01	5.127030E-01	1.387382E-01	3.047490E-01	2.100926E-01	3.929125E-01	0.000000E+00	5.000001E-01	0.000000E+00
15	2.432333E-02	-3.266951E-03	-8.719446E-02	4.327641E-01	7.638207E-02	1.641613E-01	5.127030E-01	1.284841E-01	2.842409E-01	1.998386E-01	3.724044E-01	0.000000E+00	5.000001E-01	0.000000E+00
16	2.532230E-02	-4.272124E-03	-9.742649E-02	4.127641E-01	5.638207E-02	1.539073E-01	5.127030E-01	1.182300E-01	2.637328E-01	1.895845E-01	3.518963E-01	0.000000E+00	5.000001E-01	0.000000E+00
17	2.666454E-02	-5.166581E-03	-1.076916E-01	3.927641E-01	3.638207E-02	1.436532E-01	5.127030E-01	1.079760E-01	2.432247E-01	1.793305E-01	3.313882E-01	0.000000E+00	5.000001E-01	0.000000E+00
18	2.842913E-02	-5.924812E-03	-1.179975E-01	3.727641E-01	1.638207E-02	1.333992E-01	5.127030E-01	9.772192E-02	2.227165E-01	1.690764E-01	3.108800E-01	0.000000E+00	5.000001E-01	0.000000E+00
19	3.072171E-02	-6.512811E-03	-1.283544E-01	3.527641E-01	-3.617934E-03	1.231451E-01	5.127030E-01	8.746786E-02	2.022084E-01	1.588223E-01	2.903719E-01	0.000000E+00	5.000001E-01	0.000000E+00
20	3.368602E-02	-6.884119E-03	-1.387761E-01	3.327641E-01	-2.361793E-02	1.128910E-01	5.127030E-01	7.721381E-02	1.817003E-01	1.485683E-01	2.698638E-01	0.000000E+00	5.000001E-01	0.000000E+00
21	3.752349E-02	-6.973853E-03	-1.492820E-01	3.127641E-01	-4.361793E-02	1.026370E-01	5.127030E-01	6.695974E-02	1.611922E-01	1.383142E-01	2.493557E-01	0.000000E+00	5.000001E-01	0.000000E+00
22	4.252480E-02	-6.688228E-03	-1.599003E-01	2.927641E-01	-6.361793E-02	9.238293E-02	5.127030E-01	5.670569E-02	1.406841E-01	1.280602E-01	2.288476E-01	0.000000E+00	5.000001E-01	0.000000E+00
23	4.912595E-02	-5.886665E-03	-1.706729E-01	2.727641E-01	-8.361793E-02	8.212886E-02	5.127030E-01	4.645163E-02	1.201760E-01	1.178061E-01	2.083395E-01	0.000000E+00	5.000001E-01	0.000000E+00
24	5.801163E-02	-4.348299E-03	-1.816660E-01	2.527641E-01	-1.036179E-01	7.187480E-02	5.127030E-01	3.619757E-02	9.966783E-02	1.075520E-01	1.878313E-01	0.000000E+00	5.000001E-01	0.000000E+00
25	7.032226E-02	-1.705369E-03	-1.929896E-01	2.327641E-01	-1.236179E-01	6.162075E-02	5.127030E-01	2.594352E-02	7.915973E-02	9.729798E-02	1.673232E-01	0.000000E+00	5.000001E-01	0.000000E+00
26	8.795301E-02	2.630958E-03	-2.048247E-01	2.127641E-01	-1.436179E-01	5.138026E-02	5.094152E-01	1.614702E-02	5.921696E-02	8.704392E-02	1.468151E-01	0.000000E+00	4.967938E-01	0.000000E+00
27	1.120462E-01	8.704910E-03	-2.172533E-01	1.927641E-01	-1.636179E-01	4.135525E-02	4.902301E-01	8.563021E-03	4.200790E-02	7.678987E-02	1.263070E-01	0.000000E+00	4.780840E-01	0.000000E+00
28	1.427616E-01	1.610819E-02	-2.302509E-01	1.727641E-01	-1.836179E-01	3.188531E-02	4.539062E-01	3.364251E-03	2.774594E-02	6.653579E-02	1.057989E-01	0.000000E+00	4.426601E-01	0.000000E+00
29	1.798914E-01	2.476666E-02	-2.437970E-01	1.527641E-01	-2.036179E-01	2.331325E-02	4.004437E-01	5.507397E-04	1.643115E-02	5.628174E-02	8.529076E-02	0.000000E+00	3.905222E-01	0.000000E+00
30	2.207149E-01	3.568975E-02	-2.577926E-01	1.327641E-01	-2.236179E-01	1.597995E-02	3.307226E-01	0.000000E+00	8.063503E-03	4.602769E-02	6.493398E-02	0.000000E+00	3.225285E-01	0.000000E+00
31	2.600024E-01	5.142770E-02	-2.721010E-01	1.127641E-01	-2.436179E-01	1.010227E-02	2.570440E-01	0.000000E+00	2.642971E-03	3.577361E-02	4.684381E-02	0.000000E+00	2.506754E-01	0.000000E+00
32	2.962712E-01	7.424999E-02	-2.868174E-01	9.276412E-02	-2.636179E-01	5.698181E-03	1.833656E-01	0.000000E+00	1.695928E-04	2.551956E-02	3.170082E-02	0.000000E+00	1.788225E-01	0.000000E+00
33	3.305048E-01	1.018487E-01	-3.018090E-01	7.276412E-02	-2.836179E-01	2.751176E-03	1.134285E-01	0.000000E+00	0.000000E+00	1.578620E-02	1.950497E-02	0.000000E+00	1.106182E-01	0.000000E+00
34	3.646763E-01	1.295935E-01	-3.168090E-01	5.276412E-02	-3.036179E-01	1.049015E-03	5.964368E-02	0.000000E+00	0.000000E+00	8.300796E-03	1.025622E-02	0.000000E+00	5.816593E-02	0.000000E+00
35	3.988477E-01	1.573383E-01	-3.318090E-01	3.276412E-02	-3.236179E-01	2.511664E-04	2.299770E-02	0.000000E+00	0.000000E+00	3.200661E-03	3.954644E-03	0.000000E+00	2.242790E-02	0.000000E+00
36	4.330191E-01	1.850830E-01	-3.468090E-01	1.276412E-02	-3.436179E-01	1.485048E-05	3.490361E-03	0.000000E+00	0.000000E+00	4.857643E-04	6.001963E-04	0.000000E+00	3.403882E-03	0.000000E+00
37	4.547934E-01	2.027622E-01	-3.563671E-01	0.000000E+00	-3.563821E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
"# Orientation 121 : pitch = 10.0 degree ;   roll = -10.0 degree"														
1	1.895056E-08	3.910832E-08	5.120727E-09	7.440765E-01	3.720382E-01	2.500000E-01	0.000000E+00	2.500001E-01	5.000001E-01	2.500001E-01	5.000001E-01	5.000001E-01	5.000001E-01	0.000000E+00
2	7.696855E-05	3.243423E-05	-6.612623E-05	7.240765E-01	3.520382E-01	2.499538E-01	6.944407E-03	2.487942E-01	4.988125E-01	2.500001E-01	5.000001E-01	4.932651E-01	5.000001E-01	0.000000E+00
3	5.770515E-04	2.181325E-04	-5.074688E-04	7.040765E-01	3.320382E-01	2.496297E-01	2.777763E-02	2.451765E-01	4.952498E-01	2.500001E-01	5.000001E-01	4.730601E-01	5.000001E-01	0.000000E+00
4	1.820762E-03	5.984995E-04	-1.643392E-03	6.840765E-01	3.120382E-01	2.487501E-01	6.249966E-02	2.391471E-01	4.893120E-01	2.500001E-01	5.000001E-01	4.393850E-01	5.000001E-01	0.000000E+00
5	4.026849E-03	1.093844E-03	-3.742563E-03	6.640765E-01	2.920382E-01	2.470371E-01	1.111105E-01	2.307059E-01	4.809991E-01	2.500001E-01	5.000001E-01	3.922400E-01	5.000001E-01	0.000000E+00
6	7.293601E-03	1.522193E-03	-7.018375E-03	6.440765E-01	2.720382E-01	2.442307E-01	1.699626E-01	2.204864E-01	4.703110E-01	2.500001E-01	4.993763E-01	3.351625E-01	5.000001E-01	0.000000E+00
7	1.135470E-02	1.807431E-03	-1.148217E-02	6.240765E-01	2.520382E-01	2.402377E-01	2.293407E-01	2.101755E-01	4.572478E-01	2.500001E-01	4.964674E-01	2.775748E-01	5.000001E-01	0.000000E+00
8	1.575889E-02	1.963446E-03	-1.706128E-02	6.040765E-01	2.320382E-01	2.350571E-01	2.887189E-01	1.998645E-01	4.418095E-01	2.500001E-01	4.911833E-01	2.199871E-01	5.000001E-01	0.000000E+00
9	2.002736E-02	2.002547E-03	-2.371068E-02	5.840765E-01	2.120382E-01	2.286889E-01	3.480971E-01	1.895536E-01	4.239960E-01	2.500001E-01	4.835241E-01	1.623994E-01	5.000001E-01	0.000000E+00
10	2.363052E-02	1.933137E-03	-3.141366E-02	5.640765E-01	1.920382E-01	2.211346E-01	4.067749E-01	1.792427E-01	4.039272E-01	2.498784E-01	4.734898E-01	1.054910E-01	5.000001E-01	0.000000E+00
11	2.620729E-02	1.683006E-03	-4.008387E-02	5.440765E-01	1.720382E-01	2.124958E-01	4.547977E-01	1.689318E-01	3.833054E-01	2.479066E-01	4.610804E-01	5.891625E-02	5.000001E-01	0.000000E+00
12	2.781256E-02	1.107821E-03	-4.949615E-02	5.240765E-01	1.520382E-01	2.030353E-01	4.889317E-01	1.586209E-01	3.626836E-01	2.435230E-01	4.462958E-01	2.581152E-02	5.000001E-01	0.000000E+00
13	2.866616E-02	1.742635E-04	-5.941931E-02	5.040765E-01	1.320382E-01	1.930311E-01	5.091769E-01	1.483100E-01	3.420617E-01	2.367276E-01	4.291361E-01	6.176791E-03	5.000001E-01	0.000000E+00
14	2.917470E-02	-9.902027E-04	-6.961517E-02	4.840765E-01	1.120382E-01	1.827609E-01	5.155457E-01	1.379991E-01	3.214399E-01	2.275226E-01	4.096034E-01	0.000000E+00	5.000001E-01	0.000000E+00
15	2.984335E-02	-2.141764E-03	-7.987846E-02	4.640765E-01	9.203824E-02	1.724499E-01	5.155457E-01	1.276881E-01	3.008181E-01	2.172117E-01	3.889816E-01	0.000000E+00	5.000001E-01	0.000000E+00
16	3.082122E-02	-3.212085E-03	-9.017524E-02	4.440765E-01	7.203824E-02	1.621390E-01	5.155457E-01	1.173772E-01	2.801962E-01	2.069008E-01	3.683598E-01	0.000000E+00	5.000001E-01	0.000000E+00
17	3.217151E-02	-4.184565E-03	-1.005123E-01	4.240765E-01	5.203824E-02	1.518281E-01	5.155457E-01	1.070663E-01	2.595744E-01	1.965899E-01	3.477379E-01	0.000000E+00	5.000001E-01	0.000000E+00
18	3.397544E-02	-5.037865E-03	-1.108985E-01	4.040765E-01	3.203824E-02	1.415172E-01	5.155457E-01	9.675540E-02	2.389526E-01	1.862790E-01	3.271161E-01	0.000000E+00	5.000001E-01	0.000000E+00
19	3.634002E-02	-5.743852E-03	-1.213454E-01	3.840765E-01	1.203824E-02	1.312063E-01	5.155457E-01	8.644448E-02	2.183308E-01	1.759681E-01	3.064943E-01	0.000000E+00	5.000001E-01	0.000000E+00
20	3.940870E-02	-6.264856E-03	-1.318685E-01	3.640765E-01	-7.961764E-03	1.208954E-01	5.155457E-01	7.613358E-02	1.977090E-01	1.656572E-01	2.858725E-01	0.000000E+00	5.000001E-01	0.000000E+00
21	4.337849E-02	-6.549140E-03	-1.424892E-01	3.440765E-01	-2.796176E-02	1.105845E-01	5.155457E-01	6.582266E-02	1.770871E-01	1.553462E-01	2.652506E-01	0.000000E+00	5.000001E-01	0.000000E+00
22	4.852732E-02	-6.523659E-03	-1.532376E-01	3.240765E-01	-4.796176E-02	1.002735E-01	5.155457E-01	5.551176E-02	1.564653E-01	1.450353E-01	2.446288E-01	0.000000E+00	5.000001E-01	0.000000E+00
23	5.526056E-02	-6.081929E-03	-1.641574E-01	3.040765E-01	-6.796176E-02	8.996263E-02	5.155457E-01	4.520084E-02	1.358435E-01	1.347244E-01	2.240070E-01	0.000000E+00	5.000001E-01	0.000000E+00
24	6.419357E-02	-5.062273E-03	-1.753155E-01	2.840765E-01	-8.796176E-02	7.965171E-02	5.155457E-01	3.488992E-02	1.152216E-01	1.244135E-01	2.033852E-01	0.000000E+00	5.000001E-01	0.000000E+00
25	7.630761E-02	-3.206870E-03	-1.868179E-01	2.640765E-01	-1.079618E-01	6.934081E-02	5.155457E-01	2.457901E-02	9.459984E-02	1.141026E-01	1.827633E-01	0.000000E+00	5.000001E-01	0.000000E+00
26	9.306784E-02	-1.680162E-04	-1.988201E-01	2.440765E-01	-1.279618E-01	5.904972E-02	5.115994E-01	1.495337E-02	7.465286E-02	1.037917E-01	1.621415E-01	0.000000E+00	4.961727E-01	0.000000E+00
27	1.151019E-01	3.879825E-03	-2.113606E-01	2.240765E-01	-1.479618E-01	4.896874E-02	4.941850E-01	7.666433E-03	5.700909E-02	9.348077E-02	1.415197E-01	0.000000E+00	4.792835E-01	0.000000E+00
28	1.423340E-01	8.533070E-03	-2.243979E-01	2.040765E-01	-1.679618E-01	3.937490E-02	4.628818E-01	2.791248E-03	4.174039E-02	8.316983E-02	1.208978E-01	0.000000E+00	4.489242E-01	0.000000E+00
29	1.741516E-01	1.366765E-02	-2.378689E-01	1.840765E-01	-1.879618E-01	3.054604E-02	4.176899E-01	3.278441E-04	2.884686E-02	7.285893E-02	1.002760E-01	0.000000E+00	4.050950E-01	0.000000E+00
30	2.080627E-01	1.994393E-02	-2.516179E-01	1.640765E-01	-2.079618E-01	2.275484E-02	3.601997E-01	0.000000E+00	1.832845E-02	6.254802E-02	7.992623E-02	0.000000E+00	3.493384E-01	0.000000E+00
31	2.412662E-01	2.868796E-02	-2.655205E-01	1.440765E-01	-2.279618E-01	1.614461E-02	3.008214E-01	0.000000E+00	1.018515E-02	5.223709E-02	6.162864E-02	0.000000E+00	2.917505E-01	0.000000E+00
32	2.731456E-01	4.126866E-02	-2.796430E-01	1.240765E-01	-2.479618E-01	1.072197E-02	2.414433E-01	0.000000E+00	4.416998E-03	4.192619E-02	4.570623E-02	0.000000E+00	2.341629E-01	0.000000E+00
33	3.029912E-01	5.974264E-02	-2.941030E-01	1.040765E-01	-2.679618E-01	6.486893E-03	1.820652E-01	0.000000E+00	1.023967E-03	3.161528E-02	3.215894E-02	0.000000E+00	1.765752E-01	0.000000E+00
34	3.303202E-01	8.550919E-02	-3.089809E-01	8.407645E-02	-2.879618E-01	3.439350E-03	1.227223E-01	0.000000E+00	0.000000E+00	2.131050E-02	2.098675E-02	0.000000E+00	1.190218E-01	0.000000E+00
35	3.569133E-01	1.134078E-01	-3.239809E-01	6.407645E-02	-3.079618E-01	1.522470E-03	7.128066E-02	0.000000E+00	0.000000E+00	1.237776E-02	1.218971E-02	0.000000E+00	6.913128E-02	0.000000E+00
36	3.835064E-01	1.413064E-01	-3.389809E-01	4.407645E-02	-3.279618E-01	4.955342E-04	3.372782E-02	0.000000E+00	0.000000E+00	5.856775E-03	5.767797E-03	0.000000E+00	3.271080E-02	0.000000E+00
37	4.100996E-01	1.692050E-01	-3.539809E-01	2.407645E-02	-3.479618E-01	8.076605E-05	1.006372E-02	0.000000E+00	0.000000E+00	1.747546E-03	1.720997E-03	0.000000E+00	9.760260E-03	0.000000E+00
38	4.366927E-01	1.971036E-01	-3.689809E-01	4.076452E-03	-3.679618E-01	3.920056E-07	2.884922E-04	0.000000E+00	0.000000E+00	5.009615E-05	4.933508E-05	0.000000E+00	2.797931E-04	0.000000E+00
39	4.420864E-01	2.027621E-01	-3.720232E-01	0.000000E+00	-3.720382E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
"# Orientation 122 : pitch = 12.0 degree ;   roll = -10.0 degree"														
1	4.125189E-08	3.910832E-08	8.555466E-09	7.744822E-01	3.872411E-01	2.500000E-01	0.000000E+00	2.500001E-01	5.000001E-01	2.500001E-01	5.000001E-01	5.000001E-01	5.000001E-01	0.000000E+00
2	6.393743E-05	2.742744E-05	-5.835929E-05	7.544822E-01	3.672411E-01	2.499609E-01	5.879233E-03	2.487777E-01	4.990015E-01	2.500001E-01	5.000001E-01	4.943367E-01	5.000001E-01	0.000000E+00
3	4.848654E-04	1.841579E-04	-4.486207E-04	7.344822E-01	3.472411E-01	2.496865E-01	2.351693E-02	2.451106E-01	4.960057E-01	2.500001E-01	5.000001E-01	4.773466E-01	5.000001E-01	0.000000E+00
4	1.550298E-03	5.039070E-04	-1.454874E-03	7.144822E-01	3.272411E-01	2.489418E-01	5.291309E-02	2.389988E-01	4.910126E-01	2.500001E-01	5.000001E-01	4.490296E-01	5.000001E-01	0.000000E+00
5	3.479284E-03	9.166691E-04	-3.316774E-03	6.944822E-01	3.072411E-01	2.474916E-01	9.406772E-02	2.304423E-01	4.840224E-01	2.500001E-01	5.000001E-01	4.093859E-01	5.000001E-01	0.000000E+00
6	6.404083E-03	1.267502E-03	-6.221085E-03	6.744822E-01	2.872411E-01	2.451175E-01	1.436414E-01	2.201353E-01	4.750349E-01	2.500001E-01	4.994329E-01	3.616322E-01	5.000001E-01	0.000000E+00
7	1.016490E-02	1.496116E-03	-1.016825E-02	6.544822E-01	2.672411E-01	2.417454E-01	1.935718E-01	2.097542E-01	4.640502E-01	2.500001E-01	4.969291E-01	3.135349E-01	5.000001E-01	0.000000E+00
8	1.446806E-02	1.614640E-03	-1.508500E-02	6.344822E-01	2.472411E-01	2.373746E-01	2.435022E-01	1.993731E-01	4.510683E-01	2.500001E-01	4.924280E-01	2.654375E-01	5.000001E-01	0.000000E+00
9	1.901303E-02	1.633922E-03	-2.091746E-02	6.144822E-01	2.272411E-01	2.320053E-01	2.934327E-01	1.889920E-01	4.360892E-01	2.500001E-01	4.859297E-01	2.173402E-01	5.000001E-01	0.000000E+00
10	2.347980E-02	1.563082E-03	-2.763142E-02	5.944822E-01	2.072411E-01	2.256373E-01	3.433631E-01	1.786109E-01	4.191128E-01	2.500001E-01	4.774343E-01	1.692428E-01	5.000001E-01	0.000000E+00
11	2.751188E-02	1.409749E-03	-3.521317E-02	5.744822E-01	1.872411E-01	2.182708E-01	3.932935E-01	1.682297E-01	4.001393E-01	2.500001E-01	4.669416E-01	1.211454E-01	5.000001E-01	0.000000E+00
12	3.071545E-02	1.172492E-03	-4.366317E-02	5.544822E-01	1.672411E-01	2.099142E-01	4.410762E-01	1.578486E-01	3.795333E-01	2.495535E-01	4.544516E-01	7.511702E-02	5.000001E-01	0.000000E+00
13	3.296302E-02	7.515047E-04	-5.287680E-02	5.344822E-01	1.472411E-01	2.007037E-01	4.780204E-01	1.474675E-01	3.587711E-01	2.468535E-01	4.399645E-01	3.952914E-02	5.000001E-01	0.000000E+00
14	3.442095E-02	3.899074E-05	-6.266542E-02	5.144822E-01	1.272411E-01	1.908718E-01	5.032061E-01	1.370864E-01	3.380088E-01	2.417088E-01	4.234802E-01	1.526803E-02	5.000001E-01	0.000000E+00
15	3.538255E-02	-9.550359E-04	-7.283868E-02	4.944822E-01	1.072411E-01	1.806538E-01	5.166334E-01	1.267053E-01	3.172466E-01	2.341194E-01	4.049986E-01	2.333696E-03	5.000001E-01	0.000000E+00
16	3.630893E-02	-2.065321E-03	-8.319664E-02	4.744822E-01	8.724113E-02	1.702831E-01	5.190561E-01	1.163241E-01	2.964843E-01	2.242419E-01	3.846478E-01	0.000000E+00	5.000001E-01	0.000000E+00
17	3.760026E-02	-3.103366E-03	-9.361254E-02	4.544822E-01	6.724113E-02	1.599019E-01	5.190561E-01	1.059430E-01	2.757221E-01	2.138608E-01	3.638856E-01	0.000000E+00	5.000001E-01	0.000000E+00
18	3.936605E-02	-4.035255E-03	-1.040862E-01	4.344822E-01	4.724113E-02	1.495208E-01	5.190561E-01	9.556190E-02	2.549598E-01	2.034797E-01	3.431234E-01	0.000000E+00	5.000001E-01	0.000000E+00
19	4.171250E-02	-4.837206E-03	-1.146305E-01	4.144822E-01	2.724113E-02	1.391397E-01	5.190561E-01	8.518077E-02	2.341976E-01	1.930986E-01	3.223611E-01	0.000000E+00	5.000001E-01	0.000000E+00
20	4.478012E-02	-5.477777E-03	-1.252627E-01	3.944822E-01	7.241127E-03	1.287586E-01	5.190561E-01	7.479966E-02	2.134354E-01	1.827175E-01	3.015989E-01	0.000000E+00	5.000001E-01	0.000000E+00
21	4.875855E-02	-5.914530E-03	-1.360056E-01	3.744822E-01	-1.275887E-02	1.183775E-01	5.190561E-01	6.441854E-02	1.926731E-01	1.723364E-01	2.808366E-01	0.000000E+00	5.000001E-01	0.000000E+00
22	5.391042E-02	-6.088724E-03	-1.468914E-01	3.544822E-01	-3.275887E-02	1.079963E-01	5.190561E-01	5.403743E-02	1.719109E-01	1.619552E-01	2.600744E-01	0.000000E+00	5.000001E-01	0.000000E+00
23	6.061022E-02	-5.916497E-03	-1.579657E-01	3.344822E-01	-5.275887E-02	9.761522E-02	5.190561E-01	4.365630E-02	1.511487E-01	1.515741E-01	2.393122E-01	0.000000E+00	5.000001E-01	0.000000E+00
24	6.941048E-02	-5.274287E-03	-1.692956E-01	3.144822E-01	-7.275887E-02	8.723409E-02	5.190561E-01	3.327517E-02	1.303864E-01	1.411930E-01	2.185499E-01	0.000000E+00	5.000001E-01	0.000000E+00
25	8.116243E-02	-3.971538E-03	-1.809847E-01	2.944822E-01	-9.275887E-02	7.685298E-02	5.190561E-01	2.289406E-02	1.096242E-01	1.308119E-01	1.977877E-01	0.000000E+00	5.000001E-01	0.000000E+00
26	9.697155E-02	-1.818320E-03	-1.931628E-01	2.744822E-01	-1.127589E-01	6.650216E-02	5.141035E-01	1.354264E-02	8.970314E-02	1.204308E-01	1.770254E-01	0.000000E+00	4.952294E-01	0.000000E+00
27	1.170835E-01	9.158347E-04	-2.058314E-01	2.544822E-01	-1.327589E-01	5.636721E-02	4.974322E-01	6.627683E-03	7.177260E-02	1.100496E-01	1.562632E-01	0.000000E+00	4.791701E-01	0.000000E+00
28	1.412446E-01	3.893683E-03	-2.189354E-01	2.344822E-01	-1.527589E-01	4.668325E-02	4.690023E-01	2.157438E-03	5.583923E-02	9.966850E-02	1.355009E-01	0.000000E+00	4.517840E-01	0.000000E+00
29	1.686274E-01	7.039616E-03	-2.323836E-01	2.144822E-01	-1.727589E-01	3.768550E-02	4.288141E-01	1.319278E-04	4.190312E-02	8.928739E-02	1.147387E-01	0.000000E+00	4.130712E-01	0.000000E+00
30	1.970806E-01	1.087121E-02	-2.460008E-01	1.944822E-01	-1.927589E-01	2.959723E-02	3.795183E-01	0.000000E+00	2.996423E-02	7.890628E-02	9.442676E-02	0.000000E+00	3.655852E-01	0.000000E+00
31	2.251557E-01	1.608316E-02	-2.596992E-01	1.744822E-01	-2.127589E-01	2.250615E-02	3.295878E-01	0.000000E+00	2.002252E-02	6.852514E-02	7.600417E-02	0.000000E+00	3.174877E-01	0.000000E+00
32	2.526427E-01	2.330954E-02	-2.735120E-01	1.544822E-01	-2.327589E-01	1.641371E-02	2.796574E-01	0.000000E+00	1.207806E-02	5.814403E-02	5.957886E-02	0.000000E+00	2.693904E-01	0.000000E+00
33	2.792435E-01	3.357241E-02	-2.874977E-01	1.344822E-01	-2.527589E-01	1.131987E-02	2.297270E-01	0.000000E+00	6.130809E-03	4.776292E-02	4.515075E-02	0.000000E+00	2.212931E-01	0.000000E+00
34	3.044708E-01	4.854063E-02	-3.017512E-01	1.144822E-01	-2.727589E-01	7.224624E-03	1.797965E-01	0.000000E+00	2.180764E-03	3.738178E-02	3.271983E-02	0.000000E+00	1.731956E-01	0.000000E+00
35	3.276624E-01	7.048280E-02	-3.164014E-01	9.448223E-02	-2.927589E-01	4.128002E-03	1.298661E-01	0.000000E+00	2.279471E-04	2.700067E-02	2.228616E-02	0.000000E+00	1.250983E-01	0.000000E+00
36	3.491728E-01	9.818498E-02	-3.313794E-01	7.448223E-02	-3.127589E-01	2.024404E-03	8.153908E-02	0.000000E+00	0.000000E+00	1.695293E-02	1.384970E-02	0.000000E+00	7.854557E-02	0.000000E+00
37	3.705704E-01	1.262736E-01	-3.463795E-01	5.448223E-02	-3.327589E-01	7.923238E-04	4.362842E-02	0.000000E+00	0.000000E+00	9.070859E-03	7.410443E-03	0.000000E+00	4.202671E-02	0.000000E+00
38	3.919680E-01	1.543622E-01	-3.613794E-01	3.448223E-02	-3.527589E-01	2.008742E-04	1.747634E-02	0.000000E+00	0.000000E+00	3.633535E-03	2.968418E-03	0.000000E+00	1.683474E-02	0.000000E+00
39	4.133656E-01	1.824507E-01	-3.763794E-01	1.448223E-02	-3.727589E-01	1.488142E-05	3.082695E-03	0.000000E+00	0.000000E+00	6.409283E-04	5.236067E-04	0.000000E+00	2.969521E-03	0.000000E+00
40	4.288384E-01	2.027619E-01	-3.872261E-01	0.000000E+00	-3.872411E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
"# Orientation 123 : pitch = 14.0 degree ;   roll = -10.0 degree"														
1	4.618255E-08	3.910832E-08	4.956735E-09	8.039445E-01	4.019722E-01	2.500000E-01	0.000000E+00	2.500001E-01	5.000001E-01	2.500001E-01	5.000001E-01	5.000001E-01	5.000001E-01	0.000000E+00
2	5.446522E-05	2.394057E-05	-5.299102E-05	7.839445E-01	3.819722E-01	2.499659E-01	5.134814E-03	2.487578E-01	4.991349E-01	2.500001E-01	5.000001E-01	4.950935E-01	5.000001E-01	0.000000E+00
3	4.167423E-04	1.603160E-04	-4.079069E-04	7.639445E-01	3.619722E-01	2.497262E-01	2.053926E-02	2.450312E-01	4.965394E-01	2.500001E-01	5.000001E-01	4.803737E-01	5.000001E-01	0.000000E+00
4	1.344846E-03	4.373286E-04	-1.324641E-03	7.439445E-01	3.419722E-01	2.490758E-01	4.621333E-02	2.388201E-01	4.922136E-01	2.500001E-01	5.000001E-01	4.558407E-01	5.000001E-01	0.000000E+00
5	3.048764E-03	7.915292E-04	-3.023329E-03	7.239445E-01	3.219722E-01	2.478092E-01	8.215704E-02	2.301245E-01	4.861575E-01	2.500001E-01	5.000001E-01	4.214946E-01	5.000001E-01	0.000000E+00
6	5.670176E-03	1.087138E-03	-5.672703E-03	7.039445E-01	3.019722E-01	2.457378E-01	1.251840E-01	2.197153E-01	4.783710E-01	2.500001E-01	4.994632E-01	3.803800E-01	5.000001E-01	0.000000E+00
7	9.106086E-03	1.275877E-03	-9.266260E-03	6.839445E-01	2.819722E-01	2.428016E-01	1.684423E-01	2.092502E-01	4.688542E-01	2.500001E-01	4.972350E-01	3.390443E-01	5.000001E-01	0.000000E+00
8	1.315193E-02	1.368651E-03	-1.373348E-02	6.639445E-01	2.619722E-01	2.390001E-01	2.117006E-01	1.987851E-01	4.576070E-01	2.500001E-01	4.932764E-01	2.977086E-01	5.000001E-01	0.000000E+00
9	1.760464E-02	1.375208E-03	-1.901868E-02	6.439445E-01	2.419722E-01	2.343335E-01	2.549588E-01	1.883199E-01	4.446295E-01	2.500001E-01	4.875876E-01	2.563730E-01	5.000001E-01	0.000000E+00
10	2.225499E-02	1.304099E-03	-2.508061E-02	6.239445E-01	2.219722E-01	2.288018E-01	2.982171E-01	1.778548E-01	4.299217E-01	2.500001E-01	4.801683E-01	2.150373E-01	5.000001E-01	0.000000E+00
11	2.687948E-02	1.162866E-03	-3.189236E-02	6.039445E-01	2.019722E-01	2.224048E-01	3.414754E-01	1.673897E-01	4.134836E-01	2.500001E-01	4.710188E-01	1.737017E-01	5.000001E-01	0.000000E+00
