# Table format: XY
# axis1_unit = null
# axis2_unit = m
# axis3_unit = m
# axis4_unit = m
# axis5_unit = m
# axis6_unit = m
# axis7_unit = m**3
# axis8_unit = m**2
#C	COGx        	COGy        	COGz        	hfl/minPt   	hfl/refPt   	vol         	FS area     
# Orientation 1 : pitch = -20.0 degree ;   roll = -20.0 degree
17	-6.377841E-04	5.240066E-03	-8.644434E-02	9.510449E-01	3.155225E-01	8.284375E-01	1.040933E+00
18	-3.791893E-04	3.115399E-03	-9.654840E-02	9.310449E-01	2.955225E-01	8.076189E-01	1.040933E+00
19	-1.253927E-04	1.030190E-03	-1.066579E-01	9.110449E-01	2.755225E-01	7.868002E-01	1.040933E+00
20	1.231884E-04	-1.012402E-03	-1.167735E-01	8.910449E-01	2.555225E-01	7.659815E-01	1.040933E+00
21	3.661668E-04	-3.008800E-03	-1.268954E-01	8.710449E-01	2.355225E-01	7.451629E-01	1.040933E+00
22	6.030654E-04	-4.955010E-03	-1.370244E-01	8.510449E-01	2.155225E-01	7.243442E-01	1.040933E+00
23	8.332884E-04	-6.846623E-03	-1.471610E-01	8.310449E-01	1.955225E-01	7.035256E-01	1.040933E+00
24	1.056240E-03	-8.678632E-03	-1.573060E-01	8.110449E-01	1.755225E-01	6.827069E-01	1.040933E+00
25	1.271263E-03	-1.044537E-02	-1.674600E-01	7.910449E-01	1.555225E-01	6.618882E-01	1.040933E+00
26	1.477585E-03	-1.214047E-02	-1.776241E-01	7.710449E-01	1.355225E-01	6.410696E-01	1.040933E+00
27	1.674310E-03	-1.375683E-02	-1.877992E-01	7.510449E-01	1.155225E-01	6.202509E-01	1.040933E+00
28	1.860455E-03	-1.528610E-02	-1.979865E-01	7.310449E-01	9.552250E-02	5.994322E-01	1.040933E+00
29	2.034829E-03	-1.671900E-02	-2.081872E-01	7.110449E-01	7.552250E-02	5.786136E-01	1.040933E+00
30	2.196178E-03	-1.804467E-02	-2.184029E-01	6.910449E-01	5.552250E-02	5.577949E-01	1.040933E+00
31	2.342955E-03	-1.925059E-02	-2.286353E-01	6.710449E-01	3.552250E-02	5.369762E-01	1.040933E+00
32	2.473400E-03	-2.032240E-02	-2.388865E-01	6.510449E-01	1.552250E-02	5.161576E-01	1.040933E+00
33	2.585456E-03	-2.124311E-02	-2.491588E-01	6.310449E-01	-4.477496E-03	4.953389E-01	1.040933E+00
34	2.676711E-03	-2.199288E-02	-2.594550E-01	6.110449E-01	-2.447750E-02	4.745202E-01	1.040933E+00
35	2.744303E-03	-2.254810E-02	-2.697784E-01	5.910449E-01	-4.447750E-02	4.537016E-01	1.040933E+00
36	2.784774E-03	-2.288075E-02	-2.801328E-01	5.710449E-01	-6.447750E-02	4.328829E-01	1.040933E+00
37	2.794073E-03	-2.295716E-02	-2.905231E-01	5.510449E-01	-8.447750E-02	4.120642E-01	1.040933E+00
38	2.767191E-03	-2.273627E-02	-3.009550E-01	5.310449E-01	-1.044775E-01	3.912456E-01	1.040933E+00
39	2.698049E-03	-2.216806E-02	-3.114353E-01	5.110449E-01	-1.244775E-01	3.704270E-01	1.040933E+00
40	2.579049E-03	-2.119048E-02	-3.219729E-01	4.910449E-01	-1.444775E-01	3.496083E-01	1.040933E+00
41	2.400801E-03	-1.972576E-02	-3.325786E-01	4.710449E-01	-1.644775E-01	3.287896E-01	1.040933E+00
42	2.151207E-03	-1.767512E-02	-3.432661E-01	4.510449E-01	-1.844775E-01	3.079710E-01	1.040933E+00
43	1.814798E-03	-1.491107E-02	-3.540533E-01	4.310449E-01	-2.044775E-01	2.871523E-01	1.040933E+00
44	1.371190E-03	-1.126631E-02	-3.649637E-01	4.110449E-01	-2.244775E-01	2.663336E-01	1.040933E+00
45	7.931447E-04	-6.516891E-03	-3.760283E-01	3.910449E-01	-2.444775E-01	2.455150E-01	1.040933E+00
46	4.325862E-05	-3.556776E-04	-3.872903E-01	3.710449E-01	-2.644775E-01	2.246963E-01	1.040933E+00
47	-9.310687E-04	7.649822E-03	-3.988100E-01	3.510449E-01	-2.844775E-01	2.038776E-01	1.040933E+00
48	-2.206459E-03	1.812874E-02	-4.106754E-01	3.310449E-01	-3.044775E-01	1.830590E-01	1.040933E+00
49	-3.898754E-03	3.203331E-02	-4.230195E-01	3.110449E-01	-3.244775E-01	1.622403E-01	1.040933E+00
50	-5.842730E-03	5.027501E-02	-4.359651E-01	2.910449E-01	-3.444775E-01	1.415519E-01	1.020717E+00
51	-7.225230E-03	7.123564E-02	-4.492756E-01	2.710449E-01	-3.644775E-01	1.216988E-01	9.582758E-01
52	-8.713707E-03	9.251360E-02	-4.626317E-01	2.510449E-01	-3.844775E-01	1.032891E-01	8.827006E-01
53	-1.056589E-02	1.137780E-01	-4.759920E-01	2.310449E-01	-4.044775E-01	8.639081E-02	8.071254E-01
54	-1.289342E-02	1.350248E-01	-4.893578E-01	2.110449E-01	-4.244775E-01	7.100407E-02	7.315502E-01
55	-1.585869E-02	1.562479E-01	-5.027311E-01	1.910449E-01	-4.444775E-01	5.712875E-02	6.559746E-01
56	-1.970719E-02	1.774380E-01	-5.161146E-01	1.710449E-01	-4.644775E-01	4.476502E-02	5.803994E-01
57	-2.482806E-02	1.985807E-01	-5.295129E-01	1.510449E-01	-4.844775E-01	3.391279E-02	5.048242E-01
58	-3.187616E-02	2.196516E-01	-5.429336E-01	1.310449E-01	-5.044775E-01	2.457207E-02	4.292491E-01
59	-4.204221E-02	2.406064E-01	-5.563905E-01	1.110449E-01	-5.244775E-01	1.674285E-02	3.536739E-01
60	-5.772652E-02	2.613556E-01	-5.699117E-01	9.104489E-02	-5.444775E-01	1.042513E-02	2.780987E-01
61	-8.450974E-02	2.816915E-01	-5.835620E-01	7.104489E-02	-5.644775E-01	5.618887E-03	2.025231E-01
62	-1.380831E-01	3.010294E-01	-5.975239E-01	5.104489E-02	-5.844775E-01	2.324181E-03	1.269479E-01
63	-2.564018E-01	3.179556E-01	-6.122388E-01	3.104489E-02	-6.044775E-01	5.399432E-04	5.217708E-02
64	-3.992337E-01	3.339687E-01	-6.272387E-01	1.104489E-02	-6.244775E-01	2.431426E-05	6.604224E-03
65	-4.779696E-01	3.427958E-01	-6.355075E-01	0.000000E+00	-6.355224E-01	0.000000E+00	0.000000E+00
# Orientation 53 : pitch = 0.0 degree ;   roll = -16.0 degree
1	0.000000E+00	-3.147571E-07	4.026077E-08	1.236899E+00	6.184495E-01	1.000000E+00	0.000000E+00
2	0.000000E+00	2.425742E-04	-4.570678E-04	1.216899E+00	5.984495E-01	9.992447E-01	7.548319E-02
3	0.000000E+00	9.086561E-04	-1.792152E-03	1.196899E+00	5.784495E-01	9.969802E-01	1.509664E-01
4	0.000000E+00	1.906676E-03	-3.956516E-03	1.176899E+00	5.584495E-01	9.932061E-01	2.264496E-01
5	0.000000E+00	3.147168E-03	-6.908466E-03	1.156899E+00	5.384495E-01	9.879223E-01	3.019328E-01
6	0.000000E+00	4.541261E-03	-1.061281E-02	1.136899E+00	5.184495E-01	9.811288E-01	3.774160E-01
7	0.000000E+00	5.999310E-03	-1.504048E-02	1.116899E+00	4.984495E-01	9.728256E-01	4.528992E-01
8	0.000000E+00	7.429523E-03	-2.016826E-02	1.096899E+00	4.784495E-01	9.630128E-01	5.283824E-01
9	0.000000E+00	8.736236E-03	-2.597882E-02	1.076899E+00	4.584495E-01	9.516903E-01	6.038656E-01
10	0.000000E+00	9.818478E-03	-3.246056E-02	1.056899E+00	4.384495E-01	9.388582E-01	6.793489E-01
11	0.000000E+00	1.056753E-02	-3.960781E-02	1.036899E+00	4.184495E-01	9.245164E-01	7.548321E-01
12	0.000000E+00	1.086502E-02	-4.742133E-02	1.016899E+00	3.984495E-01	9.086649E-01	8.303152E-01
13	0.000000E+00	1.058005E-02	-5.590855E-02	9.968989E-01	3.784495E-01	8.913038E-01	9.057984E-01
14	0.000000E+00	9.565515E-03	-6.508457E-02	9.768989E-01	3.584495E-01	8.724330E-01	9.812816E-01
15	0.000000E+00	7.680042E-03	-7.495554E-02	9.568989E-01	3.384495E-01	8.520884E-01	1.040299E+00
16	0.000000E+00	5.515022E-03	-8.505227E-02	9.368989E-01	3.184495E-01	8.312824E-01	1.040299E+00
17	0.000000E+00	3.386064E-03	-9.515398E-02	9.168989E-01	2.984495E-01	8.104764E-01	1.040299E+00
18	0.000000E+00	1.296027E-03	-1.052610E-01	8.968989E-01	2.784495E-01	7.896705E-01	1.040299E+00
19	0.000000E+00	-7.519293E-04	-1.153739E-01	8.768989E-01	2.584495E-01	7.688645E-01	1.040299E+00
20	0.000000E+00	-2.754288E-03	-1.254930E-01	8.568989E-01	2.384495E-01	7.480585E-01	1.040299E+00
21	0.000000E+00	-4.707174E-03	-1.356190E-01	8.368989E-01	2.184495E-01	7.272525E-01	1.040299E+00
22	0.000000E+00	-6.606178E-03	-1.457523E-01	8.168989E-01	1.984495E-01	7.064466E-01	1.040299E+00
23	0.000000E+00	-8.446412E-03	-1.558938E-01	7.968989E-01	1.784495E-01	6.856406E-01	1.040299E+00
24	0.000000E+00	-1.022233E-02	-1.660441E-01	7.768989E-01	1.584495E-01	6.648346E-01	1.040299E+00
25	0.000000E+00	-1.192774E-02	-1.762041E-01	7.568989E-01	1.384495E-01	6.440286E-01	1.040299E+00
26	0.000000E+00	-1.355554E-02	-1.863748E-01	7.368989E-01	1.184495E-01	6.232226E-01	1.040299E+00
27	0.000000E+00	-1.509775E-02	-1.965573E-01	7.168989E-01	9.844950E-02	6.024167E-01	1.040299E+00
28	0.000000E+00	-1.654513E-02	-2.067529E-01	6.968989E-01	7.844950E-02	5.816106E-01	1.040299E+00
29	0.000000E+00	-1.788713E-02	-2.169630E-01	6.768989E-01	5.844950E-02	5.608047E-01	1.040299E+00
30	0.000000E+00	-1.911159E-02	-2.271892E-01	6.568989E-01	3.844950E-02	5.399987E-01	1.040299E+00
31	0.000000E+00	-2.020432E-02	-2.374336E-01	6.368989E-01	1.844950E-02	5.191927E-01	1.040299E+00
32	0.000000E+00	-2.114894E-02	-2.476984E-01	6.168989E-01	-1.550496E-03	4.983867E-01	1.040299E+00
33	0.000000E+00	-2.192600E-02	-2.579863E-01	5.968989E-01	-2.155050E-02	4.775808E-01	1.040299E+00
34	0.000000E+00	-2.251263E-02	-2.683004E-01	5.768989E-01	-4.155050E-02	4.567747E-01	1.040299E+00
35	0.000000E+00	-2.288152E-02	-2.786445E-01	5.568989E-01	-6.155050E-02	4.359688E-01	1.040299E+00
36	0.000000E+00	-2.300002E-02	-2.890230E-01	5.368989E-01	-8.155050E-02	4.151628E-01	1.040299E+00
37	0.000000E+00	-2.282848E-02	-2.994416E-01	5.168989E-01	-1.015505E-01	3.943568E-01	1.040299E+00
38	0.000000E+00	-2.231838E-02	-3.099067E-01	4.968989E-01	-1.215505E-01	3.735508E-01	1.040299E+00
39	0.000000E+00	-2.140983E-02	-3.204267E-01	4.768989E-01	-1.415505E-01	3.527449E-01	1.040299E+00
40	0.000000E+00	-2.002789E-02	-3.310118E-01	4.568989E-01	-1.615505E-01	3.319389E-01	1.040299E+00
41	5.960464E-08	-1.807769E-02	-3.416753E-01	4.368989E-01	-1.815505E-01	3.111329E-01	1.040299E+00
42	5.960464E-08	-1.543696E-02	-3.524338E-01	4.168989E-01	-2.015505E-01	2.903269E-01	1.040299E+00
43	5.960464E-08	-1.194580E-02	-3.633095E-01	3.968989E-01	-2.215505E-01	2.695210E-01	1.040299E+00
44	5.960464E-08	-7.390814E-03	-3.743317E-01	3.768989E-01	-2.415505E-01	2.487150E-01	1.040299E+00
45	5.960464E-08	-1.480596E-03	-3.855404E-01	3.568989E-01	-2.615505E-01	2.279090E-01	1.040299E+00
46	5.960464E-08	6.193204E-03	-3.969921E-01	3.368989E-01	-2.815505E-01	2.071030E-01	1.040299E+00
47	5.960464E-08	1.622163E-02	-4.087680E-01	3.168989E-01	-3.015505E-01	1.862970E-01	1.040299E+00
48	5.960464E-08	2.949260E-02	-4.209904E-01	2.968989E-01	-3.215505E-01	1.654911E-01	1.040299E+00
49	5.960464E-08	4.740499E-02	-4.338520E-01	2.768989E-01	-3.415505E-01	1.446851E-01	1.040299E+00
50	5.960464E-08	6.872903E-02	-4.471835E-01	2.568989E-01	-3.615505E-01	1.245417E-01	9.695775E-01
51	5.960464E-08	9.006677E-02	-4.605168E-01	2.368989E-01	-3.815505E-01	1.059050E-01	8.940943E-01
52	5.960464E-08	1.114046E-01	-4.738501E-01	2.168989E-01	-4.015505E-01	8.877793E-02	8.186112E-01
53	5.960464E-08	1.327423E-01	-4.871834E-01	1.968989E-01	-4.215505E-01	7.316055E-02	7.431281E-01
54	5.960464E-08	1.540801E-01	-5.005168E-01	1.768989E-01	-4.415505E-01	5.905284E-02	6.676449E-01
55	5.960464E-08	1.754180E-01	-5.138502E-01	1.568989E-01	-4.615505E-01	4.645471E-02	5.921613E-01
56	5.960464E-08	1.967558E-01	-5.271835E-01	1.368989E-01	-4.815505E-01	3.536633E-02	5.166782E-01
57	5.960464E-08	2.180936E-01	-5.405168E-01	1.168989E-01	-5.015505E-01	2.578760E-02	4.411951E-01
58	5.960464E-08	2.394314E-01	-5.538501E-01	9.689889E-02	-5.215505E-01	1.771854E-02	3.657119E-01
59	5.960464E-08	2.607691E-01	-5.671834E-01	7.689889E-02	-5.415505E-01	1.115914E-02	2.902288E-01
60	5.960464E-08	2.821069E-01	-5.805168E-01	5.689889E-02	-5.615505E-01	6.109399E-03	2.147457E-01
61	5.960464E-08	3.034448E-01	-5.938502E-01	3.689889E-02	-5.815505E-01	2.569304E-03	1.392621E-01
62	1.192093E-07	3.247826E-01	-6.071835E-01	1.689889E-02	-6.015505E-01	5.388954E-04	6.377896E-02
63	8.594990E-05	3.427905E-01	-6.184361E-01	0.000000E+00	-6.184494E-01	0.000000E+00	0.000000E+00
# Orientation 54 : pitch = 2.0 degree ;   roll = -16.0 degree
1	5.767029E-08	-3.147571E-07	5.905542E-08	1.271045E+00	6.355225E-01	1.000000E+00	0.000000E+00
2	4.845664E-05	4.689212E-05	-8.955653E-05	1.251045E+00	6.155225E-01	9.998552E-01	2.165512E-02
3	2.238731E-04	3.582668E-04	-6.986564E-04	1.231045E+00	5.955225E-01	9.988470E-01	8.521205E-02
4	3.947596E-04	1.060410E-03	-2.143473E-03	1.211045E+00	5.755225E-01	9.963870E-01	1.607873E-01
5	5.390029E-04	2.083344E-03	-4.412652E-03	1.191045E+00	5.555225E-01	9.924155E-01	2.363626E-01
6	6.591062E-04	3.337545E-03	-7.465303E-03	1.171045E+00	5.355225E-01	9.869325E-01	3.119378E-01
7	7.573347E-04	4.733784E-03	-1.126704E-02	1.151045E+00	5.155225E-01	9.799380E-01	3.875131E-01
8	8.358936E-04	6.182058E-03	-1.578954E-02	1.131045E+00	4.955225E-01	9.714320E-01	4.630883E-01
9	8.968096E-04	7.589860E-03	-2.101037E-02	1.111045E+00	4.755225E-01	9.614145E-01	5.386636E-01
10	9.419899E-04	8.860691E-03	-2.691293E-02	1.091045E+00	4.555225E-01	9.498855E-01	6.142389E-01
11	9.734015E-04	9.892328E-03	-3.348634E-02	1.071045E+00	4.355225E-01	9.368449E-01	6.898141E-01
12	9.928326E-04	1.057474E-02	-4.072592E-02	1.051045E+00	4.155225E-01	9.222929E-01	7.653893E-01
13	1.002191E-03	1.078771E-02	-4.863319E-02	1.031045E+00	3.955225E-01	9.062294E-01	8.409646E-01
14	1.003383E-03	1.039783E-02	-5.721670E-02	1.011045E+00	3.755225E-01	8.886543E-01	9.165398E-01
15	9.973626E-04	9.256406E-03	-6.649190E-02	9.910449E-01	3.555225E-01	8.695694E-01	9.910038E-01
16	8.904915E-04	7.386846E-03	-7.635507E-02	9.710449E-01	3.355225E-01	8.492361E-01	1.035113E+00
17	6.378274E-04	5.240006E-03	-8.644432E-02	9.510449E-01	3.155225E-01	8.284376E-01	1.040933E+00
18	3.792624E-04	3.115399E-03	-9.654838E-02	9.310449E-01	2.955225E-01	8.076189E-01	1.040933E+00
19	1.254658E-04	1.030190E-03	-1.066580E-01	9.110449E-01	2.755225E-01	7.868002E-01	1.040933E+00
20	-1.231451E-04	-1.012402E-03	-1.167735E-01	8.910449E-01	2.555225E-01	7.659816E-01	1.040933E+00
21	-3.661533E-04	-3.008800E-03	-1.268954E-01	8.710449E-01	2.355225E-01	7.451629E-01	1.040933E+00
22	-6.030221E-04	-4.955010E-03	-1.370244E-01	8.510449E-01	2.155225E-01	7.243443E-01	1.040933E+00
23	-8.332153E-04	-6.846623E-03	-1.471610E-01	8.310449E-01	1.955225E-01	7.035256E-01	1.040933E+00
24	-1.056196E-03	-8.678632E-03	-1.573060E-01	8.110449E-01	1.755225E-01	6.827069E-01	1.040933E+00
25	-1.271250E-03	-1.044537E-02	-1.674600E-01	7.910449E-01	1.555225E-01	6.618883E-01	1.040933E+00
26	-1.477541E-03	-1.214053E-02	-1.776241E-01	7.710449E-01	1.355225E-01	6.410696E-01	1.040933E+00
27	-1.674237E-03	-1.375683E-02	-1.877992E-01	7.510449E-01	1.155225E-01	6.202509E-01	1.040933E+00
28	-1.860382E-03	-1.528610E-02	-1.979865E-01	7.310449E-01	9.552248E-02	5.994322E-01	1.040933E+00
29	-2.034785E-03	-1.671900E-02	-2.081872E-01	7.110449E-01	7.552248E-02	5.786136E-01	1.040933E+00
30	-2.196135E-03	-1.804467E-02	-2.184029E-01	6.910449E-01	5.552248E-02	5.577950E-01	1.040933E+00
31	-2.342882E-03	-1.925065E-02	-2.286353E-01	6.710449E-01	3.552248E-02	5.369763E-01	1.040933E+00
32	-2.473356E-03	-2.032240E-02	-2.388865E-01	6.510449E-01	1.552248E-02	5.161576E-01	1.040933E+00
33	-2.585413E-03	-2.124317E-02	-2.491588E-01	6.310449E-01	-4.477522E-03	4.953390E-01	1.040933E+00
34	-2.676668E-03	-2.199288E-02	-2.594550E-01	6.110449E-01	-2.447752E-02	4.745203E-01	1.040933E+00
35	-2.744259E-03	-2.254810E-02	-2.697784E-01	5.910449E-01	-4.447752E-02	4.537016E-01	1.040933E+00
36	-2.784731E-03	-2.288081E-02	-2.801328E-01	5.710449E-01	-6.447752E-02	4.328830E-01	1.040933E+00
37	-2.794029E-03	-2.295716E-02	-2.905231E-01	5.510449E-01	-8.447752E-02	4.120643E-01	1.040933E+00
38	-2.767148E-03	-2.273627E-02	-3.009550E-01	5.310449E-01	-1.044775E-01	3.912456E-01	1.040933E+00
39	-2.698006E-03	-2.216812E-02	-3.114353E-01	5.110449E-01	-1.244775E-01	3.704270E-01	1.040933E+00
40	-2.578976E-03	-2.119054E-02	-3.219729E-01	4.910449E-01	-1.444775E-01	3.496083E-01	1.040933E+00
41	-2.400758E-03	-1.972582E-02	-3.325786E-01	4.710449E-01	-1.644775E-01	3.287896E-01	1.040933E+00
42	-2.151134E-03	-1.767512E-02	-3.432661E-01	4.510449E-01	-1.844775E-01	3.079710E-01	1.040933E+00
43	-1.814725E-03	-1.491107E-02	-3.540533E-01	4.310449E-01	-2.044775E-01	2.871524E-01	1.040933E+00
44	-1.371147E-03	-1.126631E-02	-3.649636E-01	4.110449E-01	-2.244775E-01	2.663336E-01	1.040933E+00
45	-7.931013E-04	-6.516891E-03	-3.760283E-01	3.910449E-01	-2.444775E-01	2.455150E-01	1.040933E+00
46	-4.321530E-05	-3.556776E-04	-3.872903E-01	3.710449E-01	-2.644775E-01	2.246964E-01	1.040933E+00
47	9.311418E-04	7.649763E-03	-3.988100E-01	3.510449E-01	-2.844775E-01	2.038777E-01	1.040933E+00
48	2.206502E-03	1.812874E-02	-4.106754E-01	3.310449E-01	-3.044775E-01	1.830590E-01	1.040933E+00
49	3.898857E-03	3.203331E-02	-4.230195E-01	3.110449E-01	-3.244775E-01	1.622404E-01	1.040933E+00
50	5.842803E-03	5.027495E-02	-4.359651E-01	2.910449E-01	-3.444775E-01	1.415519E-01	1.020717E+00
51	7.225273E-03	7.123558E-02	-4.492756E-01	2.710449E-01	-3.644775E-01	1.216988E-01	9.582759E-01
52	8.713780E-03	9.251360E-02	-4.626317E-01	2.510449E-01	-3.844775E-01	1.032891E-01	8.827007E-01
53	1.056593E-02	1.137780E-01	-4.759919E-01	2.310449E-01	-4.044775E-01	8.639083E-02	8.071255E-01
54	1.289350E-02	1.350248E-01	-4.893578E-01	2.110449E-01	-4.244775E-01	7.100409E-02	7.315503E-01
55	1.585877E-02	1.562479E-01	-5.027311E-01	1.910449E-01	-4.444775E-01	5.712877E-02	6.559747E-01
56	1.970726E-02	1.774379E-01	-5.161145E-01	1.710449E-01	-4.644775E-01	4.476504E-02	5.803995E-01
57	2.482813E-02	1.985807E-01	-5.295129E-01	1.510449E-01	-4.844775E-01	3.391281E-02	5.048243E-01
58	3.187626E-02	2.196516E-01	-5.429336E-01	1.310449E-01	-5.044775E-01	2.457208E-02	4.292492E-01
59	4.204231E-02	2.406064E-01	-5.563905E-01	1.110449E-01	-5.244775E-01	1.674286E-02	3.536740E-01
60	5.772656E-02	2.613556E-01	-5.699117E-01	9.104486E-02	-5.444775E-01	1.042514E-02	2.780988E-01
61	8.450979E-02	2.816915E-01	-5.835620E-01	7.104486E-02	-5.644775E-01	5.618892E-03	2.025232E-01
62	1.380831E-01	3.010294E-01	-5.975239E-01	5.104486E-02	-5.844775E-01	2.324184E-03	1.269480E-01
63	2.564017E-01	3.179555E-01	-6.122387E-01	3.104486E-02	-6.044775E-01	5.399448E-04	5.217717E-02
64	3.992336E-01	3.339686E-01	-6.272387E-01	1.104486E-02	-6.244775E-01	2.431450E-05	6.604266E-03
65	4.779685E-01	3.427957E-01	-6.355073E-01	0.000000E+00	-6.355224E-01	0.000000E+00	0.000000E+00
# Orientation 55 : pitch = 4.0 degree ;   roll = -16.0 degree
1	2.890263E-08	-3.147571E-07	6.514167E-08	1.303642E+00	6.518212E-01	1.000000E+00	0.000000E+00
2	2.798348E-05	2.340789E-05	-4.609866E-05	1.283642E+00	6.318212E-01	9.999271E-01	1.087387E-02
3	1.822999E-04	1.799893E-04	-3.607516E-04	1.263642E+00	6.118212E-01	9.994197E-01	4.349549E-02
4	4.770449E-04	5.776119E-04	-1.190001E-03	1.243642E+00	5.918212E-01	9.980423E-01	9.786484E-02
5	8.094004E-04	1.295192E-03	-2.752865E-03	1.223642E+00	5.718212E-01	9.953698E-01	1.711295E-01
6	1.093238E-03	2.319856E-03	-5.131835E-03	1.203642E+00	5.518212E-01	9.911887E-01	2.469818E-01
7	1.329153E-03	3.564401E-03	-8.291775E-03	1.183642E+00	5.318212E-01	9.854906E-01	3.228341E-01
8	1.521855E-03	4.939063E-03	-1.219901E-02	1.163642E+00	5.118212E-01	9.782754E-01	3.986864E-01
9	1.675575E-03	6.352646E-03	-1.682597E-02	1.143642E+00	4.918212E-01	9.695431E-01	4.745387E-01
10	1.794486E-03	7.711513E-03	-2.215096E-02	1.123642E+00	4.718212E-01	9.592938E-01	5.503910E-01
11	1.882403E-03	8.917732E-03	-2.815824E-02	1.103642E+00	4.518212E-01	9.475275E-01	6.262433E-01
12	1.943200E-03	9.867115E-03	-3.483787E-02	1.083642E+00	4.318212E-01	9.342441E-01	7.020956E-01
13	1.980572E-03	1.044743E-02	-4.218602E-02	1.063642E+00	4.118212E-01	9.194437E-01	7.779479E-01
14	1.998334E-03	1.053558E-02	-5.020543E-02	1.043642E+00	3.918212E-01	9.031262E-01	8.538002E-01
15	1.999586E-03	9.995682E-03	-5.890537E-02	1.023642E+00	3.718212E-01	8.852928E-01	9.289636E-01
16	1.926391E-03	8.774681E-03	-6.823521E-02	1.003642E+00	3.518212E-01	8.660822E-01	9.884679E-01
17	1.661687E-03	7.022781E-03	-7.801768E-02	9.836424E-01	3.318212E-01	8.458991E-01	1.026224E+00
18	1.206248E-03	4.959567E-03	-8.805727E-02	9.636424E-01	3.118212E-01	8.251783E-01	1.042233E+00
19	6.908467E-04	2.839251E-03	-9.816670E-02	9.436424E-01	2.918212E-01	8.043224E-01	1.042839E+00
20	1.846245E-04	7.582736E-04	-1.082824E-01	9.236424E-01	2.718212E-01	7.834656E-01	1.042839E+00
21	-3.110477E-04	-1.279252E-03	-1.184045E-01	9.036424E-01	2.518212E-01	7.626088E-01	1.042839E+00
22	-7.952759E-04	-3.269689E-03	-1.285334E-01	8.836424E-01	2.318212E-01	7.417521E-01	1.042839E+00
23	-1.267047E-03	-5.209045E-03	-1.386698E-01	8.636424E-01	2.118212E-01	7.208953E-01	1.042839E+00
24	-1.725287E-03	-7.092612E-03	-1.488143E-01	8.436424E-01	1.918212E-01	7.000385E-01	1.042839E+00
25	-2.168686E-03	-8.915381E-03	-1.589677E-01	8.236424E-01	1.718212E-01	6.791817E-01	1.042839E+00
26	-2.595932E-03	-1.067151E-02	-1.691308E-01	8.036424E-01	1.518212E-01	6.583249E-01	1.042839E+00
27	-3.005297E-03	-1.235439E-02	-1.793046E-01	7.836424E-01	1.318212E-01	6.374681E-01	1.042839E+00
28	-3.395111E-03	-1.395674E-02	-1.894901E-01	7.636424E-01	1.118212E-01	6.166113E-01	1.042839E+00
29	-3.763230E-03	-1.546999E-02	-1.996886E-01	7.436424E-01	9.182125E-02	5.957546E-01	1.042839E+00
30	-4.107327E-03	-1.688446E-02	-2.099016E-01	7.236424E-01	7.182125E-02	5.748978E-01	1.042839E+00
31	-4.424722E-03	-1.818903E-02	-2.201305E-01	7.036424E-01	5.182125E-02	5.540410E-01	1.042839E+00
32	-4.712195E-03	-1.937075E-02	-2.303774E-01	6.836424E-01	3.182125E-02	5.331842E-01	1.042839E+00
33	-4.966111E-03	-2.041467E-02	-2.406444E-01	6.636424E-01	1.182125E-02	5.123274E-01	1.042839E+00
34	-5.182297E-03	-2.130325E-02	-2.509340E-01	6.436424E-01	-8.178751E-03	4.914706E-01	1.042839E+00
35	-5.355627E-03	-2.201577E-02	-2.612493E-01	6.236424E-01	-2.817875E-02	4.706138E-01	1.042839E+00
36	-5.480201E-03	-2.252777E-02	-2.715939E-01	6.036424E-01	-4.817875E-02	4.497571E-01	1.042839E+00
37	-5.548866E-03	-2.281000E-02	-2.819720E-01	5.836424E-01	-6.817875E-02	4.289002E-01	1.042839E+00
38	-5.553038E-03	-2.282728E-02	-2.923887E-01	5.636424E-01	-8.817875E-02	4.080435E-01	1.042839E+00
39	-5.482347E-03	-2.253671E-02	-3.028503E-01	5.436424E-01	-1.081788E-01	3.871867E-01	1.042839E+00
40	-5.323977E-03	-2.188577E-02	-3.133644E-01	5.236424E-01	-1.281788E-01	3.663299E-01	1.042839E+00
41	-5.062074E-03	-2.080913E-02	-3.239407E-01	5.036424E-01	-1.481788E-01	3.454731E-01	1.042839E+00
42	-4.676671E-03	-1.922478E-02	-3.345910E-01	4.836424E-01	-1.681788E-01	3.246163E-01	1.042839E+00
43	-4.142255E-03	-1.702811E-02	-3.453306E-01	4.636424E-01	-1.881788E-01	3.037596E-01	1.042839E+00
44	-3.425986E-03	-1.408370E-02	-3.561793E-01	4.436424E-01	-2.081788E-01	2.829027E-01	1.042839E+00
45	-2.484412E-03	-1.021309E-02	-3.671630E-01	4.236424E-01	-2.281788E-01	2.620460E-01	1.042839E+00
46	-1.259000E-03	-5.175846E-03	-3.783169E-01	4.036424E-01	-2.481788E-01	2.411892E-01	1.042839E+00
47	3.307751E-04	1.359208E-03	-3.896893E-01	3.836424E-01	-2.681788E-01	2.203324E-01	1.042839E+00
48	2.399235E-03	9.861929E-03	-4.013486E-01	3.636424E-01	-2.881788E-01	1.994756E-01	1.042839E+00
49	5.114048E-03	2.102159E-02	-4.133954E-01	3.436424E-01	-3.081788E-01	1.786188E-01	1.042808E+00
50	8.486002E-03	3.554933E-02	-4.259280E-01	3.236424E-01	-3.281788E-01	1.578469E-01	1.030759E+00
